"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00115216","1893-01","38.76667","-88.5","137.2","LOUISVILLE, IL US","","","8",",6","5",",6","0",",6","","","4",",6","6","3,6","28","3,6","17","3,6","0","3,6","0","3,6","-25.0","3,6,15,","","","89",",,6,01,","11.4",",,6,01,","14.4","3,6,28,","","","31.7",",,,6","228",",,,6","-6.12","6,6","-1.03","3,,,6","-11.21","3,,,6"
"USC00115216","1893-02","38.76667","-88.5","137.2","LOUISVILLE, IL US","","","8",",6","8",",6","0",",6","","","1",",6","","","","","4","5,6","0","5,6","0","5,6","","","","","89",",,6,21,","22.9",",,6,09,","12.2","5,6,06,","","","81.4",",,,6","89",",,,6","","","4.26","5,,,6","",""
"USC00115216","1893-03","38.76667","-88.5","137.2","LOUISVILLE, IL US","","","5",",6","4",",6","3",",6","","","1",",6","0","3,6","15","3,6","3","3,6","3","3,6","0","3,6","-10.0","3,6,04,","","","64",",,6,17,","44.5",",,6,22,","25.6","3,6,31,","","","106.7",",,,6","64",",,,6","5.54","6,6","10.75","3,,,6","0.33","3,,,6"
"USC00115216","1893-04","38.76667","-88.5","137.2","LOUISVILLE, IL US","12.5","4,6","15",",6","13",",6","3",",6","","","1",",6","0","2,6","1","2,6","0","2,6","14","2,6","0","2,6","0.0","2,6,15,","","","51",",,6,14,","69.9",",,6,30,","28.3","2,6,07,","126.5","2,6","275.9",",,,6","66",",,,6","13.69","4,6","18.84","2,,,6","8.53","2,,,6"
"USC00115216","1893-05","38.76667","-88.5","137.2","LOUISVILLE, IL US","21.6","2,6","8",",6","8",",6","2",",6","","","","","0","1,6","0","1,6","0","1,6","17","1,6","0","1,6","5.6","1,6,18,","","","","","52.1",",,6,26,","31.1","1,6,20,","70.9","1,6","125.8",",,,6","","","16.72","2,6","21.87","1,,,6","11.57","1,,,6"
"USC00115216","1895-10","38.76667","-88.5","137.2","LOUISVILLE, IL US","0.0",",6","4",",6","2",",6","0",",6","","","","","0",",6","10",",6","0",",6","11",",6","0",",6","-6.1",",6,30,","","","","","5.3",",,6,06,","23.9",",6,26,+","259.6",",6","11.7",",,,6","","","9.96",",6","17.47",",,,6","2.45",",,,6"
"USC00115216","1895-11","38.76667","-88.5","137.2","LOUISVILLE, IL US","0.0",",6","12",",6","6",",6","1",",6","","","0",",6","0",",6","13",",6","0",",6","2",",6","0",",6","-8.3",",6,27,","","","8",",,6,20,","55.9",",,6,25,","21.7",",6,07,+","371.8",",6","110.3",",,,6","8",",,,6","5.94",",6","11.03",",,,6","0.85",",,,6"
"USC00115216","1948-07","38.76667","-88.5","137.2","LOUISVILLE, IL US","","","15",",0","11",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","35.1",",,0,18,","","","","","166.9",",,,0","0",",,,0","","","","","",""
"USC00115216","1948-08","38.76667","-88.5","137.2","LOUISVILLE, IL US","","","3","4,0","3","4,0","0","4,0","0","4,0","0","4,0","","","","","","","","","","","","","0","4,,0,31,+","0","4,,0,31,+","15.2","4,,0,13,","","","","","37.5","4,,,0","0","4,,,0","","","","","",""
"USC00115216","1948-09","38.76667","-88.5","137.2","LOUISVILLE, IL US","","","7",",0","6",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","27.4",",,0,05,","","","","","92.3",",,,0","0",",,,0","","","","","",""
"USC00115216","1948-10","38.76667","-88.5","137.2","LOUISVILLE, IL US","","","7","2,0","6","2,0","2","2,0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","43.4","2,,0,16,","","","","","109.4",",a,,0","0",",,,0","","","","","",""
"USC00115216","1948-11","38.76667","-88.5","137.2","LOUISVILLE, IL US","","","10",",0","8",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","0",",,0,30,+","0",",,0,30,+","59.2",",,0,02,","","","","","129.3",",,,0","0",",,,0","","","","","",""
"USC00115216","1948-12","38.76667","-88.5","137.2","LOUISVILLE, IL US","","","9",",0","6",",0","1",",0","","","","","","","","","","","","","","","","","","","","","26.9",",,0,28,","","","","","80.6",",,,0","","","","","","","",""
"USC00115216","1949-01","38.76667","-88.5","137.2","LOUISVILLE, IL US","","","13",",0","11",",0","3",",0","","","","","","","","","","","","","","","","","","","","","66.5",",,0,18,","","","","","234.0",",,,0","","","","","","","",""
"USC00115216","1949-02","38.76667","-88.5","137.2","LOUISVILLE, IL US","","","7","1,0","6","1,0","1","1,0","","","","","","","","","","","","","","","","","","","","","44.7","1,,0,14,","","","","","62.2","1,,,0","","","","","","","",""
