"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"FMW00040605","1951-03","5.31666","163.03333","106.1","KUSAIE AF, FM FM","270.0",",X","22",",X","18",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","3",",X","23.3",",X,21,+","0",",,X,31,+","0",",,X,31,+","58.7",",,X,07,","32.8",",X,25,+","0.0",",X","376.2",",,,X","0",",,,X","27.04",",X","29.44",",,,X","24.65",",,,X"
"FMW00040605","1951-04","5.31666","163.03333","106.1","KUSAIE AF, FM FM","243.8",",X","28",",X","20",",X","13",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","1",",X","21.7",",X,01,","0",",,X,30,+","0",",,X,30,+","144.0",",,X,07,","32.2",",X,15,","0.0",",X","903.6",",,,X","0",",,,X","26.46",",X","28.65",",,,X","24.27",",,,X"
"FMW00040605","1951-05","5.31666","163.03333","106.1","KUSAIE AF, FM FM","","","","","","","","","0","5,X","0","5,X","","","","","","","","","","","","","0","5,,X,31,+","0","5,,X,31,+","","","","","","","","","0","5,,,X","","","","","",""
"FMW00040605","1952-10","5.31666","163.03333","106.1","KUSAIE AF, FM FM","287.2",",X","23",",X","17",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","1",",X","23.3",",X,08,","0",",,X,31,+","0",",,X,31,+","69.1",",,X,07,","32.2",",X,05,","0.0",",X","327.2",",,,X","0",",,,X","27.60",",X","30.16",",,,X","25.04",",,,X"
"FMW00040605","1954-01","5.31666","163.03333","106.1","KUSAIE AF, FM FM","","","24","4,X","16","4,X","5","4,X","0","3,X","0","3,X","","","","","","","","","","","","","0","3,,X,31,+","0","3,,X,31,+","71.4","4,,X,06,","","","","","435.2","4,,,X","0","3,,,X","","","","","",""
"FMW00040605","1954-02","5.31666","163.03333","106.1","KUSAIE AF, FM FM","260.2",",X","23",",X","17",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","1",",X","23.3",",X,24,+","0",",,X,28,+","0",",,X,28,+","167.4",",,X,23,","32.2",",X,25,","0.0",",X","522.2",",,,X","0",",,,X","27.63",",X","29.94",",,,X","25.31",",,,X"
"FMW00040605","1954-03","5.31666","163.03333","106.1","KUSAIE AF, FM FM","289.0",",X","24",",X","19",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","4",",X","22.8",",X,14,","0",",,X,31,+","0",",,X,31,+","106.4",",,X,14,","32.8",",X,20,","0.0",",X","559.6",",,,X","0",",,,X","27.66",",X","30.39",",,,X","24.92",",,,X"
"FMW00040605","1954-04","5.31666","163.03333","106.1","KUSAIE AF, FM FM","288.1",",X","28",",X","21",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","2",",X","22.8",",X,06,","0",",,X,30,+","0",",,X,30,+","95.5",",,X,26,","32.2",",X,24,+","0.0",",X","546.7",",,,X","0",",,,X","27.94",",X","30.23",",,,X","25.65",",,,X"
