"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00155668","1940-04","37.38333","-82.25","259.1","MOUNTCARD, KY US","10",",6","7",",6","0",",6","","","19.6",",,6,20,","81.2",",,,6"
"USC00155668","1940-05","37.38333","-82.25","259.1","MOUNTCARD, KY US","","","","","","","3","","","","",""
"USC00155668","1940-06","37.38333","-82.25","259.1","MOUNTCARD, KY US","11",",6","10",",6","0",",6","6","","19.8",",,6,17,","89.0",",,,6"
"USC00155668","1940-07","37.38333","-82.25","259.1","MOUNTCARD, KY US","11",",6","11",",6","0",",6","2","","19.8",",,6,25,","104.3",",,,6"
"USC00155668","1940-08","37.38333","-82.25","259.1","MOUNTCARD, KY US","9",",6","6",",6","1",",6","1","","54.4",",,6,14,","148.2",",,,6"
"USC00155668","1940-09","37.38333","-82.25","259.1","MOUNTCARD, KY US","4",",6","4",",6","0",",6","","","20.3",",,6,25,","49.8",",,,6"
"USC00155668","1940-10","37.38333","-82.25","259.1","MOUNTCARD, KY US","4",",6","3",",6","0",",6","","","16.0",",,6,31,","34.1",",,,6"
"USC00155668","1940-11","37.38333","-82.25","259.1","MOUNTCARD, KY US","6",",6","5",",6","0",",6","","","14.2",",,6,26,","34.6",",,,6"
"USC00155668","1940-12","37.38333","-82.25","259.1","MOUNTCARD, KY US","9",",6","5",",6","0",",6","","","10.9",",,6,30,","41.1",",,,6"
"USC00155668","1941-01","37.38333","-82.25","259.1","MOUNTCARD, KY US","8",",6","6",",6","0",",6","","","14.7",",,6,25,+","54.7",",,,6"
"USC00155668","1941-02","37.38333","-82.25","259.1","MOUNTCARD, KY US","4",",6","2",",6","0",",6","","","7.6",",,6,13,","14.3",",,,6"
"USC00155668","1941-03","37.38333","-82.25","259.1","MOUNTCARD, KY US","9",",6","7",",6","0",",6","","","22.6",",,6,08,","73.9",",,,6"
"USC00155668","1941-04","37.38333","-82.25","259.1","MOUNTCARD, KY US","7",",6","6",",6","1",",6","","","27.9",",,6,23,","70.4",",,,6"
"USC00155668","1941-05","37.38333","-82.25","259.1","MOUNTCARD, KY US","4",",6","2",",6","0",",6","","","3.3",",,6,08,","10.6",",,,6"
"USC00155668","1941-06","37.38333","-82.25","259.1","MOUNTCARD, KY US","14",",6","11",",6","2",",6","1","","40.9",",,6,09,","137.2",",,,6"
"USC00155668","1941-07","37.38333","-82.25","259.1","MOUNTCARD, KY US","13",",6","9",",6","3",",6","","","38.4",",,6,25,","172.6",",,,6"
"USC00155668","1941-09","37.38333","-82.25","259.1","MOUNTCARD, KY US","5",",6","4",",6","0",",6","","","13.7",",,6,11,","33.5",",,,6"
"USC00155668","1941-10","37.38333","-82.25","259.1","MOUNTCARD, KY US","12",",6","8",",6","1",",6","","","29.2",",,6,10,","79.6",",,,6"
"USC00155668","1941-11","37.38333","-82.25","259.1","MOUNTCARD, KY US","8",",6","5",",6","0",",6","","","14.7",",,6,23,+","48.5",",,,6"
"USC00155668","1941-12","37.38333","-82.25","259.1","MOUNTCARD, KY US","4",",6","3",",6","0",",6","","","9.7",",,6,05,","23.5",",,,6"
