"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TZM00063870","1988-04","-6.222","39.225","16.5","ZANZIBAR, TZ","17","5,S","12","5,S","3","5,S","","","","","","","","","","","","","50.0","5,,S,26,","","","188.8","5,,,S","","","","","",""
"TZM00063870","2002-10","-6.222","39.225","16.5","ZANZIBAR, TZ","9","4,S","6","4,S","1","4,S","","","","","","","","","","","","","41.9","4,,S,23,","","","110.8","4,,,S","","","","","",""
"TZM00063870","2002-11","-6.222","39.225","16.5","ZANZIBAR, TZ","11","3,S","7","3,S","2","3,S","","","","","","","","","","","","","49.0","3,,S,08,","","","155.4","3,,,S","","","","","",""
"TZM00063870","2003-01","-6.222","39.225","16.5","ZANZIBAR, TZ","2","2,S","1","2,S","0","2,S","","","","","","","","","","","","","4.1","2,,S,02,","","","6.1","2,,,S","","","","","",""
"TZM00063870","2003-02","-6.222","39.225","16.5","ZANZIBAR, TZ","3","2,S","1","2,S","0","2,S","","","","","0","5,S","23","5,S","21","5,S","","","4.1","2,,S,28,","34.9","5,S,07,","6.6","2,,,S","","","33.71","5,,,S","",""
"TZM00063870","2003-03","-6.222","39.225","16.5","ZANZIBAR, TZ","4","3,S","3","3,S","0","3,S","","","","","0","3,S","28","3,S","25","3,S","","","7.1","3,,S,31,","35.9","3,S,21,","16.2","3,,,S","","","33.94","3,,,S","",""
"TZM00063870","2003-04","-6.222","39.225","16.5","ZANZIBAR, TZ","5","4,S","3","4,S","0","4,S","","","","","","","","","","","","","7.9","4,,S,27,","","","21.0","4,,,S","","","","","",""
"TZM00063870","2003-06","-6.222","39.225","16.5","ZANZIBAR, TZ","1","2,S","1","2,S","0","2,S","","","","","","","","","","","","","3.0","2,,S,05,","","","3.0","2,,,S","","","","","",""
"TZM00063870","2003-07","-6.222","39.225","16.5","ZANZIBAR, TZ","4","3,S","3","3,S","0","3,S","","","","","","","","","","","","","8.9","3,,S,13,","","","19.0","3,,,S","","","","","",""
"TZM00063870","2003-10","-6.222","39.225","16.5","ZANZIBAR, TZ","2","5,S","1","5,S","0","5,S","","","","","","","","","","","","","3.0","5,,S,20,","","","4.0","5,,,S","","","","","",""
"TZM00063870","2003-12","-6.222","39.225","16.5","ZANZIBAR, TZ","3","4,S","2","4,S","1","4,S","","","","","","","","","","","","","27.9","4,,S,22,","","","36.3","4,,,S","","","","","",""
"TZM00063870","2004-01","-6.222","39.225","16.5","ZANZIBAR, TZ","10","4,S","6","4,S","2","4,S","","","","","","","","","","","","","72.9","4,,S,09,","","","145.6","4,,,S","","","","","",""
"TZM00063870","2004-02","-6.222","39.225","16.5","ZANZIBAR, TZ","9","4,S","9","4,S","4","4,S","","","","","","","","","","","","","63.0","4,,S,05,","","","226.0","4,,,S","","","","","",""
"TZM00063870","2004-04","-6.222","39.225","16.5","ZANZIBAR, TZ","18","4,S","14","4,S","6","4,S","","","","","","","","","","","","","95.0","4,,S,06,","","","368.5","4,,,S","","","","","",""
"TZM00063870","2004-08","-6.222","39.225","16.5","ZANZIBAR, TZ","6","4,S","3","4,S","0","4,S","","","","","","","","","","","","","7.9","4,,S,14,","","","22.1","4,,,S","","","","","",""
"TZM00063870","2004-09","-6.222","39.225","16.5","ZANZIBAR, TZ","5","3,S","2","3,S","0","3,S","","","","","","","","","","","","","11.9","3,,S,15,","","","20.5","3,,,S","","","","","",""
"TZM00063870","2006-11","-6.222","39.225","16.5","ZANZIBAR, TZ","21","3,S","16","3,S","3","3,S","","","","","0","5,S","25","5,S","1","5,S","","","39.9","3,,S,07,","38.4","5,S,02,","254.5","3,,,S","","","30.56","5,,,S","",""
"TZM00063870","2007-02","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","0","4,S","0","4,S","0","3,S","25","3,S","23","3,S","21.5","4,S,21,","","","39.4","3,S,27,","","","29.09","7,S","33.84","3,,,S","24.33","4,,,S"
"TZM00063870","2007-09","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","4,S","26","4,S","2","4,S","","","","","32.7","4,S,24,","","","","","31.05","4,,,S","",""
"TZM00063870","2008-04","-6.222","39.225","16.5","ZANZIBAR, TZ","22","1,S","20","1,S","9","1,S","","","","","0","5,S","25","5,S","0","5,S","","","94.0","1,,S,04,","31.8","5,S,01,","529.1","1,,,S","","","29.35","5,,,S","",""
"TZM00063870","2009-01","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","0","5,S","0","5,S","","","","","","","22.7","5,S,24,","","","","","","","","","","","24.42","5,,,S"
"TZM00063870","2009-05","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","1,S","30","1,S","0","1,S","","","","","31.3","1,S,08,","","","","","30.29","1,,,S","",""
"TZM00063870","2009-08","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","4,S","27","4,S","0","4,S","","","","","31.0","4,S,23,","","","","","30.07","4,,,S","",""
"TZM00063870","2009-09","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","3,S","27","3,S","2","3,S","","","","","32.5","3,S,22,","","","","","31.25","3,,,S","",""
"TZM00063870","2010-11","-6.222","39.225","16.5","ZANZIBAR, TZ","17","4,S","13","4,S","2","4,S","","","","","","","","","","","","","30.0","4,,S,15,","","","178.2","4,,,S","","","","","",""
"TZM00063870","2011-04","-6.222","39.225","16.5","ZANZIBAR, TZ","18","4,S","16","4,S","6","4,S","","","","","","","","","","","","","119.9","4,,S,20,","","","419.9","4,,,S","","","","","",""
"TZM00063870","2011-08","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","5,S","26","5,S","0","5,S","","","","","32.0","5,S,23,","","","","","29.88","5,,,S","",""
"TZM00063870","2011-11","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","0","4,S","0","4,S","0","5,S","25","5,S","3","5,S","22.1","4,S,01,","","","32.8","5,S,23,","","","27.04","7,S","30.67","5,,,S","23.41","4,,,S"
"TZM00063870","2013-03","-6.222","39.225","16.5","ZANZIBAR, TZ","18","5,S","15","5,S","4","5,S","","","","","","","","","","","","","53.1","5,,S,11,","","","291.8","5,,,S","","","","","",""
"TZM00063870","2013-08","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","2,S","29","2,S","0","2,S","","","","","30.8","2,S,25,+","","","","","29.68","2,,,S","",""
"TZM00063870","2014-02","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","3,S","25","3,S","17","3,S","","","","","35.4","3,S,06,","","","","","32.57","3,,,S","",""
"TZM00063870","2014-03","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","4,S","27","4,S","14","4,S","","","","","35.2","4,S,25,","","","","","31.72","4,,,S","",""
"TZM00063870","2015-02","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","4,S","24","4,S","24","4,S","","","","","36.0","4,S,15,","","","","","34.09","4,,,S","",""
"TZM00063870","2015-06","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","3,S","27","3,S","0","3,S","","","","","31.0","3,S,06,+","","","","","29.98","3,,,S","",""
"TZM00063870","2015-10","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","5,S","26","5,S","17","5,S","","","","","34.2","5,S,27,+","","","","","32.65","5,,,S","",""
"TZM00063870","2016-04","-6.222","39.225","16.5","ZANZIBAR, TZ","22","3,S","15","3,S","7","3,S","","","","","","","","","","","","","83.1","3,,S,17,","","","453.2","3,,,S","","","","","",""
"TZM00063870","2016-06","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","5,S","25","5,S","0","5,S","","","","","32.0","5,S,05,","","","","","30.71","5,,,S","",""
"TZM00063870","2016-12","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","0","5,S","0","5,S","0","5,S","26","5,S","20","5,S","23.4","5,S,31,","","","33.8","5,S,25,","","","28.54","7,S","32.64","5,,,S","24.43","5,,,S"
"TZM00063870","2017-01","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","5,S","26","5,S","26","5,S","","","","","35.5","5,S,29,+","","","","","33.85","5,,,S","",""
"TZM00063870","2017-02","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","5,S","23","5,S","23","5,S","","","","","36.0","5,S,20,+","","","","","34.56","5,,,S","",""
"TZM00063870","2017-03","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","3,S","28","3,S","24","3,S","","","","","38.5","3,S,04,","","","","","34.60","3,,,S","",""
"TZM00063870","2017-07","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","0","4,S","0","4,S","0","5,S","26","5,S","0","5,S","21.0","4,S,24,","","","31.0","5,S,31,","","","26.41","8,S","30.02","5,,,S","22.80","4,,,S"
"TZM00063870","2017-11","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","2,S","28","2,S","8","2,S","","","","","33.5","2,S,15,","","","","","31.65","2,,,S","",""
"TZM00063870","2018-01","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","4,S","27","4,S","14","4,S","","","","","36.0","4,S,02,","","","","","31.78","4,,,S","",""
"TZM00063870","2018-11","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","5,S","25","5,S","13","5,S","","","","","33.7","5,S,29,","","","","","32.08","5,,,S","",""
"TZM00063870","2019-10","-6.222","39.225","16.5","ZANZIBAR, TZ","21","5,S","18","5,S","5","5,S","","","","","","","","","","","","","94.0","5,,S,23,","","","443.1","5,,,S","","","","","",""
"TZM00063870","2019-11","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","0","5,S","0","5,S","","","","","","","23.2","5,S,03,","","","","","","","","","","","24.60","5,,,S"
"TZM00063870","2020-11","-6.222","39.225","16.5","ZANZIBAR, TZ","18","5,S","12","5,S","3","5,S","","","","","","","","","","","","","43.7","5,,S,28,","","","169.2","5,,,S","","","","","",""
"TZM00063870","2021-10","-6.222","39.225","16.5","ZANZIBAR, TZ","","","","","","","","","","","0","5,S","26","5,S","7","5,S","","","","","33.1","5,S,29,","","","","","31.63","5,,,S","",""
