"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00381645","1999-05","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","","","48.3","2,0","8","2,0","4","2,0","0","2,0","0","1,0","0",",0","0","2,0","0","2,0","0","2,0","27","2,0","1","2,0","","","","","6.1","2,0,06,+","0","1,,0,31,+","0",",,0,31,+","14.7","2,,0,07,","32.2","2,0,24,","","","","","26.3","2,0","","","","","","","","","","","43.1","2,,,0","0",",,,0","19.09","2,0","27.01","2,,,0","11.17","2,,,0"
"USC00381645","1999-06","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","","","163.1",",0","13",",0","7",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","29",",0","12",",0","","","","","12.8",",0,25,+","0","1,,0,30,+","0",",,0,30,+","14.7",",,0,26,","37.8",",0,10,","","","","","0.8",",0","","","","","","","","","","","75.2",",,,0","0",",,,0","23.74",",0","30.64",",,,0","16.84",",,,0"
"USC00381645","1999-07","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","","","263.3","1,0","8",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","24",",0","","","2","","16.1","1,0,13,","0",",,0,31,+","0",",,0,31,+","21.8",",,0,25,","39.4",",0,25,+","0.3","0","","","0.3",",0","","","","","","","","","","","67.3",",,,0","0",",,,0","27.17","1,0","33.48",",,,0","20.86","1,,,0"
"USC00381645","1999-08","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","","","280.4",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","1","","13.9",",0,31,","0",",,0,31,+","0",",,0,31,+","59.2",",,0,15,","38.9",",0,14,+","0.3","0","","","0.0",",0","","","","","","","","","","","93.3",",,,0","0",",,,0","27.38",",0","34.45",",,,0","20.31",",,,0"
"USC00381645","1999-09","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","","","102.4","1,0","10",",0","8",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","7",",0","","","","","4.4","1,0,24,+","0",",,0,30,+","0",",,0,30,+","70.9",",,0,16,","32.8",",0,23,+","6.4","0","","","6.1",",0","","","","","","","","","","","217.4",",,,0","0",",,,0","21.53","1,0","28.67",",,,0","14.39","1,,,0"
"USC00381645","1999-10","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","","","18.3",",0","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","24",",0","0",",0","","","","","-1.1",",0,25,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,18,","30.0",",0,04,","104.9","0","","","98.5",",0","","","","","","","","","","","80.3",",,,0","0",",,,0","15.75",",0","23.13",",,,0","8.36",",,,0"
"USC00381645","1999-11","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","","","7.3",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","20",",0","0",",0","","","","","-4.4",",0,18,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,27,","27.2",",0,15,+","251.5","0","","","146.6",",0","","","","","","","","","","","61.5",",,,0","0",",,,0","13.69",",0","22.01",",,,0","5.37",",,,0"
"USC00381645","1999-12","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","","","0.0","1,0","7",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","23","1,0","0",",0","4",",0","0",",0","","","","","-7.8","1,0,26,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,14,","23.3",",0,06,","605.1","0","","","353.6",",0","","","","","","","","","","","48.3",",,,0","0",",,,0","6.67","1,0","14.98",",,,0","-1.65","1,,,0"
"USC00381645","2000-01","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","0.0","0","0.0",",0","12",",0","9",",0","2",",0","7",",0","2",",0","0",",0","24",",0","0",",0","6",",0","0",",0","1","","","","-11.1",",0,27,","178",",,0,26,+","178",",,0,25,","80.5",",,0,25,","24.4",",0,04,","1006.0","0","","","400.9",",0","","","","","","","","","","","197.9",",,,0","203",",,,0","5.40",",0","11.85",",,,0","-1.05",",,,0"
"USC00381645","2000-02","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","0.0","0","0.0",",0","6",",0","5",",0","0",",0","6",",0","0",",0","0",",0","16",",0","0",",0","10",",0","0",",0","","","","","-7.8",",0,04,+","76",",,0,02,+","0",",,0,29,+","20.1",",,0,13,","27.2",",0,20,","1295.1","0","","","289.1",",0","","","","","","","","","","","54.2",",,,0","0",",,,0","8.36",",0","17.22",",,,0","-0.50",",,,0"
"USC00381645","2000-03","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","5.2","0","5.2","1,0","11",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","6","1,0","0",",0","18",",0","0",",0","","","","","-3.3","1,0,14,","0",",,0,31,+","0",",,0,31,+","32.3",",,0,21,","29.4",",0,11,+","1463.3","0","","","168.2",",0","","","","","","","","","","","90.1",",,,0","0",",,,0","12.93","1,0","21.89",",,,0","3.96","1,,,0"
"USC00381645","2000-04","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","14.9","0","9.7",",0","15",",0","9",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","21",",0","0",",0","","","","","0.0",",0,05,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,26,","29.4",",0,08,","1565.2","0","","","101.9",",0","","","","","","","","","","","136.6",",,,0","0",",,,0","15.26",",0","23.04",",,,0","7.48",",,,0"
"USC00381645","2000-05","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","143.2","0","128.3",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","6.1",",0,17,","0",",,0,31,+","0",",,0,31,+","36.1",",,0,26,","35.6",",0,14,","1573.5","0","","","8.3",",0","","","","","","","","","","","45.3",",,,0","0",",,,0","22.20",",0","30.62",",,,0","13.79",",,,0"
"USC00381645","2000-06","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","352.3","0","209.1",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","22",",0","","","","","9.4",",0,09,+","0",",,0,30,+","0",",,0,30,+","29.2",",,0,30,","37.8",",0,03,","1573.5","0","","","0.0",",0","","","","","","","","","","","117.1",",,,0","0",",,,0","25.30",",0","32.70",",,,0","17.90",",,,0"
"USC00381645","2000-07","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","588.8","0","236.5",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","16.1",",0,16,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,25,","36.1",",0,11,","0.0","0","","","0.0",",0","","","","","","","","","","","101.6",",,,0","0",",,,0","25.96",",0","31.99",",,,0","19.94",",,,0"
"USC00381645","2000-08","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","812.3","0","223.5",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","3","","12.2",",0,23,","0",",,0,31,+","0",",,0,31,+","37.8",",,0,25,","37.8",",0,19,","0.0","0","","","0.0",",0","","","","","","","","","","","138.1",",,,0","0",",,,0","25.54",",0","32.04",",,,0","19.05",",,,0"
"USC00381645","2000-09","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","939.0","0","126.7","1,0","10",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","28",",0","5",",0","","","","","6.7","1,0,17,","0",",,0,30,+","0",",,0,30,+","43.4",",,0,23,","33.3",",0,14,","13.3","0","","","13.3",",0","","","","","","","","","","","152.7",",,,0","0",",,,0","22.16","1,0","28.06",",,,0","16.27","1,,,0"
"USC00381645","2000-10","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","960.9","0","21.9","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","4","1,0","0",",0","28",",0","0",",0","","","","","-1.7","1,0,10,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","31.7",",0,06,","89.3","0","","","76.0",",0","","","","","","","","","","","0.0",",,,0","0",",,,0","16.56","1,0","25.94",",,,0","7.18","1,,,0"
"USC00381645","2000-11","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","964.8","0","3.9","1,0","11",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","16","1,0","0",",0","10",",0","0",",0","","","","","-9.4","1,0,22,","0",",,0,30,+","0",",,0,30,+","21.3",",,0,26,","28.3",",0,10,","333.9","0","","","244.6",",0","","","","","","","","","","","92.4",",,,0","0",",,,0","10.06","1,0","18.34",",,,0","1.78","1,,,0"
"USC00381645","2000-12","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","964.8","0","0.0","1,0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0","1,0","0","1,0","0","1,0","","","","","-10.6",",0,26,","0",",T,0,19,","0",",T,0,19,","10.2",",,0,17,","20.0","1,0,17,+","791.3","0","","","457.4","1,0","","","","","","","","","","","30.4",",,,0","0",",T,,0","3.19","1,0","10.06","1,,,0","-3.67",",,,0"
"USC00381645","2001-01","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","0.8","0","0.8",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","2",",0","0",",0","","","","","-11.1",",0,04,+","0",",,0,31,+","0",",,0,31,+","16.0",",,0,20,","24.4",",0,20,","1186.2","0","","","394.9",",0","","","","","","","","","","","39.2",",,,0","0",",,,0","5.62",",0","13.16",",,,0","-1.92",",,,0"
"USC00381645","2001-02","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","0.8","0","0.0",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","11",",0","0",",0","","","","","-6.1",",0,19,","0",",,0,28,+","0",",,0,28,+","24.6",",,0,17,","24.4",",0,27,+","1438.8","0","","","252.6",",0","","","","","","","","","","","65.5",",,,0","0",",,,0","9.31",",0","16.97",",,,0","1.65",",,,0"
"USC00381645","2001-03","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","0.8","0","0.0",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","11",",0","0",",0","8",",0","0",",0","","","","","-5.0",",0,28,+","0",",,0,31,+","0",",,0,31,+","38.6",",,0,30,","26.1",",0,14,","1695.5","0","","","256.7",",0","","","","","","","","","","","160.6",",,,0","0",",,,0","10.05",",0","17.46",",,,0","2.64",",,,0"
"USC00381645","2001-04","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","53.7","0","52.9",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","23",",0","5",",0","","","","","-1.7",",0,19,+","0",",,0,30,+","0",",,0,30,+","11.2",",,0,25,","34.4",",0,11,","1787.0","0","","","91.5",",0","","","","","","","","","","","25.9",",,,0","0",",,,0","17.05",",0","25.48",",,,0","8.61",",,,0"
"USC00381645","2001-05","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","145.3","0","91.6",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","7.2",",0,15,+","0",",,0,31,+","0",",,0,31,+","22.1",",,0,29,","35.0",",0,20,+","1792.8","0","","","5.8",",0","","","","","","","","","","","38.9",",,,0","0",",,,0","21.10",",0","29.53",",,,0","12.66",",,,0"
"USC00381645","2001-06","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","344.9","0","199.6",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","","","16.1",",0,10,","0",",,0,30,+","0",",,0,30,+","27.4",",,0,14,","36.1",",0,06,","1792.8","0","","","0.0",",0","","","","","","","","","","","93.1",",,,0","0",",,,0","24.99",",0","31.37",",,,0","18.60",",,,0"
"USC00381645","2001-07","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","583.2","0","238.3",",0","17",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","13.3",",0,22,","0",",,0,31,+","0",",,0,31,+","36.6",",,0,24,","37.2",",0,12,","0.0","0","","","0.0",",0","","","","","","","","","","","104.5",",,,0","0",",,,0","26.02",",0","32.28",",,,0","19.76",",,,0"
"USC00381645","2001-08","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","853.9","0","270.7",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","15.0",",0,04,+","0",",,0,31,+","0",",,0,31,+","7.4",",,0,19,","37.8",",0,18,+","0.0","0","","","0.0",",0","","","","","","","","","","","21.1",",,,0","0",",,,0","27.06",",0","34.57",",,,0","19.55",",,,0"
"USC00381645","2001-09","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","969.1","0","115.2",",0","11",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","4.4",",0,27,","0",",,0,30,+","0",",,0,30,+","40.4",",,0,04,","33.9",",0,01,","17.5","0","","","17.5",",0","","","","","","","","","","","93.6",",,,0","0",",,,0","21.59",",0","28.91",",,,0","14.28",",,,0"
"USC00381645","2001-10","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","999.1","0","30.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","25",",0","0",",0","","","","","-3.3",",0,29,","0",",,0,31,+","0",",,0,31,+","23.9",",,0,07,","31.7",",0,25,+","139.0","0","","","121.5",",0","","","","","","","","","","","46.1",",,,0","0",",,,0","15.38",",0","24.99",",,,0","5.77",",,,0"
"USC00381645","2001-11","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","1010.5","0","11.4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","24",",0","0",",0","","","","","-5.0",",0,22,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,24,","29.4",",0,03,","271.8","0","","","132.8",",0","","","","","","","","","","","17.3",",,,0","0",",,,0","14.29",",0","23.83",",,,0","4.74",",,,0"
"USC00381645","2001-12","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","1011.3","0","0.8",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","11",",0","0",",0","","","","","-7.8",",0,27,","0",",,0,31,+","0",",,0,31,+","20.6",",,0,11,","26.7",",0,08,","514.3","0","","","242.5",",0","","","","","","","","","","","37.6",",,,0","0",",,,0","10.54",",0","18.56",",,,0","2.51",",,,0"
"USC00381645","2002-01","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","2.2","0","2.2",",0","11",",0","7",",0","2",",0","3",",0","2",",0","0",",0","19",",0","1",",0","4",",0","0",",0","","","","","-12.2",",0,05,","178",",,0,04,","114",",,0,03,","31.5",",,0,20,","28.3",",0,31,","858.2","0","","","343.9",",0","","","","","","","","","","","122.4",",,,0","178",",,,0","7.31",",0","14.81",",,,0","-0.19",",,,0"
"USC00381645","2002-02","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","6.9","0","4.7",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","16",",0","0",",0","6",",0","0",",0","","","","","-10.6",",0,28,","0",",,0,28,+","0",",,0,28,+","26.9",",,0,07,","27.8",",0,01,","1137.2","0","","","279.0",",0","","","","","","","","","","","37.6",",,,0","0",",,,0","8.54",",0","16.92",",,,0","0.15",",,,0"
"USC00381645","2002-03","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","21.4","0","14.5",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","15",",0","0",",0","","","","","-10.0",",0,01,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,03,","30.6",",0,17,","1324.9","0","","","187.7",",0","","","","","","","","","","","93.1",",,,0","0",",,,0","12.75",",0","20.67",",,,0","4.82",",,,0"
"USC00381645","2002-04","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","97.8","0","76.4",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","26",",0","6",",0","","","","","-1.1",",0,07,","0",",,0,30,+","0",",,0,30,+","24.4",",,0,01,","34.4",",0,22,","1368.5","0","","","43.6",",0","","","","","","","","","","","57.2",",,,0","0",",,,0","19.43",",0","27.11",",,,0","11.74",",,,0"
"USC00381645","2002-05","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","196.9","0","99.1",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","8",",0","","","","","2.8",",0,23,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,19,","33.9",",0,26,","1410.1","0","","","41.6",",0","","","","","","","","","","","72.0",",,,0","0",",,,0","20.19",",0","27.82",",,,0","12.56",",,,0"
"USC00381645","2002-06","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","416.5","0","219.6",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","","","","","9.4",",0,10,","0",",,0,30,+","0",",,0,30,+","7.4",",,0,24,","38.3",",0,14,","1410.1","0","","","0.0",",0","","","","","","","","","","","20.1",",,,0","0",",,,0","25.65",",0","33.75",",,,0","17.55",",,,0"
"USC00381645","2002-07","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","725.7","0","309.2",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","","","15.0",",0,08,","0",",,0,31,+","0",",,0,31,+","30.0",",,0,25,","39.4",",0,31,","0.0","0","","","0.0",",0","","","","","","","","","","","95.1",",,,0","0",",,,0","28.31",",0","35.62",",,,0","20.99",",,,0"
"USC00381645","2002-08","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","991.9","0","266.2",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","11.7",",0,08,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,27,","40.6",",0,25,","0.0","0","","","0.0",",0","","","","","","","","","","","137.7",",,,0","0",",,,0","26.92",",0","34.47",",,,0","19.37",",,,0"
"USC00381645","2002-09","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","1172.3","0","180.4",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","15.6",",0,13,+","0",",,0,30,+","0",",,0,30,+","29.0",",,0,15,","35.0",",0,12,","0.0","0","","","0.0",",0","","","","","","","","","","","108.3",",,,0","0",",,,0","24.35",",0","29.84",",,,0","18.85",",,,0"
"USC00381645","2002-10","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","1246.8","0","74.5",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","4",",0","","","","","3.9",",0,19,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,16,","34.4",",0,06,","61.6","0","","","61.6",",0","","","","","","","","","","","144.1",",,,0","0",",,,0","18.75",",0","23.84",",,,0","13.66",",,,0"
"USC00381645","2002-11","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","1253.2","0","6.4","1,0","8",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","15","1,0","0",",0","4",",0","0",",0","","","","","-7.8","1,0,29,","0",",,0,30,+","0",",,0,30,+","44.5",",,0,12,","27.2",",0,11,","301.0","0","","","239.4",",0","","","","","","","","","","","105.5",",,,0","0",",,,0","10.28","1,0","17.39",",,,0","3.16","1,,,0"
"USC00381645","2002-12","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","1253.2","0","0.0",",0","10",",0","7",",0","3",",0","0",",0","0",",0","0",",0","19",",0","0",",0","1",",0","0",",0","","","","","-7.2",",0,27,+","0",",,0,31,+","0",",,0,31,+","30.0",",,0,25,","21.7",",0,30,","688.2","0","","","387.2",",0","","","","","","","","","","","114.5",",,,0","0",",,,0","5.84",",0","12.55",",,,0","-0.86",",,,0"
"USC00381645","2003-01","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","0.0","0","0.0","2,0","7","1,0","6","1,0","0","1,0","0","1,0","1",",0","0","1,0","22","1,0","1","2,0","1","2,0","0","2,0","","","","","-11.7","1,0,24,+","0","1,T,0,25,","51",",,0,23,","17.0","1,,0,30,","23.3","2,0,10,","1080.3","0","","","392.1","2,0","","","","","","","","","","","54.1","1,,,0","51",",,,0","4.87","2,0","11.85","2,,,0","-2.12","1,,,0"
"USC00381645","2003-02","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","0.3","0","0.3",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","4",",0","0",",0","","","","","-6.7",",0,13,","0",",,0,28,+","0",",,0,28,+","29.7",",,0,17,","23.9",",0,04,","1389.9","0","","","309.6",",0","","","","","","","","","","","123.1",",,,0","0",",,,0","7.28",",0","13.84",",,,0","0.73",",,,0"
"USC00381645","2003-03","34.72709","-80.03754","62.5","CHESTERFIELD 3 E, SC US","3.7","0","3.4",",0","17",",0","14",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","12",",0","0",",0","","","","","-2.2",",0,08,","0",",,0,31,+","0",",,0,31,+","38.1",",,0,06,","28.3",",0,30,","1563.8","0","","","173.9",",0","","","","","","","","","","","187.0",",,,0","0",",,,0","12.83",",0","19.50",",,,0","6.17",",,,0"
