"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00218832","1940-09","45.8","-95.066667",,"WEST UNION, MN US","2",",6","1",",6","0",",6","","","","","","","20.3",",,6,16,","22.1",",,,6","",""
"USC00218832","1940-10","45.8","-95.066667",,"WEST UNION, MN US","9",",6","6",",6","1",",6","","","","","","","32.5",",,6,28,","69.8",",,,6","",""
"USC00218832","1940-11","45.8","-95.066667",,"WEST UNION, MN US","11",",6","5",",6","0",",6","","","","","","","14.7",",,6,21,","38.3",",,,6","",""
"USC00218832","1940-12","45.8","-95.066667",,"WEST UNION, MN US","6",",6","2",",6","0",",6","","","","","","","3.0",",,6,29,+","8.6",",,,6","",""
"USC00218832","1941-01","45.8","-95.066667",,"WEST UNION, MN US","11",",6","4",",6","0",",6","","","","","","","7.4",",,6,01,","26.1",",,,6","",""
"USC00218832","1941-02","45.8","-95.066667",,"WEST UNION, MN US","6",",6","0",",6","0",",6","2",",6","","","25",",,6,26,+","1.3",",,6,23,","4.9",",,,6","96",",,,6"
"USC00218832","1941-03","45.8","-95.066667",,"WEST UNION, MN US","8",",6","1",",6","0",",6","","","","","","","3.0",",,6,16,","11.0",",,,6","",""
"USC00218832","1941-04","45.8","-95.066667",,"WEST UNION, MN US","21",",6","13",",6","2",",6","3",",6","2","","76",",,6,03,","41.9",",,6,12,","154.8",",,,6","178",",,,6"
"USC00218832","1941-05","45.8","-95.066667",,"WEST UNION, MN US","12",",6","7",",6","1",",6","","","6","","","","38.4",",,6,27,","109.5",",,,6","",""
"USC00218832","1941-06","45.8","-95.066667",,"WEST UNION, MN US","11",",6","4",",6","1",",6","","","2","","","","158.8",",,6,21,","224.4",",,,6","",""
"USC00218832","1941-07","45.8","-95.066667",,"WEST UNION, MN US","8",",6","3",",6","0",",6","","","","","","","12.7",",,6,14,","28.9",",,,6","",""
"USC00218832","1941-08","45.8","-95.066667",,"WEST UNION, MN US","12",",6","8",",6","2",",6","","","3","","","","59.7",",,6,10,","139.5",",,,6","",""
"USC00218832","1941-09","45.8","-95.066667",,"WEST UNION, MN US","8","1,6","4","1,6","2","1,6","","","3","","","","53.3","1,,6,14,","94.5","1,,,6","",""
"USC00218832","1941-10","45.8","-95.066667",,"WEST UNION, MN US","13",",6","7",",6","0",",6","1",",6","2","","51",",,6,29,","13.7",",,6,05,","63.0",",,,6","51",",,,6"
"USC00218832","1941-12","45.8","-95.066667",,"WEST UNION, MN US","3","3,6","0","3,6","0","3,6","2",",6","","","64",",,6,11,","2.0","3,,6,11,","3.8","3,,,6","110",",,,6"
"USC00218832","1942-01","45.8","-95.066667",,"WEST UNION, MN US","","","","","","","0",",6","","","13",",,6,29,","","","","","13",",,,6"
"USC00218832","1942-02","45.8","-95.066667",,"WEST UNION, MN US","6","1,6","0","1,6","0","1,6","","","","","","","2.0","1,,6,21,","5.6","1,,,6","",""
"USC00218832","1942-03","45.8","-95.066667",,"WEST UNION, MN US","13",",6","5",",6","0",",6","","","","","","","12.4",",,6,25,","35.8",",,,6","",""
"USC00218832","1942-04","45.8","-95.066667",,"WEST UNION, MN US","5",",6","4",",6","0",",6","1",",6","3","","152",",,6,06,","19.3",",,6,30,","50.0",",,,6","152",",,,6"
"USC00218832","1942-05","45.8","-95.066667",,"WEST UNION, MN US","11",",6","8",",6","1",",6","","","10","","","","33.3",",,6,13,","133.2",",,,6","",""
