"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00044592","1911-12","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","9","","","","","","",""
"USC00044592","1912-01","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","10","","","","","","",""
"USC00044592","1912-02","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","14","","","","","","",""
"USC00044592","1912-03","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","1","","","","","","",""
"USC00044592","1912-11","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","3","","","","","","",""
"USC00044592","1913-01","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","1","","","","","","",""
"USC00044592","1913-02","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","3","","","","","","",""
"USC00044592","1913-11","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","1","","","","","","",""
"USC00044592","1913-12","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","6","","","","","","",""
"USC00044592","1914-01","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","2","","","","","","",""
"USC00044592","1914-02","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","2","","","","","","",""
"USC00044592","1914-03","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","4","","","","","","",""
"USC00044592","1914-10","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","1","","","","","","",""
"USC00044592","1914-12","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","7","","","","","","",""
"USC00044592","1915-03","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","1","","","","","","",""
"USC00044592","1915-04","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","3","","","","","","",""
"USC00044592","1915-11","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","1","","","","","","",""
"USC00044592","1915-12","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","12","","","","","","",""
"USC00044592","1916-01","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","3","","","","","","",""
"USC00044592","1917-01","38.8","-121.716667","10.7","KNIGHTS LANDING SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","1","","","","","","",""
