"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BRM00082098","1973-02","0.051","-51.072","17.1","MACAPA, BR","15","4,S","13","4,S","5","4,S","","","","","","","","","","","","","59.9","4,,S,13,","","","324.3","4,,,S","","","",""
"BRM00082098","1973-08","0.051","-51.072","17.1","MACAPA, BR","8","4,S","6","4,S","0","4,S","","","","","","","","","","","","","24.9","4,,S,21,","","","68.1","4,,,S","","","",""
"BRM00082098","1973-12","0.051","-51.072","17.1","MACAPA, BR","17","4,S","13","4,S","4","4,S","0","5,S","0","5,S","","","","","","","20.0","5,S,03,","80.0","4,,S,05,","","","248.9","4,,,S","","","22.50","5,,,S"
"BRM00082098","1974-01","0.051","-51.072","17.1","MACAPA, BR","17","4,S","16","4,S","4","4,S","","","","","","","","","","","","","89.9","4,,S,26,","","","323.0","4,,,S","","","",""
"BRM00082098","1974-02","0.051","-51.072","17.1","MACAPA, BR","19","5,S","17","5,S","5","5,S","","","","","","","","","","","","","80.0","5,,S,09,","","","313.1","5,,,S","","","",""
"BRM00082098","1974-03","0.051","-51.072","17.1","MACAPA, BR","16","5,S","16","5,S","7","5,S","","","","","","","","","","","","","329.9","5,,S,05,","","","683.8","5,,,S","","","",""
"BRM00082098","1974-05","0.051","-51.072","17.1","MACAPA, BR","14","5,S","12","5,S","5","5,S","","","","","","","","","","","","","169.9","5,,S,04,","","","449.9","5,,,S","","","",""
"BRM00082098","1974-09","0.051","-51.072","17.1","MACAPA, BR","5","5,S","5","5,S","0","5,S","","","","","","","","","","","","","15.0","5,,S,16,","","","30.3","5,,,S","","","",""
"BRM00082098","1976-02","0.051","-51.072","17.1","MACAPA, BR","","","","","","","0","4,S","0","4,S","","","","","","","21.0","4,S,09,","","","","","","","","","22.28","4,,,S"
"BRM00082098","1977-03","0.051","-51.072","17.1","MACAPA, BR","22","3,S","18","3,S","5","3,S","","","","","","","","","","","","","53.1","3,,S,29,","","","325.0","3,,,S","","","",""
"BRM00082098","1977-08","0.051","-51.072","17.1","MACAPA, BR","6","4,S","6","4,S","1","4,S","","","","","","","","","","","","","25.9","4,,S,04,","","","104.9","4,,,S","","","",""
"BRM00082098","1978-05","0.051","-51.072","17.1","MACAPA, BR","14","5,S","9","5,S","2","5,S","","","","","","","","","","","","","70.1","5,,S,10,","","","227.2","5,,,S","","","",""
"BRM00082098","1978-09","0.051","-51.072","17.1","MACAPA, BR","4","5,S","2","5,S","0","5,S","","","","","","","","","","","","","5.1","5,,S,19,+","","","12.2","5,,,S","","","",""
"BRM00082098","1979-01","0.051","-51.072","17.1","MACAPA, BR","15","3,S","11","3,S","3","3,S","0","5,S","0","5,S","","","","","","","21.0","5,S,17,","59.9","3,,S,25,","","","236.7","3,,,S","","","23.08","5,,,S"
"BRM00082098","1979-02","0.051","-51.072","17.1","MACAPA, BR","18","3,S","15","3,S","6","3,S","0","2,S","0","2,S","","","","","","","21.0","2,S,25,","80.0","3,,S,03,","","","402.5","3,,,S","","","22.69","2,,,S"
"BRM00082098","1979-04","0.051","-51.072","17.1","MACAPA, BR","16","5,S","13","5,S","1","5,S","","","","","","","","","","","","","39.9","5,,S,19,","","","149.8","5,,,S","","","",""
"BRM00082098","1979-05","0.051","-51.072","17.1","MACAPA, BR","16","4,S","11","4,S","2","4,S","","","","","","","","","","","","","33.0","4,,S,19,+","","","149.2","4,,,S","","","",""
"BRM00082098","1979-07","0.051","-51.072","17.1","MACAPA, BR","10","5,S","9","5,S","1","5,S","0","5,S","0","5,S","","","","","","","21.0","5,S,13,+","80.0","5,,S,29,","","","167.9","5,,,S","","","22.96","5,,,S"
"BRM00082098","1979-08","0.051","-51.072","17.1","MACAPA, BR","9","3,S","6","3,S","1","3,S","0","4,S","0","4,S","","","","","","","22.0","4,S,25,+","36.1","3,,S,09,","","","73.9","3,,,S","","","23.33","4,,,S"
"BRM00082098","1980-12","0.051","-51.072","17.1","MACAPA, BR","3","5,S","2","5,S","1","5,S","","","","","","","","","","","","","199.9","5,,S,26,","","","211.8","5,,,S","","","",""
"BRM00082098","1981-01","0.051","-51.072","17.1","MACAPA, BR","16","5,S","13","5,S","0","5,S","","","","","","","","","","","","","24.9","5,,S,14,","","","128.1","5,,,S","","","",""
"BRM00082098","1981-02","0.051","-51.072","17.1","MACAPA, BR","13","3,S","8","3,S","3","3,S","","","","","","","","","","","","","37.1","3,,S,13,","","","171.9","3,,,S","","","",""
"BRM00082098","1981-08","0.051","-51.072","17.1","MACAPA, BR","9","2,S","5","2,S","0","2,S","0","4,S","0","4,S","","","","","","","22.0","4,S,23,","14.0","2,,S,23,","","","42.5","2,,,S","","","24.07","4,,,S"
"BRM00082098","1981-09","0.051","-51.072","17.1","MACAPA, BR","7","3,S","5","3,S","1","3,S","0","5,S","0","5,S","","","","","","","23.0","5,S,25,+","30.0","3,,S,27,","","","68.4","3,,,S","","","23.72","5,,,S"
"BRM00082098","1981-11","0.051","-51.072","17.1","MACAPA, BR","0","5,S","0","5,S","0","5,S","","","","","","","","","","","","","0.0","5,,S,30,+","","","0.0","5,,,S","","","",""
"BRM00082098","1982-04","0.051","-51.072","17.1","MACAPA, BR","21","3,S","14","3,S","4","3,S","0","5,S","0","5,S","","","","","","","22.0","5,S,12,","37.1","3,,S,11,","","","244.0","3,,,S","","","23.77","5,,,S"
"BRM00082098","1987-01","0.051","-51.072","17.1","MACAPA, BR","20","4,S","15","4,S","3","4,S","","","","","","","","","","","","","41.9","4,,S,02,","","","243.1","4,,,S","","","",""
"BRM00082098","1987-02","0.051","-51.072","17.1","MACAPA, BR","19","4,S","16","4,S","4","4,S","","","","","","","","","","","","","38.1","4,,S,22,","","","264.2","4,,,S","","","",""
"BRM00082098","1987-04","0.051","-51.072","17.1","MACAPA, BR","24","1,S","19","1,S","4","1,S","","","","","","","","","","","","","50.0","1,,S,19,","","","285.9","1,,,S","","","",""
"BRM00082098","1987-06","0.051","-51.072","17.1","MACAPA, BR","","","","","","","0","3,S","0","3,S","","","","","","","22.4","3,S,09,","","","","","","","","","23.62","3,,,S"
"BRM00082098","1987-07","0.051","-51.072","17.1","MACAPA, BR","17","3,S","11","3,S","2","3,S","","","","","","","","","","","","","47.0","3,,S,07,","","","171.8","3,,,S","","","",""
"BRM00082098","1988-01","0.051","-51.072","17.1","MACAPA, BR","","","","","","","0","2,S","0","2,S","","","","","","","22.1","2,S,12,","","","","","","","","","23.66","2,,,S"
"BRM00082098","1988-02","0.051","-51.072","17.1","MACAPA, BR","17","5,S","16","5,S","4","5,S","","","","","","","","","","","","","111.0","5,,S,03,","","","344.0","5,,,S","","","",""
"BRM00082098","1988-04","0.051","-51.072","17.1","MACAPA, BR","23","2,S","17","2,S","4","2,S","","","","","","","","","","","","","130.0","2,,S,13,","","","438.0","2,,,S","","","",""
"BRM00082098","1988-05","0.051","-51.072","17.1","MACAPA, BR","17","5,S","14","5,S","6","5,S","","","","","","","","","","","","","58.9","5,,S,24,","","","317.6","5,,,S","","","",""
"BRM00082098","1988-06","0.051","-51.072","17.1","MACAPA, BR","22","3,S","14","3,S","1","3,S","","","","","","","","","","","","","41.9","3,,S,10,","","","169.8","3,,,S","","","",""
"BRM00082098","1988-07","0.051","-51.072","17.1","MACAPA, BR","21","3,S","14","3,S","2","3,S","0","5,S","0","5,S","","","","","","","21.2","5,S,22,","39.1","3,,S,22,","","","175.3","3,,,S","","","23.16","5,,,S"
"BRM00082098","1988-09","0.051","-51.072","17.1","MACAPA, BR","","","","","","","0","5,S","0","5,S","","","","","","","22.8","5,S,26,","","","","","","","","","24.05","5,,,S"
"BRM00082098","1989-03","0.051","-51.072","17.1","MACAPA, BR","19","4,S","14","4,S","2","4,S","","","","","","","","","","","","","38.1","4,,S,18,","","","253.9","4,,,S","","","",""
"BRM00082098","1990-03","0.051","-51.072","17.1","MACAPA, BR","18","4,S","12","4,S","4","4,S","","","","","","","","","","","","","114.0","4,,S,23,","","","326.9","4,,,S","","","",""
