"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00291963","1949-07","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","173.2",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","14.4",",0,15,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,10,","36.7",",0,17,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","92.9",",,,0","0",",,,0","23.92",",0","31.67",",,,0","16.17",",,,0","",""
"USC00291963","1949-08","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","121.1",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","","","11.1",",0,05,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,28,","33.9",",0,24,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","118.0",",,,0","0",",,,0","22.24",",0","30.02",",,,0","14.46",",,,0","",""
"USC00291963","1949-09","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","45.8",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","5.6",",0,29,","0",",,0,30,+","0",",,0,30,+","8.1",",,0,09,","32.8",",0,03,","","","16.7","0","","","16.7",",0","","","","","","","","","","","","","","","50.4",",,,0","0",",,,0","19.30",",0","26.59",",,,0","12.02",",,,0","",""
"USC00291963","1949-10","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","3.4",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","18",",0","0",",0","4","","","","-6.1",",0,31,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,01,","28.9",",0,06,","","","191.3","0","","","174.6",",0","","","","","","","","","","","","","","","32.2",",,,0","0",",,,0","12.81",",0","21.23",",,,0","4.39",",,,0","",""
"USC00291963","1949-11","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","14",",0","0",",0","","","","","-5.6",",0,21,","0",",,0,30,+","0",",,0,30,+","5.8",",,0,12,","26.7",",0,28,","","","433.7","0","","","242.4",",0","","","","","","","","","","","","","","","5.8",",,,0","0",",,,0","10.25",",0","19.72",",,,0","0.78",",,,0","",""
"USC00291963","1949-12","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","","","0.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","0",",0","0",",0","2","","","","-12.8",",0,22,","0",",T,0,21,","10",",,0,21,","7.1",",,0,10,","17.8",",0,06,","","","924.1","0","","","490.4",",0","","","","","","","","","","","","","","","12.0",",,,0","13",",,,0","2.51",",0","10.62",",,,0","-5.59",",,,0","",""
"USC00291963","1950-01","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","21",",0","0",",0","6",",0","0",",0","","","","","-18.3",",0,04,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","25.6",",0,21,","","","1327.7","0","","","403.6",",0","","","","","","","","","","","","","","","0.0",",,,0","0",",,,0","5.31",",0","14.77",",,,0","-4.14",",,,0","",""
"USC00291963","1950-02","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","9",",0","0",",0","1","","","","-11.7",",0,14,","0",",,0,28,+","0",",,0,28,+","0.3",",,0,11,","23.9",",0,26,","","","1644.8","0","","","317.1",",0","","","","","","","","","","","","","","","0.3",",,,0","0",",,,0","7.01",",0","17.24",",,,0","-3.23",",,,0","",""
"USC00291963","1950-03","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","12",",0","0",",0","","","","","-15.0",",0,13,","0",",,0,31,+","0",",T,0,02,","0.0",",T,0,02,","26.7",",0,25,","","","1974.8","0","","","330.0",",0","","","","","","","","","","","","","","","0.0",",T,,0","0",",T,,0","7.69",",0","18.91",",,,0","-3.54",",,,0","",""
"USC00291963","1950-04","34.5988","-103.2161","1351.8","CLOVIS 13 N, NM US","3.9","0","3.9",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","19",",0","1",",0","2","","","","-4.4",",0,05,","0",",,0,30,+","0",",,0,30,+","3.8",",,0,13,","32.2",",0,22,","","","2145.6","0","","","170.8",",0","","","","","","","","","","","","","","","4.1",",,,0","0",",,,0","12.77",",0","22.72",",,,0","2.82",",,,0","",""
