"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"GMW00034069","1963-01","49.01667","8.36667","114.3","KARLSRUHE, GM","","","","","","","20","1,","76","1,,X,31,+","","","",""
"GMW00034069","1963-02","49.01667","8.36667","114.3","KARLSRUHE, GM","","","","","","","27","1,","152","1,,X,21,","","","",""
"GMW00034069","1963-03","49.01667","8.36667","114.3","KARLSRUHE, GM","","","","","","","6",",","51",",,X,05,+","","","",""
"GMW00034069","1963-04","49.01667","8.36667","114.3","KARLSRUHE, GM","","","","","","","0","3,","0","3,,X,30,+","","","",""
"GMW00034069","1963-05","49.01667","8.36667","114.3","KARLSRUHE, GM","","","","","","","0","4,","0","4,,X,31,+","","","",""
"GMW00034069","1963-06","49.01667","8.36667","114.3","KARLSRUHE, GM","","","","","","","0",",","0",",,X,30,+","","","",""
"GMW00034069","1963-07","49.01667","8.36667","114.3","KARLSRUHE, GM","","","","","","","0","1,","0","1,,X,31,+","","","",""
"GMW00034069","1963-08","49.01667","8.36667","114.3","KARLSRUHE, GM","","","","","","","0","1,","0","1,,X,31,+","","","",""
"GMW00034069","1963-09","49.01667","8.36667","114.3","KARLSRUHE, GM","","","","","","","0","2,","0","2,,X,30,+","","","",""
"GMW00034069","1963-10","49.01667","8.36667","114.3","KARLSRUHE, GM","","","","","","","0","4,","0","4,,X,31,+","","","",""
"GMW00034069","1965-07","49.01667","8.36667","114.3","KARLSRUHE, GM","24",",X","17",",X","1",",X","","","","","32.3",",,X,16,","142.4",",,,X"
