"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TZ000063962","1987-10","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","5,I","0","5,I","","","","","","","14.0","5,I,22,","","","","","","","","","","","","","16.82","5,,,I"
"TZ000063962","1988-11","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","5,","0","5,I","","","","","","","17.3","5,I,27,","","","","","","","","","","","","","18.63","5,,,I"
"TZ000063962","2005-02","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","5,S","0","5,S","","","","","","","18.0","5,S,28,+","","","","","","","","","","","","","19.27","5,,,S"
"TZ000063962","2006-10","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","4,","0","4,S","","","","","","","14.6","4,S,02,","","","","","","","","","","","","","17.73","4,,,S"
"TZ000063962","2006-11","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","2,","0","2,S","","","","","","","17.6","2,S,27,","","","","","","","","","","","","","19.54","2,,,S"
"TZ000063962","2006-12","-10.667","35.583","1036.0","SONGEA, TZ","","","24",",S","20",",S","4",",S","","","","","","","","","","","","","84.1",",,S,12,","","","","","380.3",",,,S","","","","","",""
"TZ000063962","2007-02","-10.667","35.583","1036.0","SONGEA, TZ","","","16","3,S","10","3,S","2","3,S","","","","","","","","","","","","","79.0","3,,S,05,","","","","","226.6","3,,,S","","","","","",""
"TZ000063962","2007-06","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","3,","0","3,S","","","","","","","8.7","3,S,14,","","","","","","","","","","","","","12.16","3,,,S"
"TZ000063962","2007-10","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","1,","0","1,S","","","","","","","14.6","1,S,01,","","","","","","","","","","","","","17.71","1,,,S"
"TZ000063962","2007-11","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","5,","0","5,S","","","","","","","17.0","5,S,04,","","","","","","","","","","","","","18.94","5,,,S"
"TZ000063962","2008-02","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","4,","0","4,S","","","","","","","16.8","4,S,26,+","","","","","","","","","","","","","18.29","4,,,S"
"TZ000063962","2008-03","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","4,S","0","4,S","","","","","","","16.5","4,S,31,","","","","","","","","","","","","","17.84","4,,,S"
"TZ000063962","2008-05","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","3,S","0","3,S","","","","","","","11.4","3,S,04,","","","","","","","","","","","","","14.29","3,,,S"
"TZ000063962","2008-07","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","5,","0","5,S","","","","","","","9.4","5,S,03,","","","","","","","","","","","","","11.80","5,,,S"
"TZ000063962","2008-10","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","5,S","0","5,S","","","","","","","13.8","5,S,02,","","","","","","","","","","","","","18.10","5,,,S"
"TZ000063962","2008-11","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","4,S","0","4,S","","","","","","","17.4","4,S,07,+","","","","","","","","","","","","","19.13","4,,,S"
"TZ000063962","2009-02","-10.667","35.583","1036.0","SONGEA, TZ","","","15","5,S","13","5,S","3","5,S","0","5,S","0","5,S","","","","","","","16.5","5,S,14,","54.1","5,,S,01,","","","","","210.4","5,,,S","","","","","18.28","5,,,S"
"TZ000063962","2009-03","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","4,S","0","4,S","","","","","","","13.1","4,S,12,","","","","","","","","","","","","","18.05","4,,,S"
"TZ000063962","2009-06","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","","","","","0","4,S","25","4,S","0","4,S","","","","","28.0","4,S,01,","","","","","","","25.72","4,,,S","",""
"TZ000063962","2009-09","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","","","","","0","4,S","26","4,S","0","4,S","","","","","31.0","4,S,23,","","","","","","","28.93","4,,,S","",""
"TZ000063962","2009-12","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","5,S","0","5,S","0","2,S","29","2,S","2","2,S","17.8","5,S,30,","","","32.5","2,S,12,+","","","","","23.94","7,S","28.79","2,,,S","19.09","5,,,S"
"TZ000063962","2010-02","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","","","","","0","2,S","26","2,S","0","2,S","","","","","30.3","2,S,01,","","","","","","","28.25","2,,,S","",""
"TZ000063962","2010-11","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","","","","","0","4,S","26","4,S","13","4,S","","","","","34.0","4,S,29,","","","","","","","31.75","4,,,S","",""
"TZ000063962","2011-06","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","5,S","0","5,S","","","","","","","9.5","5,S,16,","","","","","","","","","","","","","12.89","5,,,S"
"TZ000063962","2011-08","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","","","","","0","5,S","26","5,S","0","5,S","","","","","28.0","5,S,25,","","","","","","","25.52","5,,,S","",""
"TZ000063962","2011-09","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","4,S","0","4,S","","","","","","","12.0","4,S,23,","","","","","","","","","","","","","14.92","4,,,S"
"TZ000063962","2011-10","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","4,S","0","4,S","","","","","","","15.5","4,S,07,","","","","","","","","","","","","","17.41","4,,,S"
"TZ000063962","2011-11","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","5,S","0","5,S","0","3,S","27","3,S","8","3,S","17.4","5,S,10,","","","33.4","3,S,25,+","","","","","25.28","6,S","31.42","3,,,S","19.15","5,,,S"
"TZ000063962","2011-12","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","","","","","0","5,S","26","5,S","1","5,S","","","","","32.2","5,S,03,","","","","","","","29.02","5,,,S","",""
"TZ000063962","2012-02","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","4,S","0","4,S","0","5,S","24","5,S","0","5,S","16.4","4,S,05,","","","30.5","5,S,03,","","","","","22.92","9,S","28.26","5,,,S","17.57","4,,,S"
"TZ000063962","2012-05","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","","","","","0","5,S","26","5,S","0","5,S","","","","","28.8","5,S,21,","","","","","","","25.71","5,,,S","",""
"TZ000063962","2012-08","-10.667","35.583","1036.0","SONGEA, TZ","","","","","","","","","0","3,S","0","3,S","","","","","","","9.6","3,S,05,","","","","","","","","","","","","","12.35","3,,,S"
