"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00389160","1916-04","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","6",",6","3",",6","1",",6","","","","","","","49.5",",,6,03,","70.6",",,,6","",""
"USC00389160","1916-05","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","6",",6","4",",6","0",",6","","","","","","","24.9",",,6,23,","55.9",",,,6","",""
"USC00389160","1916-06","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","14",",6","12",",6","1",",6","","","","","","","45.2",",,6,16,","168.3",",,,6","",""
"USC00389160","1916-07","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","11","2,6","10","2,6","4","2,6","","","","","","","111.8","2,,6,13,","371.4","2,,,6","",""
"USC00389160","1916-08","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","8",",6","7",",6","3",",6","","","9","","","","50.8",",,6,30,","151.3",",,,6","",""
"USC00389160","1916-09","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","4","2,6","3","2,6","2","2,6","","","1","","","","49.0","2,,6,09,","83.1","2,,,6","",""
"USC00389160","1916-10","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","4",",6","4",",6","1",",6","","","","","","","45.7",",,6,18,","83.1",",,,6","",""
"USC00389160","1916-11","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","4",",6","4",",6","0",",6","","","","","","","15.2",",,6,11,","41.9",",,,6","",""
"USC00389160","1917-04","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","9",",6","5",",6","0",",6","","","","","","","25.1",",,6,05,","76.5",",,,6","",""
"USC00389160","1917-05","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","8",",6","6",",6","0",",6","","","","","","","16.5",",,6,08,","71.1",",,,6","",""
"USC00389160","1917-06","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","12",",6","8",",6","1",",6","","","","","","","40.1",",,6,04,","84.1",",,,6","",""
"USC00389160","1917-07","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","15",",6","12",",6","1",",6","","","","","","","25.4",",,6,02,","133.6",",,,6","",""
"USC00389160","1917-08","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","6",",6","6",",6","1",",6","","","4","","","","32.8",",,6,15,","109.9",",,,6","",""
"USC00389160","1920-02","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","6",",6","4",",6","2",",6","0",",6","1","","0",",T,6,29,","37.3",",,6,13,","80.4",",,,6","0",",T,,6"
"USC00389160","1920-03","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","6",",6","5",",6","3",",6","","","3","","","","35.3",",,6,05,","114.5",",,,6","",""
"USC00389160","1920-04","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","6",",6","5",",6","3",",6","","","3","","","","33.5",",,6,03,","118.7",",,,6","",""
"USC00389160","1920-05","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","6",",6","6",",6","0",",6","","","1","","","","7.9",",,6,25,","33.5",",,,6","",""
"USC00389160","1920-06","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","8",",6","6",",6","0",",6","","","","","","","20.6",",,6,05,","70.3",",,,6","",""
"USC00389160","1920-08","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","6",",6","6",",6","1",",6","","","","","","","95.5",",,6,04,","126.0",",,,6","",""
"USC00389160","1920-09","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","5",",6","5",",6","3",",6","","","","","","","66.5",",,6,02,","186.1",",,,6","",""
"USC00389160","1920-10","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","1",",6","1",",6","0",",6","","","","","","","7.9",",,6,27,","7.9",",,,6","",""
"USC00389160","1920-11","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","6",",6","6",",6","1",",6","","","","","","","35.1",",,6,11,","83.1",",,,6","",""
"USC00389160","1920-12","32.633333","-80.75","1.2","WHITEHALL NEAR, SC US","6",",6","5",",6","2",",6","","","","","","","48.5",",,6,27,","104.9",",,,6","",""
