"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00273172","1903-02","43.41667","-71.65","76.2","FRANKLIN JUNCTION, NH US","2",",6","2",",6","0",",6","","","","","","","20.3",",,6,17,","28.9",",,,6","",""
"USC00273172","1903-03","43.41667","-71.65","76.2","FRANKLIN JUNCTION, NH US","8",",6","8",",6","1",",6","","","","","","","27.9",",,6,23,","127.0",",,,6","",""
"USC00273172","1903-04","43.41667","-71.65","76.2","FRANKLIN JUNCTION, NH US","6",",6","6",",6","0",",6","","","1","","","","10.2",",,6,04,","43.2",",,,6","",""
"USC00273172","1903-11","43.41667","-71.65","76.2","FRANKLIN JUNCTION, NH US","3",",6","3",",6","0",",6","","","","","","","10.9",",,6,05,","27.4",",,,6","",""
"USC00273172","1903-12","43.41667","-71.65","76.2","FRANKLIN JUNCTION, NH US","5","2,6","5","2,6","0","2,6","3",",6","","","114",",,6,10,","24.6","2,,6,20,","60.9","2,,,6","254",",,,6"
"USC00273172","1904-02","43.41667","-71.65","76.2","FRANKLIN JUNCTION, NH US","4",",6","3",",6","0",",6","","","","","","","12.2",",,6,15,","30.5",",,,6","",""
"USC00273172","1904-03","43.41667","-71.65","76.2","FRANKLIN JUNCTION, NH US","5",",6","5",",6","0",",6","","","","","","","22.9",",,6,08,","54.8",",,,6","",""
"USC00273172","1904-04","43.41667","-71.65","76.2","FRANKLIN JUNCTION, NH US","11",",6","11",",6","1",",6","","","","","","","35.6",",,6,28,","136.6",",,,6","",""
"USC00273172","1904-11","43.41667","-71.65","76.2","FRANKLIN JUNCTION, NH US","1",",6","1",",6","0",",6","","","","","","","5.1",",,6,14,","5.1",",,,6","",""
"USC00273172","1904-12","43.41667","-71.65","76.2","FRANKLIN JUNCTION, NH US","4",",6","4",",6","1",",6","","","","","","","38.1",",,6,28,","45.6",",,,6","",""
"USC00273172","1905-01","43.41667","-71.65","76.2","FRANKLIN JUNCTION, NH US","6",",6","6",",6","0",",6","5",",6","","","279",",,6,04,","18.8",",,6,04,","62.3",",,,6","566",",,,6"
