"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00153408","1895-05","38.1","-84.53333","288.6","GREENDALE, KY US","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","24.9",",,6,06,","","","78.1",",,,6","","","","","",""
"USC00153408","1895-06","38.1","-84.53333","288.6","GREENDALE, KY US","6",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","36.8",",,6,30,","","","107.4",",,,6","","","","","",""
"USC00153408","1895-07","38.1","-84.53333","288.6","GREENDALE, KY US","13",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","50.5",",,6,24,","","","92.4",",,,6","","","","","",""
"USC00153408","1895-08","38.1","-84.53333","288.6","GREENDALE, KY US","7",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","11.4",",,6,26,","","","51.1",",,,6","","","","","",""
"USC00153408","1895-10","38.1","-84.53333","288.6","GREENDALE, KY US","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","13.7",",,6,31,+","","","34.0",",,,6","","","","","",""
"USC00153408","1895-11","38.1","-84.53333","288.6","GREENDALE, KY US","10","1,6","6","1,6","0","1,6","0",",6","","","","","","","","","","","","","0",",T,6,26,+","20.3","1,,6,09,","","","59.9","1,,,6","0",",T,,6","","","",""
"USC00153408","1895-12","38.1","-84.53333","288.6","GREENDALE, KY US","10",",6","7",",6","1",",6","1",",6","","","","","","","","","","","","","64",",,6,26,","69.1",",,6,26,","","","143.2",",,,6","77",",,,6","","","",""
"USC00153408","1896-01","38.1","-84.53333","288.6","GREENDALE, KY US","9",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","8",",,6,05,","8.9",",,6,24,","","","36.1",",,,6","8",",,,6","","","",""
"USC00153408","1896-02","38.1","-84.53333","288.6","GREENDALE, KY US","","","","","","","2",",6","","","","","","","","","","","","","165",",,6,08,","","","","","","","203",",,,6","","","",""
"USC00153408","1896-03","38.1","-84.53333","288.6","GREENDALE, KY US","16","1,6","14","1,6","2","1,6","5",",6","","","","","","","","","","","","","119",",,6,23,","81.8","1,,6,11,","","","213.8","1,,,6","416",",,,6","","","",""
"USC00153408","1896-04","38.1","-84.53333","288.6","GREENDALE, KY US","8",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","20.6",",,6,24,","","","25.8",",,,6","","","","","",""
"USC00153408","1896-05","38.1","-84.53333","288.6","GREENDALE, KY US","14",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","18.0",",,6,20,","","","78.6",",,,6","","","","","",""
"USC00153408","1896-06","38.1","-84.53333","288.6","GREENDALE, KY US","12",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","40.6",",,6,27,","","","132.8",",,,6","","","","","",""
"USC00153408","1896-07","38.1","-84.53333","288.6","GREENDALE, KY US","12",",6","10",",6","4",",6","","","","","","","","","","","","","","","","","46.2",",,6,21,","","","230.2",",,,6","","","","","",""
"USC00153408","1896-08","38.1","-84.53333","288.6","GREENDALE, KY US","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","25.1",",,6,02,","","","67.8",",,,6","","","","","",""
"USC00153408","1896-09","38.1","-84.53333","288.6","GREENDALE, KY US","7",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","50.8",",,6,28,","","","95.6",",,,6","","","","","",""
"USC00153408","1896-10","38.1","-84.53333","288.6","GREENDALE, KY US","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","17.5",",,6,23,","","","32.4",",,,6","","","","","",""
