"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00238466","1991-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0","3,0","10",",0","7",",0","0",",0","","","","","0","3,0","28","3,0","12",",0","0",",0","0",",0","-15.6","3,0,01,","","","","","9.4",",,0,16,","11.1",",0,15,","","","1576.1","0","597.4",",0","","","46.9",",,,0","","","-2.90","3,0","1.78",",,,0","-7.58","3,,,0","",""
"USC00238466","1991-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0","1,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","22","1,0","0",",0","1",",0","0",",0","-11.7","1,0,16,","0",",,0,28,+","0",",,0,28,+","4.3",",,0,04,","21.7",",0,22,","","","1965.4","0","389.3",",0","","","10.1",",,,0","0",",,,0","4.00","1,0","11.72",",,,0","-3.73","1,,,0","",""
"USC00238466","1991-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","1.9","0","1.9","3,0","10",",0","6",",0","0",",0","0",",0","0",",0","0","3,0","12","3,0","0","1,0","8","1,0","0","1,0","-6.1","3,0,10,+","0",",,0,31,+","0",",,0,31,+","9.9",",,0,17,","27.8","1,0,27,+","","","2238.7","0","273.3","1,0","","","34.3",",,,0","0",",,,0","8.85","3,0","15.61","1,,,0","2.09","3,,,0","",""
"USC00238466","1991-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","7.2","0","5.3","1,0","17",",0","12",",0","0",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","14",",0","0",",0","-2.2","1,0,01,","0",",,0,30,+","0",",,0,30,+","15.5",",,0,18,","28.3",",0,28,+","","","2376.7","0","138.0",",0","","","85.4",",,,0","0",",,,0","13.87","1,0","20.91",",,,0","6.83","1,,,0","",""
"USC00238466","1991-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","108.1","0","100.9",",0","14",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","5.0",",0,02,","0",",,0,31,+","0",",,0,31,+","30.0",",,0,17,","31.7",",0,30,+","","","2405.2","0","28.5",",0","","","123.8",",,,0","0",",,,0","20.67",",0","26.42",",,,0","14.91",",,,0","",""
"USC00238466","1991-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","297.6","0","189.5","1,0","4",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","9","1,0","13.3","1,0,07,","0",",,0,30,+","0",",,0,30,+","36.6",",,0,16,","35.6","1,0,30,","","","2405.2","0","0.0","1,0","","","51.6",",,,0","0",",,,0","24.87","1,0","30.79","1,,,0","18.94","1,,,0","",""
"USC00238466","1991-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","567.7","0","270.1",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","13.9",",0,27,+","0",",,0,31,+","0",",,0,31,+","11.4",",,0,24,","39.4",",0,23,","","","0.0","0","0.0",",0","","","40.6",",,,0","0",",,,0","27.05",",0","33.93",",,,0","20.16",",,,0","",""
"USC00238466","1991-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","802.1","0","234.4",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","11.1",",0,20,","0",",,0,31,+","0",",,0,31,+","7.1",",,0,10,","39.4",",0,03,","","","0.0","0","0.0",",0","","","19.3",",,,0","0",",,,0","25.89",",0","33.56",",,,0","18.23",",,,0","",""
"USC00238466","1991-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","924.3","0","122.2",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","8",",0","5.0",",0,20,+","0",",,0,30,+","0",",,0,30,+","57.4",",,0,16,","34.4",",0,11,","","","58.6","0","58.6",",0","","","123.9",",,,0","0",",,,0","20.45",",0","26.68",",,,0","14.22",",,,0","",""
"USC00238466","1991-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","942.3","0","18.0",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","21",",0","0",",0","0.0",",0,31,+","0",",,0,31,+","0",",,0,31,+","22.9",",,0,03,","31.1",",0,24,","","","188.4","0","129.8",",0","","","71.2",",,,0","0",",,,0","14.73",",0","22.12",",,,0","7.34",",,,0","",""
"USC00238466","1991-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","942.3","0","0.0",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","17",",0","2",",0","3",",0","0",",0","-15.0",",0,08,","0",",,0,30,+","0",",,0,30,+","34.5",",,0,01,","22.2",",0,19,+","","","604.8","0","416.4",",0","","","108.1",",,,0","0",",,,0","4.45",",0","9.93",",,,0","-1.02",",,,0","",""
"USC00238466","1991-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","942.3","0","0.0","1,0","11",",0","4",",0","1",",0","0","1,0","0","1,0","0","1,0","21","1,0","1",",0","1",",0","0",",0","-10.6","1,0,04,","0","1,,0,31,+","0","1,,0,31,+","25.7",",,0,21,","23.3",",0,09,","","","1044.8","0","440.0",",0","","","82.1",",,,0","0","1,,,0","3.69","1,0","9.37",",,,0","-1.98","1,,,0","",""
"USC00238466","1992-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","0",",0","0",",0","-11.7",",0,16,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,23,","15.6",",0,30,","","","1533.9","0","489.1",",0","","","14.5",",,,0","0",",,,0","2.56",",0","8.03",",,,0","-2.92",",,,0","",""
"USC00238466","1992-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0","2,0","9",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","21","1,0","1","2,0","2","2,0","0","2,0","-7.2","1,0,09,","0",",,0,29,+","0",",,0,29,+","29.0",",,0,15,","21.7","2,0,22,","","","1890.7","0","356.8","2,0","","","59.9",",,,0","0",",,,0","5.14","2,0","11.69","2,,,0","-1.40","1,,,0","",""
"USC00238466","1992-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","7",",0","0",",0","-6.1",",0,13,+","0",",,0,31,+","0",",,0,31,+","11.9",",,0,18,","27.2",",0,09,","","","2197.4","0","306.7",",0","","","47.9",",,,0","0",",,,0","8.44",",0","15.21",",,,0","1.66",",,,0","",""
"USC00238466","1992-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","6.7","0","6.7",",0","14",",0","6",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","14",",0","0",",0","-4.4",",0,02,","0",",,0,30,+","0",",,0,30,+","19.8",",,0,16,","28.3",",0,15,","","","2376.7","0","179.3",",0","","","71.1",",,,0","0",",,,0","12.58",",0","19.11",",,,0","6.05",",,,0","",""
"USC00238466","1992-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","41.6","0","34.9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","1.1",",0,07,+","0",",,0,31,+","0",",,0,31,+","13.0",",,0,17,","30.0",",0,17,","","","2459.9","0","83.2",",0","","","25.2",",,,0","0",",,,0","16.78",",0","23.11",",,,0","10.44",",,,0","",""
"USC00238466","1992-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","131.4","0","89.8",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","7.2",",0,01,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,15,","32.2",",0,24,+","","","2467.2","0","7.3",",0","","","48.7",",,,0","0",",,,0","21.08",",0","26.98",",,,0","15.18",",,,0","",""
"USC00238466","1992-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","334.9","0","203.5",",0","18",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","16.1",",0,17,+","0",",,0,31,+","0",",,0,31,+","40.6",",,0,26,","34.4",",0,03,+","","","0.0","0","0.0",",0","","","187.6",",,,0","0",",,,0","24.90",",0","30.11",",,,0","19.68",",,,0","",""
"USC00238466","1992-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","431.3","0","96.4","1,0","4","2,0","3","2,0","0","2,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","3","1,0","10.0","1,0,16,","0",",,0,31,+","0",",,0,31,+","22.4","2,,0,08,","33.3","1,0,09,","","","5.6","0","5.6","1,0","","","49.6",",a,,0","0",",,,0","21.36","1,0","26.83","1,,,0","15.89","1,,,0","",""
"USC00238466","1992-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","505.6","0","74.3",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","2.8",",0,30,+","0",",,0,30,+","0",",,0,30,+","35.6",",,0,21,","31.7",",0,08,+","","","50.3","0","44.7",",0","","","115.9",",,,0","0",",,,0","19.32",",0","25.74",",,,0","12.90",",,,0","",""
"USC00238466","1992-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","508.7","0","3.1",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","18",",0","0",",0","-0.6",",0,17,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,08,","28.3",",0,14,","","","203.8","0","153.5",",0","","","45.0",",,,0","0",",,,0","13.48",",0","20.92",",,,0","6.04",",,,0","",""
"USC00238466","1992-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","508.7","0","0.0","1,0","18",",0","14",",0","5",",0","0",",0","0",",0","0","1,0","13","1,0","0",",0","0",",0","0",",0","-5.0","1,0,28,","0",",,0,30,+","0",",,0,30,+","50.3",",,0,12,","20.6",",0,18,+","","","551.2","0","347.4",",0","","","276.4",",,,0","0",",,,0","6.27","1,0","9.80",",,,0","2.74","1,,,0","",""
"USC00238466","1992-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","508.7","0","0.0",",0","5","2,0","3","2,0","1","2,0","0",",0","0",",0","0",",0","26",",0","1",",0","1",",0","0",",0","-11.1",",0,25,+","0",",,0,31,+","0",",T,0,06,","38.4","2,,0,14,","21.1",",0,31,","","","1046.5","0","495.3",",0","","","87.8",",a,,0","0",",T,,0","2.35",",0","8.00",",,,0","-3.29",",,,0","",""
"USC00238466","1993-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0",",0","10",",0","8",",0","0",",0","","","0","5,0","0",",0","29",",0","10",",0","0",",0","0",",0","-11.7",",0,30,","","","0","5,,0,31,+","18.5",",,0,04,","15.6",",0,28,+","","","1660.8","0","614.3",",0","","","58.8",",,,0","0","5,,,0","-1.48",",0","3.43",",,,0","-6.40",",,,0","",""
"USC00238466","1993-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0","1,0","7",",0","5",",0","0",",0","","","2","1,0","0","1,0","25","1,0","9",",0","0",",0","0",",0","-16.7","1,0,19,+","","","178","1,,0,16,","12.4",",,0,25,","18.9",",0,10,","","","2168.0","0","507.2",",0","","","39.4",",,,0","216","1,,,0","-0.37","1,0","5.07",",,,0","-5.82","1,,,0","",""
"USC00238466","1993-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","1.1","0","1.1",",0","7",",0","5",",0","0",",0","0","5,0","0",",0","0",",0","15",",0","2",",0","4",",0","0",",0","-10.0",",0,14,+","0","5,,0,31,+","0",",T,0,18,","14.5",",,0,23,","27.2",",0,30,","","","2585.4","0","417.4",",0","","","44.7",",,,0","0",",T,,0","4.90",",0","10.32",",,,0","-0.51",",,,0","",""
"USC00238466","1993-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","1.1","0","0.0","2,0","13",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","3","1,0","0","1,0","8","1,0","0","1,0","0.0","1,0,22,+","0",",,0,30,+","0",",,0,30,+","27.9",",,0,15,","26.7","1,0,11,","","","2804.9","0","219.5","1,0","","","103.3",",,,0","0",",,,0","10.53","2,0","16.28","1,,,0","4.79","1,,,0","",""
"USC00238466","1993-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","31.4","0","30.3","2,0","14",",0","9",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","21","2,0","0","2,0","5.6","2,0,14,","0",",,0,31,+","0",",,0,31,+","46.5",",,0,30,","29.4","2,0,09,","","","2846.5","0","41.6","2,0","","","117.0",",,,0","0",",,,0","17.94","2,0","23.62","2,,,0","12.27","2,,,0","",""
"USC00238466","1993-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","165.3","0","133.9","1,0","9",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","27","1,0","2","1,0","7.2","1,0,05,","0",",,0,30,+","0",",,0,30,+","94.0",",,0,25,","32.2","1,0,30,+","","","2860.2","0","13.7","1,0","","","121.7",",,,0","0",",,,0","22.48","1,0","27.96","1,,,0","17.00","1,,,0","",""
"USC00238466","1993-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","415.4","0","250.1",",0","14",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","17.8",",0,29,","0",",,0,31,+","0",",,0,31,+","84.1",",,0,07,","34.4",",0,31,+","","","0.0","0","0.0",",0","","","319.3",",,,0","0",",,,0","26.40",",0","31.05",",,,0","21.75",",,,0","",""
"USC00238466","1993-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","643.0","0","227.6","2,0","8",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","30",",0","19",",0","13.9","2,0,06,","0",",,0,31,+","0",",,0,31,+","29.5",",,0,06,","36.7",",0,27,+","","","1.9","0","1.9",",0","","","62.5",",,,0","0",",,,0","26.24","2,0","32.14",",,,0","20.35","2,,,0","",""
"USC00238466","1993-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","685.1","0","42.1",",0","13",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","6.1",",0,16,","0",",,0,30,+","0",",,0,30,+","93.2",",,0,14,","32.2",",0,13,","","","54.4","0","52.5",",0","","","282.7",",,,0","0",",,,0","17.98",",0","23.15",",,,0","12.81",",,,0","",""
"USC00238466","1993-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","689.0","0","3.9",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","12",",0","0",",0","-2.8",",0,31,","0",",,0,31,+","0",",,0,31,+","21.1",",,0,17,","27.8",",0,08,","","","234.5","0","180.1",",0","","","37.2",",,,0","0",",,,0","12.65",",0","18.78",",,,0","6.52",",,,0","",""
"USC00238466","1993-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","689.0","0","0.0",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","15",",0","1",",0","0",",0","0",",0","-9.4",",0,27,+","0",",,0,30,+","0",",,0,30,+","43.2",",,0,14,","18.9",",0,24,+","","","631.8","0","397.3",",0","","","103.4",",,,0","0",",,,0","5.09",",0","10.25",",,,0","-0.07",",,,0","",""
"USC00238466","1993-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","689.0","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","19",",0","3",",0","0",",0","0",",0","-10.6",",0,30,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,02,","17.8",",0,10,","","","1123.1","0","491.3",",0","","","45.8",",,,0","0",",,,0","2.48",",0","7.55",",,,0","-2.58",",,,0","",""
"USC00238466","1994-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0",",0","6","1,0","3","1,0","0","1,0","","","0","2,0","0",",0","27",",0","10",",0","0",",0","0",",0","-16.7",",0,19,+","","","0","2,,0,31,+","4.6","1,,0,17,","14.4",",0,01,","","","1761.1","0","638.0",",0","","","14.9","1,,,0","0","2,,,0","-2.25",",0","2.64",",,,0","-7.14",",,,0","",""
"USC00238466","1994-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0",",0","4",",0","3",",0","0",",0","","","0","2,0","0",",0","23",",0","7",",0","1",",0","0",",0","-13.9",",0,10,","","","0","2,,0,28,+","18.0",",,0,20,","21.1",",0,18,","","","2282.1","0","521.0",",0","","","43.0",",,,0","0","2,,,0","-0.27",",0","5.72",",,,0","-6.26",",,,0","",""
"USC00238466","1994-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","6.4","1,0","13","1,0","10","1,0","5","1,0","0",",0","0",",0","0","1,0","5","1,0","0",",0","14",",0","0",",0","-3.9","1,0,07,","0",",,0,30,+","0",",,0,30,+","149.9","1,,0,11,","29.4",",0,15,","","","","","187.5",",0","","","441.1","1,,,0","0",",,,0","12.14","1,0","18.81",",,,0","5.46","1,,,0","",""
"USC00238466","1994-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","27.2",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","5.0",",0,08,+","0",",,0,31,+","0",",,0,31,+","22.1",",,0,30,","29.4",",0,25,","","","","","77.5",",0","","","61.1",",,,0","0",",,,0","16.71",",0","22.80",",,,0","10.62",",,,0","",""
"USC00238466","1994-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","188.1",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","10",",0","13.9",",0,04,","0",",,0,30,+","0",",,0,30,+","24.4",",,0,08,","35.6",",0,26,","","","","","0.8",",0","","","55.2",",,,0","0",",,,0","24.58",",0","30.26",",,,0","18.89",",,,0","",""
"USC00238466","1994-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","213.7",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","14.4",",0,28,","0",",,0,31,+","0",",,0,31,+","19.3",",,0,08,","36.7",",0,20,+","","","0.0","0","0.0",",0","","","41.9",",,,0","0",",,,0","25.23",",0","31.31",",,,0","19.15",",,,0","",""
"USC00238466","1994-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","184.5",",0","11",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","11.1",",0,15,","0",",,0,31,+","0",",,0,31,+","41.7",",,0,29,","35.0",",0,28,+","","","0.6","0","0.6",",0","","","152.9",",,,0","0",",,,0","24.27",",0","30.74",",,,0","17.79",",,,0","",""
"USC00238466","1994-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","50.0","1,0","8",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","24",",0","0",",0","5.6","1,0,27,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,16,","31.7",",0,15,","","","40.9","0","40.3",",0","","","74.2",",,,0","0",",,,0","18.79","1,0","24.69",",,,0","12.89","1,,,0","",""
"USC00238466","1994-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","10.9","4,0","12",",0","7",",0","0",",0","0",",0","0",",0","0","4,0","4","4,0","0",",0","15",",0","0",",0","-1.7","4,0,26,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,04,","31.1",",0,02,+","","","157.2","0","116.3",",0","","","95.2",",,,0","0",",,,0","14.67","4,0","21.06",",,,0","8.27","4,,,0","",""
"USC00238466","1994-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","1.4",",0","9",",0","9",",0","2",",0","0",",0","0",",0","0",",0","6",",0","0",",0","3",",0","0",",0","-3.9",",0,30,+","0",",,0,30,+","0",",,0,30,+","96.0",",,0,20,","24.4",",0,04,","","","425.3","0","268.1",",0","","","230.1",",,,0","0",",,,0","9.44",",0","14.26",",,,0","4.63",",,,0","",""
"USC00238466","1994-12","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","","","0.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","22",",0","1",",0","0",",0","0",",0","-10.6",",0,14,+","0",",,0,31,+","0",",,0,31,+","9.9",",,0,07,","20.0",",0,06,+","","","889.1","0","463.8",",0","","","27.2",",,,0","0",",,,0","3.37",",0","8.76",",,,0","-2.02",",,,0","",""
"USC00238466","1995-01","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0","1,0","8",",0","7",",0","1",",0","","","2","2,0","0","1,0","28","1,0","5",",0","0",",0","0",",0","-16.1","1,0,05,","","","152","2,,0,19,","31.0",",,0,14,","15.0",",0,13,+","","","1473.4","0","584.3",",0","","","71.9",",,,0","254","2,,,0","-1.10","1,0","4.12",",,,0","-6.32","1,,,0","",""
"USC00238466","1995-02","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","0.0","0","0.0","1,0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","23",",0","5","1,0","2","1,0","0","1,0","-13.9",",0,13,","0",",,0,28,+","0",",,0,28,+","24.9",",,0,27,","23.9","1,0,23,","","","1907.6","0","434.2","1,0","","","30.0",",,,0","0",",,,0","2.25","1,0","8.60","1,,,0","-4.11",",,,0","",""
"USC00238466","1995-03","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","1.4","0","1.4",",0","5",",0","3",",0","0",",0","","","0","4,0","0",",0","11",",0","4",",0","12",",0","0",",0","-12.2",",0,09,+","","","0","4,,0,31,+","8.4",",,0,07,","29.4",",0,23,","","","2245.9","0","338.3",",0","","","19.6",",,,0","0","4,,,0","7.46",",0","14.50",",,,0","0.43",",,,0","",""
"USC00238466","1995-04","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","4.2","0","2.8","1,0","11",",0","10",",0","3",",0","0",",0","0",",0","0","1,0","3","1,0","0","1,0","9","1,0","0","1,0","-0.6","1,0,05,","0",",,0,30,+","0",",,0,30,+","46.5",",,0,18,","28.9","1,0,10,+","","","2444.3","0","198.4","1,0","","","166.2",",,,0","0",",,,0","11.59","1,0","18.25","1,,,0","4.92","1,,,0","",""
"USC00238466","1995-05","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","21.7","0","17.5","2,0","22",",0","13",",0","4",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","16","1,0","0","1,0","1.7","2,0,02,","0",",,0,31,+","0",",,0,31,+","117.3",",,0,18,","30.6","1,0,14,","","","2536.6","0","92.3","1,0","","","391.4",",,,0","0",",,,0","15.82","2,0","20.90","1,,,0","10.73","2,,,0","",""
"USC00238466","1995-06","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","141.1","0","119.4",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","10.6",",0,13,","0",",,0,30,+","0",",,0,30,+","35.6",",,0,25,","32.2",",0,08,","","","2539.4","0","2.8",",0","","","129.6",",,,0","0",",,,0","22.22",",0","27.34",",,,0","17.10",",,,0","",""
"USC00238466","1995-07","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","371.0","0","229.9",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","14.4",",0,02,","0",",,0,31,+","0",",,0,31,+","13.0",",,0,24,","37.2",",0,13,","","","0.0","0","0.0",",0","","","46.8",",,,0","0",",,,0","25.75",",0","31.76",",,,0","19.74",",,,0","",""
"USC00238466","1995-08","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","621.5","0","250.5","2,0","7",",0","5",",0","2",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","21","2,0","16.1","2,0,25,+","0",",,0,31,+","0",",,0,31,+","43.2",",,0,02,","36.7","2,0,31,","","","0.0","0","0.0","2,0","","","116.4",",,,0","0",",,,0","26.97","2,0","33.06","2,,,0","20.88","2,,,0","",""
"USC00238466","1995-09","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","707.7","0","86.2",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","5",",0","0.6",",0,23,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,20,","34.4",",0,05,+","","","59.4","0","59.4",",0","","","37.5",",,,0","0",",,,0","19.22",",0","25.62",",,,0","12.83",",,,0","",""
"USC00238466","1995-10","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","717.3","0","9.6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","20",",0","0",",0","-0.6",",0,29,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,27,","31.1",",0,20,","","","182.1","0","122.7",",0","","","24.0",",,,0","0",",,,0","14.69",",0","23.01",",,,0","6.36",",,,0","",""
"USC00238466","1995-11","38.25974","-93.41358","229.8","TRUMAN DAM AND RESERVOIR, MO US","717.3","0","0.0","1,0","7",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","17","1,0","0","1,0","3","1,0","0","1,0","-8.9","1,0,29,","0",",,0,30,+","0",",,0,30,+","10.4",",,0,11,","22.8","1,0,27,+","","","543.0","0","360.9","1,0","","","27.5",",,,0","0",",,,0","5.89","1,0","12.46","1,,,0","-0.68","1,,,0","",""
