"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"KSW00043227","1951-04","37.7","127.86667","151.2","HONGCHON, KS","","","","","","","","","","","","","3","","","","","","","","","","","","","","",""
"KSW00043227","1951-06","37.7","127.86667","151.2","HONGCHON, KS","","","","","","","","","","","","","9","","","","","","","","","","","","","","",""
"KSW00043227","1951-07","37.7","127.86667","151.2","HONGCHON, KS","","","","","","","","","","","","","2","","1","","","","","","","","","","","","",""
"KSW00043227","1951-08","37.7","127.86667","151.2","HONGCHON, KS","258.7",",X","0",",X","0",",X","0",",X","31",",X","16",",X","18","","4","","16.1",",X,30,","34.4",",X,18,+","0.0",",X","26.68",",X","31.14",",,,X","22.22",",,,X"
"KSW00043227","1951-09","37.7","127.86667","151.2","HONGCHON, KS","","","","","","","","","","","","","2","","","","","","","","","","","","","","",""
