"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00400137","1989-12","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","813.9","0","0.0",",0","7","1,0","5","1,0","1","1,0","0",",0","0",",0","3",",0","27",",0","12",",0","0",",0","0",",0","","","-22.2",",0,24,+","0",",,0,31,+","0",",T,0,25,+","47.0","1,,0,31,","19.4",",0,06,","","","965.0","0","   8.3",",,,0,0,2","","","598.9",",0","  11.7",",,,0,0,2","","","  -5.6",",,,0,0,2","","","  -2.8",",,,0,0,2","","","   1.6",",,,0,0,2","","","   4.2",",,,0,0,2","","","74.2","1,,,0","0",",T,,0","-0.99",",0","5.58",",,,0","-7.55",",,,0","",""
"USC00400137","1990-01","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","0.0","0","0.0",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","1",",0","0",",0","","","-7.8",",0,13,","0",",,0,31,+","0",",,0,31,+","35.6",",,0,29,","21.7",",0,17,","","","1315.3","0","  11.7",",,,0,0,2","","","350.3",",0","  14.4",",,,0,0,2","","","   1.7",",,,0,0,2","","","   3.9",",,,0,0,2","","","   5.7",",,,0,0,2","","","   9.2",",,,0,0,2","","","103.2",",,,0","0",",,,0","7.03",",0","13.21",",,,0","0.85",",,,0","",""
"USC00400137","1990-02","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","0.3","0","0.3",",0","9",",0","7",",0","5",",0","0",",0","0",",0","0",",0","11",",0","0",",0","5",",0","0",",0","","","-5.0",",0,25,","0",",,0,28,+","0",",,0,28,+","72.4",",,0,03,","23.3",",0,16,+","","","1563.0","0","  15.6",",,,0,0,2","","","247.7",",0","  18.3",",,,0,0,2","","","   3.9",",,,0,0,2","","","   8.3",",,,0,0,2","","","   7.6",",,,0,0,2","","","  12.9",",,,0,0,2","","","240.4",",,,0","0",",,,0","9.49",",0","16.21",",,,0","2.78",",,,0","",""
"USC00400137","1990-03","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","8.7","0","8.4",",0","13",",0","9",",0","2",",0","0",",0","0",",0","0",",0","8",",0","0",",0","9",",0","0",",0","","","-3.9",",0,21,+","0",",,0,31,+","0",",,0,31,+","43.2",",,0,08,","27.8",",0,14,","","","1798.8","0","  16.1",",,,0,0,2","","","235.8",",0","  21.1",",,,0,0,2","","","   3.9",",,,0,0,2","","","   8.3",",,,0,0,2","","","   9.5",",,,0,0,2","","","  14.8",",,,0,0,2","","","155.3",",,,0","0",",,,0","11.00",",0","16.80",",,,0","5.19",",,,0","",""
"USC00400137","1990-04","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","36.2","0","27.5",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0",",0","18",",0","0",",0","","","-3.9",",0,07,","0",",,0,30,+","0",",,0,30,+","64.8",",,0,28,","30.0",",0,24,","","","1944.6","0","  19.4",",,,0,0,2","","","145.8",",0","  26.7",",,,0,0,2","","","   5.6",",,,0,0,2","","","  12.8",",,,0,0,2","","","  12.6",",,,0,0,2","","","  19.8",",,,0,0,2","","","173.3",",,,0","0",",,,0","14.39",",0","21.44",",,,0","7.35",",,,0","",""
"USC00400137","1990-05","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","88.4","0","52.2",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","5.0",",0,11,+","0",",,0,31,+","0",",,0,31,+","64.3",",,0,20,","30.6",",0,16,","","","1992.5","0","  22.8",",,,0,0,2","","","47.9",",0","  28.9",",,,0,0,2","","","  12.2",",,,0,0,2","","","  18.3",",,,0,0,2","","","  17.8",",,,0,0,2","","","  24.3",",,,0,0,2","","","195.4",",,,0","0",",,,0","18.47",",0","24.38",",,,0","12.56",",,,0","",""
"USC00400137","1990-06","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","273.9","0","185.5",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","10.6",",0,05,","0",",,0,30,+","0",",,0,30,+","42.7",",,0,22,","35.0",",0,21,+","","","1993.6","0","  26.7",",,,0,0,2","","","1.1",",0","  35.6",",,,0,0,2","","","  18.9",",,,0,0,2","","","  26.7",",,,0,0,2","","","  23.8",",,,0,0,2","","","  31.7",",,,0,0,2","","","121.9",",,,0","0",",,,0","24.48",",0","31.01",",,,0","17.95",",,,0","",""
"USC00400137","1990-07","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","500.6","0","226.7",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","11.7",",0,15,","0",",,0,31,+","0",",,0,31,+","36.3",",,0,12,","37.2",",0,10,","","","0.5","0","  31.1",",,,0,0,2","","","0.5",",0","  38.3",",,,0,0,2","","","  21.1",",,,0,0,2","","","  28.3",",,,0,0,2","","","  26.6",",,,0,0,2","","","  34.1",",,,0,0,2","","","73.4",",,,0","0",",,,0","25.63",",0","32.35",",,,0","18.91",",,,0","",""
"USC00400137","1990-08","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","697.1","0","196.5","1,0","2","2,0","2","2,0","1","2,0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","19","1,0","","","11.7","1,0,08,","0",",,0,31,+","0",",,0,31,+","29.5","2,,0,14,","38.3","1,0,28,","","","0.5","0","  28.9","1,,,0,0,2","","","0.0","1,0","  36.7","1,,,0,0,2","","","  23.3","1,,,0,0,2","","","  28.3","1,,,0,0,2","","","  26.3","1,,,0,0,2","","","  33.4","1,,,0,0,2","","","41.2",",a,,0","0",",,,0","24.88","1,0","32.75","1,,,0","17.02","1,,,0","",""
"USC00400137","1990-09","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","863.3","0","166.2",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","16",",0","","","1.7",",0,25,","0",",,0,30,+","0",",,0,30,+","17.0",",,0,12,","37.8",",0,08,+","","","18.6","0","  28.9",",,,0,0,2","","","18.1",",0","  35.0",",,,0,0,2","","","  16.7",",,,0,0,2","","","  23.9",",,,0,0,2","","","  23.6",",,,0,0,2","","","  29.5",",,,0,0,2","","","38.7",",,,0","0",",,,0","23.27",",0","31.43",",,,0","15.11",",,,0","",""
"USC00400137","1990-10","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","885.0","0","21.7",",0","6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","20",",0","0",",0","","","-3.3",",0,27,+","0",",,0,31,+","0",",,0,31,+","59.4",",,0,04,","30.6",",0,03,","","","170.2","0","  22.8",",,,0,0,2","","","151.6",",0","  31.1",",,,0,0,2","","","   8.3",",,,0,0,2","","","  14.4",",,,0,0,2","","","  14.5",",,,0,0,2","","","  20.6",",,,0,0,2","","","140.9",",,,0","0",",,,0","14.14",",0","22.90",",,,0","5.38",",,,0","",""
"USC00400137","1990-11","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","890.3","0","5.3",",0","5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","6",",0","0",",0","18",",0","0",",0","","","-4.4",",0,30,","0",",,0,30,+","0",",,0,30,+","35.3",",,0,10,","29.4",",0,05,","","","342.9","0","  16.7",",,,0,0,2","","","172.7",",0","  20.0",",,,0,0,2","","","   6.1",",,,0,0,2","","","   9.4",",,,0,0,2","","","  10.3",",,,0,0,2","","","  15.5",",,,0,0,2","","","96.0",",,,0","0",",,,0","12.75",",0","20.67",",,,0","4.84",",,,0","",""
"USC00400137","1990-12","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","890.3","0","0.0",",0","13",",0","10",",0","5",",0","0",",0","0",",0","0",",0","15",",0","2",",0","0",",0","0",",0","","","-13.3",",0,25,+","0",",,0,31,+","0",",,0,31,+","58.4",",,0,21,","20.6",",0,30,+","","","705.6","0","  12.2","1,,,0,0,2","","","362.7",",0","  19.4","1,,,0,0,2","","","   2.8","1,,,0,0,2","","","   3.9","1,,,0,0,2","","","   6.7","1,,,0,0,2","","","  11.3","1,,,0,0,2","","","290.3",",,,0","0",",,,0","6.63",",0","13.64",",,,0","-0.38",",,,0","",""
"USC00400137","1991-01","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","0.0","0","0.0",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","19",",0","2",",0","0",",0","0",",0","","","-11.1",",0,22,","0",",,0,31,+","0",",,0,31,+","29.7",",,0,07,","20.6",",0,30,","","","1169.3","0","   7.8",",,,0,0,2","","","463.7",",0","  12.2",",,,0,0,2","","","   1.7",",,,0,0,2","","","   3.3",",,,0,0,2","","","   4.8",",,,0,0,2","","","   7.4",",,,0,0,2","","","64.7",",,,0","0",",,,0","3.38",",0","8.45",",,,0","-1.70",",,,0","",""
"USC00400137","1991-02","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","0.0","0","0.0",",0","8",",0","8",",0","2",",0","0",",0","0",",0","0",",0","18",",0","1",",0","4",",0","0",",0","","","-11.7",",0,16,","0",",,0,28,+","0",",,0,28,+","77.5",",,0,19,","21.7",",0,13,+","","","1494.2","0","  12.8","1,,,0,0,2","","","324.9",",0","  13.9","1,,,0,0,2","","","   3.3","1,,,0,0,2","","","   4.4","1,,,0,0,2","","","   6.3","1,,,0,0,2","","","  10.8","1,,,0,0,2","","","188.2",",,,0","0",",,,0","6.73",",0","13.67",",,,0","-0.21",",,,0","",""
"USC00400137","1991-03","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","11.2","0","11.2",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","10",",0","0",",0","","","-4.4",",0,10,","0",",,0,31,+","0",",,0,31,+","34.5",",,0,29,","28.9",",0,27,","","","1735.8","0","  15.6",",,,0,0,2","","","241.6",",0","  21.1",",,,0,0,2","","","   2.2",",,,0,0,2","","","   7.8",",,,0,0,2","","","   9.1",",,,0,0,2","","","  14.1",",,,0,0,2","","","109.7",",,,0","0",",,,0","10.90",",0","17.35",",,,0","4.45",",,,0","",""
"USC00400137","1991-04","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","30.2","0","19.0",",0","15",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","0.6",",0,01,","0",",,0,30,+","0",",,0,30,+","58.4",",,0,28,","28.3",",0,08,","","","1803.7","0","  19.4",",,,0,0,2","","","67.9",",0","  24.4",",,,0,0,2","","","   6.1",",,,0,0,2","","","  15.0",",,,0,0,2","","","  15.4",",,,0,0,2","","","  20.7",",,,0,0,2","","","332.3",",,,0","0",",,,0","16.70",",0","22.54",",,,0","10.87",",,,0","",""
"USC00400137","1991-05","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","146.8","0","116.6","1,0","19",",0","15",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","2",",0","","","7.2","1,0,07,+","0",",,0,31,+","0",",,0,31,+","41.9",",,0,05,","32.8",",0,18,","","","1815.8","0","  26.1",",,,0,0,2","","","12.1",",0","  32.2",",,,0,0,2","","","  16.1",",,,0,0,2","","","  19.4",",,,0,0,2","","","  21.3",",,,0,0,2","","","  26.8",",,,0,0,2","","","241.1",",,,0","0",",,,0","21.84","1,0","26.86",",,,0","16.83","1,,,0","",""
"USC00400137","1991-06","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","334.8","0","188.0","1,0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","29","1,0","7","1,0","","","13.9",",0,09,","0",",,0,30,+","0",",,0,30,+","40.6",",,0,12,","34.4","1,0,04,","","","1815.8","0","  26.7",",,,0,0,2","","","0.0","1,0","  34.4",",,,0,0,2","","","  22.2",",,,0,0,2","","","  29.4",",,,0,0,2","","","  25.4",",,,0,0,2","","","  31.3",",,,0,0,2","","","78.4",",,,0","0",",,,0","24.83","1,0","30.80","1,,,0","18.85",",,,0","",""
"USC00400137","1991-07","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","583.1","0","248.3",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","14.4",",0,31,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,03,","36.1",",0,24,","","","0.0","0","  31.1",",,,0,0,2","","","0.0",",0","  38.3",",,,0,0,2","","","  26.7",",,,0,0,2","","","  31.1",",,,0,0,2","","","  28.7",",,,0,0,2","","","  36.0",",,,0,0,2","","","22.8",",,,0","0",",,,0","26.34",",0","33.06",",,,0","19.62",",,,0","",""
"USC00400137","1991-08","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","781.1","0","198.0",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","10.6",",0,23,+","0",",,0,31,+","0",",,0,31,+","20.6",",,0,26,","36.7",",0,08,+","","","0.0","0","  31.1",",,,0,0,2","","","0.0",",0","  38.9",",,,0,0,2","","","  22.2",",,,0,0,2","","","  27.8",",,,0,0,2","","","  26.7",",,,0,0,2","","","  33.1",",,,0,0,2","","","61.0",",,,0","0",",,,0","24.72",",0","32.19",",,,0","17.25",",,,0","",""
"USC00400137","1991-09","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","942.2","0","161.1",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","14",",0","","","3.3",",0,28,","0",",,0,30,+","0",",,0,30,+","38.1",",,0,10,","34.4",",0,16,+","","","30.1","0","  26.7",",,,0,0,2","","","30.1",",0","  33.3",",,,0,0,2","","","  12.8",",,,0,0,2","","","  21.7",",,,0,0,2","","","  22.7",",,,0,0,2","","","  27.9",",,,0,0,2","","","91.4",",,,0","0",",,,0","22.70",",0","29.45",",,,0","15.95",",,,0","",""
"USC00400137","1991-10","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","980.1","0","37.9",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","22",",0","0",",0","","","-0.6",",0,16,+","0",",,0,31,+","0",",,0,31,+","40.4",",,0,23,","30.6",",0,04,","","","125.2","0","  21.1",",,,0,0,2","","","95.1",",0","  27.2",",,,0,0,2","","","  10.6",",,,0,0,2","","","  16.1",",,,0,0,2","","","  16.0",",,,0,0,2","","","  21.5",",,,0,0,2","","","132.0",",,,0","0",",,,0","16.49",",0","24.32",",,,0","8.65",",,,0","",""
"USC00400137","1991-11","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","985.2","0","5.1",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","15",",0","0",",0","6",",0","0",",0","","","-8.3",",0,05,+","0",",,0,30,+","10",",,0,08,","67.1",",,0,20,","26.7",",0,17,","","","418.9","0","  18.3",",,,0,0,2","","","293.7",",0","  22.2",",,,0,0,2","","","   3.3",",,,0,0,2","","","   6.1",",,,0,0,2","","","   9.0",",,,0,0,2","","","  13.0",",,,0,0,2","","","108.9",",,,0","10",",,,0","8.71",",0","14.63",",,,0","2.80",",,,0","",""
"USC00400137","1991-12","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","985.2","0","0.0",",0","11",",0","10",",0","4",",0","0",",0","0",",0","0",",0","14",",0","0",",0","0",",0","0",",0","","","-5.6",",0,15,","0",",,0,31,+","0",",,0,31,+","78.7",",,0,01,","19.4",",0,24,+","","","759.8","0","  13.3",",,,0,0,2","","","340.9",",0","  18.3",",,,0,0,2","","","   3.3",",,,0,0,2","","","   4.4",",,,0,0,2","","","   7.1",",,,0,0,2","","","  10.8",",,,0,0,2","","","201.5",",,,0","0",",,,0","7.34",",0","12.72",",,,0","1.96",",,,0","",""
"USC00400137","1992-01","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","0.0","0","0.0","1,0","8",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","18","1,0","0",",0","0",",0","0",",0","","","-11.1","1,0,17,+","0",",,0,31,+","0",",,0,31,+","16.3",",,0,09,","18.3",",0,08,","","","1182.1","0","   8.9",",,,0,0,2","","","422.3",",0","  11.7",",,,0,0,2","","","   1.1",",,,0,0,2","","","   1.7",",,,0,0,2","","","   4.7",",,,0,0,2","","","   8.0",",,,0,0,2","","","47.1",",,,0","0",",,,0","4.22","1,0","9.93",",,,0","-1.48","1,,,0","",""
"USC00400137","1992-02","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","0.0","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","5",",0","0",",0","","","-6.1",",0,10,+","0",",,0,29,+","0",",T,0,26,","22.4",",,0,15,","22.2",",0,19,","","","1460.1","0","  12.8",",,,0,0,2","","","278.0",",0","  16.7",",,,0,0,2","","","   2.8",",,,0,0,2","","","   6.7",",,,0,0,2","","","   7.1",",,,0,0,2","","","  11.7",",,,0,0,2","","","60.8",",,,0","0",",T,,0","8.75",",0","15.36",",,,0","2.14",",,,0","",""
"USC00400137","1992-03","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","1.7","0","1.7","1,0","13",",0","5",",0","2",",0","0",",0","0",",0","0","1,0","12","1,0","0",",0","9",",0","0",",0","","","-5.0","1,0,11,","0",",,0,31,+","0",",,0,31,+","87.4",",,0,10,","26.7",",0,03,","","","1710.2","0","  15.0",",,,0,0,2","","","250.1",",0","  18.9",",,,0,0,2","","","   4.4",",,,0,0,2","","","  10.0",",,,0,0,2","","","   9.0",",,,0,0,2","","","  14.7",",,,0,0,2","","","185.5",",,,0","0",",,,0","9.94","1,0","16.67",",,,0","3.21","1,,,0","",""
"USC00400137","1992-04","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","28.2","0","26.5",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17",",0","0",",0","","","-3.9",",0,03,","0",",,0,30,+","0",",,0,30,+","25.4",",,0,20,","30.0",",0,24,+","","","1836.1","0","  20.0",",,,0,0,2","","","125.9",",0","  26.7",",,,0,0,2","","","   6.7",",,,0,0,2","","","  12.8",",,,0,0,2","","","  13.9",",,,0,0,2","","","  20.8",",,,0,0,2","","","71.6",",,,0","0",",,,0","15.02",",0","22.07",",,,0","7.97",",,,0","",""
"USC00400137","1992-05","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","97.9","0","69.7",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","4.4",",0,08,+","0",",,0,31,+","0",",,0,31,+","12.2",",,0,30,","31.7",",0,21,+","","","1874.0","0","  23.9",",,,0,0,2","","","37.9",",0","  31.1",",,,0,0,2","","","  15.6",",,,0,0,2","","","  20.0",",,,0,0,2","","","  20.1",",,,0,0,2","","","  27.4",",,,0,0,2","","","42.4",",,,0","0",",,,0","19.36",",0","26.21",",,,0","12.51",",,,0","",""
"USC00400137","1992-06","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","234.0","0","136.1",",0","13",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","8.3",",0,22,","0",",,0,30,+","0",",,0,30,+","52.1",",,0,13,","34.4",",0,26,","","","1877.7","0","  26.7",",,,0,0,2","","","3.7",",0","  34.4",",,,0,0,2","","","  17.8",",,,0,0,2","","","  24.4",",,,0,0,2","","","  23.1",",,,0,0,2","","","  29.4",",,,0,0,2","","","236.2",",,,0","0",",,,0","22.75",",0","29.22",",,,0","16.27",",,,0","",""
"USC00400137","1992-07","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","481.3","0","247.3",",0","14",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","18.3",",0,29,+","0",",,0,31,+","0",",,0,31,+","69.6",",,0,17,","35.0",",0,14,","","","0.0","0","  28.9",",,,2,0,2","","","0.0",",0","  35.0",",,,1,0,2","","","  25.0",",,,2,0,2","","","  27.2",",,,1,0,2","","","  26.7",",,,2,0,2","","","  31.6",",,,1,0,2","","","226.5",",,,0","0",",,,0","26.31",",0","31.87",",,,0","20.75",",,,0","",""
"USC00400137","1992-08","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","635.7","0","154.4",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","10.6",",0,29,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,28,","34.4",",0,10,","","","1.1","0","  27.8",",,,0,0,2","","","1.1",",0","  33.9",",,,0,0,2","","","  17.2",",,,0,0,2","","","  26.1",",,,0,0,2","","","  24.1",",,,0,0,2","","","  29.9",",,,0,0,2","","","59.0",",,,0","0",",,,0","23.28",",0","29.33",",,,0","17.22",",,,0","",""
"USC00400137","1992-09","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","731.9","0","96.2","1,0","9",",0","8",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","28",",0","3",",0","","","6.7","1,0,30,","0",",,0,30,+","0",",,0,30,+","41.9",",,0,22,","33.3",",0,08,","","","18.6","0","  25.6",",,,0,0,2","","","17.5",",0","  31.1",",,,0,0,2","","","  15.0",",,,0,0,2","","","  20.0",",,,0,0,2","","","  22.0",",,,0,0,2","","","  27.1",",,,0,0,2","","","129.5",",,,0","0",",,,0","21.12","1,0","27.56",",,,0","14.67","1,,,0","",""
"USC00400137","1992-10","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","739.3","0","7.4",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","2.2",",0,29,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,30,","28.9",",0,15,","","","122.0","0","  17.2",",,,0,0,2","","","103.4",",0","  23.3",",,,0,0,2","","","  10.6",",,,0,0,2","","","  15.6",",,,0,0,2","","","  14.3",",,,0,0,2","","","  20.4",",,,0,0,2","","","66.5",",,,0","0",",,,0","15.24",",0","23.33",",,,0","7.14",",,,0","",""
"USC00400137","1992-11","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","739.3","0","0.0","2,0","10",",0","7",",0","1",",0","0",",0","0",",0","0","2,0","8","2,0","0",",0","8",",0","0",",0","","","-6.1","2,0,29,","0",",,0,30,+","0",",,0,30,+","27.7",",,0,22,","24.4",",0,04,","","","363.3","0","  16.7",",,,0,0,2","","","241.3",",0","  19.4",",,,0,0,2","","","   4.4",",,,0,0,2","","","   7.2",",,,0,0,2","","","  10.0",",,,0,0,2","","","  14.0",",,,0,0,2","","","80.0",",,,0","0",",,,0","9.77","2,0","15.44",",,,0","4.10","2,,,0","",""
"USC00400137","1992-12","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","739.3","0","0.0","1,0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0","1,0","0","1,0","0","1,0","","","-6.1",",0,24,","0",",,0,31,+","0",",,0,31,+","20.6",",,0,20,","20.6","1,0,31,","","","766.0","0","  11.1",",,,0,0,2","","","402.7","1,0","  15.0",",,,0,0,2","","","   3.3",",,,0,0,2","","","   5.0",",,,0,0,2","","","   6.0",",,,0,0,2","","","   8.7",",,,0,0,2","","","80.4",",,,0","0",",,,0","4.97","1,0","9.54","1,,,0","0.40",",,,0","",""
"USC00400137","1993-01","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","0.0","0","0.0","2,0","12",",0","7",",0","2",",0","0",",0","0",",0","0","2,0","17","2,0","0",",0","1",",0","0",",0","","","-7.2","2,0,30,","0",",,0,31,+","0",",,0,31,+","29.2",",,0,19,","21.1",",0,24,","","","1170.6","0","  10.0",",,,0,0,2","","","404.6",",0","  13.3",",,,0,0,2","","","   3.3",",,,0,0,2","","","   5.6",",,,0,0,2","","","   5.8",",,,0,0,2","","","   9.0",",,,0,0,2","","","125.1",",,,0","0",",,,0","4.65","2,0","9.78",",,,0","-0.48","2,,,0","",""
"USC00400137","1993-02","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","0.0","0","0.0",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","2",",0","0",",0","","","-10.0",",0,19,","0",",,0,28,+","0",",,0,28,+","20.3",",,0,26,","23.9",",0,22,","","","1557.3","0","  10.0",",,,0,0,2","","","386.7",",0","  13.3",",,,0,0,2","","","   1.7",",,,0,0,2","","","   3.3",",,,0,0,2","","","   4.7",",,,0,0,2","","","   8.7",",,,0,0,2","","","79.3",",,,0","0",",,,0","4.52",",0","10.84",",,,0","-1.80",",,,0","",""
"USC00400137","1993-03","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","3.1","0","3.1",",0","9",",0","9",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","4",",0","0",",0","","","-9.4",",0,14,","0",",,0,31,+","0",",T,0,14,+","26.2",",,0,23,","28.9",",0,31,","","","1857.0","0","  13.9",",,,0,0,2","","","299.7",",0","  21.1",",,,0,0,2","","","   2.8",",,,0,0,2","","","   6.1",",,,0,0,2","","","   7.6",",,,0,0,2","","","  12.2",",,,0,0,2","","","91.8",",,,0","0",",T,,0","8.76",",0","14.48",",,,0","3.05",",,,0","",""
"USC00400137","1993-04","35.1131","-89.2122","140.2","AMES PLANTATION, TN US","9.4","0","6.3",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","17",",0","0",",0","","","-2.2",",0,03,","0",",,0,30,+","0",",,0,30,+","52.6",",,0,09,","27.2",",0,13,","","","2006.7","0","  18.3",",,,0,0,2","","","149.7",",0","  23.3",",,,0,0,2","","","   6.7",",,,0,0,2","","","  11.1",",,,0,0,2","","","  12.2",",,,0,0,2","","","  18.4",",,,0,0,2","","","133.3",",,,0","0",",,,0","13.55",",0","20.15",",,,0","6.96",",,,0","",""
