"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013967","1949-08","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","846.4","0","230.9",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","","","9","","15.0",",0,23,","0",",,0,31,+","0",",,0,31,+","29.5",",,0,30,","36.1",",0,16,","0.0","0","","","0.0",",0","","","","","","","","","","","56.0",",,,0","","","0",",,,0","25.78",",0","32.14",",,,0","19.43",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-09","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","942.7","0","96.3",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","5","","","","6","","6.1",",0,29,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,03,","34.4",",0,07,","22.5","0","","","22.5",",0","","","","","","","","","","","58.5",",,,0","","","0",",,,0","20.79",",0","26.80",",,,0","14.78",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-10","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","982.2","0","39.5",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","6","","","","4","","-1.1",",0,31,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,23,","31.1",",0,07,","120.5","0","","","98.0",",0","","","","","","","","","","","82.7",",,,0","","","0",",,,0","16.44",",0","22.29",",,,0","10.60",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-11","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","983.9","0","1.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","13",",0","0",",0","","","","","","","-3.9",",0,22,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,12,","27.2",",0,28,","299.7","0","","","179.2",",0","","","","","","","","","","","0.0",",T,,0","","","0",",,,0","12.42",",0","19.61",",,,0","5.22",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-12","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","983.9","0","0.0",",0","7",",0","2",",0","0",",0","0",",0","1",",0","0",",0","22",",0","1",",0","0",",0","0",",0","8","","","","2","","-6.7",",0,26,+","0",",T,0,22,+","33",",,0,08,","17.0",",,0,21,","20.6",",0,20,","703.0","0","","","403.3",",0","","","","","","","","","","","26.5",",,,0","","","33",",,,0","5.32",",0","11.30",",,,0","-0.65",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-01","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","0.0","X","0.0",",0","5",",0","3",",0","0",",0","1",",0","0",",0","0",",0","22",",0","6",",0","1",",0","0",",0","13","","","","","","-14.4",",0,04,","25",",,0,03,","23",",,0,03,","15.7",",,0,12,","26.7",",0,24,","1179.0","X","","","476.0",",0","","","","","","","","","","","35.1",",,,0","","","23",",,,0","2.98",",0","9.13",",,,0","-3.17",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-02","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","0.0","X","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","2",",0","0",",0","10","","","","3","","-8.3",",0,01,","0",",,0,28,+","0",",T,0,14,+","19.6",",,0,11,","25.6",",0,25,","1485.3","X","","","306.3",",0","","","","","","","","","","","33.9",",,,0","","","0",",T,,0","7.39",",0","14.45",",,,0","0.34",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-03","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","2.2","X","2.2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","1",",0","8",",0","0",",0","6","","","","1","","-10.0",",0,13,","0",",T,0,12,","0",",T,0,12,+","2.0",",,0,15,","27.2",",0,25,","1777.8","X","","","292.5",",0","","","","","","","","","","","3.8",",,,0","","","0",",T,,0","8.97",",0","16.20",",,,0","1.74",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-04","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","20.9","X","18.7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","3","","","","7","","-0.6",",0,06,+","0",",,0,30,+","0",",,0,30,+","14.5",",,0,16,","31.7",",0,03,","1906.4","X","","","128.6",",0","","","","","","","","","","","19.1",",,,0","","","0",",,,0","14.67",",0","21.54",",,,0","7.80",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-05","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","100.7","X","79.8",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","7","","","","15","","9.4",",0,27,+","0",",,0,31,+","0",",T,0,28,","114.8",",,0,10,","32.8",",0,03,","1929.0","X","","","22.6",",0","","","","","","","","","","","242.2",",,,0","","","0",",T,,0","20.18",",0","25.81",",,,0","14.55",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-06","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","283.4","X","182.7",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","2","","","","7","","10.6",",0,04,","0",",,0,30,+","0",",,0,30,+","33.3",",,0,10,","34.4",",0,26,","1930.1","X","","","1.1",",0","","","","","","","","","","","52.4",",,,0","","","0",",,,0","24.38",",0","29.47",",,,0","19.30",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-07","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","475.3","X","191.9",",0","15",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","11","","","","13","","15.0",",0,14,","0",",,0,31,+","0",",,0,31,+","41.9",",,0,17,","32.2",",0,31,+","0.0","X","","","0.0",",0","","","","","","","","","","","191.7",",,,0","","","0",",,,0","24.52",",0","29.17",",,,0","19.87",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-08","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","670.2","X","194.9",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","2","","","","4","","13.3",",0,21,+","0",",,0,31,+","0",",,0,31,+","58.9",",,0,15,","35.6",",0,08,","2.0","X","","","2.0",",0","","","","","","","","","","","96.5",",,,0","","","0",",,,0","24.55",",0","30.05",",,,0","19.06",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-09","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","771.9","X","101.7",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","9","","","","5","","11.1",",0,07,","0",",,0,30,+","0",",T,0,12,","29.7",",,0,12,","32.2",",0,20,","4.2","X","","","2.2",",0","","","","","","","","","","","67.2",",,,0","","","0",",T,,0","21.65",",0","26.97",",,,0","16.33",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-10","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","836.3","X","64.4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","2","","","","","","5.0",",0,23,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,02,","32.8",",0,11,","28.1","X","","","23.9",",0","","","","","","","","","","","12.0",",,,0","","","0",",,,0","19.64",",0","26.79",",,,0","12.48",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-11","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","836.3","X","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","7",",0","0",",0","","","","","","","-9.4",",0,24,","0",",,0,30,+","0",",T,0,03,","11.7",",,0,03,","26.1",",0,15,","332.1","X","","","304.0",",0","","","","","","","","","","","12.7",",,,0","","","0",",T,,0","8.20",",0","15.39",",,,0","1.01",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-12","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","836.3","X","0.0",",X","2",",X","1",",X","0",",X","0",",X","1",",X","0",",X","23",",X","2",",X","2",",X","0",",X","4","","","","","","-15.0",",X,07,+","0",",T,X,07,+","33",",,X,05,","3.3",",,X,05,","23.9",",X,01,","778.1","X","","","446.0",",X","","","","","","","","","","","3.8",",,,X","","","33",",,,X","3.95",",X","10.95",",,,X","-3.06",",,,X","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1951-01","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","0.0","0","0.0",",0","5",",0","4",",0","1",",0","1",",0","1",",0","0",",0","21",",0","5",",0","2",",0","0",",0","6","","","","1","","-16.1",",0,29,","25",",,0,31,","38",",,0,31,","25.7",",,0,02,","22.8",",0,19,","1228.3","0","","","450.2",",0","","","","","","","","","","","38.6",",,,0","","","58",",,,0","3.81",",0","10.16",",,,0","-2.55",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1951-02","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","0.0","0","0.0",",0","8",",0","6",",0","0",",0","4",",0","3",",0","1",",0","14",",0","4",",0","3",",0","0",",0","10","","","","2","","-18.3",",0,01,","203",",,0,15,","114",",,0,14,","14.7",",,0,19,","24.4",",0,11,","1593.7","0","","","365.4",",0","","","","","","","","","","","52.0",",,,0","","","223",",,,0","5.28",",0","11.77",",,,0","-1.20",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1951-03","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","1.4","0","1.4",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","8",",0","0",",0","4","","","","3","","-6.1",",0,13,+","0",",T,0,09,","0",",T,0,29,+","10.9",",,0,11,","29.4",",0,22,","1897.5","0","","","303.8",",0","","","","","","","","","","","32.1",",,,0","","","0",",T,,0","8.58",",0","15.84",",,,0","1.32",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1951-04","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","22.5","0","21.1",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","13",",0","0",",0","3","","","","4","","-1.1",",0,12,","0",",,0,30,+","0",",T,0,30,+","39.6",",,0,30,","31.1",",0,18,","2051.0","0","","","153.5",",0","","","","","","","","","","","76.8",",,,0","","","0",",T,,0","13.92",",0","20.15",",,,0","7.69",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1951-05","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","83.3","0","60.8",",0","11",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","3","","","","11","","8.3",",0,07,","0",",,0,31,+","0",",T,0,27,","80.5",",,0,17,","33.3",",0,30,","2071.4","0","","","20.4",",0","","","","","","","","","","","199.4",",,,0","","","0",",T,,0","19.64",",0","25.11",",,,0","14.17",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1951-06","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","256.5","0","173.2",",0","14",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","3","","","","16","","11.7",",0,04,","0",",,0,30,+","0",",T,0,20,+","40.9",",,0,11,+","35.0",",0,17,","2074.7","0","","","3.3",",0","","","","","","","","","","","156.7",",,,0","","","0",",T,,0","24.00",",0","29.04",",,,0","18.95",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1951-07","35.3889","-97.6006","391.7","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","541.9","0","285.4",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","4","","","","9","","13.9",",0,01,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,01,","36.7",",0,28,+","1.1","0","","","1.1",",0","","","","","","","","","","","80.2",",,,0","","","0",",,,0","27.50",",0","33.07",",,,0","21.93",",,,0","","","","","","","","","","","","","","","","","","","","","",""
