"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00172426","1889-09","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","3.9",",6","10",",6","6",",6","1",",6","","","","","0",",6","0",",6","0",",6","7",",6","0",",6","","","","","2.8",",6,29,","","","","","38.4",",,6,19,","28.3",",6,02,","","","121.7",",6","64.1",",,,6","","","14.41",",6","17.83",",,,6","10.98",",,,6"
"USC00172426","1889-11","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","","","12",",6","8",",6","1",",6","","","","","0","3,6","10","3,6","2","3,6","0","3,6","0","3,6","","","","","-7.2","3,6,16,","","","","","39.6",",,6,28,","13.9","3,6,03,","","","","","116.9",",,,6","","","4.61","6,6","7.92","3,,,6","1.31","3,,,6"
"USC00172426","1891-07","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","0.0",",6","12",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","7",",6","0",",6","","","","","7.8",",6,23,+","","","","","22.9",",,6,08,","25.0",",6,11,+","123.8","","123.8",",6","66.2",",,,6","","","14.34",",6","18.55",",,,6","10.14",",,,6"
"USC00172426","1892-01","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","","","19",",6","12",",6","0",",6","","","","","1","5,6","24","5,6","11","5,6","0","5,6","0","5,6","","","","","-18.3","5,6,24,","","","","","24.6",",,6,03,","12.2","5,6,14,","","","","","146.2",",,,6","","","-3.59","0,6","1.04","5,,,6","-8.22","5,,,6"
"USC00172426","1892-02","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","","","12",",6","6",",6","0",",6","","","","","0","4,6","22","4,6","15","4,6","0","4,6","0","4,6","","","","","-16.7","4,6,28,+","","","","","13.5",",,6,12,","5.6","4,6,15,","","","","","48.0",",,,6","","","-4.11","7,6","-0.49","4,,,6","-7.74","4,,,6"
"USC00172426","1892-03","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","0.0","4,6","11",",6","9",",6","1",",6","","","","","0","2,6","27","2,6","11","2,6","0","2,6","0","2,6","","","","","-15.6","2,6,16,+","","","","","37.8",",,6,19,","10.6","2,6,10,","","","538.9","2,6","91.4",",,,6","","","-1.86","4,6","1.69","2,,,6","-5.40","2,,,6"
"USC00172426","1892-04","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","0.0",",6","9",",6","4",",6","0",",6","","","","","0",",6","9",",6","0",",6","0",",6","0",",6","","","","","-4.4",",6,25,","","","","","17.3",",,6,23,","18.9",",6,03,","","","382.5",",6","38.4",",,,6","","","5.58",",6","9.70",",,,6","1.47",",,,6"
"USC00172426","1892-05","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","0.0",",6","12",",6","8",",6","0",",6","","","","","0",",6","1",",6","0",",6","0",",6","0",",6","","","","","-1.1",",6,01,","","","","","19.6",",,6,22,","20.6",",6,17,","","","308.7",",6","55.1",",,,6","","","8.37",",6","11.74",",,,6","5.01",",,,6"
"USC00172426","1892-06","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","1.1",",6","19",",6","11",",6","0",",6","","","","","0",",6","0",",6","0",",6","8",",6","0",",6","","","","","4.4",",6,10,+","","","","","22.4",",,6,20,","29.4",",6,14,","","","143.8",",6","90.1",",,,6","","","13.58",",6","18.17",",,,6","8.98",",,,6"
"USC00172426","1892-07","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","11.4",",6","9",",6","3",",6","0",",6","","","","","0",",6","0",",6","0",",6","19",",6","0",",6","","","","","8.9",",6,05,","","","","","11.7",",,6,04,","31.1",",6,26,","60.5","6","60.5",",6","30.8",",,,6","","","16.75",",6","21.86",",,,6","11.63",",,,6"
"USC00172426","1892-08","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","6.7",",6","14",",6","9",",6","1",",6","","","","","0",",6","0",",6","0",",6","12",",6","0",",6","","","","","10.0",",6,27,+","","","","","37.8",",,6,12,","28.9",",6,17,","120.6","6","60.1",",6","117.9",",,,6","","","16.61",",6","20.52",",,,6","12.70",",,,6"
"USC00172426","1892-10","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","0.0",",6","10",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","0",",6","0",",6","","","","","1.1",",6,31,+","","","","","9.7",",,6,30,","19.4",",6,14,","","","326.4",",6","36.3",",,,6","","","7.80",",6","10.78",",,,6","4.82",",,,6"
"USC00172426","1892-11","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","","","15",",6","9",",6","1",",6","","","","","0","4,6","12","4,6","2","4,6","0","4,6","0","4,6","","","","","-6.7","4,6,24,","","","","","28.4",",,6,19,","16.1","4,6,17,","","","","","80.5",",,,6","","","3.69","8,6","6.45","4,,,6","0.93","4,,,6"
"USC00172426","1892-12","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","0.0","4,6","12",",6","3",",6","0",",6","","","","","5","2,6","27","2,6","17","2,6","0","2,6","0","2,6","","","","","-21.7","2,6,24,","","","","","19.8",",,6,09,","10.0","2,6,09,","","","628.6","2,6","51.5",",,,6","","","-4.73","4,6","-1.70","2,,,6","-7.76","2,,,6"
"USC00172426","1893-01","44.90667","-66.99194","25.9","EASTPORT, ME US","","","0.0","6","0.0","4,6","14",",6","7",",6","0",",6","","","","","7","2,6","28","2,6","22","2,6","0","2,6","0","2,6","","","","","-21.1","2,6,12,","","","","","18.5",",,6,02,","10.0","2,6,02,","","","741.8","2,6","52.7",",,,6","","","-9.02","4,6","-4.96","2,,,6","-13.08","2,,,6"
"USC00172426","1893-02","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","","","14",",6","8",",6","0",",6","","","","","6","4,6","24","4,6","17","4,6","0","4,6","0","4,6","","","","","-21.7","4,6,05,","","","","","18.8",",,6,10,","8.3","4,6,15,","","","","","82.8",",,,6","","","-7.38","7,6","-2.47","4,,,6","-12.29","4,,,6"
"USC00172426","1893-03","44.90667","-66.99194","25.9","EASTPORT, ME US","","","","","0.0","2,6","10",",6","4",",6","0",",6","","","","","0","1,6","26","1,6","10","1,6","0","1,6","0","1,6","","","","","-14.4","1,6,06,","","","","","18.8",",,6,13,","10.6","1,6,25,","","","587.4","1,6","34.2",",,,6","","","-1.94","2,6","1.37","1,,,6","-5.25","1,,,6"
