"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00516084","1941-01","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","10",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","4.3",",,6,29,","","","","","16.0",",,,6","0",",,,6","","","","","",""
"USC00516084","1941-02","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","10",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","4.1",",,6,17,","","","","","15.6",",,,6","","","","","","","",""
"USC00516084","1941-03","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","17",",6","8",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","9.4",",,6,28,","","","","","53.3",",,,6","0",",,,6","","","","","",""
"USC00516084","1941-04","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","7",",6","1",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,30,+","13.7",",,6,05,","","","","","21.6",",,,6","0",",,,6","","","","","",""
"USC00516084","1941-05","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","19",",6","6",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","7.9",",,6,28,+","","","","","38.7",",,,6","0",",,,6","","","","","",""
"USC00516084","1941-06","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","16",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","11.4",",,6,25,","","","","","31.5",",,,6","","","","","","","",""
"USC00516084","1941-07","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","19",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","7.1",",,6,01,","","","","","26.3",",,,6","","","","","","","",""
"USC00516084","1941-08","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","17",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","0",",,6,31,+","9.1",",,6,09,","","","","","30.4",",,,6","0",",,,6","","","","","",""
"USC00516084","1941-09","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","14",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","16.5",",,6,20,","","","","","41.1",",,,6","","","","","","","",""
"USC00516084","1941-10","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","22",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","34.3",",,6,23,","","","","","135.0",",,,6","","","","","","","",""
"USC00516084","1941-11","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","7",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","3.0",",,6,22,","","","","","8.9",",,,6","","","","","","","",""
"USC00516084","1941-12","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","21",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","8.1",",,6,16,","","","","","55.6",",,,6","","","","","","","",""
"USC00516084","1942-01","21.2931","-157.7944","129.5","MANINI WAY, HI US","142.4","","142.4","2,6","5",",6","1",",6","0",",6","","","0","2,6","0","2,6","0",",6","31",",6","0",",6","18.3","2,6,04,+","","","12.2",",,6,08,","28.3",",6,27,","0.0",",6","15.1",",,,6","","","23.23","2,6","26.19",",,,6","20.27","2,,,6"
"USC00516084","1942-02","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","16",",6","11",",6","1",",6","","","","","","","","","","","","","","","","","26.2",",,6,26,","","","","","139.8",",,,6","","","","","","","",""
"USC00516084","1942-03","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","24","1,6","15","1,6","1","1,6","","","","","","","","","","","","","","","","","32.5","1,,6,09,","","","","","138.4","1,,,6","","","","","","","",""
"USC00516084","1942-04","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","20",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","24.1",",,6,12,","","","","","75.1",",,,6","","","","","","","",""
"USC00516084","1942-05","21.2931","-157.7944","129.5","MANINI WAY, HI US","","","","","13",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","5.1",",,6,10,","","","","","19.4",",,,6","","","","","","","",""
