"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00124698","1893-01","38.05","-86.13333","167.6","LACONIA, IN US","","","","","5",",6","5",",6","1",",6","3",",6","","","","","","","","","","","","","","","51",",,6,15,+","30.5",",,6,01,","","","","","","","49.6",",,,6","140",",,,6","","","","","",""
"USC00124698","1893-02","38.05","-86.13333","167.6","LACONIA, IN US","","","","","7",",6","7",",6","2",",6","1",",6","","","","","","","","","","","","","","","152",",,6,21,","30.5",",,6,17,","","","","","","","116.5",",,,6","152",",,,6","","","","","",""
"USC00124698","1893-03","38.05","-86.13333","167.6","LACONIA, IN US","","","","","6",",6","5",",6","1",",6","2",",6","","","","","","","","","","","","","","","102",",,6,17,","25.4",",,6,24,","","","","","","","55.4",",,,6","166",",,,6","","","","","",""
"USC00124698","1893-04","38.05","-86.13333","167.6","LACONIA, IN US","","","16.7","3,6","10",",6","10",",6","2",",6","","","0","1,6","2","1,6","0","3,6","14","3,6","0","3,6","","","0.0","1,6,24,+","","","30.0",",,6,15,","29.4","3,6,06,","","","128.4","3,6","142.5",",,,6","","","14.49","3,6","19.93","3,,,6","9.04","1,,,6"
"USC00124698","1893-05","38.05","-86.13333","167.6","LACONIA, IN US","","","29.2","1,6","8",",6","8",",6","2",",6","","","0","1,6","0","1,6","0","1,6","24","1,6","1","1,6","","","3.9","1,6,24,","","","53.3",",,6,01,","32.2","1,6,20,","","","56.7","1,6","141.0",",,,6","","","17.42","1,6","24.30","1,,,6","10.53","1,,,6"
"USC00124698","1893-06","38.05","-86.13333","167.6","LACONIA, IN US","","","","","6",",6","6",",6","3",",6","","","","","","","","","","","","","","","","","","","40.6",",,6,05,","","","","","","","126.2",",,,6","","","","","","","",""
"USC00124698","1893-07","38.05","-86.13333","167.6","LACONIA, IN US","","","272.7",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","22",",6","","","15.6",",6,28,","","","6.4",",,6,15,","35.6",",6,28,+","0.0","6","0.0",",6","6.4",",,,6","","","27.13",",6","32.85",",,,6","21.42",",,,6"
"USC00124698","1893-08","38.05","-86.13333","167.6","LACONIA, IN US","","","175.5",",6","4",",6","4",",6","1",",6","","","0",",6","0",",6","0",",6","31",",6","9",",6","","","12.8",",6,08,","","","53.3",",,6,10,","34.4",",6,06,+","0.0","6","0.0",",6","76.2",",,,6","","","23.99",",6","30.35",",,,6","17.63",",,,6"
"USC00124698","1893-09","38.05","-86.13333","167.6","LACONIA, IN US","","","118.4",",6","5",",6","5",",6","1",",6","","","0",",6","0",",6","0",",6","23",",6","4",",6","","","3.9",",6,26,","","","38.1",",,6,30,","33.3",",6,22,+","38.6","6","38.6",",6","82.5",",,,6","","","20.99",",6","26.85",",,,6","15.13",",,,6"
"USC00124698","1893-10","38.05","-86.13333","167.6","LACONIA, IN US","","","10.1",",6","3",",6","3",",6","2",",6","","","0",",6","3",",6","0",",6","8",",6","0",",6","","","-5.0",",6,30,","","","66.0",",,6,03,","28.9",",6,02,","229.6","6","191.0",",6","127.7",",,,6","","","12.50",",6","17.76",",,,6","7.23",",,,6"
"USC00124698","1893-11","38.05","-86.13333","167.6","LACONIA, IN US","","","0.0",",6","5",",6","4",",6","0",",6","","","0",",6","10",",6","2",",6","0",",6","0",",6","","","-10.6",",6,24,","","","22.9",",,6,26,+","17.8",",6,02,","613.7","6","384.1",",6","80.1",",,,6","","","5.53",",6","9.95",",,,6","1.11",",,,6"
"USC00124698","1893-12","38.05","-86.13333","167.6","LACONIA, IN US","","","0.0",",6","5",",6","4",",6","1",",6","0",",6","0",",6","23",",6","2",",6","0",",6","0",",6","","","-9.4",",6,04,","13",",,6,17,","25.4",",,6,03,","17.8",",6,25,","1079.6","6","465.9",",6","57.2",",,,6","13",",,,6","3.30",",6","8.14",",,,6","-1.53",",,,6"
"USC00124698","1894-01","38.05","-86.13333","167.6","LACONIA, IN US","0.0","6","0.0","2,6","5",",6","5",",6","1",",6","0",",6","2","1,6","18","1,6","3","1,6","0","1,6","0","1,6","","","-22.2","1,6,25,","0",",,6,31,+","25.4",",,6,04,","16.1","1,6,17,","1537.4","6","457.8","1,6","71.1",",,,6","0",",,,6","2.75","2,6","7.96","1,,,6","-2.46","1,,,6"
"USC00124698","1894-02","38.05","-86.13333","167.6","LACONIA, IN US","0.0","6","0.0",",6","6",",6","6",",6","3",",6","3",",6","0",",6","23",",6","7",",6","0",",6","0",",6","","","-14.4",",6,16,","229",",,6,25,","34.3",",,6,12,","17.2",",6,09,","2027.5","6","490.1",",6","124.0",",,,6","356",",,,6","0.83",",6","5.12",",,,6","-3.46",",,,6"
