"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IN024090600","1901-01","25.033","88.133","31.0","MALDA, IN","2",",I","2",",I","0",",I","","","","","","","24.9",",,I,01,","41.4",",,,I","",""
"IN024090600","1901-02","25.033","88.133","31.0","MALDA, IN","1",",I","0",",I","0",",I","","","","","","","1.5",",,I,12,","1.5",",,,I","",""
"IN024090600","1901-03","25.033","88.133","31.0","MALDA, IN","1",",I","0",",I","0",",I","","","","","","","2.3",",,I,08,","2.3",",,,I","",""
"IN024090600","1901-04","25.033","88.133","31.0","MALDA, IN","2",",I","2",",I","0",",I","","","","","","","14.0",",,I,23,","23.4",",,,I","",""
"IN024090600","1901-05","25.033","88.133","31.0","MALDA, IN","7",",I","5",",I","1",",I","","","","","","","77.5",",,I,31,","123.5",",,,I","",""
"IN024090600","1901-06","25.033","88.133","31.0","MALDA, IN","9",",I","8",",I","3",",I","","","","","","","50.5",",,I,25,","175.4",",,,I","",""
"IN024090600","1901-07","25.033","88.133","31.0","MALDA, IN","16",",I","13",",I","1",",I","","","","","","","55.9",",,I,13,","191.9",",,,I","",""
"IN024090600","1901-08","25.033","88.133","31.0","MALDA, IN","17",",I","12",",I","4",",I","","","","","","","75.2",",,I,28,","277.5",",,,I","",""
"IN024090600","1901-09","25.033","88.133","31.0","MALDA, IN","14",",I","11",",I","3",",I","","","","","","","86.6",",,I,24,","260.4",",,,I","",""
"IN024090600","1901-10","25.033","88.133","31.0","MALDA, IN","3",",I","3",",I","1",",I","","","","","","","34.0",",,I,03,","42.7",",,,I","",""
"IN024090600","1901-11","25.033","88.133","31.0","MALDA, IN","5",",I","3",",I","0",",I","","","","","","","16.3",",,I,27,","37.6",",,,I","",""
"IN024090600","1901-12","25.033","88.133","31.0","MALDA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","0.0",",,,I","",""
"IN024090600","1902-01","25.033","88.133","31.0","MALDA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","0.0",",,,I","",""
"IN024090600","1902-02","25.033","88.133","31.0","MALDA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,28,+","0.0",",,,I","",""
"IN024090600","1902-03","25.033","88.133","31.0","MALDA, IN","5",",I","5",",I","0",",I","","","","","","","15.2",",,I,22,","31.9",",,,I","",""
"IN024090600","1902-04","25.033","88.133","31.0","MALDA, IN","9",",I","7",",I","0",",I","","","","","","","24.4",",,I,22,","66.8",",,,I","",""
"IN024090600","1902-05","25.033","88.133","31.0","MALDA, IN","10",",I","6",",I","2",",I","","","","","","","33.0",",,I,22,","106.7",",,,I","",""
"IN024090600","1902-06","25.033","88.133","31.0","MALDA, IN","10",",I","9",",I","4",",I","","","","","","","47.0",",,I,16,","219.8",",,,I","",""
"IN024090600","1902-07","25.033","88.133","31.0","MALDA, IN","22",",I","15",",I","4",",I","","","","","","","66.0",",,I,31,","260.9",",,,I","",""
"IN024090600","1902-08","25.033","88.133","31.0","MALDA, IN","16",",I","14",",I","2",",I","","","","","","","54.6",",,I,11,","215.5",",,,I","",""
"IN024090600","1902-09","25.033","88.133","31.0","MALDA, IN","18",",I","11",",I","5",",I","","","","","","","53.3",",,I,15,","241.8",",,,I","",""
"IN024090600","1902-10","25.033","88.133","31.0","MALDA, IN","7",",I","6",",I","1",",I","","","","","","","45.5",",,I,05,","110.1",",,,I","",""
"IN024090600","1902-11","25.033","88.133","31.0","MALDA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,30,+","0.0",",,,I","",""
"IN024090600","1902-12","25.033","88.133","31.0","MALDA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","0.0",",,,I","",""
"IN024090600","1903-01","25.033","88.133","31.0","MALDA, IN","1",",I","1",",I","0",",I","","","","","","","11.4",",,I,27,","11.4",",,,I","",""
"IN024090600","1903-02","25.033","88.133","31.0","MALDA, IN","3",",I","3",",I","0",",I","","","","","","","4.8",",,I,19,+","13.2",",,,I","",""
"IN024090600","1903-03","25.033","88.133","31.0","MALDA, IN","1",",I","1",",I","0",",I","","","","","","","2.8",",,I,12,","2.8",",,,I","",""
"IN024090600","1903-04","25.033","88.133","31.0","MALDA, IN","1",",I","1",",I","0",",I","","","","","","","8.1",",,I,07,","8.1",",,,I","",""
"IN024090600","1903-05","25.033","88.133","31.0","MALDA, IN","5",",I","5",",I","1",",I","","","","","","","48.3",",,I,27,","81.7",",,,I","",""
"IN024090600","1903-06","25.033","88.133","31.0","MALDA, IN","14",",I","12",",I","6",",I","","","","","","","50.8",",,I,16,","292.7",",,,I","",""
"IN024090600","1903-07","25.033","88.133","31.0","MALDA, IN","13",",I","8",",I","2",",I","","","","","","","26.9",",,I,03,","102.0",",,,I","",""
"IN024090600","1903-08","25.033","88.133","31.0","MALDA, IN","18",",I","15",",I","2",",I","","","","","","","42.7",",,I,26,","179.0",",,,I","",""
"IN024090600","1903-09","25.033","88.133","31.0","MALDA, IN","14",",I","9",",I","2",",I","","","","","","","117.3",",,I,12,","223.0",",,,I","",""
"IN024090600","1903-10","25.033","88.133","31.0","MALDA, IN","7",",I","5",",I","1",",I","","","","","","","66.0",",,I,31,","116.4",",,,I","",""
"IN024090600","1903-11","25.033","88.133","31.0","MALDA, IN","1",",I","0",",I","0",",I","","","","","","","0.3",",,I,01,","0.3",",,,I","",""
"IN024090600","1903-12","25.033","88.133","31.0","MALDA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","0.0",",,,I","",""
"IN024090600","1904-01","25.033","88.133","31.0","MALDA, IN","1",",I","1",",I","0",",I","","","","","","","6.4",",,I,19,","6.4",",,,I","",""
"IN024090600","1904-02","25.033","88.133","31.0","MALDA, IN","1",",I","1",",I","0",",I","","","","","","","15.2",",,I,19,","15.2",",,,I","",""
"IN024090600","1904-03","25.033","88.133","31.0","MALDA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","0.0",",,,I","",""
"IN024090600","1904-04","25.033","88.133","31.0","MALDA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,30,+","0.0",",,,I","",""
"IN024090600","1904-05","25.033","88.133","31.0","MALDA, IN","14",",I","11",",I","2",",I","","","","","","","79.0",",,I,28,","183.4",",,,I","",""
"IN024090600","1904-06","25.033","88.133","31.0","MALDA, IN","14",",I","12",",I","1",",I","","","","","","","38.1",",,I,24,","120.4",",,,I","",""
"IN024090600","1904-07","25.033","88.133","31.0","MALDA, IN","23",",I","16",",I","2",",I","","","","","","","52.8",",,I,24,","212.0",",,,I","",""
"IN024090600","1904-08","25.033","88.133","31.0","MALDA, IN","21",",I","15",",I","3",",I","","","","","","","61.0",",,I,26,","248.5",",,,I","",""
"IN024090600","1904-09","25.033","88.133","31.0","MALDA, IN","9",",I","6",",I","1",",I","","","","","","","36.6",",,I,06,","104.1",",,,I","",""
"IN024090600","1904-10","25.033","88.133","31.0","MALDA, IN","4",",I","3",",I","3",",I","","","","","","","36.3",",,I,15,","101.1",",,,I","",""
"IN024090600","1904-11","25.033","88.133","31.0","MALDA, IN","1",",I","1",",I","0",",I","","","","","","","14.2",",,I,15,","14.2",",,,I","",""
"IN024090600","1904-12","25.033","88.133","31.0","MALDA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","0.0",",,,I","",""
"IN024090600","1905-01","25.033","88.133","31.0","MALDA, IN","3",",I","3",",I","0",",I","","","","","","","21.8",",,I,23,","35.0",",,,I","",""
"IN024090600","1905-02","25.033","88.133","31.0","MALDA, IN","4",",I","3",",I","1",",I","","","","","","","39.9",",,I,17,","57.4",",,,I","",""
"IN024090600","1905-03","25.033","88.133","31.0","MALDA, IN","5",",I","4",",I","1",",I","","","","","","","31.0",",,I,09,","50.3",",,,I","",""
"IN024090600","1905-04","25.033","88.133","31.0","MALDA, IN","2",",I","2",",I","0",",I","","","","","","","4.3",",,I,28,","8.4",",,,I","",""
"IN024090600","1905-05","25.033","88.133","31.0","MALDA, IN","10",",I","10",",I","6",",I","","","","","","","69.9",",,I,30,","297.3",",,,I","",""
"IN024090600","1905-06","25.033","88.133","31.0","MALDA, IN","5",",I","5",",I","0",",I","","","","","","","21.8",",,I,21,","54.8",",,,I","",""
"IN024090600","1905-07","25.033","88.133","31.0","MALDA, IN","21",",I","18",",I","4",",I","","","","","","","53.3",",,I,29,","302.4",",,,I","",""
"IN024090600","1905-08","25.033","88.133","31.0","MALDA, IN","26",",I","21",",I","6",",I","","","","","","","134.6",",,I,31,","547.2",",,,I","",""
"IN024090600","1905-09","25.033","88.133","31.0","MALDA, IN","19",",I","17",",I","4",",I","","","","","","","58.9",",,I,15,+","279.4",",,,I","",""
"IN024090600","1905-10","25.033","88.133","31.0","MALDA, IN","3",",I","3",",I","1",",I","","","","","","","34.5",",,I,10,","52.3",",,,I","",""
"IN024090600","1905-11","25.033","88.133","31.0","MALDA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,30,+","0.0",",,,I","",""
"IN024090600","1905-12","25.033","88.133","31.0","MALDA, IN","1",",I","0",",I","0",",I","","","","","","","1.5",",,I,30,","1.5",",,,I","",""
"IN024090600","1906-01","25.033","88.133","31.0","MALDA, IN","4",",I","3",",I","1",",I","","","","","","","34.0",",,I,22,","41.9",",,,I","",""
"IN024090600","1906-02","25.033","88.133","31.0","MALDA, IN","6",",I","6",",I","2",",I","","","","","","","32.8",",,I,23,","77.2",",,,I","",""
"IN024090600","1906-03","25.033","88.133","31.0","MALDA, IN","3",",I","2",",I","0",",I","","","","","","","11.4",",,I,08,","15.5",",,,I","",""
"IN024090600","1906-04","25.033","88.133","31.0","MALDA, IN","1",",I","0",",I","0",",I","","","","","","","0.8",",,I,01,","0.8",",,,I","",""
"IN024090600","1906-05","25.033","88.133","31.0","MALDA, IN","7",",I","7",",I","1",",I","","","","","","","31.8",",,I,15,","98.1",",,,I","",""
"IN024090600","1906-06","25.033","88.133","31.0","MALDA, IN","12",",I","9",",I","2",",I","","","","","","","73.9",",,I,18,","184.4",",,,I","",""
"IN024090600","1906-07","25.033","88.133","31.0","MALDA, IN","15",",I","14",",I","1",",I","","","","","","","32.0",",,I,10,","175.8",",,,I","",""
"IN024090600","1906-08","25.033","88.133","31.0","MALDA, IN","22",",I","18",",I","3",",I","","","","","","","44.5",",,I,18,","278.1",",,,I","",""
"IN024090600","1906-09","25.033","88.133","31.0","MALDA, IN","12",",I","10",",I","1",",I","","","","","","","26.4",",,I,12,","119.7",",,,I","",""
"IN024090600","1906-10","25.033","88.133","31.0","MALDA, IN","5",",I","5",",I","3",",I","","","","","","","149.9",",,I,01,","237.0",",,,I","",""
"IN024090600","1906-11","25.033","88.133","31.0","MALDA, IN","1",",I","1",",I","0",",I","","","","","","","17.3",",,I,01,","17.3",",,,I","",""
"IN024090600","1906-12","25.033","88.133","31.0","MALDA, IN","1",",I","0",",I","0",",I","","","","","","","0.5",",,I,06,","0.5",",,,I","",""
"IN024090600","1907-01","25.033","88.133","31.0","MALDA, IN","0",",I","0",",I","0",",I","","","","","","","0.0",",,I,31,+","0.0",",,,I","",""
"IN024090600","1907-02","25.033","88.133","31.0","MALDA, IN","2",",I","2",",I","0",",I","","","","","","","22.9",",,I,13,","25.7",",,,I","",""
