"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00235050","1994-02","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","","","5","2,0","1","2,0","1","2,0","","","","","","","","","","","","","","","","","","","","","","","","","28.4","2,,0,23,","","","","","","","","","88.2",",a,,0","","","","","","","","","","","","","",""
"USC00235050","1994-03","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","4",",0","0",",0","","","","","-7.8",",0,11,+","0",",,0,31,+","0",",,0,31,+","11.2",",,0,27,","26.7",",0,24,","","","","","401.4",",0","27.0",",,,0","0",",,,0","5.38",",0","13.06",",,,0","-2.30",",,,0","","","","","",""
"USC00235050","1994-04","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","7.6","2,0","13",",0","12",",0","2",",0","0",",0","0",",0","0","2,0","6","2,0","0",",0","10",",0","0",",0","","","","","-6.1","2,0,07,","0",",,0,30,+","0",",,0,30,+","41.4",",,0,28,","28.9",",0,25,","","","","","225.2",",0","178.4",",,,0","0",",,,0","10.78","2,0","18.17",",,,0","3.39","2,,,0","","","","","",""
"USC00235050","1994-05","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","21.8",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","1.1",",0,08,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,25,","30.6",",0,31,+","","","","","94.0",",0","42.6",",,,0","0",",,,0","16.00",",0","23.84",",,,0","8.16",",,,0","","","","","",""
"USC00235050","1994-06","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","148.5",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","13",",0","","","","","9.4",",0,04,+","0",",,0,30,+","0",",,0,30,+","9.1",",,0,02,","36.7",",0,21,","","","","","10.9",",0","37.2",",,,0","0",",,,0","22.92",",0","30.13",",,,0","15.70",",,,0","","","","","",""
"USC00235050","1994-07","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","163.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","","","11.1",",0,29,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,02,","35.6",",0,20,","","","0.0","0","0.0",",0","35.1",",,,0","0",",,,0","23.59",",0","31.65",",,,0","15.53",",,,0","","","","","",""
"USC00235050","1994-08","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","138.8",",0","9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","8.3",",0,15,+","0",",,0,31,+","0",",,0,31,+","27.9",",,0,04,","36.1",",0,28,","","","4.5","0","4.5",",0","59.8",",,,0","0",",,,0","22.67",",0","31.09",",,,0","14.25",",,,0","","","","","",""
"USC00235050","1994-09","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","47.6",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","3",",0","","","","","2.8",",0,27,+","0",",,0,30,+","0",",,0,30,+","45.7",",,0,05,","33.3",",0,15,","","","63.0","0","58.5",",0","77.4",",,,0","0",",,,0","17.97",",0","26.10",",,,0","9.84",",,,0","","","","","",""
"USC00235050","1994-10","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","12.2","1,0","9",",0","5",",0","1",",0","0",",0","0",",0","0","1,0","4","1,0","0",",0","17",",0","1",",0","","","","","-5.6","1,0,26,","0",",,0,31,+","0",",,0,31,+","32.5",",,0,31,","32.8",",0,01,","","","225.9","0","162.9",",0","71.0",",,,0","0",",,,0","13.26","1,0","21.55",",,,0","4.97","1,,,0","","","","","",""
"USC00235050","1994-11","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","0.0",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","18",",0","0",",0","1",",0","0",",0","","","","","-6.7",",0,23,","0",",,0,30,+","0",",,0,30,+","34.5",",,0,21,","23.9",",0,04,","","","591.3","0","365.4",",0","132.6",",,,0","0",",,,0","6.15",",0","12.92",",,,0","-0.61",",,,0","","","","","",""
"USC00235050","1994-12","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","","","0.0","2,0","8",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","25","2,0","2",",0","0",",0","0",",0","","","","","-14.4","2,0,11,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,07,","17.2",",0,05,","","","1074.5","0","483.2",",0","55.2",",,,0","0",",,,0","1.75","2,0","7.09",",,,0","-3.58","2,,,0","","","","","",""
"USC00235050","1995-01","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0",",0","11",",0","7",",0","0",",0","","","0","4,0","2",",0","31",",0","15",",0","0",",0","0",",0","","","","","-18.9",",0,05,","","","0","4,T,0,31,+","20.3",",,0,14,","8.9",",0,18,","","","1781.5","0","707.0",",0","72.0",",,,0","0","4,T,,0","-4.47",",0","0.45",",,,0","-9.40",",,,0","","","","","",""
"USC00235050","1995-02","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0","1,0","7",",0","3",",0","0",",0","0","2,0","0","1,0","0","1,0","26","1,0","7",",0","1",",0","0",",0","","","","","-17.2","1,0,12,","0","2,,0,28,+","0","1,T,0,14,+","10.4",",,0,27,","23.3",",0,26,","","","2293.8","0","512.3",",0","26.7",",,,0","0","1,T,,0","-0.58","1,0","5.62",",,,0","-6.78","1,,,0","","","","","",""
"USC00235050","1995-03","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","14",",0","5",",0","10",",0","0",",0","","","","","-15.6",",0,08,","0",",,0,31,+","0",",T,0,01,","10.2",",,0,26,","26.1",",0,14,","","","2656.8","0","363.0",",0","31.1",",,,0","0",",T,,0","6.62",",0","13.41",",,,0","-0.16",",,,0","","","","","",""
"USC00235050","1995-04","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0",",0","14",",0","9",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","8",",0","0",",0","","","","","-6.1",",0,04,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,18,","25.6",",0,08,","","","2913.0","0","256.2",",0","123.1",",,,0","0",",,,0","9.79",",0","16.66",",,,0","2.92",",,,0","","","","","",""
"USC00235050","1995-05","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","10.1","0","10.1",",0","18",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","","","2.2",",0,05,+","0",",,0,31,+","0",",,0,31,+","73.7",",,0,17,","30.0",",0,14,","","","3028.9","0","115.9",",0","295.3",",,,0","0",",,,0","14.92",",0","20.49",",,,0","9.35",",,,0","","","","","",""
"USC00235050","1995-06","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","125.2","0","115.1","2,0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","28","2,0","7","2,0","","","","","9.4",",0,13,","0",",,0,30,+","0",",,0,30,+","38.1",",,0,08,","35.6","2,0,23,","","","3031.2","0","2.3","2,0","136.6",",,,0","0",",,,0","22.29","2,0","28.53","2,,,0","16.05",",,,0","","","","","",""
"USC00235050","1995-07","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","339.6","0","214.4",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","","","11.1",",0,02,+","0",",,0,31,+","0",",,0,31,+","31.0",",,0,23,","37.8",",0,14,","","","0.3","0","0.3",",0","80.3",",,,0","0",",,,0","25.24",",0","31.97",",,,0","18.51",",,,0","","","","","",""
"USC00235050","1995-08","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","593.3","0","253.7",",0","11",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","15.6",",0,20,","0",",,0,31,+","0",",,0,31,+","42.2",",,0,01,","36.1",",0,19,","","","0.3","0","0.0",",0","207.5",",,,0","0",",,,0","26.52",",0","33.13",",,,0","19.91",",,,0","","","","","",""
"USC00235050","1995-09","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","644.7","0","51.4",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","22",",0","3",",0","","","","","-1.1",",0,23,+","0",",,0,30,+","0",",,0,30,+","29.2",",,0,07,","35.0",",0,01,","","","82.8","0","82.5",",0","87.8",",,,0","0",",,,0","17.30",",0","24.31",",,,0","10.28",",,,0","","","","","",""
"USC00235050","1995-10","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","646.7","0","2.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","","","","","-2.2",",0,29,","0",",,0,31,+","0",",,0,31,+","16.0",",,0,31,","28.9",",0,13,+","","","243.1","0","160.3",",0","32.0",",,,0","0",",,,0","13.22",",0","21.44",",,,0","5.01",",,,0","","","","","",""
"USC00235050","1995-11","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","646.7","0","0.0",",0","8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","24",",0","1",",0","1",",0","0",",0","","","","","-12.8",",0,28,","0",",,0,30,+","0",",,0,30,+","43.9",",,0,02,","21.1",",0,27,","","","712.5","0","469.4",",0","51.1",",,,0","0",",,,0","2.69",",0","9.70",",,,0","-4.32",",,,0","","","","","",""
"USC00235050","1995-12","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","646.7","0","0.0",",0","5",",0","1",",0","0",",0","0","3,0","0","5,0","3",",0","29",",0","8",",0","0",",0","0",",0","","","","","-20.6",",0,10,","0","3,,0,31,+","0","5,,0,31,+","6.1",",,0,07,","19.4",",0,01,","","","1338.8","0","626.3",",0","11.2",",,,0","0","5,,,0","-1.87",",0","4.23",",,,0","-7.97",",,,0","","","","","",""
"USC00235050","1996-01","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0",",0","12",",0","6",",0","0",",0","","","","","7",",0","29",",0","15",",0","0",",0","0",",0","","","","","-23.9",",0,07,","","","","","9.9",",,0,19,","19.4",",0,18,","","","2054.6","0","715.8",",0","42.6",",,,0","","","-4.76",",0","1.24",",,,0","-10.75",",,,0","","","","","",""
"USC00235050","1996-02","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","","","0",",0","5",",0","22",",0","6",",0","2",",0","0",",0","","","","","-27.2",",0,03,","","","0",",,0,29,+","1.0",",,0,27,","22.8",",0,27,","","","2607.4","0","552.8",",0","1.5",",,,0","0",",,,0","-0.73",",0","5.88",",,,0","-7.33",",,,0","","","","","",""
"USC00235050","1996-03","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0",",0","6",",0","4",",0","0",",0","0",",0","0","1,0","0",",0","23",",0","6",",0","1",",0","0",",0","","","","","-16.7",",0,08,","0",",,0,31,+","0","1,,0,31,+","20.8",",,0,05,","21.1",",0,14,","","","3116.5","0","509.1",",0","41.4",",,,0","0","1,,,0","1.91",",0","8.19",",,,0","-4.37",",,,0","","","","","",""
"USC00235050","1996-04","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","7.2","0","7.2",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","10",",0","0",",0","","","","","-3.3",",0,06,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,28,","30.6",",0,20,","","","3355.7","0","239.2",",0","46.9",",,,0","0",",,,0","10.60",",0","17.28",",,,0","3.92",",,,0","","","","","",""
"USC00235050","1996-05","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","65.7","0","58.5",",0","17",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","3",",0","","","","","2.8",",0,01,","0",",,0,31,+","0",",,0,31,+","128.5",",,0,07,","33.3",",0,18,","","","3432.2","0","76.5",",0","324.9",",,,0","0",",,,0","17.75",",0","23.36",",,,0","12.14",",,,0","","","","","",""
"USC00235050","1996-06","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","217.8","0","152.1",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","12",",0","","","","","9.4",",0,04,","0",",,0,30,+","0",",,0,30,+","31.0",",,0,06,","34.4",",0,26,+","","","3441.7","0","9.5",",0","96.4",",,,0","0",",,,0","23.09",",0","29.05",",,,0","17.12",",,,0","","","","","",""
"USC00235050","1996-07","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","408.7","0","190.9",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","11.7",",0,31,+","0",",,0,31,+","0",",,0,31,+","47.5",",,0,21,","36.7",",0,20,+","","","0.0","0","0.0",",0","82.2",",,,0","0",",,,0","24.49",",0","30.97",",,,0","18.01",",,,0","","","","","",""
"USC00235050","1996-08","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","592.2","0","183.5",",0","10",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","13.9",",0,31,","0",",,0,31,+","0",",,0,31,+","55.1",",,0,17,","35.0",",0,07,","","","0.0","0","0.0",",0","160.8",",,,0","0",",,,0","24.25",",0","30.53",",,,0","17.97",",,,0","","","","","",""
"USC00235050","1996-09","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","647.3","0","55.1",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","","","","","4.4",",0,14,","0",",,0,30,+","0",",,0,30,+","31.0",",,0,26,","32.2",",0,05,+","","","58.9","0","58.9",",0","97.6",",,,0","0",",,,0","18.20",",0","25.08",",,,0","11.33",",,,0","","","","","",""
"USC00235050","1996-10","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","650.1","0","2.8","1,0","9",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","3","1,0","0",",0","16",",0","0",",0","","","","","-1.7","1,0,31,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,23,","27.8",",0,17,+","","","225.8","0","166.9",",0","34.4",",,,0","0",",,,0","12.98","1,0","20.83",",,,0","5.13","1,,,0","","","","","",""
"USC00235050","1996-11","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","650.1","0","0.0","2,0","9",",0","4",",0","0",",0","0",",0","0","1,0","0","2,0","23","2,0","6",",0","0",",0","0",",0","","","","","-12.2","2,0,26,","0",",,0,30,+","0","1,,0,30,+","18.0",",,0,17,","19.4",",0,07,","","","690.5","0","464.7",",0","51.9",",,,0","0","1,,,0","1.84","2,0","6.61",",,,0","-2.93","2,,,0","","","","","",""
"USC00235050","1996-12","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","650.1","0","0.0","1,0","3",",0","2",",0","0",",0","0","1,0","0","3,0","2","1,0","28","1,0","8",",0","0",",0","0",",0","","","","","-18.9","1,0,20,","0","1,,0,31,+","0","3,,0,31,+","7.1",",,0,15,","18.3",",0,11,","","","1299.0","0","608.5",",0","12.0",",,,0","0","3,,,0","-1.90","1,0","3.56",",,,0","-7.36","1,,,0","","","","","",""
"USC00235050","1997-01","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0","1,0","9",",0","6",",0","0",",0","","","5","3,0","11","1,0","27","1,0","18",",0","0",",0","0",",0","","","","","-28.3","1,0,28,","","","140","3,,0,28,","12.2",",,0,28,","18.3",",0,04,+","","","2057.0","0","758.0",",0","48.2",",,,0","492","3,,,0","-6.63","1,0","0.27",",,,0","-13.54","1,,,0","","","","","",""
"USC00235050","1997-02","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0","2,0","8",",0","5",",0","1",",0","","","0","2,0","0","1,0","24","1,0","7","2,0","0","2,0","0","2,0","","","","","-10.0","1,0,15,+","","","8","2,,0,12,","82.6",",,0,21,","13.9","2,0,20,","","","2540.4","0","483.4","2,0","144.8",",,,0","16","2,,,0","-0.15","2,0","4.20","2,,,0","-4.50","1,,,0","","","","","",""
"USC00235050","1997-03","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0","1,0","8",",0","3",",0","0",",0","","","0",",0","0",",0","17",",0","1","1,0","3","1,0","0","1,0","","","","","-9.4",",0,15,","","","0",",,0,31,+","23.1",",,0,25,","25.0","1,0,22,","","","2891.8","0","351.4","1,0","55.0",",,,0","0",",,,0","6.71","1,0","13.85","1,,,0","-0.43",",,,0","","","","","",""
"USC00235050","1997-04","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.6","0","0.6","1,0","9",",0","9",",0","2",",0","0",",0","0",",0","0",",0","11",",0","0","1,0","8","1,0","0","1,0","","","","","-5.6",",0,09,","0",",T,0,07,","0",",T,0,07,","54.4",",,0,11,","25.6","1,0,04,","","","3151.7","0","259.9","1,0","153.3",",,,0","0",",T,,0","9.33","1,0","15.80","1,,,0","2.86",",,,0","","","","","",""
"USC00235050","1997-05","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","9.5","0","8.9","1,0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","17","1,0","0","1,0","","","","","1.1",",0,01,","0",",,0,31,+","0",",,0,31,+","20.1",",,0,28,","30.6","1,0,18,","","","3276.9","0","125.2","1,0","70.2",",,,0","0",",,,0","14.52","1,0","21.53","1,,,0","7.52",",,,0","","","","","",""
"USC00235050","1997-06","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","126.6","0","117.1",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","","","8.9",",0,05,","0",",,0,30,+","0",",,0,30,+","24.1",",,0,23,","33.3",",0,30,+","","","3280.0","0","3.1",",0","78.8",",,,0","0",",,,0","22.13",",0","28.84",",,,0","15.43",",,,0","","","","","",""
"USC00235050","1997-07","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","348.9","0","222.3",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","9.4",",0,05,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,28,","39.4",",0,27,","","","2.5","0","2.5",",0","35.3",",,,0","0",",,,0","25.42",",0","33.12",",,,0","17.72",",,,0","","","","","",""
"USC00235050","1997-08","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","500.0","0","151.1",",0","9",",0","5",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","","","10.6",",0,06,","0","1,,0,31,+","0",",,0,31,+","24.4",",,0,20,","36.1",",0,17,","","","2.5","0","0.0",",0","86.7",",,,0","0",",,,0","23.21",",0","30.47",",,,0","15.94",",,,0","","","","","",""
"USC00235050","1997-09","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","580.4","0","80.4",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","","","","","6.7",",0,25,","0",",,0,30,+","0",",,0,30,+","25.7",",,0,17,","36.1",",0,02,","","","22.2","0","19.7",",0","72.3",",,,0","0",",,,0","20.36",",0","28.13",",,,0","12.58",",,,0","","","","","",""
"USC00235050","1997-10","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","613.4","0","33.0",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","13",",0","1",",0","","","","","-3.9",",0,29,+","0",",,0,31,+","0",",,0,31,+","36.3",",,0,13,","33.9",",0,04,","","","214.4","0","192.2",",0","95.8",",,,0","0",",,,0","13.20",",0","20.50",",,,0","5.89",",,,0","","","","","",""
"USC00235050","1997-11","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","613.4","0","0.0",",0","8",",0","6",",0","1",",0","1","3,0","0","1,0","0",",0","21",",0","0",",0","1",",0","0",",0","","","","","-9.4",",0,17,","25","3,,0,03,","0","1,,0,30,+","37.3",",,0,28,","21.7",",0,01,","","","653.3","0","438.9",",0","68.3",",,,0","0","1,,,0","3.70",",0","8.81",",,,0","-1.41",",,,0","","","","","",""
"USC00235050","1997-12","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","613.4","0","0.0",",0","12",",0","9",",0","0",",0","","","5","2,0","0",",0","27",",0","6",",0","0",",0","0",",0","","","","","-9.4",",0,28,+","","","89","2,,0,10,","17.3",",,0,25,","14.4",",0,20,","","","1237.1","0","583.8",",0","65.1",",,,0","235","2,,,0","-0.50",",0","3.65",",,,0","-4.65",",,,0","","","","","",""
"USC00235050","1998-01","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0",",0","10",",0","6",",0","0",",0","","","2","1,0","0",",0","28",",0","10",",0","0",",0","0",",0","","","","","-16.1",",0,13,","","","25","1,,0,17,+","16.0",",,0,07,","18.3",",0,04,","","","1822.9","0","585.8",",0","51.2",",,,0","50","1,,,0","-0.56",",0","4.29",",,,0","-5.41",",,,0","","","","","",""
"USC00235050","1998-02","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","0.0","0","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","0",",0","0",",0","","","","","-6.1",",0,08,","0",",,0,28,+","0",",,0,28,+","21.8",",,0,11,","18.3",",0,25,","","","2223.4","0","400.5",",0","58.6",",,,0","0",",,,0","4.03",",0","9.06",",,,0","-1.00",",,,0","","","","","",""
"USC00235050","1998-03","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","5.3","0","5.3",",0","10",",0","6",",0","2",",0","","","1",",0","2",",0","22",",0","4",",0","5",",0","0",",0","","","","","-20.6",",0,12,","","","64",",,0,09,","52.1",",,0,31,","26.7",",0,30,","","","2705.6","0","482.2",",0","147.9",",,,0","84",",,,0","2.95",",0","8.19",",,,0","-2.29",",,,0","","","","","",""
"USC00235050","1998-04","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","5.3","0","0.0","1,0","20",",0","13",",0","1",",0","0",",0","0",",0","0","1,0","3","1,0","0",",0","9",",0","0",",0","","","","","-1.7","1,0,05,+","0",",,0,30,+","0",",,0,30,+","27.7",",,0,29,","28.3",",0,26,","","","2940.7","0","235.1",",0","127.0",",,,0","0",",,,0","10.31","1,0","17.35",",,,0","3.27","1,,,0","","","","","",""
"USC00235050","1998-05","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","79.9","0","74.6",",0","13",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","4.4",",0,03,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,07,","33.3",",0,20,","","","2969.5","0","28.8",",0","90.2",",,,0","0",",,,0","19.81",",0","26.65",",,,0","12.97",",,,0","","","","","",""
"USC00235050","1998-06","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","197.9","0","118.0",",0","17",",0","13",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","7",",0","","","","","5.6",",0,06,","0",",,0,30,+","0",",,0,30,+","93.2",",,0,29,","34.4",",0,28,+","","","2992.6","0","23.1",",0","271.7",",,,0","0",",,,0","21.50",",0","28.17",",,,0","14.82",",,,0","","","","","",""
"USC00235050","1998-07","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","400.7","0","202.8",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","15.0",",0,25,","0",",,0,31,+","0",",,0,31,+","78.5",",,0,04,","36.7",",0,22,+","","","0.0","0","0.0",",0","156.3",",,,0","0",",,,0","24.87",",0","31.11",",,,0","18.64",",,,0","","","","","",""
"USC00235050","1998-08","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","605.3","0","204.6",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","","","15.0",",0,01,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,28,","37.2",",0,25,+","","","0.0","0","0.0",",0","24.6",",,,0","0",",,,0","24.93",",0","32.07",",,,0","17.79",",,,0","","","","","",""
"USC00235050","1998-09","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","734.1","0","128.8",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","7.2",",0,23,","0",",,0,30,+","0",",,0,30,+","78.7",",,0,14,","35.6",",0,06,","","","7.5","0","7.5",",0","106.2",",,,0","0",",,,0","22.38",",0","30.00",",,,0","14.75",",,,0","","","","","",""
"USC00235050","1998-10","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","738.3","0","4.2",",0","8",",0","6",",0","2",",0","","","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","","","","","-0.6",",0,24,","","","0",",,0,31,+","132.1",",,0,05,","27.8",",0,29,+","","","161.3","0","153.8",",0","220.0",",,,0","0",",,,0","13.51",",0","21.04",",,,0","5.98",",,,0","","","","","",""
"USC00235050","1998-11","39.7505","-92.5065","249.9","LONG BRANCH RESERVOIR, MO US","","","738.3","0","0.0","1,0","8",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","18","1,0","0",",0","2",",0","0",",0","","","","","-5.0","1,0,21,","0",",,0,30,+","0",",,0,30,+","25.7",",,0,10,","22.8",",0,30,","","","500.1","0","338.8",",0","112.2",",,,0","0",",,,0","6.77","1,0","13.07",",,,0","0.47","1,,,0","","","","","",""
