"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES"
"US1MASF0001","2009-03","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","51.2","3,a,,N"
"US1MASF0001","2009-04","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","108.9",",a,,N"
"US1MASF0001","2009-05","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","59.8","2,a,,N"
"US1MASF0001","2009-06","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","90.9","1,a,,N"
"US1MASF0001","2009-07","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","160.6","3,a,,N"
"US1MASF0001","2009-08","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","103.1","1,a,,N"
"US1MASF0001","2009-09","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","102.6",",a,,N"
"US1MASF0001","2009-10","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","122.1","1,a,,N"
"US1MASF0001","2009-11","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","92.4","4,a,,N"
"US1MASF0001","2009-12","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","106.5","2,a,,N"
"US1MASF0001","2010-02","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","59.1","4,a,,N"
"US1MASF0001","2010-03","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","439.4","1,a,,N"
"US1MASF0001","2010-04","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","52.2",",a,,N"
"US1MASF0001","2010-05","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","74.8","3,a,,N"
"US1MASF0001","2010-06","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","77.1","2,a,,N"
"US1MASF0001","2010-07","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","70.9","1,a,,N"
"US1MASF0001","2010-08","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","154.4","3,a,,N"
"US1MASF0001","2010-09","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","50.3","1,a,,N"
"US1MASF0001","2010-10","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","108.8","2,a,,N"
"US1MASF0001","2010-11","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","88.7","1,a,,N"
"US1MASF0001","2010-12","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","86.4","3,a,,N"
"US1MASF0001","2011-01","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","84.7","3,a,,N"
"US1MASF0001","2011-02","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","60.0","5,a,,N"
"US1MASF0001","2011-03","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","65.5","2,a,,N"
"US1MASF0001","2011-04","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","95.9","2,a,,N"
"US1MASF0001","2011-06","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","115.5","2,a,,N"
"US1MASF0001","2011-08","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","239.9","1,a,,N"
"US1MASF0001","2011-09","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","125.3",",a,,N"
"US1MASF0001","2012-01","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","74.6","4,a,,N"
"US1MASF0001","2012-02","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","14.5","1,a,,N"
"US1MASF0001","2012-03","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","19.2","2,a,,N"
"US1MASF0001","2012-04","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","79.1","4,a,,N"
"US1MASF0001","2012-05","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","102.8",",a,,N"
"US1MASF0001","2012-08","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","67.1",",a,,N"
"US1MASF0001","2012-09","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","103.8","3,a,,N"
"US1MASF0001","2013-02","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","84.6","4,a,,N"
"US1MASF0001","2013-03","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","76.3","2,a,,N"
"US1MASF0001","2013-05","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","90.5",",a,,N"
"US1MASF0001","2013-06","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","236.1","2,a,,N"
"US1MASF0001","2013-08","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","45.9","3,a,,N"
"US1MASF0001","2013-10","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","15.3",",a,,N"
"US1MASF0001","2014-06","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","50.9","1,a,,N"
"US1MASF0001","2014-07","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","97.1","2,a,,N"
"US1MASF0001","2014-10","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","112.3","1,a,,N"
"US1MASF0001","2016-08","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","40.2","2,a,,N"
"US1MASF0001","2016-09","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","30.7","2,a,,N"
"US1MASF0001","2016-10","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","132.4",",a,,N"
"US1MASF0001","2016-11","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","46.5",",a,,N"
"US1MASF0001","2016-12","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","81.3",",a,,N"
"US1MASF0001","2017-01","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","96.3","3,a,,N"
"US1MASF0001","2017-03","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","69.6",",a,,N"
"US1MASF0001","2017-04","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","140.8",",a,,N"
"US1MASF0001","2017-05","42.357019","-71.067142","13.1","BOSTON 0.5 WSW, MA US","74.2","1,a,,N"
