"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00087832","1920-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","139.4","1,6","6",",6","4",",6","0",",6","0","1,6","0","1,6","0",",6","31",",6","0",",6","","","11.1","1,6,29,","12.7",",,6,06,","31.7",",6,27,","","","2.0",",6","30.8",",,,6","22.82","1,6","28.69",",,,6","16.94","1,,,6"
"USC00087832","1920-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","60.8",",6","6",",6","5",",6","2",",6","0",",6","0",",6","0",",6","29",",6","0",",6","","","5.6",",6,24,+","42.9",",,6,15,","31.1",",6,10,","","","22.7",",6","109.5",",,,6","19.60",",6","25.64",",,,6","13.56",",,,6"
"USC00087832","1921-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","276.2",",6","18",",6","12",",6","1",",6","0",",6","0",",6","0",",6","31",",6","27",",6","","","18.9",",6,23,","33.5",",,6,13,","36.1",",6,22,+","0.0","6","0.0",",6","113.5",",,,6","27.24",",6","33.38",",,,6","21.10",",,,6"
"USC00087832","1921-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","300.5",",6","10",",6","8",",6","3",",6","0",",6","0",",6","0",",6","31",",6","30",",6","","","20.0",",6,29,+","53.8",",,6,08,","37.8",",6,19,","0.0","6","0.0",",6","162.6",",,,6","28.03",",6","34.59",",,,6","21.46",",,,6"
"USC00087832","1921-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","290.5",",6","6",",6","3",",6","0",",6","0",",6","0",",6","0",",6","30",",6","29",",6","","","19.4",",6,16,","13.5",",,6,25,","37.2",",6,06,+","0.0","6","0.0",",6","33.4",",,,6","28.02",",6","34.86",",,,6","21.17",",,,6"
"USC00087832","1921-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","170.2",",6","15",",6","9",",6","4",",6","0",",6","0",",6","0",",6","31",",6","6",",6","","","13.3",",6,09,","33.0",",,6,25,","35.0",",6,08,","0.0","6","0.0",",6","178.9",",,,6","23.82",",6","29.46",",,,6","18.19",",,,6"
"USC00087832","1921-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","94.6",",6","6",",6","5",",6","1",",6","0",",6","0",",6","0",",6","29",",6","0",",6","","","5.6",",6,29,","32.5",",,6,09,","31.7",",6,15,","14.2","6","14.2",",6","63.3",",,,6","21.02",",6","27.61",",,,6","14.42",",,,6"
"USC00087832","1922-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","20.8",",,6,11,","","","","","","","29.9",",,,6","","","","","",""
"USC00087832","1922-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","37.7",",6","4",",6","4",",6","0",",6","0",",6","1",",6","0",",6","26",",6","0",",6","","","0.0",",6,08,","24.9",",,6,24,","27.8",",6,11,+","","","33.5",",6","46.5",",,,6","18.48",",6","25.10",",,,6","11.86",",,,6"
"USC00087832","1922-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","56.2","1,6","5",",6","4",",6","0",",6","0",",6","0",",6","0","1,6","29","1,6","0","1,6","","","3.3",",6,20,","6.4",",,6,04,","28.9","1,6,14,+","","","15.0","1,6","22.8",",,,6","19.80","1,6","26.58","1,,,6","13.02",",,,6"
"USC00087832","1922-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","192.6",",6","0",",6","0",",6","0",",6","0",",6","0",",6","0",",6","30",",6","19",",6","","","10.6",",6,26,","0.0",",,6,30,+","35.6",",6,16,+","","","0.0",",6","0.0",",,,6","24.75",",6","32.45",",,,6","17.06",",,,6"
"USC00087832","1922-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","207.2",",6","13",",6","10",",6","1",",6","0",",6","0",",6","0",",6","31",",6","19",",6","","","14.4",",6,21,+","35.1",",,6,29,","35.0",",6,23,+","","","0.0",",6","115.8",",,,6","25.02",",6","32.65",",,,6","17.39",",,,6"
"USC00087832","1922-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","255.0",",6","10",",6","10",",6","4",",6","0",",6","0",",6","0",",6","30",",6","29",",6","","","16.7",",6,08,","34.0",",,6,16,","37.2",",6,14,","","","0.0",",6","170.2",",,,6","26.83",",6","33.96",",,,6","19.71",",,,6"
"USC00087832","1922-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","287.7",",6","14",",6","12",",6","0",",6","0",",6","0",",6","0",",6","31",",6","29",",6","","","19.4",",6,15,+","16.5",",,6,05,","36.7",",6,31,+","0.0","","0.0",",6","106.0",",,,6","27.61",",6","34.44",",,,6","20.78",",,,6"
"USC00087832","1922-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","204.2",",6","17",",6","12",",6","2",",6","0",",6","0",",6","0",",6","31",",6","7",",6","","","15.6",",6,12,+","35.3",",,6,27,","35.0",",6,09,","","","0.0",",6","134.8",",,,6","24.92",",6","30.35",",,,6","19.49",",,,6"
"USC00087832","1922-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","96.5","2,6","3",",6","2",",6","0",",6","0","1,6","0","1,6","0","1,6","26","1,6","0","1,6","","","6.7","1,6,26,","17.8",",,6,24,","31.1","1,6,15,+","","","17.3","1,6","21.8",",,,6","21.03","2,6","27.15","1,,,6","14.90","1,,,6"
"USC00087832","1923-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","52.2",",6","2",",6","2",",6","0",",6","0",",6","0",",6","0",",6","21",",6","0",",6","","","2.2",",6,20,","8.4",",,6,06,","30.6",",6,05,","","","61.6",",6","14.0",",,,6","18.00",",6","24.64",",,,6","11.36",",,,6"
"USC00087832","1923-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","99.5","2,6","3",",6","2",",6","0",",6","0",",6","0",",6","0","2,6","29","2,6","1","2,6","","","8.3",",6,08,+","11.9",",,6,15,","32.2","2,6,27,","","","6.9","2,6","16.5",",,,6","21.43","2,6","28.28","2,,,6","14.59",",,,6"
"USC00087832","1923-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","142.2",",6","4",",6","2",",6","1",",6","0",",6","0",",6","0",",6","29",",6","6",",6","","","6.7",",6,19,","40.6",",,6,14,","33.3",",6,24,","","","5.6",",6","49.2",",,,6","22.89",",6","29.26",",,,6","16.52",",,,6"
"USC00087832","1923-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","165.7","1,6","19","1,6","15","1,6","4","1,6","0",",6","0",",6","0","1,6","30","1,6","2","1,6","","","8.3",",6,11,","83.8","1,,6,17,","32.2","1,6,26,+","","","0.0","1,6","303.2","1,,,6","23.86","1,6","30.14","1,,,6","17.58",",,,6"
"USC00087832","1923-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","243.2",",6","16",",6","14",",6","3",",6","0",",6","0",",6","0",",6","30",",6","12",",6","","","18.3",",6,30,","54.1",",,6,01,","34.4",",6,13,","","","0.0",",6","247.3",",,,6","26.44",",6","31.07",",,,6","21.81",",,,6"
"USC00087832","1923-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","275.1",",6","20",",6","16",",6","1",",6","0",",6","0",",6","0",",6","31",",6","19",",6","","","18.3",",6,01,","59.7",",,6,09,","34.4",",6,24,+","0.0","6","0.0",",6","190.5",",,,6","27.21",",6","32.37",",,,6","22.05",",,,6"
"USC00087832","1923-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","292.8",",6","15",",6","9",",6","3",",6","0",",6","0",",6","0",",6","31",",6","28",",6","","","20.6",",6,06,+","44.7",",,6,03,","35.6",",6,13,","0.0","6","0.0",",6","161.0",",,,6","27.78",",6","33.33",",,,6","22.23",",,,6"
"USC00087832","1923-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","240.5",",6","13",",6","8",",6","3",",6","0",",6","0",",6","0",",6","30",",6","11",",6","","","17.8",",6,30,+","108.0",",,6,10,","34.4",",6,09,","0.0","6","0.0",",6","249.9",",,,6","26.35",",6","31.30",",,,6","21.40",",,,6"
"USC00087832","1923-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","148.9",",6","9",",6","6",",6","1",",6","0",",6","0",",6","0",",6","31",",6","3",",6","","","8.3",",6,25,+","50.8",",,6,08,","33.3",",6,04,+","7.8","6","7.8",",6","75.4",",,,6","22.88",",6","27.97",",,,6","17.79",",,,6"
"USC00087832","1923-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","35.4","2,6","3",",6","1",",6","0",",6","0","2,6","0","2,6","0",",6","25",",6","0",",6","","","4.4","2,6,25,+","2.5",",,6,23,","29.4",",6,29,+","59.9","6","52.1",",6","6.3",",,,6","17.74","2,6","23.85",",,,6","11.63","2,,,6"
"USC00087832","1923-12","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","58.2","1,6","6",",6","3",",6","0",",6","0","1,6","0","1,6","0",",6","27",",6","0",",6","","","4.4","1,6,08,","17.5",",,6,15,","28.3",",6,31,","89.1","6","29.2",",6","30.8",",,,6","19.35","1,6","25.18",",,,6","13.52","1,,,6"
"USC00087832","1924-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","35.4","6","35.4",",6","15",",6","10",",6","1",",6","0",",6","0",",6","0",",6","21",",6","0",",6","","","1.1",",6,06,","28.7",",,6,12,","29.4",",6,01,","160.2","6","71.1",",6","107.2",",,,6","17.18",",6","22.51",",,,6","11.85",",,,6"
"USC00087832","1924-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","46.8","6","11.4","1,6","9",",6","7",",6","1",",6","0","1,6","0","1,6","0",",6","17",",6","0",",6","","","1.7","1,6,10,+","65.8",",,6,26,","27.8",",6,18,","255.5","6","95.3",",6","113.9",",,,6","15.32","1,6","21.70",",,,6","8.95","1,,,6"
"USC00087832","1924-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","84.5","6","37.7",",6","7",",6","6",",6","2",",6","0",",6","0",",6","0",",6","21",",6","0",",6","","","2.2",",6,12,+","62.5",",,6,09,","30.6",",6,29,","337.9","6","82.4",",6","161.0",",,,6","16.89",",6","23.03",",,,6","10.76",",,,6"
"USC00087832","1924-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","201.6","6","117.1",",6","8",",6","7",",6","0",",6","0",",6","0",",6","0",",6","30",",6","2",",6","","","10.6",",6,20,","11.9",",,6,04,","32.2",",6,22,+","339.3","6","1.4",",6","51.4",",,,6","22.19",",6","28.27",",,,6","16.11",",,,6"
"USC00087832","1924-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","404.4","6","202.8",",6","","","","","","","0",",6","0",",6","0",",6","31",",6","12",",6","","","12.8",",6,10,","","","36.7",",6,31,+","339.3","6","0.0",",6","","","24.87",",6","31.42",",,,6","18.33",",,,6"
"USC00087832","1924-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","692.8","6","288.4",",6","14",",6","9",",6","2",",6","0",",6","0",",6","0",",6","30",",6","28",",6","","","19.4",",6,10,+","39.4",",,6,05,","36.7",",6,04,","339.3","6","0.0",",6","167.8",",,,6","27.95",",6","34.32",",,,6","21.57",",,,6"
"USC00087832","1924-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","982.4","6","289.6",",6","","","","","","","0",",6","0",",6","0",",6","31",",6","26",",6","","","20.0",",6,02,+","","","35.6",",6,25,","0.0","6","0.0",",6","","","27.68",",6","32.92",",,,6","22.44",",,,6"
"USC00087832","1924-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","1300.4","6","318.0",",6","11",",6","5",",6","1",",6","0",",6","0",",6","0",",6","31",",6","31",",6","","","21.1",",6,28,","26.7",",,6,04,","35.6",",6,26,+","0.0","6","0.0",",6","77.5",",,,6","28.59",",6","34.11",",,,6","23.07",",,,6"
"USC00087832","1924-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","1551.8","6","251.4",",6","18",",6","11",",6","1",",6","0",",6","0",",6","0",",6","30",",6","17",",6","","","19.4",",6,18,+","31.0",",,6,20,","35.0",",6,03,","0.0","6","0.0",",6","128.8",",,,6","26.71",",6","32.06",",,,6","21.37",",,,6"
"USC00087832","1924-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","1681.4","6","129.6",",6","14",",6","11",",6","3",",6","0",",6","0",",6","0",",6","31",",6","0",",6","","","12.2",",6,28,","108.7",",,6,11,","30.0",",6,03,","0.6","6","0.6",",6","278.0",",,,6","22.49",",6","26.54",",,,6","18.45",",,,6"
"USC00087832","1924-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","1742.0","6","60.6",",6","3",",6","1",",6","0",",6","0",",6","0",",6","0",",6","27",",6","0",",6","","","4.4",",6,30,","4.6",",,6,21,","28.9",",6,07,","35.6","6","35.0",",6","7.2",",,,6","19.19",",6","24.99",",,,6","13.39",",,,6"
"USC00087832","1924-12","28.25","-81.266667","19.2","ST. CLOUD, FL US","1787.6","6","45.6","2,6","6",",6","5",",6","0",",6","0",",6","0",",6","0","2,6","23","2,6","0","2,6","","","3.3",",6,13,","16.8",",,6,29,","28.9","2,6,09,","66.0","6","30.4","2,6","42.1",",,,6","18.82","2,6","24.80","2,,,6","12.85",",,,6"
"USC00087832","1925-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","48.1","6","48.1",",6","12",",6","8",",6","2",",6","0",",6","0",",6","0",",6","23",",6","0",",6","","","6.1",",6,31,","94.0",",,6,12,","29.4",",6,11,","99.5","6","33.5",",6","189.2",",,,6","18.80",",6","23.79",",,,6","13.82",",,,6"
"USC00087832","1925-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","81.2","6","33.1","1,6","4",",6","3",",6","0",",6","0",",6","0",",6","0","1,6","24","1,6","0","1,6","","","0.6",",6,13,","21.3",",,6,17,","30.0","1,6,17,","135.8","6","36.3","1,6","53.6",",,,6","18.03","1,6","24.59","1,,,6","11.47",",,,6"
"USC00087832","1925-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","143.0","6","61.8",",6","8",",6","5",",6","0",",6","0",",6","0",",6","0",",6","27",",6","0",",6","","","6.1",",6,31,+","12.7",",,6,27,","30.6",",6,10,","167.7","6","31.9",",6","43.3",",,,6","19.30",",6","25.81",",,,6","12.78",",,,6"
"USC00087832","1925-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","248.1","6","105.1",",6","6",",6","3",",6","0",",6","0",",6","0",",6","0",",6","30",",6","2",",6","","","5.6",",6,02,","15.2",",,6,17,","32.8",",6,27,","173.8","6","6.1",",6","23.9",",,,6","21.63",",6","28.63",",,,6","14.63",",,,6"
"USC00087832","1925-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","407.3","6","159.2","1,6","12",",6","11",",6","1",",6","0",",6","0",",6","0","1,6","30","1,6","5","1,6","","","8.3",",6,03,","45.0",",,6,16,","33.3","1,6,12,","175.5","6","1.7","1,6","152.1",",,,6","23.54","1,6","29.96","1,,,6","17.11",",,,6"
"USC00087832","1925-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","659.5","6","252.2",",6","14",",6","9",",6","4",",6","0",",6","0",",6","0",",6","30",",6","15",",6","","","17.8",",6,03,","40.6",",,6,10,","35.6",",6,20,","175.5","6","0.0",",6","158.8",",,,6","26.74",",6","32.21",",,,6","21.27",",,,6"
"USC00087832","1925-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","936.1","6","276.6",",6","17",",6","14",",6","1",",6","0",",6","0",",6","0",",6","31",",6","22",",6","","","20.0",",6,21,","26.4",",,6,13,","34.4",",6,28,+","0.0","6","0.0",",6","189.5",",,,6","27.26",",6","32.48",",,,6","22.03",",,,6"
"USC00087832","1925-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","1226.3","6","290.2",",6","13",",6","10",",6","4",",6","0",",6","0",",6","0",",6","31",",6","23",",6","","","20.0",",6,28,","31.0",",,6,30,+","35.6",",6,21,+","0.0","6","0.0",",6","179.2",",,,6","27.70",",6","33.03",",,,6","22.36",",,,6"
"USC00087832","1925-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","1497.9","6","271.6",",6","7",",6","6",",6","0",",6","0",",6","0",",6","0",",6","30",",6","22",",6","","","19.4",",6,20,","11.9",",,6,06,","35.0",",6,06,+","0.0","6","0.0",",6","37.2",",,,6","27.39",",6","32.81",",,,6","21.97",",,,6"
"USC00087832","1925-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","1690.9","6","193.0",",6","8",",6","7",",6","0",",6","0",",6","0",",6","0",",6","31",",6","12",",6","","","9.4",",6,22,","21.3",",,6,19,","33.9",",6,15,","1.4","6","1.4",",6","58.2",",,,6","24.51",",6","30.56",",,,6","18.46",",,,6"
"USC00087832","1925-12","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","12.7",",6","","","","","","","0",",6","0",",6","0",",6","14",",6","0",",6","","","1.7",",6,29,+","","","28.3",",6,15,+","","","106.4",",6","","","15.31",",6","21.27",",,,6","9.35",",,,6"
"USC00087832","1926-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","17.6","6","17.6",",6","12",",6","6",",6","1",",6","0",",6","2",",6","0",",6","18",",6","0",",6","","","-0.6",",6,15,","27.9",",,6,08,","28.3",",6,05,","","","117.0",",6","94.6",",,,6","15.13",",6","21.05",",,,6","9.21",",,,6"
"USC00087832","1926-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","35.5","6","17.9",",6","4",",6","3",",6","1",",6","0",",6","1",",6","0",",6","22",",6","0",",6","","","-0.6",",6,12,","33.0",",,6,19,","29.4",",6,25,","","","76.2",",6","57.1",",,,6","16.25",",6","23.50",",,,6","9.00",",,,6"
"USC00087832","1926-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","77.3","6","41.8",",6","7",",6","6",",6","1",",6","0",",6","0",",6","0",",6","23",",6","0",",6","","","1.1",",6,17,","52.1",",,6,29,","30.6",",6,30,","","","72.5",",6","112.8",",,,6","17.34",",6","24.29",",,,6","10.39",",,,6"
"USC00087832","1926-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","160.8","6","83.5",",6","8",",6","5",",6","3",",6","0",",6","0",",6","0",",6","29",",6","1",",6","","","7.8",",6,01,","47.0",",,6,08,","32.2",",6,24,","","","8.0",",6","156.8",",,,6","20.85",",6","27.44",",,,6","14.25",",,,6"
"USC00087832","1926-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","340.0","6","179.2",",6","5",",6","4",",6","0",",6","0",",6","0",",6","0",",6","31",",6","11",",6","","","10.0",",6,16,","24.9",",,6,20,","33.9",",6,26,","","","0.0",",6","44.3",",,,6","24.11",",6","30.88",",,,6","17.35",",,,6"
"USC00087832","1926-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","579.8","6","239.8",",6","17",",6","12",",6","3",",6","0",",6","0",",6","0",",6","30",",6","16",",6","5","","14.4",",6,06,","33.8",",,6,06,","35.0",",6,23,+","","","0.0",",6","182.3",",,,6","26.33",",6","32.18",",,,6","20.47",",,,6"
"USC00087832","1926-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","16",",6","14",",6","6",",6","0","1,6","0","1,6","","","","","","","","","20.6","1,6,20,","75.4",",,6,28,","","","","","","","320.1",",,,6","","","","","22.41","1,,,6"
"USC00087832","1926-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","17",",6","7",",6","1",",6","0",",","0",",6","","","","","","","","","21.1",",6,06,","77.7",",,6,27,","","","","","","","169.1",",,,6","","","","","22.97",",,,6"
"USC00087832","1926-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","14",",6","10",",6","3",",6","0","2,","0","2,6","","","","","","","","","21.1","2,6,25,","39.4",",,6,22,","","","","","","","180.3",",,,6","","","","","23.02","2,,,6"
"USC00087832","1926-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","8",",6","4",",6","1",",6","0",",6","0",",6","","","","","","","","","8.3",",6,28,+","48.3",",,6,20,","","","","","","","70.3",",,,6","","","","","18.50",",,,6"
"USC00087832","1926-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","83.1",",6","7",",6","6",",6","0",",6","0",",6","0",",6","0",",6","30",",6","1",",6","","","5.0",",6,19,","17.8",",,6,13,","32.8",",6,01,","","","19.4",",6","53.4",",,,6","20.46",",6","28.17",",,,6","12.75",",,,6"
"USC00087832","1926-12","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","4",",6","1",",6","0",",6","0",",","1",",6","","","","","","","","","0.0",",6,31,","4.1",",,6,16,","","","","","","","6.0",",,,6","","","","","12.27",",,,6"
"USC00087832","1927-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","16.5","","16.5",",6","1",",6","0",",6","0",",6","0",",6","4",",6","0",",6","23",",6","0",",6","","","-2.8",",6,16,+","0.3",",,6,01,","29.4",",6,20,","","","86.1",",6","0.3",",,,6","16.09",",6","23.14",",,,6","9.04",",,,6"
"USC00087832","1927-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","83.7","","67.2",",6","7",",6","3",",6","0",",6","0",",6","0",",6","0",",6","28",",6","0",",6","","","5.0",",6,22,","19.1",",,6,19,","31.1",",6,14,","","","10.0",",6","43.5",",,,6","20.38",",6","27.42",",,,6","13.33",",,,6"
"USC00087832","1927-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","141.2","","57.5",",6","6",",6","4",",6","1",",6","0",",6","2",",6","0",",6","28",",6","0",",6","","","-0.6",",6,03,","31.0",",,6,23,","30.6",",6,16,","","","39.5",",6","56.4",",,,6","18.92",",6","25.93",",,,6","11.90",",,,6"
"USC00087832","1927-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","275.8","","134.6",",6","2",",6","2",",6","0",",6","0",",6","0",",6","0",",6","30",",6","1",",6","","","11.7",",6,27,","22.6",",,6,08,","32.2",",6,30,","","","0.0",",6","39.4",",,,6","22.82",",6","29.75",",,,6","15.89",",,,6"
"USC00087832","1927-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","491.1","","215.3",",6","4",",6","2",",6","0",",6","0",",6","0",",6","0",",6","31",",6","21",",6","","","11.1",",6,17,","13.5",",,6,14,","37.2",",6,31,","","","0.0",",6","23.9",",,,6","25.28",",6","32.92",",,,6","17.64",",,,6"
"USC00087832","1927-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","770.2","","279.1",",6","16",",6","14",",6","2",",6","0",",6","0",",6","0",",6","30",",6","28",",6","","","17.2",",6,01,","41.9",",,6,21,","37.2",",6,05,+","","","0.0",",6","205.0",",,,6","27.64",",6","34.06",",,,6","21.21",",,,6"
"USC00087832","1927-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","1052.8","","282.6",",6","16",",6","12",",6","1",",6","0",",6","0",",6","0",",6","31",",6","28",",6","","","19.4",",6,11,","35.3",",,6,08,","36.1",",6,02,+","0.0","","0.0",",6","170.8",",,,6","27.45",",6","33.18",",,,6","21.72",",,,6"
"USC00087832","1927-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","1343.2","","290.4",",6","11",",6","10",",6","0",",6","0",",6","0",",6","0",",6","31",",6","28",",6","","","18.9",",6,25,","22.4",",,6,25,","35.6",",6,11,+","0.0","","0.0",",6","95.5",",,,6","27.70",",6","33.58",",,,6","21.82",",,,6"
"USC00087832","1927-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","1577.8","","234.6",",6","12",",6","11",",6","1",",6","0",",6","0",",6","0",",6","30",",6","8",",6","","","18.9",",6,18,","25.9",",,6,02,","34.4",",6,15,+","0.0","","0.0",",6","114.0",",,,6","26.15",",6","31.36",",,,6","20.95",",,,6"
"USC00087832","1927-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","1739.3","","161.5",",6","6",",6","5",",6","2",",6","0",",6","0",",6","0",",6","31",",6","6",",6","","","5.0",",6,19,","71.4",",,6,12,","33.3",",6,03,","7.5","","7.5",",6","162.4",",,,6","23.30",",6","29.21",",,,6","17.39",",,,6"
"USC00087832","1927-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","1813.4","","74.1",",6","1",",6","1",",6","0",",6","0",",6","0",",6","0",",6","29",",6","0",",6","","","6.7",",6,05,","3.0",",,6,14,","28.9",",6,16,+","22.2","","14.7",",6","3.0",",,,6","20.31",",6","26.66",",,,6","13.96",",,,6"
"USC00087832","1928-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","319.0",",6","17",",6","14",",6","4",",6","0",",6","0",",6","0",",6","31",",6","26",",6","","","21.1",",6,03,","41.4",",,6,08,","37.8",",6,27,","0.0","6","0.0",",6","259.1",",,,6","28.62",",6","33.97",",,,6","23.27",",,,6"
"USC00087832","1928-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","315.3",",6","16",",6","13",",6","4",",6","0",",6","0",",6","0",",6","31",",6","21",",6","","","21.7",",6,27,","186.7",",,6,08,","37.8",",6,23,","0.0","6","0.0",",6","441.8",",,,6","28.50",",6","33.17",",,,6","23.84",",,,6"
"USC00087832","1928-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","254.3",",6","13",",6","12",",6","2",",6","0",",6","0",",6","0",",6","30",",6","9",",6","","","18.9",",6,19,","171.5",",,6,17,","33.3",",6,06,+","0.0","6","0.0",",6","339.2",",,,6","26.81",",6","30.56",",,,6","23.06",",,,6"
"USC00087832","1928-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","199.8",",6","7",",6","5",",6","0",",6","0",",6","0",",6","0",",6","31",",6","2",",6","","","12.8",",6,24,","9.9",",,6,31,","32.8",",6,02,","0.0","6","0.0",",6","35.6",",,,6","24.78",",6","29.16",",,,6","20.40",",,,6"
"USC00087832","1928-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","79.5",",6","3",",6","1",",6","0",",6","0",",6","1",",6","0",",6","23",",6","0",",6","","","0.0",",6,22,","6.1",",,6,08,","29.4",",6,07,+","49.2","6","49.2",",6","7.9",",,,6","19.34",",6","24.45",",,,6","14.24",",,,6"
"USC00087832","1928-12","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","35.6",",6","6",",6","4",",6","2",",6","0",",6","0",",6","0",",6","22",",6","0",",6","","","1.1",",6,29,","43.2",",,6,06,","29.4",",6,04,","131.0","6","81.8",",6","96.3",",,,6","16.84",",6","23.03",",,,6","10.66",",,,6"
"USC00087832","1929-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","55.2","6","55.2",",6","7",",6","5",",6","0",",6","0",",6","0",",6","0",",6","27",",6","0",",6","","","2.8",",6,14,","13.2",",,6,06,","29.4",",6,21,+","179.9","6","48.9",",6","36.0",",,,6","18.54",",6","24.57",",,,6","12.50",",,,6"
"USC00087832","1929-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","117.4","6","62.2",",6","7",",6","5",",6","0",",6","0",",6","0",",6","0",",6","26",",6","0",",6","","","6.1",",6,14,+","10.4",",,6,11,","30.6",",6,09,","206.6","6","26.7",",6","35.6",",,,6","19.60",",6","25.65",",,,6","13.55",",,,6"
