"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093069","1996-07","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","133.8",",M","","","","","","","0",",M","0",",M","0",",M","31",",M","23",",M","","","","","","","8.3",",M,24,+","","","35.6",",M,22,+","0.0","M","0.0",",M","","","22.65",",M","32.68",",,,M","12.62",",,,M","","","","","","","","","",""
"USW00093069","1996-08","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","83.9",",M","","","","","","","0",",M","0",",M","0",",M","31",",M","11",",M","","","","","","","5.6",",M,30,","","","36.7",",M,14,","0.0","M","0.0",",M","","","21.04",",M","31.20",",,,M","10.88",",,,M","","","","","","","","","",""
"USW00093069","1996-09","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","7.6",",M","","","","","","","0",",M","5",",M","0",",M","20",",M","1",",M","","","","","","","-2.2",",M,28,","","","32.2",",M,04,","121.1","M","121.1",",M","","","14.55",",M","23.67",",,,M","5.43",",,,M","","","","","","","","","",""
"USW00093069","1996-10","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","0.0",",M","","","","","","","0",",M","13",",M","0",",M","13",",M","0",",M","","","","","","","-11.1",",M,22,","","","27.2",",M,02,","423.7","M","302.6",",M","","","8.57",",M","17.29",",,,M","-0.15",",,,M","","","","","","","","","",""
"USW00093069","1996-11","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","0.0",",M","","","","","","","0",",M","27",",M","0",",M","0",",M","0",",M","","","","","","","-13.9",",M,30,","","","16.1",",M,13,","882.2","M","458.5",",M","","","3.05",",M","10.34",",,,M","-4.24",",,,M","","","","","","","","","",""
"USW00093069","1996-12","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","0.0",",M","","","","","","","2",",M","29",",M","2",",M","0",",M","0",",M","","","","","","","-18.3",",M,24,","","","12.2",",M,13,","1509.4","M","627.2",",M","","","-1.90",",M","5.05",",,,M","-8.85",",,,M","","","","","","","","","",""
"USW00093069","1997-01","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","0.0","M","0.0",",M","","","","","","","5",",M","29",",M","9",",M","0",",M","0",",M","","","","","","","-20.6",",M,17,","","","11.7",",M,02,","2178.4","M","669.0",",M","","","-3.25",",M","2.78",",,,M","-9.28",",,,M","","","","","","","","","",""
"USW00093069","1997-02","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","0.0","M","0.0",",M","","","","","","","0",",M","28",",M","0",",M","0",",M","0",",M","","","","","","","-13.3",",M,07,","","","12.8",",M,18,","2680.5","M","502.1",",M","","","0.40",",M","7.07",",,,M","-6.27",",,,M","","","","","","","","","",""
"USW00093069","1997-03","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","0.0","M","0.0",",M","","","","","","","0",",M","31",",M","0",",M","4",",M","0",",M","","","","","","","-13.9",",M,01,","","","22.2",",M,20,+","3099.7","M","419.2",",M","","","4.81",",M","15.48",",,,M","-5.86",",,,M","","","","","","","","","",""
"USW00093069","1997-04","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","0.0","M","0.0",",M","","","","","","","0",",M","23",",M","0",",M","5",",M","0",",M","","","","","","","-10.6",",M,13,","","","21.7",",M,19,","3458.1","M","358.4",",M","","","6.39",",M","14.59",",,,M","-1.82",",,,M","","","","","","","","","",""
"USW00093069","1997-05","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","1.4","M","1.4",",M","","","","","","","0",",M","2",",M","0",",M","24",",M","1",",M","","","","","","","-4.4",",M,03,","","","32.2",",M,31,","3611.3","M","153.2",",M","","","13.44",",M","23.55",",,,M","3.33",",,,M","","","","","","","","","",""
"USW00093069","1997-06","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","14.6","M","13.2",",M","","","","","","","0",",M","0",",M","0",",M","27",",M","5",",M","","","","","","","1.7",",M,15,","","","32.8",",M,19,","3651.3","M","40.0",",M","","","17.44",",M","28.51",",,,M","6.38",",,,M","","","","","","","","","",""
"USW00093069","1997-07","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","79.7","M","65.1",",M","","","","","","","0",",M","0",",M","0",",M","30",",M","12",",M","","","","","","","0.6",",M,02,","","","36.1",",M,15,","5.2","M","5.2",",M","","","20.26",",M","30.69",",,,M","9.84",",,,M","","","","","","","","","",""
"USW00093069","1997-10","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","0.0",",M","","","","","","","0",",M","22",",M","0",",M","12",",M","0",",M","","","","","","","-10.0",",M,26,","","","27.8",",M,06,+","","","319.5",",M","","","8.03",",M","18.23",",,,M","-2.18",",,,M","","","","","","","","","",""
"USW00093069","1997-11","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","0.0",",M","","","","","","","0",",M","27",",M","0",",M","0",",M","0",",M","","","","","","","-11.1",",M,22,","","","18.9",",M,06,","","","469.9",",M","","","2.67",",M","10.85",",,,M","-5.51",",,,M","","","","","","","","","",""
"USW00093069","1997-12","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","","","0.0","1,M","","","","","","","3","1,M","30","1,M","4","1,M","0","1,M","0","1,M","","","","","","","-22.8","1,M,26,","","","11.1","1,M,18,","","","649.1","1,M","","","-3.31","1,M","4.93","1,,,M","-11.54","1,,,M","","","","","","","","","",""
"USW00093069","1998-01","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","0.0","W","0.0",",M","","","","","","","0",",M","31",",M","0",",M","0",",M","0",",M","","","","","","","-14.4",",M,07,","","","12.2",",M,29,","","","589.4",",M","","","-0.68",",M","6.44",",,,M","-7.80",",,,M","","","","","","","","","",""
"USW00093069","1998-02","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","0.0","W","0.0",",M","","","","","","","0",",M","28",",M","0",",M","0",",M","0",",M","","","","","","","-13.9",",M,28,","","","15.0",",M,24,","","","522.8",",M","","","-0.34",",M","6.11",",,,M","-6.79",",,,M","","","","","","","","","",""
"USW00093069","1998-03","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","","","0.0","W","0.0",",M","","","","","","","0",",M","28",",M","0",",M","3",",M","0",",M","","","","","","","-12.8",",M,01,","","","22.8",",M,24,","","","470.2",",M","","","3.16",",M","11.68",",,,M","-5.35",",,,M","","","","","","","","","",""
"USW00093069","1998-04","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","3.4",",W","0.0","W","0.0",",W","","","","","","","0",",W","28",",W","0",",W","5",",W","0",",W","","","","","","","-7.8",",W,19,","","","25.6",",W,23,","","","375.0",",W","","","5.83",",W","14.87",",,,W","-3.20",",,,W","","","210",",W","210",",W","16.1",",W","20.6",",W"
"USW00093069","1998-05","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","3.8",",W","0.0","W","0.0",",W","","","","","","","0",",W","14",",W","0",",W","24",",W","0",",W","","","","","","","-3.3",",W,15,","","","28.9",",W,29,","","","183.5",",W","","","12.41",",W","23.39",",,,W","1.44",",,,W","","","200",",W","130",",W","13.4",",W","16.5",",W"
"USW00093069","1998-06","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","4.2",",W","15.3","W","15.3",",W","","","","","","","0",",W","2",",W","0",",W","28",",W","5",",W","","","","","","","-0.6",",W,05,","","","36.7",",W,29,","","","78.9",",W","","","16.22",",W","27.95",",,,W","4.48",",,,W","","","210",",W","200",",W","15.2",",W","18.3",",W"
"USW00093069","1998-07","37.30694","-108.62639","1801.4","CORTEZ MONTEZUMA CO AIRPORT, CO US","2.8","1,W","147.7","W","132.4","1,W","","","","","","","0","1,W","0","1,W","0","1,W","30","1,W","15","1,W","","","","","","","6.7","1,W,01,","","","36.7","1,W,19,","0.0","W","0.0","1,W","","","22.75","1,W","32.12","1,,,W","13.37","1,,,W","","","140","1,W","140","1,W","16.1","1,W","18.3","1,W"
