"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00097720","1905-11","30.516667","-82.033333","23.8","SAINT GEORGE, GA US","","","23.7","2,6","1",",6","1",",6","1",",6","","","0","2,6","0","2,6","0","2,6","23","2,6","0","2,6","","","6.7","2,6,20,","","","27.9",",,6,11,","29.4","2,6,07,","","","37.8","2,6","27.9",",,,6","","","17.83","2,6","23.15","2,,,6","12.50","2,,,6"
"USC00097720","1905-12","30.516667","-82.033333","23.8","SAINT GEORGE, GA US","","","2.8",",6","11",",6","11",",6","3",",6","","","0",",6","2",",6","0",",6","8",",6","0",",6","","","-1.1",",6,11,","","","43.2",",,6,08,","25.6",",6,23,","","","204.9",",6","187.7",",,,6","","","11.81",",6","16.65",",,,6","6.98",",,,6"
"USC00097720","1906-01","30.516667","-82.033333","23.8","SAINT GEORGE, GA US","12.2","6","12.2",",6","8",",6","8",",6","4",",6","","","0",",6","1",",6","0",",6","12",",6","0",",6","","","0.0",",6,07,","","","63.5",",,6,04,","28.3",",6,22,","","","172.8",",6","215.3",",,,6","","","13.15",",6","19.21",",,,6","7.10",",,,6"
"USC00097720","1906-02","30.516667","-82.033333","23.8","SAINT GEORGE, GA US","13.3","6","1.1",",6","3",",6","2",",6","1",",6","","","0",",6","1",",6","0",",6","8",",6","0",",6","","","-0.6",",6,28,","","","41.9",",,6,12,","25.6",",6,24,+","","","170.3",",6","54.8",",,,6","","","12.29",",6","18.64",",,,6","5.94",",,,6"
"USC00097720","1906-03","30.516667","-82.033333","23.8","SAINT GEORGE, GA US","29.8","6","16.5",",6","4",",6","4",",6","0",",6","","","0",",6","2",",6","0",",6","20",",6","0",",6","","","-2.2",",6,01,","","","14.0",",,6,03,","30.0",",6,29,","","","104.3",",6","40.7",",,,6","","","15.50",",6","22.56",",,,6","8.43",",,,6"
"USC00097720","1906-04","30.516667","-82.033333","23.8","SAINT GEORGE, GA US","99.6","6","69.8",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","28",",6","5",",6","","","2.8",",6,03,","","","3.0",",,6,14,","35.0",",6,30,","","","27.5",",6","3.0",",,,6","","","19.75",",6","27.67",",,,6","11.82",",,,6"
"USC00097720","1906-05","30.516667","-82.033333","23.8","SAINT GEORGE, GA US","245.9","6","146.3",",6","8",",6","8",",6","2",",6","","","0",",6","0",",6","0",",6","31",",6","7",",6","","","10.0",",6,11,+","","","104.1",",,6,22,","35.6",",6,01,","","","2.5",",6","270.6",",,,6","","","22.97",",6","28.91",",,,6","17.04",",,,6"
"USC00097720","1906-06","30.516667","-82.033333","23.8","SAINT GEORGE, GA US","495.5","6","249.6",",6","","","","","","","","","0",",6","0",",6","0",",6","30",",6","22",",6","","","15.6",",6,05,","","","","","36.1",",6,30,+","","","0.0",",6","","","","","26.65",",6","32.61",",,,6","20.69",",,,6"
"USC00097720","1906-07","30.516667","-82.033333","23.8","SAINT GEORGE, GA US","747.5","6","252.0",",6","14",",6","10",",6","1",",6","","","0",",6","0",",6","0",",6","31",",6","16",",6","","","18.3",",6,31,","","","29.2",",,6,11,","36.7",",6,27,","0.0","6","0.0",",6","124.0",",,,6","","","26.46",",6","31.56",",,,6","21.36",",,,6"
"USC00097720","1906-08","30.516667","-82.033333","23.8","SAINT GEORGE, GA US","1015.5","6","268.0",",6","8",",6","6",",6","2",",6","","","0",",6","0",",6","0",",6","31",",6","19",",6","","","21.1",",6,28,+","","","51.1",",,6,27,","35.6",",6,10,+","0.0","6","0.0",",6","120.7",",,,6","","","26.98",",6","32.01",",,,6","21.95",",,,6"
