"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00384607","1957-08","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","","","","","",""
"USC00384607","1957-09","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","","","183.5",",0","11","1,0","8","1,0","1","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","10",",0","5","","","","10.0",",0,29,","0",",,0,30,+","0",",,0,30,+","47.8","1,,0,09,","36.7",",0,03,","","","","","","","16.1",",0","","","","","","","","","","","","","","","","","","","","","142.9","1,,,0","0",",,,0","23.91",",0","29.32",",,,0","18.50",",,,0"
"USC00384607","1957-10","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","","","2.7","2,0","9","1,0","6","1,0","0","1,0","0",",0","0",",0","0","2,0","2","2,0","0",",0","13",",0","0",",0","1","","","","-1.1","2,0,28,","0",",,0,31,+","0",",,0,31,+","22.6","1,,0,01,","24.4",",0,24,+","","","","","","","112.9",",0","","","","","","","","","","","","","","","","","","","","","73.5","1,,,0","0",",,,0","14.46","2,0","19.71",",,,0","9.20","2,,,0"
"USC00384607","1957-11","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","","","6.7","2,0","13",",0","11",",0","2",",0","0",",0","0",",0","0","2,0","2","2,0","0",",0","9",",0","0",",0","1","","","","-2.8","2,0,11,+","0",",,0,30,+","0",",,0,30,+","26.7",",,0,19,","25.6",",0,04,","","","","","","","173.4",",0","","","","","","","","","","","","","","","","","","","","","159.6",",,,0","0",",,,0","12.35","2,0","17.88",",,,0","6.83","2,,,0"
"USC00384607","1957-12","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","","","0.0","2,0","8",",0","8",",0","0",",0","0",",0","0",",0","0","2,0","12","2,0","1",",0","2",",0","0",",0","","","","","-11.1","2,0,12,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,08,","21.1",",0,24,+","","","","","","","308.5",",0","","","","","","","","","","","","","","","","","","","","","87.5",",,,0","0",",,,0","7.81","2,0","13.81",",,,0","1.82","2,,,0"
"USC00384607","1958-01","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","0.0","0","0.0",",0","8","2,0","6","2,0","2","2,0","0",",0","0",",0","0",",0","18",",0","0",",0","0",",0","0",",0","","","","","-9.4",",0,09,","0",",,0,31,+","0",",T,0,30,","31.2","2,,0,24,","17.8",",0,22,","","","","","","","451.8",",0","","","","","","","","","","","","","","","","","","","","","104.0",",a,,0","0",",T,,0","3.76",",0","8.95",",,,0","-1.44",",,,0"
"USC00384607","1958-02","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","0.0","0","0.0",",0","10",",0","8",",0","1",",0","1",",0","1",",0","0",",0","20",",0","2",",0","2",",0","0",",0","","","","","-13.3",",0,18,","51",",,0,13,","38",",,0,13,","30.7",",,0,26,","22.8",",0,26,","","","","","","","411.7",",0","","","","","","","","","","","","","","","","","","","","","138.2",",,,0","38",",,,0","3.63",",0","9.94",",,,0","-2.68",",,,0"
"USC00384607","1958-03","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","0.0","0","0.0",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","","","","","-2.2",",0,22,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,27,","20.0",",0,01,","","","","","","","278.5",",0","","","","","","","","","","","","","","","","","","","","","105.2",",,,0","0",",,,0","9.35",",0","14.65",",,,0","4.04",",,,0"
"USC00384607","1958-04","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","21.6","0","21.6",",0","15",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","2","","2.8",",0,09,+","0",",,0,30,+","0",",,0,30,+","53.3",",,0,16,","31.1",",0,25,","","","","","","","87.3",",0","","","","","","","","","","","","","","","","","","","","","197.0",",,,0","0",",,,0","16.14",",0","22.49",",,,0","9.79",",,,0"
"USC00384607","1958-05","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","131.2","0","109.6",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","1","","","","5.6",",0,07,","0",",,0,31,+","0",",,0,31,+","10.7",",,0,21,","32.8",",0,18,","","","","","","","15.8",",0","","","","","","","","","","","","","","","","","","","","","24.7",",,,0","0",",,,0","21.36",",0","27.51",",,,0","15.20",",,,0"
"USC00384607","1958-06","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","320.6","0","189.4","1,0","7",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","14",",0","","","","","14.4","1,0,23,","0",",,0,30,+","0",",,0,30,+","16.8",",,0,22,","41.1",",0,15,","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","35.0",",,,0","0",",,,0","24.89","1,0","30.92",",,,0","18.86","1,,,0"
"USC00384607","1958-07","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","575.7","0","255.1",",0","15",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","1","","","","15.6",",0,01,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,14,","35.6",",0,31,+","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","161.3",",,,0","0",",,,0","26.56",",0","31.69",",,,0","21.43",",,,0"
"USC00384607","1958-08","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","824.8","0","249.1",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","16.1",",0,28,","0",",,0,31,+","0",",,0,31,+","21.1",",,0,26,+","36.1",",0,24,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","84.4",",,,0","0",",,,0","26.37",",0","32.30",",,,0","20.44",",,,0"
"USC00384607","1958-09","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","962.6","0","137.8","2,0","5",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","30",",0","9",",0","","","","","8.9","2,0,29,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,13,","34.4",",0,18,+","1.1","0","","","","","1.1",",0","","","","","","","","","","","","","","","","","","","","","43.2",",,,0","0",",,,0","23.22","2,0","30.20",",,,0","16.24","2,,,0"
"USC00384607","1958-10","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","980.3","0","17.7","1,0","7",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","20",",0","0",",0","","","","","1.7","1,0,28,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,03,","31.1",",0,11,","91.8","0","","","","","90.7",",0","","","","","","","","","","","","","","","","","","","","","37.1",",,,0","0",",,,0","15.83","1,0","22.64",",,,0","9.02","1,,,0"
"USC00384607","1958-11","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","996.4","0","16.1",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","0",",0","","","","","-0.6",",0,30,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,27,","30.0",",0,17,","225.2","0","","","","","133.4",",0","","","","","","","","","","","","","","","","","","","","","13.0",",,,0","0",",,,0","14.42",",0","21.11",",,,0","7.74",",,,0"
"USC00384607","1958-12","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","996.4","0","0.0","2,0","4","2,0","2","2,0","1","2,0","2","3,0","2",",0","0","2,0","20","2,0","1",",0","0",",0","0",",0","1","","","","-12.8","2,0,12,","203","3,,0,12,","102",",,0,12,+","34.8","2,,0,28,","20.0",",0,31,","606.2","0","","","","","381.0",",0","","","","","","","","","","","","","","","","","","","","","77.0",",a,,0","204",",,,0","5.22","2,0","11.69",",,,0","-1.26","2,,,0"
"USC00384607","1959-01","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","0.0","0","0.0",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","15",",0","0",",0","2",",0","0",",0","","","","","-10.6",",0,17,","0",",,0,31,+","0",",,0,31,+","32.8",",,0,22,","22.8",",0,22,","996.1","0","","","","","389.9",",0","","","","","","","","","","","","","","","","","","","","","89.9",",,,0","0",",,,0","5.75",",0","11.92",",,,0","-0.41",",,,0"
"USC00384607","1959-02","33.77551","-81.84443","191.7","JOHNSTON 4 SW, SC US","0.0","0","0.0",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","7",",0","0",",0","3",",0","0",",0","","","","","-6.1",",0,22,+","0",",,0,28,+","0",",,0,28,+","31.2",",,0,05,","23.3",",0,11,","1266.3","0","","","","","270.2",",0","","","","","","","","","","","","","","","","","","","","","130.2",",,,0","0",",,,0","8.68",",0","14.03",",,,0","3.34",",,,0"
