"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CA006110HK7","1985-12","44.3","-79.9","201.0","BORDEN STP, ON CA","","","0.0","2,C","12","4,C","8","4,C","0","4,C","","","7",",C","2","1,C","30","1,C","20","1,C","0","1,C","0","1,C","-27.0","1,C,25,","","","80",",,C,17,+","8.0","4,,C,17,+","10.0","1,C,01,","","","687.2","1,C","62.6",",a,,C","552",",a,,C","-5.24","2,C","-1.82","1,,,C","-8.67","1,,,C"
"CA006110HK7","1986-01","44.3","-79.9","201.0","BORDEN STP, ON CA","0.0","C","0.0",",C","16",",C","11",",C","0",",C","","","8",",C","7",",C","30",",C","20",",C","0",",C","0",",C","-27.0",",C,15,","","","150",",,C,06,","15.0",",,C,06,","8.0",",C,17,","","","768.8",",C","64.0",",,,C","530",",,,C","-6.47",",C","-2.58",",,,C","-10.35",",,,C"
"CA006110HK7","1986-02","44.3","-79.9","201.0","BORDEN STP, ON CA","0.0","C","0.0","1,C","8","5,C","4","5,C","0","5,C","","","3",",C","5","1,C","27","1,C","25",",C","0",",C","0",",C","-23.0","1,C,26,","","","150",",,C,01,","15.0","5,,C,01,","2.0",",C,20,+","","","685.5",",C","46.1",",a,,C","346",",a,,C","-7.00","1,C","-3.04",",,,C","-10.96","1,,,C"
"CA006110HK7","1986-03","44.3","-79.9","201.0","BORDEN STP, ON CA","0.0","C","0.0","1,C","11","1,C","7","1,C","0","1,C","","","1",",C","3",",C","24",",C","9","1,C","1","1,C","0","1,C","-26.0",",C,08,","","","90",",,C,06,","9.0","1,,C,14,+","23.0","1,C,29,","","","554.0","1,C","47.5","1,,,C","130",",,,C","-0.08","1,C","4.87","1,,,C","-5.03",",,,C"
"CA006110HK7","1986-04","44.3","-79.9","201.0","BORDEN STP, ON CA","2.7","C","2.7","1,C","15",",C","9",",C","0",",C","","","1",",C","0","1,C","15","1,C","0",",C","6",",C","0",",C","-7.0","1,C,23,","","","50",",,C,10,","12.0",",,C,20,","27.0",",C,28,+","","","326.3",",C","61.0",",,,C","60",",,,C","7.34","1,C","13.57",",,,C","1.10","1,,,C"
"CA006110HK7","1986-05","44.3","-79.9","201.0","BORDEN STP, ON CA","10.9","C","8.2","3,C","10",",C","6",",C","0",",C","","","0",",C","0","1,C","5","1,C","0","2,C","15","2,C","0","2,C","-3.0","1,C,04,","","","0",",,C,31,+","23.0",",,C,18,","30.0","2,C,29,","","","135.5","2,C","62.6",",,,C","0",",,,C","13.79","3,C","20.24","2,,,C","7.33","1,,,C"
"CA006110HK7","1986-06","44.3","-79.9","201.0","BORDEN STP, ON CA","20.9","C","10.0","1,C","11","1,C","7","1,C","1","1,C","","","0",",C","0","1,C","1","1,C","0",",C","17",",C","0",",C","-1.0","1,C,03,","","","0",",,C,30,+","28.0","1,,C,10,","31.0",",C,22,","","","98.2",",C","78.5","1,,,C","0",",,,C","15.32","1,C","22.30",",,,C","8.34","1,,,C"
"CA006110HK7","1986-07","44.3","-79.9","201.0","BORDEN STP, ON CA","91.4","C","70.5","1,C","10",",C","6",",C","0",",C","","","0",",C","0","1,C","0","1,C","0",",C","27",",C","1",",C","5.0","1,C,11,","","","0",",,C,31,+","22.0",",,C,25,","33.0",",C,06,","20.5","C","20.5",",C","75.5",",,,C","0",",,,C","20.08","1,C","26.26",",,,C","13.90","1,,,C"
"CA006110HK7","1986-08","44.3","-79.9","201.0","BORDEN STP, ON CA","119.7","C","28.3",",C","15",",C","8",",C","1",",C","","","0",",C","0",",C","0",",C","0",",C","24",",C","0",",C","2.0",",C,28,","","","0",",,C,31,+","38.0",",,C,08,","28.0",",C,20,+","84.7","C","64.2",",C","85.3",",,,C","0",",,,C","17.18",",C","23.48",",,,C","10.87",",,,C"
"CA006110HK7","1986-09","44.3","-79.9","201.0","BORDEN STP, ON CA","123.9","C","4.2",",C","15","1,C","9","1,C","2","1,C","","","0",",C","0",",C","3",",C","0",",C","11",",C","0",",C","-2.0",",C,17,","","","0",",,C,30,+","51.6","1,,C,11,","26.0",",C,04,+","224.9","C","140.2",",C","202.2","1,,,C","0",",,,C","13.80",",C","19.23",",,,C","8.37",",,,C"
"CA006110HK7","1986-10","44.3","-79.9","201.0","BORDEN STP, ON CA","123.9","C","0.0","1,C","15","2,C","7","2,C","0","2,C","","","0",",C","0","1,C","8","1,C","0",",C","1",",C","0",",C","-7.0","1,C,31,","","","0",",T,C,30,","18.0","2,,C,13,","22.0",",C,22,","522.4","C","297.5",",C","57.4","2,,,C","0",",T,,C","8.34","1,C","13.35",",,,C","3.33","1,,,C"
