"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013877","1937-10","36.47967","-82.39898","456.3","BRISTOL AIRPORT, TN US","","","","","18.6",",X","15",",X","9",",X","2",",X","0",",X","0",",X","0",",X","3",",X","0",",X","12",",X","0",",X","","","","","","","-1.7",",X,15,","0",",,X,31,+","0",",T,X,24,+","32.8",",,X,05,","27.2",",X,06,+","","","180.8",",X","157.2",",,,X","0",",T,,X","13.10",",X","18.88",",,,X","7.33",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013877","1937-11","36.47967","-82.39898","456.3","BRISTOL AIRPORT, TN US","","","","","0.0",",X","10",",X","4",",X","0",",X","0",",X","0",",X","0",",X","15",",X","2",",X","0",",X","0",",X","","","","","","","-10.6",",X,23,","0",",,X,30,+","0",",T,X,21,+","4.6",",,X,05,","20.6",",X,27,","","","337.0",",X","20.6",",,,X","0",",T,,X","7.10",",X","13.61",",,,X","0.58",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013877","1937-12","36.47967","-82.39898","456.3","BRISTOL AIRPORT, TN US","","","","","0.0",",X","14",",X","7",",X","0",",X","3",",X","3",",X","0",",X","19",",X","4",",X","0",",X","0",",X","","","","","","","-15.6",",X,11,","51",",,X,06,","51",",,X,06,","16.8",",,X,13,","18.3",",X,17,","","","467.0",",X","68.0",",,,X","114",",,,X","3.27",",X","8.64",",,,X","-2.11",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013877","1938-01","36.47967","-82.39898","456.3","BRISTOL AIRPORT, TN US","","","0.0","X","0.0",",X","14",",X","7",",X","1",",X","1",",X","2",",X","0",",X","19",",X","3",",X","2",",X","0",",X","","","","","","","-13.3",",X,28,","25",",,X,14,","25",",,X,27,+","26.2",",,X,01,","23.3",",X,23,","","","441.6",",X","100.8",",,,X","58",",,,X","4.09",",X","9.39",",,,X","-1.21",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013877","1938-02","36.47967","-82.39898","456.3","BRISTOL AIRPORT, TN US","","","0.0","X","0.0",",X","11",",X","6",",X","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","0",",X","0",",X","","","","","","","-6.1",",X,01,","0",",,X,28,+","0",",,X,28,+","10.7",",,X,12,","20.6",",X,19,+","","","269.1",",X","48.4",",,,X","0",",,,X","8.72",",X","14.39",",,,X","3.06",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013877","1938-03","36.47967","-82.39898","456.3","BRISTOL AIRPORT, TN US","","","5.3","X","5.3",",X","16",",X","7",",X","1",",X","0",",X","0",",X","0",",X","5",",X","0",",X","12",",X","0",",X","","","","","","","-7.8",",X,01,","0",",,X,31,+","0",",,X,31,+","25.7",",,X,03,","27.2",",X,22,","","","192.6",",X","118.1",",,,X","0",",,,X","12.29",",X","18.89",",,,X","5.69",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013877","1938-04","36.47967","-82.39898","456.3","BRISTOL AIRPORT, TN US","","","14.7","X","9.4",",X","14",",X","10",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","15",",X","0",",X","","","","","","","-2.2",",X,03,","0",",,X,30,+","0",",T,X,09,+","13.5",",,X,19,","29.4",",X,14,","","","121.1",",X","86.3",",,,X","0",",T,,X","14.61",",X","21.40",",,,X","7.82",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013877","1938-05","36.47967","-82.39898","456.3","BRISTOL AIRPORT, TN US","","","59.1","X","44.4","1,X","14",",X","13",",X","1",",X","0",",X","0",",X","0","1,X","0","1,X","0",",X","23",",X","0",",X","","","","","","","6.1","1,X,11,","0",",,X,31,+","0",",,X,31,+","32.5",",,X,24,","31.1",",X,04,","","","35.9",",X","133.4",",,,X","0",",,,X","18.57","1,X","24.73",",,,X","12.42","1,,,X","","","","","","","","","","","","","","","","","",""
"USW00013877","1938-06","36.47967","-82.39898","456.3","BRISTOL AIRPORT, TN US","","","133.5","X","74.4",",X","13",",X","9",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","","","","","","","6.1",",X,14,","0",",,X,30,+","0",",,X,30,+","12.4",",,X,20,","30.0",",X,11,+","","","2.5",",X","52.5",",,,X","0",",,,X","20.73",",X","26.76",",,,X","14.71",",,,X","","","","","","","","","","","","","","","","","",""
"USW00013877","1938-07","36.47967","-82.39898","456.3","BRISTOL AIRPORT, TN US","","","299.9","X","166.4",",X","13",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","7",",X","","","","","","","14.4",",X,05,","0",",,X,31,+","0",",,X,31,+","34.8",",,X,14,","32.8",",X,07,","0.0","X","0.0",",X","168.8",",,,X","0",",,,X","23.70",",X","29.68",",,,X","17.72",",,,X","","","","","","","","","","","","","","","","","",""
