"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00214445","1893-01","45.0","-94.25","331.9","LAKE JENNIE, MN US","0.0","6","0.0","1,6","7",",6","4",",6","0",",6","","","23","1,6","30","1,6","28","1,6","0","1,6","0","1,6","","","-30.6","1,6,13,","","","4.6",",,6,24,","1.1","1,6,09,","","","1001.2","1,6","14.7",",,,6","","","-15.04","1,6","-9.37","1,,,6","-20.71","1,,,6"
"USC00214445","1893-05","45.0","-94.25","331.9","LAKE JENNIE, MN US","","","17.8",",6","5",",6","4",",6","1",",6","","","0",",6","0",",6","0",",6","13",",6","0",",6","","","0.6",",6,01,","","","32.0",",,6,22,","26.1",",6,19,","","","152.8",",6","61.7",",,,6","","","13.98",",6","18.41",",,,6","9.55",",,,6"
"USC00214445","1893-06","45.0","-94.25","331.9","LAKE JENNIE, MN US","","","148.7",",6","7",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","29",",6","1",",6","","","13.9",",6,09,+","","","6.6",",,6,02,","33.3",",6,12,","","","2.5",",6","24.7",",,,6","","","23.21",",6","27.57",",,,6","18.85",",,,6"
"USC00214445","1893-07","45.0","-94.25","331.9","LAKE JENNIE, MN US","","","154.4",",6","4",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","6",",6","","","11.7",",6,29,","","","17.5",",,6,07,","36.7",",6,24,","0.0","6","0.0",",6","38.0",",,,6","","","23.31",",6","29.08",",,,6","17.55",",,,6"
"USC00214445","1893-08","45.0","-94.25","331.9","LAKE JENNIE, MN US","","","84.5",",6","6",",6","6",",6","2",",6","","","0",",6","0",",6","0",",6","30",",6","4",",6","","","5.6",",6,29,","","","36.6",",,6,10,","35.0",",6,09,","21.4","6","21.4",",6","92.7",",,,6","","","20.37",",6","26.94",",,,6","13.80",",,,6"
"USC00214445","1893-09","45.0","-94.25","331.9","LAKE JENNIE, MN US","","","45.8",",6","4",",6","4",",6","0",",6","","","0",",6","2",",6","0",",6","19",",6","1",",6","","","-2.2",",6,25,","","","21.8",",,6,21,","33.3",",6,06,","134.4","6","113.0",",6","51.3",",,,6","","","16.09",",6","22.27",",,,6","9.92",",,,6"
"USC00214445","1893-10","45.0","-94.25","331.9","LAKE JENNIE, MN US","","","1.7","2,6","2",",6","2",",6","1",",6","","","0","1,6","10","1,6","0","1,6","5","1,6","0","1,6","","","-10.0","1,6,29,","","","35.3",",,6,05,","26.7","1,6,10,","406.1","6","271.7","1,6","40.1",",,,6","","","9.05","2,6","15.37","1,,,6","2.72","1,,,6"
"USC00214445","1893-11","45.0","-94.25","331.9","LAKE JENNIE, MN US","","","0.0","1,6","2",",6","1",",6","0",",6","1",",6","4",",6","22",",6","11","1,6","1","1,6","0","1,6","","","-26.1",",6,24,","102",",,6,21,","10.2",",,6,21,","21.7","1,6,06,","971.7","6","565.6","1,6","11.5",",,,6","115",",,,6","-1.14","1,6","5.38","1,,,6","-7.65",",,,6"
"USC00214445","1893-12","45.0","-94.25","331.9","LAKE JENNIE, MN US","","","0.0",",6","","","","","","","2",",6","16",",6","31",",6","23",",6","0",",6","0",",6","","","-27.8",",6,01,","76",",,6,24,","","","4.4",",6,22,","1874.0","6","902.3",",6","","","127",",,,6","-10.77",",6","-5.47",",,,6","-16.07",",,,6"
"USC00214445","1894-01","45.0","-94.25","331.9","LAKE JENNIE, MN US","0.0","6","0.0","2,6","2","1,6","2","1,6","0","1,6","0",",6","14","1,6","29","1,6","21","1,6","0","1,6","0","1,6","","","-32.8","1,6,25,","13",",,6,02,","10.2","1,,6,02,","12.8","1,6,01,","2713.0","6","839.0","1,6","16.6","1,,,6","21",",,,6","-10.83","2,6","-5.02","1,,,6","-16.64","1,,,6"
