"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00422597","1951-04","37.31667","-110.9","1220.1","ESCALANTE RIVER MOUTH, UT US","21.0","4,0","3","2,0","2","2,0","0","2,0","0","2,0","0","2,0","0","4,0","0","4,0","0","3,0","20","3,0","0","3,0","","","4.4","4,0,30,","0","2,,0,30,+","0","2,,0,30,+","5.3","2,,0,19,","27.8","3,0,23,+","","","42.8","3,0","8.8","2,,,0","0","2,,,0","17.49","4,0","23.09","3,,,0","11.88","4,,,0"
"USC00422597","1951-05","37.31667","-110.9","1220.1","ESCALANTE RIVER MOUTH, UT US","112.8","2,0","1","2,0","0","2,0","0","2,0","0",",0","0",",0","0",",0","0",",0","0","2,0","24","2,0","7","2,0","","","4.4",",0,02,","0",",,0,31,+","0",",,0,31,+","0.8","2,,0,23,","40.6","2,0,29,","","","32.8","2,0","14.3",",a,,0","0",",,,0","21.11","2,0","28.29","2,,,0","13.93",",,,0"
"USC00422597","1951-06","37.31667","-110.9","1220.1","ESCALANTE RIVER MOUTH, UT US","225.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","10.6",",0,03,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","39.4",",0,30,+","","","0.2",",0","0.0",",,,0","0",",,,0","25.84",",0","33.13",",,,0","18.54",",,,0"
"USC00422597","1951-07","37.31667","-110.9","1220.1","ESCALANTE RIVER MOUTH, UT US","342.9","5,0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","5,0","26","5,0","26","5,0","","","21.1",",0,13,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,23,","41.1","5,0,19,","0.0","0","0.0","5,0","0.0",",T,,0","0",",,,0","31.49","5,0","39.04","5,,,0","23.95",",,,0"
"USC00422597","1951-08","37.31667","-110.9","1220.1","ESCALANTE RIVER MOUTH, UT US","302.7","3,0","3","2,0","2","2,0","1","2,0","0",",0","0",",0","0",",0","0",",0","0","3,0","28","3,0","27","3,0","","","15.6",",0,30,","0",",,0,31,+","0",",,0,31,+","27.4","2,,0,29,","40.6","3,0,01,","0.0","0","0.0","3,0","41.4",",a,,0","0",",,,0","28.91","3,0","36.42","3,,,0","21.40",",,,0"
"USC00422597","1951-09","37.31667","-110.9","1220.1","ESCALANTE RIVER MOUTH, UT US","178.0","2,0","1","2,0","0","2,0","0","2,0","0",",0","0",",0","0",",0","0",",0","0","2,0","28","2,0","19","2,0","","","11.7",",0,29,","0",",,0,30,+","0",",,0,30,+","1.8","2,,0,21,","35.6","2,0,18,+","0.0","0","0.0","2,0","10.7",",a,,0","0",",,,0","24.74","2,0","32.25","2,,,0","17.23",",,,0"
"USC00422597","1951-10","37.31667","-110.9","1220.1","ESCALANTE RIVER MOUTH, UT US","15.1","5,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","4,0","0","4,0","0","5,0","20","5,0","0","5,0","","","4.4","4,0,31,+","0",",,0,31,+","0",",,0,31,+","12.7",",,0,31,","29.4","5,0,11,","67.7","0","67.7","5,0","18.5",",,,0","0",",,,0","16.27","5,0","22.95","5,,,0","9.60","4,,,0"
"USC00422597","1951-11","37.31667","-110.9","1220.1","ESCALANTE RIVER MOUTH, UT US","","","3",",0","3",",0","0",",0","","","","","","","","","","","","","","","2","","","","","","","","14.5",",,0,23,","","","","","","","29.3",",,,0","","","","","","","",""
"USC00422597","1951-12","37.31667","-110.9","1220.1","ESCALANTE RIVER MOUTH, UT US","","","5","3,0","1","3,0","0","3,0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,31,+","0",",T,0,21,+","4.6","3,,0,05,","","","","","","","37.4",",a,,0","0",",T,,0","","","","","",""
"USC00422597","1952-01","37.31667","-110.9","1220.1","ESCALANTE RIVER MOUTH, UT US","","","3","2,0","1","2,0","0","2,0","","","1","2,0","","","","","","","","","","","","","","","","","137","2,,0,07,","12.2","2,,0,07,","","","","","","","38.4",",a,,0","137","2,,,0","","","","","",""
