"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"TUM00017069","2013-06","40.783","30.417","30.0","ADAPAZARI, TU","","","10","3,S","3","3,S","1","3,S","","","","","0","2,S","28","2,S","2","2,S","","","47.0","3,,S,17,","33.0","2,S,24,","","","","","59.0","3,,,S","","","28.96","2,,,S","",""
"TUM00017069","2013-07","40.783","30.417","30.0","ADAPAZARI, TU","156.1","5,S","3","2,S","2","2,S","0","2,S","0","4,S","0","4,S","0","1,S","30","1,S","3","1,S","14.0","4,S,04,","8.6","2,,S,18,","34.0","1,S,30,","0.0","S","0.0","1,S","13.2","2,,,S","24.26","5,S","29.68","1,,,S","18.84","4,,,S"
"TUM00017069","2013-08","40.783","30.417","30.0","ADAPAZARI, TU","194.0","4,S","4",",S","2",",S","0",",S","0","3,S","0","3,S","0","1,S","30","1,S","10","1,S","17.3","3,S,06,","24.6",",,S,02,","35.8","1,S,28,","0.0","S","0.0","1,S","29.5",",,,S","25.28","4,S","31.18","1,,,S","19.39","3,,,S"
"TUM00017069","2013-09","40.783","30.417","30.0","ADAPAZARI, TU","76.8","4,S","6","1,S","4","1,S","0","1,S","0","4,S","0","4,S","0","1,S","28","1,S","3","1,S","11.5","4,S,22,","25.1","1,,S,20,","35.3","1,S,13,","2.3","S","2.3","1,S","46.7","1,,,S","21.06","4,S","27.59","1,,,S","14.52","4,,,S"
"TUM00017069","2013-10","40.783","30.417","30.0","ADAPAZARI, TU","","","11",",S","7",",S","2",",S","","","","","0",",S","15",",S","0",",S","","","44.7",",,S,19,","28.4",",S,16,","","","","","139.8",",,,S","","","20.65",",,,S","",""
"TUM00017069","2013-11","40.783","30.417","30.0","ADAPAZARI, TU","","","7",",S","3",",S","0",",S","","","","","0","4,S","11","4,S","0","4,S","","","10.9",",,S,08,","25.9","4,S,05,","","","","","26.8",",,,S","","","19.12","4,,,S","",""
"TUM00017069","2013-12","40.783","30.417","30.0","ADAPAZARI, TU","","","11",",S","5",",S","0",",S","","","","","0","2,S","0","2,S","0","2,S","","","23.9",",,S,11,","18.0","2,S,28,","","","","","62.4",",,,S","","","10.36","2,,,S","",""
"TUM00017069","2014-01","40.783","30.417","30.0","ADAPAZARI, TU","","","11",",S","2",",S","0",",S","","","","","0","2,S","4","2,S","0","2,S","","","6.1",",,S,24,+","23.4","2,S,21,","","","","","22.5",",,,S","","","15.43","2,,,S","",""
"TUM00017069","2014-02","40.783","30.417","30.0","ADAPAZARI, TU","","","7",",S","6",",S","0",",S","","","","","0",",S","7",",S","0",",S","","","8.9",",,S,26,","25.6",",S,20,","","","","","33.3",",,,S","","","15.70",",,,S","",""
"TUM00017069","2014-03","40.783","30.417","30.0","ADAPAZARI, TU","","","17",",S","10",",S","1",",S","","","","","0",",S","11",",S","0",",S","","","27.2",",,S,11,","25.5",",S,19,","","","","","92.8",",,,S","","","18.05",",,,S","",""
"TUM00017069","2014-04","40.783","30.417","30.0","ADAPAZARI, TU","","","11",",S","4",",S","0",",S","0","5,S","0","5,S","0","2,S","15","2,S","0","2,S","3.1","5,S,01,","8.9",",,S,29,","29.1","2,S,22,","","","","","26.2",",,,S","15.61","7,S","21.86","2,,,S","9.35","5,,,S"
"TUM00017069","2014-05","40.783","30.417","30.0","ADAPAZARI, TU","46.0","4,S","12",",S","9",",S","1",",S","0","4,S","0","4,S","0",",S","25",",S","2",",S","8.2","4,S,07,","43.4",",,S,06,","32.6",",S,29,","","","19.7",",S","115.0",",,,S","19.19","4,S","24.78",",,,S","13.61","4,,,S"
"TUM00017069","2014-06","40.783","30.417","30.0","ADAPAZARI, TU","112.5","5,S","11","1,S","10","1,S","1","1,S","0","3,S","0","3,S","0","2,S","27","2,S","5","2,S","12.8","3,S,02,","34.8","1,,S,06,","37.1","2,S,26,","","","0.0","2,S","120.7","1,,,S","22.83","5,S","28.36","2,,,S","17.29","3,,,S"
"TUM00017069","2014-07","40.783","30.417","30.0","ADAPAZARI, TU","196.9","2,S","12","1,S","5","1,S","0","1,S","0","1,S","0","1,S","0","1,S","30","1,S","4","1,S","17.4","1,S,05,","24.9","1,,S,04,","38.7","1,S,11,","0.0","S","0.0","1,S","68.5","1,,,S","25.14","2,S","30.51","1,,,S","19.78","1,,,S"
"TUM00017069","2014-08","40.783","30.417","30.0","ADAPAZARI, TU","218.5","3,S","8",",S","5",",S","1",",S","0","3,S","0","3,S","0",",S","31",",S","14",",S","18.4","3,S,19,","47.5",",,S,19,","35.7",",S,16,","0.0","S","0.0",",S","71.5",",,,S","25.92","3,S","31.39",",,,S","20.45","3,,,S"
