"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BR000082861","1977-07","-8.25","-49.28",,"CONCEICAO DO ARAGUAIA, BR","1","3,I","1","3,I","0","3,I","","","","","0","4,I","27","4,I","20","4,I","","","7.1","3,,I,19,","37.0","4,I,16,","7.1","3,,,I","33.37","4,,,I","",""
"BR000082861","1979-01","-8.25","-49.28",,"CONCEICAO DO ARAGUAIA, BR","17","4,I","15","4,I","3","4,I","","","","","","","","","","","","","70.1","4,,I,13,","","","308.2","4,,,I","","","",""
"BR000082861","1979-04","-8.25","-49.28",,"CONCEICAO DO ARAGUAIA, BR","11","4,I","6","4,I","1","4,I","","","","","","","","","","","","","55.1","4,,I,29,","","","133.6","4,,,I","","","",""
"BR000082861","1979-05","-8.25","-49.28",,"CONCEICAO DO ARAGUAIA, BR","6","4,I","3","4,I","0","4,I","0","4,I","0","4,I","","","","","","","18.0","4,I,21,","23.9","4,,I,06,","","","51.0","4,,,I","","","20.74","4,,,I"
"BR000082861","1979-09","-8.25","-49.28",,"CONCEICAO DO ARAGUAIA, BR","5","3,I","5","3,I","0","3,I","0","4,I","0","4,I","","","","","","","18.0","4,I,12,","17.0","3,,I,06,","","","47.2","3,,,I","","","20.58","4,,,I"
"BR000082861","1979-10","-8.25","-49.28",,"CONCEICAO DO ARAGUAIA, BR","6","4,I","4","4,I","1","4,I","","","","","","","","","","","","","42.9","4,,I,11,","","","80.7","4,,,I","","","",""
"BR000082861","1979-11","-8.25","-49.28",,"CONCEICAO DO ARAGUAIA, BR","12","5,I","10","5,I","2","5,I","","","","","","","","","","","","","27.9","5,,I,22,","","","131.7","5,,,I","","","",""
"BR000082861","1987-07","-8.25","-49.28",,"CONCEICAO DO ARAGUAIA, BR","","","","","","","0","5,I","0","5,I","","","","","","","17.8","5,I,21,","","","","","","","","","20.36","5,,,I"
"BR000082861","1994-12","-8.25","-49.28",,"CONCEICAO DO ARAGUAIA, BR","","","","","","","0","4,I","0","4,I","","","","","","","20.7","4,I,07,","","","","","","","","","21.86","4,,,I"
"BR000082861","1999-12","-8.25","-49.28",,"CONCEICAO DO ARAGUAIA, BR","20","3,I","20","3,I","7","3,I","","","","","","","","","","","","","54.1","3,,I,21,","","","417.2","3,,,I","","","",""
