"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00387980","1896-01","33.783333","-79.366667","18.9","SMITHS MILL, SC US","4",",6","2",",6","1",",6","","","1","","","","","","63.8",",,6,23,","89.2",",,,6","",""
"USC00387980","1896-02","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7","1,6","7","1,6","2","1,6","1",",6","","","","","38",",,6,18,","83.8","1,,6,09,","156.2","1,,,6","38",",,,6"
"USC00387980","1896-03","33.783333","-79.366667","18.9","SMITHS MILL, SC US","6",",6","6",",6","0",",6","","","","","","","","","16.5",",,6,11,","38.6",",,,6","",""
"USC00387980","1896-04","33.783333","-79.366667","18.9","SMITHS MILL, SC US","2",",6","2",",6","1",",6","","","1","","","","","","44.5",",,6,25,","57.2",",,,6","",""
"USC00387980","1896-05","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","7",",6","0",",6","","","","","","","","","17.3",",,6,22,","67.6",",,,6","",""
"USC00387980","1896-06","33.783333","-79.366667","18.9","SMITHS MILL, SC US","13",",6","10",",6","2",",6","","","","","","","","","50.8",",,6,04,","152.1",",,,6","",""
"USC00387980","1896-07","33.783333","-79.366667","18.9","SMITHS MILL, SC US","12",",6","12",",6","3",",6","","","","","","","","","53.3",",,6,14,","187.9",",,,6","",""
"USC00387980","1896-08","33.783333","-79.366667","18.9","SMITHS MILL, SC US","8",",6","7",",6","3",",6","","","","","","","","","63.5",",,6,27,","215.0",",,,6","",""
"USC00387980","1896-09","33.783333","-79.366667","18.9","SMITHS MILL, SC US","4",",6","1",",6","0",",6","","","2","","","","","","10.7",",,6,30,","16.2",",,,6","",""
"USC00387980","1896-10","33.783333","-79.366667","18.9","SMITHS MILL, SC US","6",",6","6",",6","0",",6","","","","","","","","","15.2",",,6,04,","36.9",",,,6","",""
"USC00387980","1896-11","33.783333","-79.366667","18.9","SMITHS MILL, SC US","6",",6","5",",6","0",",6","","","","","","","","","24.1",",,6,05,","84.2",",,,6","",""
"USC00387980","1896-12","33.783333","-79.366667","18.9","SMITHS MILL, SC US","8",",6","8",",6","3",",6","","","","","","","","","45.7",",,6,02,","147.4",",,,6","",""
"USC00387980","1897-01","33.783333","-79.366667","18.9","SMITHS MILL, SC US","5",",6","5",",6","0",",6","","","","","","","","","21.6",",,6,15,","54.7",",,,6","",""
"USC00387980","1897-02","33.783333","-79.366667","18.9","SMITHS MILL, SC US","11",",6","10",",6","2",",6","","","","","","","","","52.1",",,6,06,","204.7",",,,6","",""
"USC00387980","1897-03","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","7",",6","1",",6","","","","","","","","","31.8",",,6,12,","64.5",",,,6","",""
"USC00387980","1897-04","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","6",",6","0",",6","","","","","","","","","12.4",",,6,06,","42.3",",,,6","",""
"USC00387980","1897-05","33.783333","-79.366667","18.9","SMITHS MILL, SC US","5",",6","5",",6","1",",6","","","","","","","","","36.6",",,6,01,","86.2",",,,6","",""
"USC00387980","1897-06","33.783333","-79.366667","18.9","SMITHS MILL, SC US","8",",6","8",",6","3",",6","","","","","","","","","44.7",",,6,13,","142.6",",,,6","",""
"USC00387980","1897-07","33.783333","-79.366667","18.9","SMITHS MILL, SC US","10",",6","10",",6","2",",6","","","","","","","","","38.1",",,6,27,","119.1",",,,6","",""
"USC00387980","1897-08","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","7",",6","2",",6","","","","","","","","","95.3",",,6,11,","175.3",",,,6","",""
"USC00387980","1897-09","33.783333","-79.366667","18.9","SMITHS MILL, SC US","6",",6","4",",6","0",",6","","","","","","","","","19.1",",,6,22,","41.7",",,,6","",""
"USC00387980","1897-10","33.783333","-79.366667","18.9","SMITHS MILL, SC US","2",",6","2",",6","1",",6","","","","","","","","","95.3",",,6,20,","101.7",",,,6","",""
"USC00387980","1897-11","33.783333","-79.366667","18.9","SMITHS MILL, SC US","3",",6","3",",6","1",",6","","","","","","","","","25.4",",,6,01,","36.8",",,,6","",""
"USC00387980","1897-12","33.783333","-79.366667","18.9","SMITHS MILL, SC US","8",",6","8",",6","1",",6","","","","","","","","","34.3",",,6,26,","74.1",",,,6","",""
"USC00387980","1898-01","33.783333","-79.366667","18.9","SMITHS MILL, SC US","5",",6","4",",6","0",",6","0",",6","","","","","10",",,6,31,","10.2",",,6,25,","25.4",",,,6","10",",,,6"
"USC00387980","1898-02","33.783333","-79.366667","18.9","SMITHS MILL, SC US","5",",6","5",",6","0",",6","","","","","","","","","14.0",",,6,19,","36.9",",,,6","",""
"USC00387980","1898-03","33.783333","-79.366667","18.9","SMITHS MILL, SC US","7",",6","7",",6","1",",6","","","1","","","","","","31.8",",,6,04,","80.1",",,,6","",""
