"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00155110","1949-11","37.15","-83.76667","136.9","MANCHESTER, KY US","","","","","3","3,0","3","3,0","1","3,0","0","1,0","0","2,0","","","","","0","2,0","6","2,0","0","2,0","","","","","0","1,,0,30,+","0","2,,0,30,+","33.0","3,,0,29,","27.8","2,0,11,","","","75.7","3,,,0","0","2,,,0","","","16.11","2,,,0","",""
"USC00155110","1949-12","37.15","-83.76667","136.9","MANCHESTER, KY US","","","","","6","3,0","6","3,0","0","3,0","0",",0","0",",0","","","","","0","1,0","0","1,0","0","1,0","","","","","0",",,0,31,+","0",",T,0,10,","18.8","3,,0,12,","20.6","1,0,20,","","","73.7","1,a,,0","0",",T,,0","","","13.36","1,,,0","",""
"USC00155110","1950-01","37.15","-83.76667","136.9","MANCHESTER, KY US","","","","","15",",0","15",",0","4",",0","0",",0","0",",0","","","","","0","4,0","4","4,0","0","4,0","","","","","0",",,0,31,+","0",",,0,31,+","49.0",",,0,13,","25.0","4,0,25,","","","295.1",",,,0","0",",,,0","","","15.60","4,,,0","",""
"USC00155110","1950-02","37.15","-83.76667","136.9","MANCHESTER, KY US","","","","","10",",0","8",",0","2",",0","0",",0","0",",0","","","","","","","","","","","","","","","0",",,0,28,+","0",",T,0,17,","42.4",",,0,02,","","","","","126.0",",,,0","0",",T,,0","","","","","",""
"USC00155110","1950-03","37.15","-83.76667","136.9","MANCHESTER, KY US","","","","","8",",0","7",",0","1",",0","0","4,0","0","3,0","","","","","0","4,0","4","4,0","0","4,0","","","","","0","4,,0,31,+","0","3,,0,31,+","26.7",",,0,28,","28.3","4,0,27,","","","95.0",",,,0","0","3,,,0","","","15.21","4,,,0","",""
"USC00155110","1950-04","37.15","-83.76667","136.9","MANCHESTER, KY US","","","","","4",",0","4",",0","0",",0","0",",0","0","1,0","","","","","0","1,0","18","1,0","0","1,0","","","","","0",",,0,30,+","0","1,T,0,06,","25.1",",,0,26,","31.1","1,0,24,","","","52.0",",,,0","0","1,T,,0","","","21.10","1,,,0","",""
"USC00155110","1950-05","37.15","-83.76667","136.9","MANCHESTER, KY US","","","57.6","3,0","14",",0","14",",0","0",",0","0",",0","0",",0","0","3,0","0","3,0","0","1,0","28","1,0","4","1,0","","","7.2","3,0,20,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,01,","32.8","1,0,05,+","10.5","1,0","128.1",",,,0","0",",,,0","20.06","3,0","26.93","1,,,0","13.19","3,,,0"
"USC00155110","1950-06","37.15","-83.76667","136.9","MANCHESTER, KY US","","","113.5","5,0","10",",0","10",",0","3",",0","0",",0","0",",0","0","4,0","0","4,0","0","1,0","29","1,0","10","1,0","","","10.0","4,0,07,","0",",,0,30,+","0",",,0,30,+","38.6",",,0,20,","34.4","1,0,30,+","0.5","1,0","190.3",",,,0","0",",,,0","22.91","5,0","29.82","1,,,0","16.00","4,,,0"
"USC00155110","1950-07","37.15","-83.76667","136.9","MANCHESTER, KY US","","","","","14",",0","14",",0","1",",0","0",",0","0",",0","","","","","0","2,0","29","2,0","3","2,0","","","","","0",",,0,31,+","0",",,0,31,+","43.2",",,0,06,","32.2","2,0,30,+","","","174.4",",,,0","0",",,,0","","","29.02","2,,,0","",""
"USC00155110","1950-08","37.15","-83.76667","136.9","MANCHESTER, KY US","","","132.1","1,0","12",",0","12",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","3","1,0","","","11.7","1,0,04,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,30,","33.3","1,0,17,","0.0","1,0","168.6",",,,0","0",",,,0","22.74","1,0","29.16","1,,,0","16.31","1,,,0"
"USC00155110","1950-09","37.15","-83.76667","136.9","MANCHESTER, KY US","","","70.9","1,0","10",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","26","1,0","1","1,0","","","3.3","1,0,25,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,22,","32.2","1,0,02,","22.9","1,0","95.3",",,,0","0",",,,0","19.99","1,0","26.20","1,,,0","13.78","1,,,0"
"USC00155110","1950-10","37.15","-83.76667","136.9","MANCHESTER, KY US","","","16.7",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","1.7",",0,13,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,09,","30.0",",0,21,+","60.1",",0","41.4",",,,0","0",",,,0","16.93",",0","24.86",",,,0","9.00",",,,0"
"USC00155110","1950-11","37.15","-83.76667","136.9","MANCHESTER, KY US","","","0.8","5,0","12",",0","11",",0","3",",0","6",",0","3",",0","0","5,0","11","5,0","4","2,0","3","2,0","0","2,0","","","-16.1","5,0,25,","330",",,0,26,","152",",,0,24,","26.4",",,0,04,","28.9","2,0,01,","305.4","2,0","161.0",",,,0","330",",,,0","6.30","5,0","12.69","2,,,0","-0.09","5,,,0"
"USC00155110","1950-12","37.15","-83.76667","136.9","MANCHESTER, KY US","","","","","6","2,0","4","2,0","1","2,0","3",",0","2",",0","","","","","","","","","","","","","","","51",",,0,09,+","51",",,0,08,","33.0","2,,0,04,","","","","","66.1","2,,,0","76",",,,0","","","","","",""
"USC00155110","1951-01","37.15","-83.76667","136.9","MANCHESTER, KY US","0.0","","0.0","2,0","11",",0","11",",0","1",",0","1","1,0","0","2,0","0","2,0","19","2,0","2","2,0","2","2,0","0","2,0","","","-10.0","2,0,08,","25","1,,0,31,","0","2,T,0,30,+","25.9",",,0,29,","21.1","2,0,20,+","387.9","2,0","149.6",",,,0","0","2,T,,0","4.96","2,0","11.41","2,,,0","-1.49","2,,,0"
"USC00155110","1951-02","37.15","-83.76667","136.9","MANCHESTER, KY US","0.0","","0.0","2,0","7",",0","7",",0","3",",0","1","2,0","0","1,0","0","2,0","15","2,0","4","2,0","5","2,0","0","2,0","","","-16.1","2,0,02,","76","2,,0,02,","0","1,T,0,04,","121.9",",,0,01,","23.3","2,0,12,","339.0","2,0","236.4",",,,0","0","1,T,,0","5.29","2,0","12.62","2,,,0","-2.03","2,,,0"
"USC00155110","1951-03","37.15","-83.76667","136.9","MANCHESTER, KY US","1.4","","1.4","2,0","19",",0","17",",0","0",",0","0",",0","0",",0","0","1,0","13","1,0","0","1,0","8","1,0","0","1,0","2","","-6.7","1,0,22,","0",",,0,31,+","0",",T,0,22,+","17.8",",,0,18,","25.0","1,0,29,","282.2","1,0","132.6",",,,0","0",",T,,0","8.76","2,0","15.57","1,,,0","1.94","1,,,0"
"USC00155110","1951-04","37.15","-83.76667","136.9","MANCHESTER, KY US","14.8","","13.4","4,0","9",",0","9",",0","0",",0","0",",0","0",",0","0","3,0","3","3,0","0","1,0","10","1,0","0","1,0","","","-2.2","3,0,18,+","0",",,0,30,+","0",",,0,30,+","20.3",",,0,02,","30.0","1,0,27,","157.8","1,0","73.0",",,,0","0",",,,0","12.86","4,0","19.68","1,,,0","6.05","3,,,0"
"USC00155110","1951-05","37.15","-83.76667","136.9","MANCHESTER, KY US","56.4","","41.6","5,0","9",",0","8",",0","0",",0","0",",0","0",",0","0","5,0","0","5,0","0","3,0","26","3,0","4","3,0","","","3.9","5,0,13,+","0",",,0,31,+","0",",,0,31,+","15.0",",,0,27,","32.2","3,0,22,+","24.7","3,0","72.5",",,,0","0",",,,0","18.89","5,0","27.70","3,,,0","10.08","5,,,0"
