"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"ASM00094940","1979-02","-35.083","150.8","85.0","JERVIS BAY, AS","2","4,S","0","4,S","0","4,S","","","","","","","1.0","4,,S,27,","1.3","4,,,S","",""
"ASM00094940","1981-01","-35.083","150.8","85.0","JERVIS BAY, AS","12","2,S","5","2,S","1","2,S","0","4,","0","4,S","16.0","4,S,13,+","26.9","2,,S,30,","77.9","2,,,S","18.63","4,,,S"
"ASM00094940","1981-02","-35.083","150.8","85.0","JERVIS BAY, AS","12","4,S","11","4,S","1","4,S","","","","","","","34.0","4,,S,12,","154.4","4,,,S","",""
"ASM00094940","1981-09","-35.083","150.8","85.0","JERVIS BAY, AS","4","1,S","2","1,S","0","1,S","","","","","","","9.9","1,,S,01,","15.4","1,,,S","",""
"ASM00094940","1989-01","-35.083","150.8","85.0","JERVIS BAY, AS","18","5,S","12","5,S","2","5,S","","","","","","","51.1","5,,S,01,","198.4","5,,,S","",""
"ASM00094940","1989-03","-35.083","150.8","85.0","JERVIS BAY, AS","17","5,S","10","5,S","1","5,S","","","","","","","68.1","5,,S,31,","184.5","5,,,S","",""
"ASM00094940","1989-04","-35.083","150.8","85.0","JERVIS BAY, AS","19","5,S","15","5,S","5","5,S","","","","","","","134.9","5,,S,21,","493.0","5,,,S","",""
"ASM00094940","1992-11","-35.083","150.8","85.0","JERVIS BAY, AS","18","4,S","12","4,S","1","4,S","","","","","","","27.9","4,,S,05,","151.7","4,,,S","",""
"ASM00094940","2003-12","-35.083","150.8","85.0","JERVIS BAY, AS","10","5,S","2","5,S","0","5,S","","","","","","","14.5","5,,S,03,","33.2","5,,,S","",""
"ASM00094940","2004-01","-35.083","150.8","85.0","JERVIS BAY, AS","11","1,S","7","1,S","1","1,S","","","","","","","61.7","1,,S,25,","102.4","1,,,S","",""
