"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MGM00044298","1960-03","46.45","108.217","1286.0","CHOIR, MG","","","","","","","","","","","","","","","","","13","4,S","0","4,S","0","4,S","","","","","","","11.1","4,S,18,+","","","","","","","0.86","4,,,S","",""
"MGM00044298","1961-04","46.45","108.217","1286.0","CHOIR, MG","","","","","","","","","","","","","","","","","1","5,S","1","5,S","0","5,S","","","","","","","23.9","5,S,18,","","","","","","","12.76","5,,,S","",""
"MGM00044298","1961-06","46.45","108.217","1286.0","CHOIR, MG","","","","","","","","","","","","","","","","","0","5,S","22","5,S","3","5,S","","","","","","","36.1","5,S,09,","","","","","","","25.22","5,,,S","",""
"MGM00044298","1961-11","46.45","108.217","1286.0","CHOIR, MG","","","","","","","","","","","","","","","","","14","5,S","0","5,S","0","5,S","","","","","","","7.2","5,S,16,+","","","","","","","-1.78","5,,,S","",""
"MGM00044298","1962-10","46.45","108.217","1286.0","CHOIR, MG","","","","","","","","","","","","","","","","","1","4,S","0","4,S","0","4,S","","","","","","","17.2","4,S,09,","","","","","","","9.80","4,,,S","",""
"MGM00044298","1962-11","46.45","108.217","1286.0","CHOIR, MG","","","","","","","","","","","","","","","","","21","5,S","0","5,S","0","5,S","","","","","","","3.9","5,S,09,+","","","","","","","-5.49","5,,,S","",""
"MGM00044298","1962-12","46.45","108.217","1286.0","CHOIR, MG","","","","","","","","","","","","","","","","","26","4,S","0","4,S","0","4,S","","","","","","","1.1","4,S,06,","","","","","","","-6.04","4,,,S","",""
"MGM00044298","1963-04","46.45","108.217","1286.0","CHOIR, MG","","","","","","","","","","","","","","","","","2","5,S","0","5,S","0","5,S","","","","","","","18.9","5,S,26,+","","","","","","","7.84","5,,,S","",""
"MGM00044298","1963-08","46.45","108.217","1286.0","CHOIR, MG","","","","","","","","","","","","","","","","","0","5,S","23","5,S","1","5,S","","","","","","","32.8","5,S,01,","","","","","","","25.00","5,,,S","",""
"MGM00044298","1963-09","46.45","108.217","1286.0","CHOIR, MG","","","","","","","","","","","","","","","","","0","2,S","7","2,S","0","2,S","","","","","","","27.8","2,S,06,","","","","","","","17.70","2,,,S","",""
