"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013958","1964-12","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1662.8","0","12.8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","13",",0","0",",0","12","","","","","","-3.3",",0,18,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,09,","27.8",",0,24,","","","333.7","0","","","233.0",",0","","","","","","","","","","","","","","","22.4",",,,0","","","0",",,,0","11.23",",0","17.15",",,,0","5.30",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013958","1965-01","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","10.0","0","10.0",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","11",",0","0",",0","12","","3","","2","","-3.3",",0,17,","0",",,0,31,+","0",",,0,31,+","86.9",",,0,21,","25.6",",0,08,","","","543.7","0","","","210.0",",0","","","","","","","","","","","","","","","103.9",",,,0","64.8",",X","0",",,,0","11.88",",0","17.81",",,,0","5.96",",,,0","12540",",X","","","","","","","","","315",",X","","","","","","","","","","","13.9",",X"
"USW00013958","1965-02","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","10.0","0","0.0",",0","11",",0","6",",0","2",",0","1",",0","0",",0","0",",0","5",",0","0",",0","5",",0","0",",0","13","","4","","4","","-5.0",",0,24,","25",",,0,24,","13",",,0,24,","50.5",",,0,16,","22.8",",0,28,+","","","786.9","0","","","243.2",",0","","","","","","","","","","","","","","","128.5",",,,0","45.4",",X","13",",,,0","9.65",",0","14.94",",,,0","4.35",",,,0","8538",",X","","","","","","","","","315",",X","","","","","","","","","","","15.2",",X"
"USW00013958","1965-03","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","17.2","0","7.2",",0","10",",0","3",",0","0",",0","1",",0","1",",0","0",",0","5",",0","0",",0","12",",0","0",",0","15","","2","","3","","-4.4",",0,20,","25",",,0,03,","51",",,0,03,","11.7",",,0,30,","29.4",",0,10,","","","994.4","0","","","207.5",",0","","","","","","","","","","","","","","","33.1",",,,0","41.6",",X","51",",,,0","11.87",",0","17.78",",,,0","5.96",",,,0","9216",",X","","","","","","","","","360",",X","","","","","","","","","","","17.0",",X"
"USW00013958","1965-04","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","130.3","0","113.1",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","16","","3","","7","","8.3",",0,30,","0",",,0,30,+","0",",,0,30,+","29.7",",,0,26,","31.7",",0,18,","","","1001.8","0","","","7.4",",0","","","","","","","","","","","","","","","48.6",",,,0","42.7",",X","0",",,,0","21.85",",0","26.93",",,,0","16.78",",,,0","10008",",X","","","","","","","","","270",",X","","","","","","","","","","","13.0",",X"
"USW00013958","1965-05","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","297.5","0","167.2",",0","14",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","19","","1","","9","","11.1",",0,01,","0",",,0,31,+","0",",,0,31,+","81.0",",,0,16,","31.7",",0,27,","","","1001.8","0","","","0.0",",0","","","","","","","","","","","","","","","253.4",",,,0","26.7",",X","0",",,,0","23.73",",0","27.67",",,,0","19.78",",,,0","6828",",X","","","","","","","","","135",",X","","","","","","","","","","","17.9",",X"
"USW00013958","1965-06","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","558.3","0","260.8",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","20",",0","8","","1","","3","","17.2",",0,06,+","0",",,0,30,+","0",",,0,30,+","13.5",",,0,05,","34.4",",0,14,","","","1001.8","0","","","0.0",",0","","","","","","","","","","","","","","","22.6",",,,0","58.6",",X","0",",,,0","27.03",",0","32.12",",,,0","21.93",",,,0","14886",",X","","","","","","","","","135",",X","","","","","","","","","","","10.7",",X"
"USW00013958","1965-07","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","888.8","0","330.5",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","3","","20.0",",0,31,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,29,","38.3",",0,28,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","9.4",",,,0","87.4",",X","0",",,,0","29.00",",0","35.09",",,,0","22.90",",,,0","22584",",X","","","","","","","","","45",",X","","","","","","","","","","","8.5",",X"
"USW00013958","1965-08","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1220.4","0","331.6",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","2","","","","8","","20.0",",0,12,","0",",,0,31,+","0",",,0,31,+","23.6",",,0,10,","37.2",",0,09,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","33.5",",,,0","76.8",",X","0",",,,0","29.03",",0","35.41",",,,0","22.65",",,,0","18882",",X","","","","","","","","","45",",X","","","","","","","","","","","13.4",",X"
"USW00013958","1965-09","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1480.3","0","259.9",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","21",",0","4","","","","3","","13.3",",0,30,","0",",,0,30,+","0",",,0,30,+","101.6",",,0,22,","37.2",",0,16,+","","","1.7","0","","","1.7",",0","","","","","","","","","","","","","","","138.7",",,,0","62.5",",X","0",",,,0","26.94",",0","32.41",",,,0","21.47",",,,0","13902",",X","","","","","","","","","315",",X","","","","","","","","","","","11.2",",X"
"USW00013958","1965-10","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1541.7","0","61.4",",0","6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","11","","3","","1","","5.0",",0,25,","0",",,0,31,+","0",",,0,31,+","41.1",",,0,18,","32.8",",0,16,+","","","36.3","0","","","34.6",",0","","","","","","","","","","","","","","","82.9",",,,0","59.6",",X","0",",,,0","19.20",",0","25.26",",,,0","13.14",",,,0","12420",",X","","","","","","","","","315",",X","","","","","","","","","","","12.1",",X"
"USW00013958","1965-11","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1572.3","0","30.6",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","19","","5","","1","","2.2",",0,30,","0",",,0,30,+","0",",,0,30,+","34.8",",,0,08,","30.6",",0,24,","","","81.6","0","","","45.3",",0","","","","","","","","","","","","","","","67.3",",,,0","38.8",",X","0",",,,0","17.84",",0","22.79",",,,0","12.89",",,,0","7380",",X","","","","","","","","","315",",X","","","","","","","","","","","10.7",",X"
"USW00013958","1965-12","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1579.4","0","7.1",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","17","","4","","2","","0.0",",0,26,+","0",",,0,31,+","0",",,0,31,+","63.2",",,0,02,","24.4",",0,31,+","","","245.1","0","","","163.5",",0","","","","","","","","","","","","","","","108.8",",,,0","33.5",",X","0",",,,0","13.29",",0","18.41",",,,0","8.17",",,,0","6384",",X","","","","","","","","","315",",X","","","","","","","","","","","17.0",",X"
"USW00013958","1966-01","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","2.5","0","2.5",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","2",",0","0",",0","15","","3","","","","-10.0",",0,30,","0",",,0,31,+","0",",T,0,21,","7.6",",,0,13,","23.3",",0,01,","","","588.0","0","","","342.9",",0","","","","","","","","","","","","","","","40.1",",,,0","47.4",",X","0",",T,,0","7.35",",0","12.47",",,,0","2.24",",,,0","9210",",X","","","","","","","","","315",",X","","","","","","","","","","","13.9",",X"
"USW00013958","1966-02","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","3.9","0","1.4",",0","9",",0","7",",0","1",",0","1",",0","2",",0","0",",0","11",",0","0",",0","2",",0","0",",0","8","","","","1","","-3.9",",0,02,","152",",,0,23,","127",",,0,22,","26.9",",,0,26,","22.8",",0,07,+","","","840.4","0","","","252.4",",0","","","","","","","","","","","","","","","82.0",",,,0","62.5",",X","152",",,,0","9.37",",0","15.23",",,,0","3.52",",,,0","11682",",X","","","","","","","","","315",",X","","","","","","","","","","","11.6",",X"
"USW00013958","1966-03","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","14.4","0","10.5",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","10","","1","","3","","-0.6",",0,06,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,28,","30.6",",0,31,","","","937.1","0","","","96.7",",0","","","","","","","","","","","","","","","12.7",",,,0","52.0",",X","0",",,,0","15.55",",0","21.64",",,,0","9.46",",,,0","11550",",X","","","","","","","","","315",",X","","","","","","","","","","","14.8",",X"
"USW00013958","1966-04","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","97.1","0","82.7",",0","4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","12","","","","5","","5.6",",0,06,","0",",,0,30,+","0",",,0,30,+","40.6",",,0,24,","32.2",",0,27,","","","951.8","0","","","14.7",",0","","","","","","","","","","","","","","","94.9",",,,0","40.1",",X","0",",,,0","20.60",",0","26.31",",,,0","14.89",",,,0","9282",",X","","","","","","","","","270",",X","","","","","","","","","","","12.1",",X"
"USW00013958","1966-05","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","256.3","0","159.2",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","14","","1","","7","","12.2",",0,02,+","0",",,0,31,+","0",",,0,31,+","23.1",",,0,01,","34.4",",0,22,","","","957.9","0","","","6.1",",0","","","","","","","","","","","","","","","79.6",",,,0","40.0",",X","0",",,,0","23.27",",0","28.10",",,,0","18.44",",,,0","10236",",X","","","","","","","","","360",",X","","","","","","","","","","","13.9",",X"
"USW00013958","1966-06","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","504.2","0","247.9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","8","","2","","3","","16.7",",0,03,+","0",",,0,30,+","0",",,0,30,+","21.1",",,0,13,","35.0",",0,13,","","","957.9","0","","","0.0",",0","","","","","","","","","","","","","","","38.9",",,,0","63.8",",X","0",",,,0","26.60",",0","32.28",",,,0","20.92",",,,0","16158",",X","","","","","","","","","315",",X","","","","","","","","","","","19.2",",X"
"USW00013958","1966-07","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","843.0","0","338.8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","5","","","","3","","20.6",",0,02,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,06,","38.3",",0,31,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","11.9",",,,0","74.2",",X","0",",,,0","29.26",",0","35.28",",,,0","23.24",",,,0","19128",",X","","","","","","","","","135",",X","","","","","","","","","","","10.3",",X"
"USW00013958","1966-08","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1138.6","0","295.6",",0","10",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","10","","1","","7","","17.2",",0,25,","0",",,0,31,+","0",",,0,31,+","70.1",",,0,11,","37.2",",0,01,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","158.0",",,,0","58.2",",X","0",",,,0","27.87",",0","33.24",",,,0","22.50",",,,0","14262",",X","","","","","","","","","270",",X","","","","","","","","","","","12.1",",X"
"USW00013958","1966-09","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1357.6","0","219.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","16","","","","7","","15.6",",0,22,","0",",,0,30,+","0",",,0,30,+","26.7",",,0,08,","35.0",",0,06,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","81.9",",,,0","61.5",",X","0",",,,0","25.63",",0","31.34",",,,0","19.92",",,,0","13614",",X","","","","","","","","","45",",X","","","","","","","","","","","16.1",",X"
"USW00013958","1966-10","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1437.6","0","80.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","6","","1","","2","","3.9",",0,20,","0",",,0,31,+","0",",,0,31,+","9.7",",,0,04,","33.3",",0,13,","","","18.9","0","","","18.9",",0","","","","","","","","","","","","","","","15.3",",,,0","69.0",",X","0",",,,0","20.30",",0","27.15",",,,0","13.46",",,,0","14646",",X","","","","","","","","","360",",X","","","","","","","","","","","11.2",",X"
"USW00013958","1966-11","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1485.2","0","47.6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","0",",0","13","","5","","","","-0.6",",0,02,","0",",,0,30,+","0",",,0,30,+","1.3",",,0,24,+","28.9",",0,11,+","","","80.9","0","","","62.0",",0","","","","","","","","","","","","","","","2.9",",,,0","66.2",",X","0",",,,0","17.85",",0","24.54",",,,0","11.16",",,,0","12684",",X","","","","","","","","","360",",X","","","","","","","","","","","15.2",",X"
"USW00013958","1966-12","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1499.1","0","13.9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","11",",0","0",",0","11","","9","","1","","-6.1",",0,24,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,15,","28.9",",0,06,","","","336.5","0","","","255.6",",0","","","","","","","","","","","","","","","22.1",",,,0","52.8",",X","0",",,,0","10.54",",0","16.99",",,,0","4.08",",,,0","10050",",X","","","","","","","","","315",",X","","","","","","","","","","","17.0",",X"
"USW00013958","1967-01","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","8.5","0","8.5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","11",",0","0",",0","7","","4","","","","-2.8",",0,19,+","0",",,0,31,+","0",",T,0,09,","4.6",",,0,13,","25.6",",0,30,","","","588.3","0","","","251.8",",0","","","","","","","","","","","","","","","6.4",",,,0","55.6",",X","0",",T,,0","10.49",",0","16.67",",,,0","4.30",",,,0","10848",",X","","","","","","","","","315",",X","","","","","","","","","","","13.4",",X"
"USW00013958","1967-02","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","11.6","0","3.1",",0","5",",0","2",",0","0",",0","1",",0","1",",0","0",",0","6",",0","0",",0","6",",0","0",",0","7","","3","","1","","-5.6",",0,07,","25",",,0,07,","51",",,0,06,","19.1",",,0,06,","25.0",",0,01,","","","803.3","0","","","215.0",",0","","","","","","","","","","","","","","","38.7",",,,0","57.4",",X","51",",,,0","10.76",",0","17.28",",,,0","4.25",",,,0","10668",",X","","","","","","","","","360",",X","","","","","","","","","","","19.2",",X"
"USW00013958","1967-03","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","94.8","0","83.2",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","28",",0","5",",0","13","","2","","1","","0.0",",0,08,","0",",,0,31,+","0",",,0,31,+","8.9",",,0,24,","35.6",",0,28,","","","847.6","0","","","44.3",",0","","","","","","","","","","","","","","","27.8",",,,0","64.1",",X","0",",,,0","19.59",",0","26.34",",,,0","12.83",",,,0","14286",",X","","","","","","","","","315",",X","","","","","","","","","","","16.1",",X"
"USW00013958","1967-04","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","276.1","0","181.3",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","8","","","","6","","11.1",",0,14,","0",",,0,30,+","0",",,0,30,+","33.8",",,0,11,","32.2",",0,30,+","","","847.6","0","","","0.0",",0","","","","","","","","","","","","","","","112.9",",,,0","49.5",",X","0",",,,0","24.38",",0","29.70",",,,0","19.06",",,,0","11460",",X","","","","","","","","","360",",X","","","","","","","","","","","18.8",",X"
"USW00013958","1967-05","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","454.7","0","178.6",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","10","","4","","7","","11.1",",0,16,","0",",,0,31,+","0",",,0,31,+","37.8",",,0,20,","37.2",",0,11,+","","","849.0","0","","","1.4",",0","","","","","","","","","","","","","","","85.0",",,,0","57.7",",X","0",",,,0","24.05",",0","30.20",",,,0","17.90",",,,0","14730",",X","","","","","","","","","360",",X","","","","","","","","","","","11.6",",X"
"USW00013958","1967-06","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","765.3","0","310.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","25",",0","5","","","","","","18.3",",0,07,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,11,","37.8",",0,29,+","","","849.0","0","","","0.0",",0","","","","","","","","","","","","","","","0.0",",T,,0","79.8",",X","0",",,,0","28.69",",0","34.84",",,,0","22.53",",,,0","20208",",X","","","","","","","","","225","1,X","","","","","","","","","","","9.8","1,X"
"USW00013958","1967-07","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1113.2","0","347.9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","28",",0","1","","","","3","","17.8",",0,16,","0",",,0,31,+","0",",,0,31,+","23.9",",,0,02,","38.9",",0,31,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","29.2",",,,0","78.0",",X","0",",,,0","29.56",",0","36.06",",,,0","23.05",",,,0","20136",",X","","","","","","","","","315",",X","","","","","","","","","","","15.6",",X"
"USW00013958","1967-08","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1415.7","0","302.5",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","3","","","","6","","16.1",",0,13,","0",",,0,31,+","0",",,0,31,+","35.1",",,0,17,","38.3",",0,10,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","94.3",",,,0","75.1",",X","0",",,,0","28.09",",0","34.49",",,,0","21.69",",,,0","18510",",X","","","","","","","","","135",",X","","","","","","","","","","","19.2",",X"
"USW00013958","1967-09","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1588.4","0","172.7",",0","11",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","15","","","","5","","8.3",",0,29,","0",",,0,30,+","0",",,0,30,+","32.3",",,0,21,","33.3",",0,15,","","","4.2","0","","","4.2",",0","","","","","","","","","","","","","","","145.2",",,,0","58.6",",X","0",",,,0","23.95",",0","29.09",",,,0","18.81",",,,0","12972",",X","","","","","","","","","360",",X","","","","","","","","","","","13.0",",X"
"USW00013958","1967-10","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1659.4","0","71.0",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","14","","4","","4","","6.1",",0,31,","0",",,0,31,+","0",",,0,31,+","77.2",",,0,15,","30.6",",0,10,+","","","29.0","0","","","24.8",",0","","","","","","","","","","","","","","","115.7",",,,0","71.1",",X","0",",,,0","19.82",",0","26.33",",,,0","13.32",",,,0","15114",",X","","","","","","","","","315","1,X","","","","","","","","","","","21.0","1,X"
"USW00013958","1967-11","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1669.1","0","9.7",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","14","","3","","","","2.2",",0,04,","0",",,0,30,+","0",",,0,30,+","68.1",",,0,09,","30.0",",0,23,","","","139.9","0","","","110.9",",0","","","","","","","","","","","","","","","110.8",",,,0","45.0","1,X","0",",,,0","14.96",",0","20.80",",,,0","9.12",",,,0","8982",",X","","","","","","","","","315","1,X","","","","","","","","","","","14.3","1,X"
"USW00013958","1967-12","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1669.7","0","0.6",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","8",",0","0",",0","18","","6","","","","-2.2",",0,26,+","0",",,0,31,+","0",",,0,31,+","43.4",",,0,15,","25.6",",0,01,","","","409.4","0","","","269.5",",0","","","","","","","","","","","","","","","86.7",",,,0","42.5",",X","0",",,,0","9.66",",0","15.26",",,,0","4.05",",,,0","8088",",X","","","","","","","","","315",",X","","","","","","","","","","","14.8",",X"
"USW00013958","1968-01","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","3.4","0","3.4",",0","14",",0","8",",0","4",",0","0",",0","0",",0","0",",0","10",",0","2",",0","5",",0","0",",0","20","","3","","2","","-5.6",",0,07,","0",",,0,31,+","0",",,0,31,+","44.5",",,0,20,","23.3",",0,31,","","","712.1","0","","","302.7",",0","","","","","","","","","","","","","","","201.7",",,,0","30.6",",X","0",",,,0","8.68",",0","13.09",",,,0","4.27",",,,0","5952",",X","","","","","","","","","360","1,X","","","","","","","","","","","13.4","1,X"
"USW00013958","1968-02","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","3.4","0","0.0",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","3",",0","0",",0","12","","2","","1","","-3.9",",0,24,","0",",,0,29,+","0",",,0,29,+","9.9",",,0,17,","23.3",",0,27,+","","","999.0","0","","","286.9",",0","","","","","","","","","","","","","","","41.7",",,,0","55.1",",X","0",",,,0","8.44",",0","13.81",",,,0","3.07",",,,0","10644",",X","","","","","","","","","315","1,X","","","","","","","","","","","15.2","1,X"
"USW00013958","1968-03","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","21.4","0","18.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","15",",0","0",",0","14","","2","","3","","-2.8",",0,01,","0",",,0,31,+","0",",T,0,21,+","22.4",",,0,11,","27.8",",0,30,","","","1149.9","0","","","150.9",",0","","","","","","","","","","","","","","","53.3",",,,0","40.8",",X","0",",T,,0","14.05",",0","19.83",",,,0","8.26",",,,0","9096",",X","","","","","","","","","315",",X","","","","","","","","","","","14.3",",X"
"USW00013958","1968-04","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","94.1","0","72.7",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","20","","","","5","","5.0",",0,05,","0",",,0,30,+","0",",,0,30,+","19.3",",,0,12,","30.0",",0,27,","","","1171.6","0","","","21.7",",0","","","","","","","","","","","","","","","47.6",",,,0","45.1",",X","0",",,,0","20.03",",0","25.13",",,,0","14.93",",,,0","10542",",X","","","","","","","","","315",",X","","","","","","","","","","","13.4",",X"
"USW00013958","1968-05","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","252.4","0","158.3",",0","10",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","10","","1","","7","","11.1",",0,01,","0",",,0,31,+","0",",,0,31,+","49.8",",,0,17,","33.3",",0,25,","","","1172.1","0","","","0.5",",0","","","","","","","","","","","","","","","222.3",",,,0","55.0",",X","0",",,,0","23.42",",0","28.56",",,,0","18.28",",,,0","14070",",X","","","","","","","","","360",",X","","","","","","","","","","","15.6",",X"
"USW00013958","1968-06","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","493.5","0","241.1",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","12","","1","","6","","16.1",",0,27,","0",",,0,30,+","0",",,0,30,+","18.0",",,0,23,","35.6",",0,12,","","","1172.1","0","","","0.0",",0","","","","","","","","","","","","","","","78.8",",,,0","55.8",",X","0",",,,0","26.37",",0","31.15",",,,0","21.59",",,,0","14664",",X","","","","","","","","","315",",X","","","","","","","","","","","15.2",",X"
"USW00013958","1968-07","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","790.2","0","296.7",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","7","","","","5","","17.8",",0,06,","0",",,0,31,+","0",",,0,31,+","61.7",",,0,09,","35.6",",0,31,","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","79.0",",,,0","74.9",",X","0",",,,0","27.90",",0","33.23",",,,0","22.58",",,,0","19326",",X","","","","","","","","","360",",X","","","","","","","","","","","11.6",",X"
"USW00013958","1968-08","30.3208","-97.7604","204.2","AUSTIN CAMP MABRY, TX US","","","1118.6","0","328.4",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","7","","","","5","","18.3",",0,29,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,31,","36.7",",0,23,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","18.8",",,,0","75.9",",X","0",",,,0","28.93",",0","35.15",",,,0","22.70",",,,0","18678",",X","","","","","","","","","135","1,X","","","","","","","","","","","11.6","1,X"
