"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00243176","1956-12","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","","","","","3",",0","0",",0","0",",0","1","5,0","0","2,0","6","4,0","23","4,0","","","","","","","","","-32.8","4,0,08,+","25","5,,0,09,","0","2,T,0,22,+","0.5",",,0,05,","","","","","","","","","","","","","1.1",",,,0","0","2,T,,0","","","","","-10.71","4,,,0","",""
"USC00243176","1957-01","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","0.0","0","0.0","3,0","6",",0","0",",0","0",",0","24","1,0","","","17","2,0","29","2,0","24","1,0","0","1,0","0","1,0","","","-35.0","2,0,26,+","127","1,,0,31,+","","","2.0",",,0,12,","2.8","1,0,09,+","","","","","925.7","1,0","","","","","6.9",",,,0","","","-14.92","3,0","-8.24","1,,,0","-21.61","2,,,0","",""
"USC00243176","1957-02","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","0.0","0","0.0","2,0","4",",0","1",",0","0",",0","","","","","12","1,0","27","1,0","16","1,0","0","1,0","0","1,0","","","-29.4","1,0,03,+","","","","","5.3",",,0,07,","8.9","1,0,15,","","","","","756.0","1,0","","","","","7.1",",,,0","","","-10.38","2,0","-4.20","1,,,0","-16.56","1,,,0","",""
"USC00243176","1957-03","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","","","0","1,0","0",",0","28",",0","8",",0","0",",0","0",",0","","","-16.7",",0,07,","","","0","1,T,0,18,+","1.3",",,0,05,","17.8",",0,21,","","","","","581.5",",0","","","","","1.3",",,,0","0","1,T,,0","-0.42",",0","4.70",",,,0","-5.55",",,,0","",""
"USC00243176","1957-04","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","0.0","0","0.0",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","13",",0","1",",0","3",",0","0",",0","","","-12.2",",0,11,","0",",,0,30,+","0",",T,0,08,+","6.6",",,0,24,","26.1",",0,30,","","","","","384.0",",0","","","","","12.8",",,,0","0",",T,,0","5.53",",0","11.20",",,,0","-0.13",",,,0","",""
"USC00243176","1957-05","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","3.1","0","3.1",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","3.9",",0,26,+","0",",,0,31,+","0",",,0,31,+","16.8",",,0,21,","30.0",",0,31,+","214.7","4,,,0","","","125.3",",0","","","","","22.7",",,,0","0",",,,0","14.39",",0","21.27",",,,0","7.51",",,,0","7225","1,,,0"
"USC00243176","1957-06","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","31.7","0","28.6",",0","16","2,0","6","2,0","0","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","","","6.7",",0,15,","0",",,0,30,+","0",",,0,30,+","11.4","2,,0,15,","32.2",",0,06,","","","","","41.3",",0","","","","","61.9",",a,,0","0",",,,0","17.91",",0","24.02",",,,0","11.80",",,,0","4809",",,,0"
"USC00243176","1957-07","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","216.8","0","185.1",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","","","12.2",",0,18,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,20,","38.9",",0,11,","313.7",",,,0","0.0","0","0.0",",0","","","","","29.5",",,,0","0",",,,0","24.30",",0","31.92",",,,0","16.69",",,,0","6075",",,,0"
"USC00243176","1957-08","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","330.6","0","113.8",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","10",",0","","","6.7",",0,26,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,31,","37.2",",0,06,+","271.9",",,,0","19.3","0","19.3",",0","","","","","18.0",",,,0","0",",,,0","21.38",",0","28.72",",,,0","14.04",",,,0","7680",",,,0"
"USC00243176","1957-09","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","338.7","0","8.1",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","17",",0","1",",0","","","-1.7",",0,19,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,18,","32.2",",0,08,","141.8","2,,,0","130.8","0","111.5",",0","","","","","22.9",",,,0","0",",,,0","14.89",",0","21.46",",,,0","8.31",",,,0","5029",",,,0"
"USC00243176","1957-10","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","342.6","0","3.9",",0","5",",0","1",",0","0",",0","2",",0","0","1,0","0",",0","13",",0","2",",0","6",",0","0",",0","","","-7.8",",0,25,+","25",",,0,24,+","0","1,,0,31,+","4.3",",,0,23,","31.1",",0,02,","","","474.4","0","343.6",",0","","","","","9.1",",,,0","0","1,,,0","7.37",",0","12.94",",,,0","1.81",",,,0","",""
"USC00243176","1957-11","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","342.6","0","0.0",",0","5",",0","0",",0","0",",0","","","","","0",",0","28",",0","1",",0","0",",0","0",",0","","","-10.6",",0,21,","","","","","2.3",",,0,17,","13.9",",0,01,","","","967.6","0","493.2",",0","","","","","6.3",",,,0","","","1.89",",0","6.58",",,,0","-2.79",",,,0","",""
"USC00243176","1957-12","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","342.6","0","0.0","2,0","2",",0","0",",0","0",",0","0","4,0","0","2,0","2","1,0","26","1,0","3","1,0","0","1,0","0","1,0","","","-18.3","1,0,31,","0","4,T,0,27,","0","2,T,0,06,+","0.3",",,0,27,+","12.8","1,0,10,+","","","1497.1","0","529.5","1,0","","","","","0.6",",,,0","0","2,T,,0","0.00","2,0","5.59","1,,,0","-5.59","1,,,0","",""
"USC00243176","1958-01","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","0.0","0","0.0","2,0","2","2,0","0","2,0","0","2,0","","","1","2,0","0","2,0","29","2,0","7","2,0","0","2,0","0","2,0","","","-13.9","2,0,03,","","","25","2,,0,14,","2.3","2,,0,14,","11.1","2,0,12,+","","","2087.9","0","590.8","2,0","","","","","2.6","2,,,0","25","2,,,0","-2.04","2,0","3.72","2,,,0","-7.80","2,,,0","",""
"USC00243176","1958-02","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","","","0","5,0","9",",0","27",",0","19",",0","0",",0","0",",0","","","-32.8",",0,15,+","","","0","5,T,0,13,+","5.1",",,0,27,","12.8",",0,25,+","","","2850.2","0","762.3",",0","","","","","13.0",",,,0","0","5,T,,0","-8.89",",0","-3.11",",,,0","-14.68",",,,0","",""
"USC00243176","1958-03","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","0.0","0","0.0","2,0","5","2,0","0","2,0","0","2,0","","","0","4,0","0","2,0","22","2,0","11","2,0","0","2,0","0","2,0","","","-13.9","2,0,17,","","","0","4,T,0,22,+","0.8","2,,0,01,","17.2","2,0,31,","","","3424.1","0","573.9","2,0","","","","","2.6","2,,,0","0","4,T,,0","-1.46","2,0","2.43","2,,,0","-5.34","2,,,0","",""
"USC00243176","1958-04","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","1",",0","0",",0","","","-7.8",",0,28,","0",",,0,30,+","0",",,0,30,+","10.2",",,0,04,","22.8",",0,14,","","","3737.4","0","313.3",",0","","","","","28.2",",,,0","0",",,,0","7.89",",0","13.41",",,,0","2.37",",,,0","",""
"USC00243176","1958-05","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","29.7","0","29.7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","3",",0","","","1.7",",0,03,+","0",",,0,31,+","0",",,0,31,+","2.3",",,0,01,","33.9",",0,30,","263.3","2,,,0","3818.3","0","80.9",",0","","","","","2.6",",,,0","0",",,,0","16.68",",0","24.91",",,,0","8.45",",,,0","5272","2,,,0"
"USC00243176","1958-07","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","","","67.2",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","","","7.2",",0,06,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,15,","36.7",",0,23,","224.4",",,,0","21.7","0","21.7",",0","","","","","33.0",",,,0","0",",,,0","19.80",",0","26.39",",,,0","13.22",",,,0","4573",",,,0"
"USC00243176","1958-08","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","","","122.1","5,0","3",",0","1",",0","0",",0","0",",0","0",",0","0","5,0","0","5,0","0",",0","30",",0","17",",0","","","10.6","5,0,29,+","0",",,0,31,+","0",",,0,31,+","11.4",",,0,30,","39.4",",0,18,","298.1",",,,0","26.4","0","4.7",",0","","","","","14.4",",,,0","0",",,,0","23.11","5,0","31.29",",,,0","14.92","5,,,0","4994",",,,0"
"USC00243176","1958-09","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","","","29.5",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","4",",0","","","-1.1",",0,30,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,03,","35.0",",0,13,","200.1",",,,0","134.4","0","108.0",",0","","","","","9.0",",,,0","0",",,,0","15.72",",0","23.13",",,,0","8.30",",,,0","6706",",,,0"
"USC00243176","1958-10","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","","","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","9",",0","0",",0","","","-6.7",",0,26,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,20,+","27.8",",0,13,","","","421.4","0","287.0",",0","","","","","4.0",",,,0","0",",,,0","9.07",",0","16.79",",,,0","1.36",",,,0","",""
"USC00243176","1958-11","48.01205","-106.41174","631.2","FORT PECK POWER PLANT, MT US","","","0.0",",0","11",",0","6",",0","0",",0","13",",0","","","5",",0","26",",0","9",",0","0",",0","0",",0","","","-21.7",",0,27,","279",",,0,29,+","","","11.2",",,0,05,","18.3",",0,02,","","","1006.5","0","585.1",",0","","","","","35.5",",,,0","","","-1.17",",0","4.45",",,,0","-6.79",",,,0","",""
