"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000GBRA","2001-09","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","","","24.6",",U","0",",U","0",",U","0",",U","17",",U","0",",U","3.3",",U,26,","26.1",",U,05,","","","63.5",",U","17.04",",U","20.86",",,,U","13.21",",,,U"
"USR0000GBRA","2001-10","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","","","0.8",",U","0",",U","3",",U","0",",U","6",",U","0",",U","-3.3",",U,27,","22.2",",U,24,+","","","189.8",",U","12.24",",U","16.48",",,,U","8.00",",,,U"
"USR0000GBRA","2001-11","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","","","0.0",",U","0",",U","0",",U","0",",U","1",",U","0",",U","1.1",",U,21,","21.7",",U,07,","","","168.4",",U","12.72",",U","16.58",",,,U","8.85",",,,U"
"USR0000GBRA","2001-12","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","","","0.0",",U","0",",U","10",",U","2",",U","0",",U","0",",U","-10.0",",U,26,","20.6",",U,01,","","","365.2",",U","6.55",",U","10.27",",,,U","2.83",",,,U"
"USR0000GBRA","2002-01","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","0.0","U","0.0",",U","0",",U","15",",U","3",",U","0",",U","0",",U","-11.1",",U,01,","20.0",",U,29,","","","423.7",",U","4.67",",U","8.67",",,,U","0.66",",,,U"
"USR0000GBRA","2002-02","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","0.0","U","0.0","2,U","0","1,U","16","1,U","1","1,U","0","1,U","0","1,U","-13.3","1,U,27,","15.0","1,U,01,","","","373.8","1,U","3.74","2,U","8.63","1,,,U","-1.15","1,,,U"
"USR0000GBRA","2002-03","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","0.0","U","0.0",",U","0",",U","8",",U","1",",U","1",",U","0",",U","-12.2",",U,04,","21.7",",U,15,","","","307.2",",U","8.42",",U","12.91",",,,U","3.94",",,,U"
"USR0000GBRA","2002-04","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","21.5","U","21.5",",U","0",",U","1",",U","0",",U","9",",U","0",",U","0.0",",U,04,","27.8",",U,19,","","","140.6",",U","14.36",",U","18.43",",,,U","10.30",",,,U"
"USR0000GBRA","2002-05","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","37.1","U","15.6",",U","0",",U","0",",U","0",",U","13",",U","0",",U","1.7",",U,19,","26.7",",U,31,","","","96.9",",U","15.71",",U","20.14",",,,U","11.27",",,,U"
"USR0000GBRA","2002-06","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","96.2","U","59.1",",U","0",",U","0",",U","0",",U","28",",U","0",",U","12.2",",U,09,","28.3",",U,03,","","","5.9",",U","20.11",",U","24.00",",,,U","16.21",",,,U"
"USR0000GBRA","2002-07","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","227.2","U","131.0",",U","0",",U","0",",U","0",",U","29",",U","0",",U","14.4",",U,12,","29.4",",U,06,+","2.6","U","2.6",",U","22.48",",U","26.40",",,,U","18.55",",,,U"
"USR0000GBRA","2002-08","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","360.2","U","133.0",",U","0",",U","0",",U","0",",U","31",",U","0",",U","15.6",",U,31,+","30.6",",U,20,","2.6","U","0.0",",U","22.62",",U","26.95",",,,U","18.29",",,,U"
"USR0000GBRA","2002-09","34.8028","-83.71","999.7","BRASSTOWN NUMBER 1 GEORGIA, GA US","413.6","U","53.4",",U","0",",U","0",",U","0",",U","20",",U","0",",U","13.3",",U,25,","28.9",",U,09,","11.0","U","8.4",",U","19.83",",U","23.11",",,,U","16.56",",,,U"
