"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00063874","2006-09","31.84556","-86.61083","137.5","GREENVILLE MAC CRENSHAW MEMORIAL AIRPORT, AL US","1.4",",W","","","157.1",",W","11",",W","3",",W","1",",W","0",",W","0",",W","0",",W","30",",W","5",",W","15","","3","","5","","7.8",",W,30,","25.4",",,W,18,","33.9",",W,03,","","","2.2",",W","61.0",",,,W","23.50",",W","29.61",",,,W","17.38",",,,W","280",",W","290",",W","13.9",",W","17.4",",W"
"USW00063874","2006-10","31.84556","-86.61083","137.5","GREENVILLE MAC CRENSHAW MEMORIAL AIRPORT, AL US","1.8",",W","","","58.7",",W","9",",W","2",",W","2",",W","0",",W","0",",W","0",",W","26",",W","3",",W","19","","4","","2","","2.8",",W,24,","74.7",",,W,27,","32.8",",W,03,","","","64.7",",W","146.9",",,,W","18.14",",W","25.32",",,,W","10.96",",,,W","240",",W","250",",W","11.2",",W","17.0",",W"
"USW00063874","2006-11","31.84556","-86.61083","137.5","GREENVILLE MAC CRENSHAW MEMORIAL AIRPORT, AL US","2.4",",W","","","4.4",",W","10",",W","3",",W","2",",W","0",",W","2",",W","0",",W","13",",W","0",",W","13","","5","","1","","-0.5",",W,21,+","63.8",",,W,15,","26.1",",W,09,+","","","175.3",",W","111.3",",,,W","12.64",",W","19.64",",,,W","5.64",",,,W","320",",W","320",",W","10.7",",W","13.9",",W"
"USW00063874","2006-12","31.84556","-86.61083","137.5","GREENVILLE MAC CRENSHAW MEMORIAL AIRPORT, AL US","2.2",",W","","","0.0",",W","13",",W","5",",W","0",",W","0",",W","9",",W","0",",W","11",",W","0",",W","15","","4","","1","","-6.6",",W,08,","23.4",",,W,31,","25.6",",W,18,","","","223.0",",W","79.6",",,,W","11.14",",W","17.88",",,,W","4.40",",,,W","330",",W","210",",W","11.6",",W","15.7",",W"
"USW00063874","2007-01","31.84556","-86.61083","137.5","GREENVILLE MAC CRENSHAW MEMORIAL AIRPORT, AL US","2.3",",W","0.5","W","0.5",",W","17",",W","7",",W","1",",W","0",",W","9",",W","0",",W","7",",W","0",",W","15","","3","","1","","-6.6",",W,29,","40.9",",,W,05,","25.0",",W,14,","","","279.9",",W","115.2",",,,W","9.32",",W","14.98",",,,W","3.66",",,,W","280",",W","250",",W","10.3",",W","13.4",",W"
"USW00063874","2007-02","31.84556","-86.61083","137.5","GREENVILLE MAC CRENSHAW MEMORIAL AIRPORT, AL US","2.6",",W","0.5","W","0.0",",W","7",",W","4",",W","1",",W","0",",W","13",",W","0",",W","10",",W","0",",W","10","","2","","1","","-6.6",",W,17,","28.4",",,W,13,","26.1",",W,28,","","","257.3",",W","63.3",",,,W","9.14",",W","15.96",",,,W","2.33",",,,W","300",",W","300",",W","11.2",",W","16.5",",W"
"USW00063874","2007-03","31.84556","-86.61083","137.5","GREENVILLE MAC CRENSHAW MEMORIAL AIRPORT, AL US","1.9",",W","25.6","W","25.1",",W","3",",W","2",",W","1",",W","0",",W","1",",W","0",",W","25",",W","0",",W","12","","3","","1","","0.0",",W,05,","63.2",",,W,01,","30.6",",W,29,+","","","86.0",",W","69.1",",,,W","16.37",",W","24.07",",,,W","8.66",",,,W","290",",W","300",",W","10.7",",W","14.8",",W"
"USW00063874","2007-04","31.84556","-86.61083","137.5","GREENVILLE MAC CRENSHAW MEMORIAL AIRPORT, AL US","2.3",",W","54.7","W","29.1",",W","8",",W","4",",W","1",",W","0",",W","0",",W","0",",W","23",",W","0",",W","8","","","","4","","1.1",",W,08,","72.6",",,W,14,","30.6",",W,30,","","","80.7",",W","106.9",",,,W","16.62",",W","23.33",",,,W","9.90",",,,W","280",",W","280",",W","13.4",",W","17.4",",W"
"USW00063874","2007-05","31.84556","-86.61083","137.5","GREENVILLE MAC CRENSHAW MEMORIAL AIRPORT, AL US","2.3",",W","176.8","W","122.1",",W","4",",W","1",",W","0",",W","0",",W","0",",W","0",",W","31",",W","6",",W","16","","2","","3","","7.8",",W,08,","9.1",",,W,12,","33.9",",W,11,","","","0.3",",W","13.7",",,,W","22.26",",W","30.02",",,,W","14.51",",,,W","90",",W","100",",W","10.3",",W","13.0",",W"
"USW00063874","2007-06","31.84556","-86.61083","137.5","GREENVILLE MAC CRENSHAW MEMORIAL AIRPORT, AL US","2.0",",W","422.1","W","245.3",",W","10",",W","5",",W","2",",W","0",",W","0",",W","0",",W","30",",W","22",",W","24","","2","","13","","16.7",",W,22,+","45.2",",,W,28,","37.2",",W,11,","","","0.0",",W","142.4",",,,W","26.51",",W","33.37",",,,W","19.65",",,,W","270",",W","270",",W","12.5",",W","17.4",",W"
