"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024157","1889-08","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","","","46.4",",0","2",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","2",",0","","","","","","","5.0",",0,25,","","","","","4.1",",,0,27,","32.2",",0,11,+","","","","","25.0",",0","","","","","5.6",",,,0","","","","","19.02",",0","27.19",",,,0","10.86",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1889-09","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","","","1.4","1,0","4",",0","1",",0","0",",0","","","","","0","1,0","4","1,0","0",",0","17",",0","0",",0","","","","","","","-3.3","1,0,14,","","","","","6.6",",,0,29,","30.0",",0,27,+","","","","","138.5",",0","","","","","9.5",",,,0","","","","","13.72","1,0","22.06",",,,0","5.39","1,,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1889-10","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","","","2.2","2,0","14",",0","7",",0","0",",0","","","","","0","1,0","1","1,0","0","1,0","6","1,0","0","1,0","","","","","","","-0.6","1,0,31,","","","","","11.7",",,0,08,","30.0","1,0,07,","","","","","205.3","1,0","","","","","51.0",",,,0","","","","","11.32","2,0","16.94","1,,,0","5.69","1,,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1889-11","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","","","0.0",",0","11",",0","1",",0","0",",0","","","","","0",",0","22",",0","0",",0","0",",0","0",",0","","","","","","","-5.6",",0,11,","","","","","3.8",",,0,25,","11.7",",0,07,+","","","","","454.8",",0","","","","","10.7",",,,0","","","","","3.17",",0","7.62",",,,0","-1.28",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1889-12","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","","","0.0",",0","19",",0","12",",0","0",",0","","","","","1",",0","28",",0","12",",0","0",",0","0",",0","","","","","","","-23.3",",0,29,","","","","","19.8",",,0,27,","5.6",",0,09,+","","","","","634.2",",0","","","","","102.5",",,,0","","","","","-2.12",",0","0.94",",,,0","-5.19",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1890-01","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","0.0","0","0.0","2,0","26",",0","8",",0","0",",0","","","","","5","1,0","28","1,0","22","1,0","0","1,0","0","1,0","","","","","","","-30.6","1,0,05,","","","","","18.8",",,0,29,","7.8","1,0,29,","","","","","751.9","1,0","","","","","81.6",",,,0","","","","","-7.74","2,0","-4.09","1,,,0","-11.39","1,,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1890-02","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","0.0","0","0.0","1,0","13",",0","9",",0","0",",0","","","","","3","1,0","26","1,0","13",",0","0",",0","0",",0","","","","","","","-26.7","1,0,27,","","","","","15.7",",,0,01,","11.1",",0,03,","","","","","591.7",",0","","","","","80.0",",,,0","","","","","-3.84","1,0","0.65",",,,0","-8.33","1,,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1890-03","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","0.0","0","0.0",",0","12",",0","9",",0","0",",0","","","","","0",",0","19",",0","1",",0","0",",0","0",",0","","","","","","","-11.1",",0,01,","","","","","10.4",",,0,30,","13.9",",0,14,","","","","","471.0",",0","","","","","59.5",",,,0","","","","","3.14",",0","7.36",",,,0","-1.08",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1890-04","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","3.9","0","3.9",",0","4",",0","2",",0","0",",0","","","","","0",",0","9",",0","0",",0","6",",0","0",",0","","","","","","","-5.6",",0,14,+","","","","","6.1",",,0,06,","30.0",",0,29,","","","","","275.0",",0","","","","","9.7",",,,0","","","","","9.30",",0","16.30",",,,0","2.29",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1890-05","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","7.8","0","3.9","2,0","9",",0","3",",0","0",",0","","","","","0","1,0","0","1,0","0","1,0","14","1,0","0","1,0","","","","","","","3.3","1,0,30,","","","","","22.1",",,0,09,","31.1","1,0,07,","","","","","108.0","1,0","","","","","40.3",",,,0","","","","","14.65","2,0","21.69","1,,,0","7.61","1,,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1890-06","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","24.4","0","16.6",",0","13",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","18",",0","3",",0","","","","","","","5.0",",0,15,","","","","","17.3",",,0,17,","33.9",",0,30,","","","","","91.4",",0","","","","","50.4",",,,0","","","","","15.84",",0","21.91",",,,0","9.77",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1890-07","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","99.7","0","75.3",",0","5",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","28",",0","7",",0","","","","","","","7.2",",0,07,","","","","","5.6",",,0,09,","38.9",",0,24,","","","18.3","0","18.3",",0","","","","","9.7",",,,0","","","","","20.17",",0","27.97",",,,0","12.37",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1890-08","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","169.9","0","70.2",",0","3",",0","1",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","4",",0","","","","","","","8.9",",0,17,","","","","","7.9",",,0,31,","33.9",",0,14,","","","26.0","0","7.7",",0","","","","","9.7",",,,0","","","","","20.35",",0","28.41",",,,0","12.29",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1890-09","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","176.0","0","6.1","1,0","5",",0","3",",0","0",",0","","","","","0","1,0","0","1,0","0",",0","23",",0","0",",0","","","","","","","0.6","1,0,12,","","","","","12.7",",,0,02,","30.6",",0,25,+","","","114.2","0","88.2",",0","","","","","22.4",",,,0","","","","","15.41","1,0","23.96",",,,0","6.87","1,,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1890-10","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","176.0","0","0.0","1,0","11",",0","4",",0","0",",0","","","","","0",",0","7",",0","0","1,0","0","1,0","0","1,0","","","","","","","-1.7",",0,11,+","","","","","9.7",",,0,02,","18.3","1,0,26,","","","404.1","0","289.9","1,0","","","","","26.0",",,,0","","","","","8.77","1,0","13.93","1,,,0","3.60",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1890-11","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","176.0","0","0.0",",0","3",",0","0",",0","0",",0","","","","","0",",0","24",",0","0",",0","0",",0","0",",0","","","","","","","-5.0",",0,15,","","","","","0.5",",,0,24,+","15.6",",0,02,","","","848.1","0","444.0",",0","","","","","1.5",",,,0","","","","","3.53",",0","8.53",",,,0","-1.46",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1890-12","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","176.0","0","0.0",",0","13",",0","4",",0","0",",0","","","","","0",",0","17",",0","0",",0","0",",0","0",",0","","","","","","","-3.9",",0,29,","","","","","8.6",",,0,21,","12.2",",0,16,","","","1309.6","0","461.5",",0","","","","","31.4",",,,0","","","","","3.45",",0","7.14",",,,0","-0.25",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1891-01","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","0.0","0","0.0","3,0","12",",0","4",",0","0",",0","","","","","0","2,0","22","2,0","5","1,0","0","1,0","0","1,0","","","","","","","-8.9","2,0,13,","","","","","6.4",",,0,02,","10.0","1,0,19,","","","1783.2","0","473.6","1,0","","","","","26.6",",,,0","","","","","1.52","3,0","4.37","1,,,0","-1.32","2,,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1891-02","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","0.0","0","0.0","1,0","17",",0","7",",0","0",",0","","","","","0",",0","28",",0","11","1,0","0","1,0","0","1,0","","","","","","","-17.2",",0,27,","","","","","13.7",",,0,13,","3.3","1,0,21,+","","","2372.2","0","589.0","1,0","","","","","60.8",",,,0","","","","","-3.62","1,0","0.70","1,,,0","-7.95",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1891-03","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","0.0","0","0.0",",0","13",",0","2",",0","0",",0","","","","","4",",0","21",",0","7",",0","0",",0","0",",0","","","","","","","-23.3",",0,03,","","","","","11.9",",,0,27,","13.3",",0,18,","","","2916.9","0","544.7",",0","","","","","26.3",",,,0","","","","","0.76",",0","6.16",",,,0","-4.64",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1891-04","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","0.0","0","0.0",",0","6",",0","3",",0","0",",0","","","","","0",",0","3",",0","0",",0","5",",0","0",",0","","","","","","","-2.8",",0,01,","","","","","7.6",",,0,23,","24.4",",0,18,","","","3166.9","0","250.0",",0","","","","","20.6",",,,0","","","","","10.00",",0","16.39",",,,0","3.61",",,,0","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024157","1891-05","47.6216","-117.528","717.2","SPOKANE INTERNATIONAL AIRPORT, WA US","","","16.3","0","16.3","3,0","7",",0","2",",0","0",",0","","","","","0","1,0","1","1,0","0","2,0","18","2,0","0","2,0","","","","","","","0.0","1,0,09,","","","","","5.3",",,0,08,","31.1","2,0,26,+","","","3253.6","0","86.7","2,0","","","","","15.3",",,,0","","","","","15.60","3,0","22.86","2,,,0","8.33","1,,,0","","","","","","","","","","","","","","","","","","","","","","","",""
