"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00042559","1948-07","36.71667","-119.11667","609.9","DUNLAP SHINGLE MILL, CA US","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","40.0",",0,16,","0.0",",,,0","0",",,,0","34.71",",,,0"
"USC00042559","1948-08","36.71667","-119.11667","609.9","DUNLAP SHINGLE MILL, CA US","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","25","1,0","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","39.4","1,0,31,","0.0",",,,0","0",",,,0","34.24","1,,,0"
"USC00042559","1948-09","36.71667","-119.11667","609.9","DUNLAP SHINGLE MILL, CA US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","","","0.0",",,,0","0",",,,0","",""
"USC00042559","1949-03","36.71667","-119.11667","609.9","DUNLAP SHINGLE MILL, CA US","8","5,0","6","5,0","1","5,0","","","","","","","","","","","","","","","25.4","5,,0,10,","","","74.2","5,,,0","","","",""
"USC00042559","1949-04","36.71667","-119.11667","609.9","DUNLAP SHINGLE MILL, CA US","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","0.0",",,0,30,+","","","0.0",",,,0","","","",""
