"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BLM00085345","1991-10","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","","","","","0","3,S","25","3,S","18","3,S","","","44.8","3,S,14,","","","","","34.35","3,,,S","",""
"BLM00085345","1992-05","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","","","","","0","2,S","21","2,S","2","2,S","","","33.2","2,S,11,","","","","","24.39","2,,,S","",""
"BLM00085345","1992-09","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","","","","","0","3,S","24","3,S","8","3,S","","","39.6","3,S,21,","","","","","29.07","3,,,S","",""
"BLM00085345","1992-10","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","","","","","0","3,S","28","3,S","15","3,S","","","45.0","3,S,15,","","","","","33.41","3,,,S","",""
"BLM00085345","1992-11","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","","","","","0","5,S","25","5,S","15","5,S","","","40.0","5,S,10,","","","","","33.14","5,,,S","",""
"BLM00085345","1992-12","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","5,S","0","5,S","0","5,S","26","5,S","21","5,S","10.0","5,S,15,","39.0","5,S,23,","","","27.66","0,S","34.83","5,,,S","20.49","5,,,S"
"BLM00085345","1993-03","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","","","","","0","2,S","29","2,S","19","2,S","","","41.7","2,S,14,","","","","","34.46","2,,,S","",""
"BLM00085345","1993-04","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","5,S","0","5,S","0","5,S","23","5,S","11","5,S","9.8","5,S,10,","39.0","5,S,03,","","","23.91","9,S","30.33","5,,,S","17.49","5,,,S"
"BLM00085345","1993-07","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","","","","","0","2,S","19","2,S","6","2,S","","","36.0","2,S,20,","","","","","24.04","2,,,S","",""
"BLM00085345","1994-02","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","5,S","0","5,S","0","5,S","22","5,S","7","5,S","14.5","5,S,06,+","37.4","5,S,03,","","","24.79","9,S","30.13","5,,,S","19.44","5,,,S"
"BLM00085345","1994-03","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","167.5","5,S","0","2,S","0","2,S","0","3,S","28","3,S","17","3,S","13.5","2,S,30,","36.6","3,S,13,","0.0","3,S","24.48","5,S","32.00","3,,,S","16.97","2,,,S"
"BLM00085345","1994-05","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","132.1","3,S","0","2,S","0","2,S","0","1,S","24","1,S","14","1,S","8.2","2,S,14,","37.0","1,S,05,","8.9","1,S","22.40","3,S","29.57","1,,,S","15.22","2,,,S"
"BLM00085345","1994-07","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","","","","","0","3,S","21","3,S","7","3,S","","","39.8","3,S,21,","","","","","26.58","3,,,S","",""
"BLM00085345","1994-10","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","5,S","0","5,S","","","","","","","12.4","5,S,31,","","","","","","","","","19.05","5,,,S"
"BLM00085345","1994-11","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","2,S","0","2,S","0","4,S","26","4,S","17","4,S","14.3","2,S,02,","40.4","4,S,14,","","","26.40","6,S","33.80","4,,,S","19.00","2,,,S"
"BLM00085345","1995-01","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","4,S","0","4,S","0","4,S","27","4,S","20","4,S","15.0","4,S,12,","42.0","4,S,23,+","","","27.90","8,S","35.26","4,,,S","20.55","4,,,S"
"BLM00085345","1995-02","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","5,S","0","5,S","","","","","","","14.0","5,S,19,","","","","","","","","","18.82","5,,,S"
"BLM00085345","1995-03","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","210.8","5,S","0","4,S","0","4,S","0","1,S","30","1,S","20","1,S","14.1","4,S,09,","39.7","1,S,07,","0.0","1,S","26.21","5,S","32.54","1,,,S","19.88","4,,,S"
"BLM00085345","1995-04","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","4,S","0","4,S","0","3,S","25","3,S","12","3,S","5.2","4,S,12,","37.8","3,S,30,","","","22.89","6,S","31.09","3,,,S","14.69","4,,,S"
"BLM00085345","1995-05","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","5,S","0","5,S","0","5,S","24","5,S","1","5,S","2.4","5,S,08,","33.5","5,S,01,","","","19.86","8,S","26.53","5,,,S","13.20","5,,,S"
"BLM00085345","1995-06","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","4,S","1","4,S","0","5,S","19","5,S","5","5,S","-2.0","4,S,19,","34.8","5,S,06,","","","18.64","6,S","26.58","5,,,S","10.71","4,,,S"
"BLM00085345","1995-07","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","","","","","0","3,S","20","3,S","7","3,S","","","36.4","3,S,27,+","","","","","26.53","3,,,S","",""
"BLM00085345","1995-08","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","","","","","0","5,S","18","5,S","10","5,S","","","39.7","5,S,31,","","","","","27.72","5,,,S","",""
"BLM00085345","1995-11","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","5,S","0","5,S","0","3,S","27","3,S","20","3,S","14.1","5,S,01,","45.0","3,S,06,","","","28.56","8,S","36.63","3,,,S","20.49","5,,,S"
"BLM00085345","1995-12","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","5,S","0","5,S","0","5,S","26","5,S","24","5,S","15.0","5,S,14,","41.2","5,S,18,","","","27.69","8,S","36.17","5,,,S","19.21","5,,,S"
"BLM00085345","1996-05","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","3,S","0","3,S","","","","","","","8.4","3,S,27,","","","","","","","","","15.57","3,,,S"
"BLM00085345","1996-06","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","5,S","1","5,S","","","","","","","-2.0","5,S,21,","","","","","","","","","8.08","5,,,S"
"BLM00085345","1997-02","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","4,S","0","4,S","","","","","","","12.0","4,S,20,","","","","","","","","","18.44","4,,,S"
"BLM00085345","1997-05","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","2,S","0","2,S","","","","","","","2.0","2,S,25,","","","","","","","","","12.49","2,,,S"
"BLM00085345","1997-07","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","4,S","0","4,S","","","","","","","4.0","4,S,02,","","","","","","","","","12.03","4,,,S"
"BLM00085345","1999-05","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","","","","","0","3,S","19","3,S","1","3,S","","","32.3","3,S,04,","","","","","23.53","3,,,S","",""
"BLM00085345","1999-06","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","23.7","5,S","0","2,S","0","2,S","0","3,S","18","3,S","0","3,S","2.8","2,S,11,","30.2","3,S,27,","37.6","3,S","17.68","5,S","23.62","3,,,S","11.75","2,,,S"
"BLM00085345","1999-07","-21.255","-63.406","398.1","TCNL RAFAEL PABON, BL","","","0","1,S","3","1,S","0","5,S","13","5,S","1","5,S","-1.0","1,S,06,","32.7","5,S,26,","","","15.25","6,S","22.10","5,,,S","8.39","1,,,S"
