"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00116701","1940-01","40.7039","-89.5664","140.2","PEORIA, IL US","","","11",",6","2",",6","0",",6","31",",6","1",",6","","","","","","","","","","","","","","","","","152",",,6,07,","61",",,6,07,","10.2",",,6,14,","","","","","21.9",",,,6","110",",,,6","","","","","",""
"USC00116701","1940-02","40.7039","-89.5664","140.2","PEORIA, IL US","","","8",",6","4",",6","0",",6","9",",6","3",",6","","","","","","","","","","","","","","","","","51",",,6,28,+","64",",,6,28,","6.1",",,6,24,","","","","","21.8",",,,6","209",",,,6","","","","","",""
"USC00116701","1940-03","40.7039","-89.5664","140.2","PEORIA, IL US","","","13",",6","6",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","","","36",",,6,10,","23.9",",,6,02,","","","","","53.5",",,,6","59",",,,6","","","","","",""
"USC00116701","1940-04","40.7039","-89.5664","140.2","PEORIA, IL US","","","16",",6","9",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",T,6,13,+","20.8",",,6,30,","","","","","86.7",",,,6","0",",T,,6","","","","","",""
"USC00116701","1940-05","40.7039","-89.5664","140.2","PEORIA, IL US","","","16",",6","12",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","","","0",",T,6,02,+","21.6",",,6,01,","","","","","101.4",",,,6","0",",T,,6","","","","","",""
"USC00116701","1940-06","40.7039","-89.5664","140.2","PEORIA, IL US","","","6",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","74.7",",,6,12,","","","","","83.3",",,,6","","","","","","","",""
"USC00116701","1940-07","40.7039","-89.5664","140.2","PEORIA, IL US","","","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","4.1",",,6,27,","","","","","11.9",",,,6","","","","","","","",""
"USC00116701","1940-08","40.7039","-89.5664","140.2","PEORIA, IL US","","","14",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","37.6",",,6,18,","","","","","84.7",",,,6","","","","","","","",""
"USC00116701","1940-09","40.7039","-89.5664","140.2","PEORIA, IL US","","","5",",6","1",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","25.7",",,6,09,","","","","","29.6",",,,6","","","","","","","",""
"USC00116701","1940-10","40.7039","-89.5664","140.2","PEORIA, IL US","","","7",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","37.8",",,6,07,","","","","","77.8",",,,6","","","","","","","",""
