"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00362565","1939-11","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","3",",6","3",",6","0",",6","","","17.5",",,6,06,","30.5",",,,6"
"USC00362565","1939-12","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","7",",6","6",",6","0",",6","","","21.6",",,6,21,","53.6",",,,6"
"USC00362565","1940-01","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","4","1,6","3","1,6","1","1,6","","","55.9","1,,6,15,","65.9","1,,,6"
"USC00362565","1940-02","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","5",",6","5",",6","0",",6","","","24.1",",,6,20,","64.5",",,,6"
"USC00362565","1940-03","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","4",",6","4",",6","3",",6","","","58.4",",,6,31,","168.4",",,,6"
"USC00362565","1940-04","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","8",",6","8",",6","3",",6","","","55.9",",,6,20,","190.5",",,,6"
"USC00362565","1940-05","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","8",",6","8",",6","0",",6","","","23.6",",,6,17,","80.9",",,,6"
"USC00362565","1940-06","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","5",",6","5",",6","0",",6","","","23.6",",,6,02,","74.2",",,,6"
"USC00362565","1940-07","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","5",",6","5",",6","1",",6","","","30.5",",,6,28,","96.0",",,,6"
"USC00362565","1940-08","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","9",",6","8",",6","0",",6","","","16.3",",,6,27,","79.7",",,,6"
"USC00362565","1940-09","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","7","1,6","7","1,6","1","1,6","","","48.3","1,,6,01,","129.5","1,,,6"
"USC00362565","1940-10","40.4","-76.85","131.1","ELLENDALE FORGE, PA US","4",",6","4",",6","0",",6","","","21.3",",,6,30,","39.3",",,,6"
