"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003032","1999-07","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","5.0",",W","","","285.6",",W","4",",W","2",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","26",",W","","","","","19.4",",W,23,+","","","","","7.6",",,W,30,","38.3",",W,30,","0.0","W","0.0",",W","12.7",",,,W","","","27.55",",W","33.83",",,,W","21.26",",,,W","","","130",",W","220",",W","13.9",",W","17.4",",W"
"USW00003032","1999-08","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","3.9","2,W","","","328.9",",W","1",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","29",",W","","","","","19.4",",W,26,","","","","","0.5",",,W,24,","38.9",",W,21,+","0.0","W","0.0",",W","0.5",",,,W","","","28.94",",W","36.08",",,,W","21.81",",,,W","","","90","2,W","80",",W","13.4","2,W","17.4",",W"
"USW00003032","1999-09","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","4.4",",W","","","208.1","1,W","0",",W","0",",W","0",",W","","","","","0","1,W","0","1,W","0","1,W","29","1,W","21","1,W","","","","","11.1","1,W,30,","","","","","0.0",",,W,30,+","36.7","1,W,25,","0.8","W","0.8","1,W","0.0",",,,W","","","25.48","1,W","32.29","1,,,W","18.68","1,,,W","","","10",",W","10",",W","14.3",",W","18.3",",W"
"USW00003032","1999-10","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","3.4","3,W","","","86.4",",W","2",",W","2",",W","0",",W","","","","","0",",W","0",",W","0",",W","28",",W","5",",W","","","","","3.3",",W,19,","","","","","9.1",",,W,16,","33.9",",W,03,","33.1","W","32.3",",W","11.6",",,,W","","","20.08",",W","27.66",",,,W","12.50",",,,W","","","330","2,W","340",",W","12.5","2,W","14.3",",W"
"USW00003032","1999-11","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","","","","","4.2",",W","0",",W","0",",W","0",",W","","","","","0",",W","2",",W","0",",W","24",",W","0",",W","","","","","-1.7",",W,25,","","","","","0.0",",,W,30,+","28.9",",W,01,","113.2","W","80.1",",W","0.0",",,,W","","","15.80",",W","23.53",",,,W","8.08",",,,W","","","","","250",",W","","","11.6",",W"
"USW00003032","1999-12","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","3.9",",W","","","0.0","1,W","3",",W","0",",W","0",",W","","","","","0",",W","8",",W","0","1,W","8","1,W","0","1,W","","","","","-2.8",",W,16,+","","","","","1.8",",,W,25,","26.7","1,W,03,","363.4","W","250.2","1,W","2.6",",,,W","","","9.90","1,W","16.86","1,,,W","2.94",",,,W","","","340",",W","330",",W","14.8",",W","17.9",",W"
"USW00003032","2000-01","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","3.9",",W","2.2","W","2.2",",W","3",",W","1",",W","0",",W","","","","","0",",W","8",",W","0",",W","12",",W","0",",W","","","","","-5.0",",W,29,+","","","","","2.8",",,W,07,","30.6",",W,19,","575.2","W","211.8",",W","3.4",",,,W","","","11.57",",W","19.58",",,,W","3.56",",,,W","","","250",",W","250",",W","13.0",",W","15.6",",W"
"USW00003032","2000-02","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","4.1",",W","12.5","W","10.3",",W","2",",W","2",",W","0",",W","","","","","0",",W","2",",W","0",",W","21",",W","0",",W","","","","","-0.6",",W,06,","","","","","11.4",",,W,02,","30.6",",W,10,","680.7","W","105.5",",W","13.9",",,,W","","","15.05",",W","22.74",",,,W","7.36",",,,W","","","330",",W","330",",W","13.9",",W","17.0",",W"
"USW00003032","2000-03","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","","","64.8","W","52.3",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","27",",W","2",",W","","","","","1.1",",W,17,","","","","","0.0",",,W,31,+","33.9",",W,28,+","735.7","W","55.0",",W","0.0",",,,W","","","18.25",",W","26.08",",,,W","10.41",",,,W","","","140","3,W","130",",W","18.3","3,W","24.1",",W"
"USW00003032","2000-04","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","4.9","3,W","188.5","W","123.7",",W","2",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","26",",W","11",",W","","","","","1.7",",W,04,","","","","","1.8",",,W,11,","38.9",",W,19,","762.4","W","26.7",",W","2.6",",,,W","","","21.57",",W","29.71",",,,W","13.42",",,,W","","","130","2,W","270",",W","14.8","2,W","17.9",",W"
"USW00003032","2000-05","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","5.1","3,W","468.9","W","280.4",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","25",",W","","","","","13.3",",W,02,","","","","","0.0",",,W,31,+","43.9",",W,24,","762.4","W","0.0",",W","0.0",",,,W","","","27.38",",W","34.91",",,,W","19.85",",,,W","","","150",",W","20",",W","15.6",",W","20.6",",W"
"USW00003032","2000-06","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","3.1",",W","704.0","W","235.1","1,W","10",",W","4",",W","1",",W","","","","","0","1,W","0","1,W","0","1,W","29","1,W","15","1,W","","","","","16.7","1,W,07,","","","","","26.4",",,W,18,","36.1","1,W,30,+","762.4","W","0.0","1,W","53.9",",,,W","","","26.44","1,W","31.90","1,,,W","20.98","1,,,W","","","360",",W","360",",W","13.4",",W","16.5",",W"
"USW00003032","2000-07","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","4.0","3,W","1057.9","W","353.9",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","30",",W","","","","","20.6",",W,31,+","","","","","0.0",",,W,31,+","40.6",",W,16,","0.0","W","0.0",",W","0.0",",,,W","","","29.75",",W","36.67",",,,W","22.83",",,,W","","","310","1,W","310",",W","16.1","1,W","21.0",",W"
"USW00003032","2000-08","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","4.8",",W","1382.5","W","324.6",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","31",",W","","","","","20.0",",W,20,+","","","","","0.0",",,W,31,+","37.8",",W,13,+","0.0","W","0.0",",W","0.0",",,,W","","","28.80",",W","35.48",",,,W","22.13",",,,W","","","120",",W","120",",W","13.4",",W","16.1",",W"
"USW00003032","2000-09","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","3.8","1,W","1591.1","W","208.6","4,W","0","1,W","0","1,W","0","1,W","","","","","0","4,W","0","4,W","0","4,W","26","4,W","20","4,W","","","","","9.4","4,W,26,","","","","","0.0","1,,W,30,+","41.7","4,W,06,","2.2","W","2.2","4,W","0.0","1,,,W","","","26.27","4,W","33.99","4,,,W","18.55","4,,,W","","","90","1,W","90","1,W","16.1","1,W","20.1","1,W"
"USW00003032","2000-10","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","4.0",",W","1663.4","W","72.3","4,W","16",",W","8",",W","1",",W","","","","","0","1,W","0","1,W","0","4,W","22","4,W","6","4,W","","","","","2.8","1,W,10,+","","","","","40.4",",,W,08,","37.8","4,W,15,","52.0","W","49.8","4,W","118.0",",,,W","","","19.35","4,W","24.31","4,,,W","14.39","1,,,W","","","240",",W","200",",W","13.0",",W","16.5",",W"
"USW00003032","2000-11","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","3.4",",W","1664.2","W","0.8",",W","7",",W","5",",W","0",",W","","","","","0",",W","1",",W","0",",W","3",",W","0",",W","","","","","0.0",",W,20,","","","","","21.3",",,W,03,","23.9",",W,28,+","277.7","W","225.7",",W","49.5",",,,W","","","10.84",",W","16.06",",,,W","5.62",",,,W","","","340",",W","360",",W","13.4",",W","17.9",",W"
"USW00003032","2000-12","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","3.7",",W","1664.2","W","0.0",",W","5",",W","1",",W","0",",W","","","","","0",",W","13",",W","0",",W","3",",W","0",",W","","","","","-4.4",",W,13,","","","","","4.1",",,W,03,","23.9",",W,11,","628.6","W","350.9",",W","6.2",",,,W","","","7.01",",W","13.17",",,,W","0.86",",,,W","","","340",",W","340",",W","15.6",",W","21.0",",W"
"USW00003032","2001-01","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","4.3",",W","0.0","W","0.0",",W","8",",W","2",",W","0",",W","","","","","0",",W","4",",W","0",",W","1",",W","0",",W","","","","","-2.2",",W,20,","","","","","6.6",",,W,10,","22.2",",W,06,","932.8","W","304.2",",W","13.3",",,,W","","","8.52",",W","13.90",",,,W","3.14",",,,W","","","260",",W","260",",W","15.6",",W","18.3",",W"
"USW00003032","2001-02","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","3.6",",W","1.7","W","1.7",",W","5",",W","1",",W","0",",W","","","","","0",",W","5",",W","0",",W","8",",W","0",",W","","","","","-1.7",",W,10,","","","","","2.8",",,W,23,","26.7",",W,27,","1124.4","W","191.6",",W","6.4",",,,W","","","11.55",",W","17.74",",,,W","5.36",",,,W","","","280",",W","20",",W","13.9",",W","17.4",",W"
"USW00003032","2001-03","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","4.1",",W","4.8","W","3.1",",W","6",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","18",",W","0",",W","","","","","2.2",",W,16,","","","","","3.8",",,W,18,","30.6",",W,22,","1266.0","W","141.6",",W","7.5",",,,W","","","13.86",",W","20.38",",,,W","7.35",",,,W","","","260",",W","280",",W","13.4",",W","17.9",",W"
"USW00003032","2001-04","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","4.8",",W","103.3","W","98.5",",W","5",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","29",",W","1",",W","","","","","8.9",",W,19,+","","","","","1.5",",,W,13,","34.4",",W,15,","1273.2","W","7.2",",W","3.8",",,,W","","","21.38",",W","27.77",",,,W","14.99",",,,W","","","20",",W","20",",W","13.9",",W","17.0",",W"
"USW00003032","2001-05","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","4.7",",W","294.4","W","191.1","4,W","4","1,W","1","1,W","0","1,W","","","","","0","4,W","0","4,W","0","4,W","27","4,W","17","4,W","","","","","11.1","4,W,22,","","","","","3.3","1,,W,14,","40.6","4,W,27,+","1273.2","W","0.0","4,W","6.8","1,,,W","","","25.41","4,W","33.44","4,,,W","17.39","4,,,W","","","350","1,W","350","1,W","14.8","1,W","17.9","1,W"
"USW00003032","2001-06","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","4.8",",W","613.9","W","319.5",",W","1",",W","1",",W","0",",W","","","","","0",",W","0",",W","0",",W","30",",W","30",",W","","","","","18.9",",W,23,+","","","","","4.8",",,W,01,","40.6",",W,12,","1273.2","W","0.0",",W","4.8",",,,W","","","28.98",",W","36.32",",,,W","21.65",",,,W","","","120",",W","140",",W","12.5",",W","16.1",",W"
"USW00003032","2001-07","30.04806","-102.21306","707.7","DRYDEN TERRELL CO AIRPORT, TX US","5.3",",W","979.9","W","366.0",",W","0",",W","0",",W","0",",W","","","","","0",",W","0",",W","0",",W","31",",W","29",",W","","","","","18.3",",W,03,","","","","","0.0",",,W,31,+","40.6",",W,15,","0.0","W","0.0",",W","0.0",",,,W","","","30.14",",W","37.03",",,,W","23.25",",,,W","","","60",",W","70",",W","17.0",",W","20.6",",W"
