"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00416147","2011-01","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","4",",K","0",",K","0",",K","3","","","","1.0",",,K,25,","2.1",",,,K"
"USC00416147","2011-02","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","4",",K","2",",K","0",",K","1","","","","11.7",",,K,07,","15.6",",,,K"
"USC00416147","2011-03","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","1",",K","0",",K","0",",K","","","","","0.3",",,K,29,","0.3",",,,K"
"USC00416147","2011-04","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","1",",K","0",",K","0",",K","","","","","0.3",",,K,11,","0.3",",,,K"
"USC00416147","2011-05","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","3",",K","3",",K","0",",K","","","2","","16.5",",,K,20,","26.9",",,,K"
"USC00416147","2011-06","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","0",",K","0",",K","0",",K","","","","","0.0",",T,K,19,","0.0",",T,,K"
"USC00416147","2011-07","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","2",",K","0",",K","0",",K","","","","","0.5",",,K,04,","0.8",",,,K"
"USC00416147","2011-08","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","1",",K","1",",K","0",",K","","","","","5.1",",,K,13,","5.1",",,,K"
"USC00416147","2011-09","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","1",",K","1",",K","0",",K","","","","","6.6",",,K,23,","6.6",",,,K"
"USC00416147","2011-10","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","4",",K","2",",K","1",",K","","","","","68.3",",,K,09,","90.6",",,,K"
"USC00416147","2011-11","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","3",",K","2",",K","0",",K","","","","","14.5",",,K,08,","19.9",",,,K"
"USC00416147","2011-12","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","11",",K","5",",K","0",",K","","","","","17.3",",,K,20,","49.1",",,,K"
"USC00416147","2012-01","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","4",",K","4",",K","0",",K","","","","","9.4",",,K,10,","24.7",",,,K"
"USC00416147","2012-02","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","5",",7","4",",7","0",",7","2","","","","7.9",",,7,13,","22.1",",,,7"
"USC00416147","2012-03","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","6",",7","2",",7","0",",7","","","","","17.8",",,7,11,","34.1",",,,7"
"USC00416147","2012-04","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","2",",7","1",",7","0",",7","","","2","","11.7",",,7,15,","13.2",",,,7"
"USC00416147","2012-05","33.45","-99.63639","452.9","MUNDAY 1 W, TX US","5",",7","4",",7","1",",7","","","2","","45.7",",,7,11,","64.7",",,,7"
