"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00427740","1927-12","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","3",",6","2",",6","0",",6","","","0",",6","31",",6","10",",6","0",",6","0",",6","","","-14.4",",6,29,+","","","5.1",",,6,29,","12.2",",6,03,","","","","","660.2",",6","10.1",",,,6","","","-2.96",",6","2.35",",,,6","-8.27",",,,6","",""
"USC00427740","1928-02","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","2",",6","0",",6","0",",6","0",",6","0",",6","26",",6","1",",6","0",",6","0",",6","","","-13.3",",6,09,","13",",,6,15,","0.3",",,6,25,+","13.3",",6,29,","","","","","518.7",",6","0.6",",,,6","13",",,,6","0.45",",6","6.91",",,,6","-6.02",",,,6","",""
"USC00427740","1928-03","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","7",",6","4",",6","0",",6","","","0",",6","24",",6","0",",6","4",",6","0",",6","","","-6.7",",6,16,","","","6.4",",,6,12,","22.8",",6,22,","","","","","374.8",",6","22.0",",,,6","","","6.24",",6","13.72",",,,6","-1.24",",,,6","",""
"USC00427740","1928-04","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","2",",6","0",",6","0",",6","","","0",",6","19",",6","0",",6","8",",6","0",",6","","","-11.7",",6,09,","","","1.8",",,6,25,","28.9",",6,30,","","","","","344.7",",6","3.1",",,,6","","","6.84",",6","16.20",",,,6","-2.52",",,,6","",""
"USC00427740","1928-05","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","14.7",",6","4",",6","2",",6","0",",6","","","0",",6","3",",6","0",",6","19",",6","1",",6","","","-6.7",",6,04,","","","11.4",",,6,12,","32.2",",6,29,","","","","","120.0",",6","21.1",",,,6","","","14.94",",6","23.55",",,,6","6.33",",,,6","",""
"USC00427740","1928-06","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","30.7",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","23",",6","6",",6","","","0.6",",6,19,+","","","2.5",",,6,12,","35.6",",6,25,","2913.0","4,,,6","","","89.9",",6","3.5",",,,6","","","16.36",",6","26.39",",,,6","6.32",",,,6","9030","1,,,6"
"USC00427740","1928-07","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","138.9",",6","3",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","31",",6","24",",6","","","4.4",",6,07,","","","5.8",",,6,12,","37.2",",6,26,","3598.5","3,,,6","0.8","6","0.8",",6","11.9",",,,6","","","22.79",",6","33.47",",,,6","12.10",",,,6","8491",",,,6"
"USC00427740","1928-08","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","67.5","3,6","3",",6","0",",6","0",",6","","","0",",6","0",",6","0","3,6","28","3,6","11","3,6","","","2.8",",6,27,","","","2.3",",,6,26,","35.6","3,6,21,+","3255.6","1,,,6","10.9","6","10.1","3,6","4.1",",,,6","","","20.35","3,6","31.26","3,,,6","9.44",",,,6","7303","1,,,6"
"USC00427740","1928-09","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","13.4",",6","1",",6","1",",6","0",",6","","","0",",6","6",",6","0",",6","29",",6","4",",6","","","-3.3",",6,14,","","","3.8",",,6,27,","32.2",",6,17,+","","","76.2","6","65.3",",6","3.8",",,,6","","","16.60",",6","28.28",",,,6","4.93",",,,6","6847",",,,6"
"USC00427740","1928-10","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","3",",6","1",",6","0",",6","","","0",",6","20",",6","0",",6","8",",6","0",",6","","","-10.6",",6,23,","","","8.9",",,6,31,","27.8",",6,06,","","","358.5","6","282.3",",6","11.2",",,,6","","","9.23",",6","19.34",",,,6","-0.88",",,,6","",""
"USC00427740","1928-11","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0","3,6","7","4,6","2","4,6","0","4,6","","","0","2,6","23","2,6","1","3,6","0","3,6","0","3,6","","","-14.4","2,6,20,+","","","2.5","4,,6,26,+","19.4","3,6,10,","","","783.3","6","424.8","3,6","10.9","4,,,6","","","2.62","3,6","9.73","3,,,6","-4.49","2,,,6","",""
"USC00427740","1928-12","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","4",",6","0",",6","0",",6","0",",6","9",",6","30",",6","11",",6","0",",6","0",",6","","","-23.3",",6,22,+","0",",T,6,16,+","1.5",",,6,16,","15.6",",6,27,","","","1489.9","6","706.6",",6","4.4",",,,6","0",",T,,6","-4.46",",6","2.73",",,,6","-11.65",",,,6","",""
"USC00427740","1929-01","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0",",6","5",",6","0",",6","0",",6","","","7",",6","31",",6","10",",6","0",",6","0",",6","","","-31.1",",6,24,","","","2.3",",,6,20,","10.0",",6,31,","","","2221.1","6","731.2",",6","4.6",",,,6","","","-5.25",",6","2.24",",,,6","-12.75",",,,6","",""
"USC00427740","1929-02","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0",",6","5",",6","2",",6","0",",6","1",",6","9",",6","27",",6","12",",6","0",",6","0",",6","","","-30.6",",6,09,","102",",,6,07,","4.3",",,6,04,","8.9",",6,03,","","","2897.6","6","676.5",",6","9.6",",,,6","102",",,,6","-5.83",",6","1.15",",,,6","-12.80",",,,6","",""
"USC00427740","1929-03","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0","2,6","4","2,6","2","2,6","0","2,6","","","0","2,6","24","2,6","0","2,6","0","2,6","0","2,6","","","-12.2","2,6,24,","","","11.4","2,,6,22,","17.2","2,6,07,+","","","3349.3","6","451.7","2,6","22.9","2,,,6","","","2.76","2,6","9.60","2,,,6","-4.09","2,,,6","",""
"USC00427740","1929-04","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0",",6","6",",6","1",",6","0",",6","","","0",",6","20",",6","0",",6","5",",6","0",",6","","","-8.3",",6,10,+","","","6.4",",,6,23,","23.3",",6,16,","","","3706.9","6","357.6",",6","9.5",",,,6","","","6.41",",6","14.40",",,,6","-1.57",",,,6","",""
"USC00427740","1929-05","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.5","6","0.5",",6","4",",6","2",",6","0",",6","","","0",",6","9",",6","0",",6","21",",6","0",",6","","","-5.0",",6,01,","","","9.1",",,6,28,","29.4",",6,24,","2518.1","1,,,6","3889.1","6","182.2",",6","17.2",",,,6","","","12.47",",6","22.17",",,,6","2.77",",,,6","7108","1,,,6"
"USC00427740","1929-06","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","24.4","6","23.9","3,6","2",",6","1",",6","0",",6","","","0","3,6","2","3,6","0","3,6","24","3,6","7","3,6","","","-2.2","3,6,02,","","","14.7",",,6,17,","36.1","3,6,28,","","","3958.4","6","69.3","3,6","15.2",",,,6","","","16.65","3,6","27.78","3,,,6","5.52","3,,,6","7912","3,,,6"
"USC00427740","1929-07","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","8",",6","3",",6","0",",6","","","","","","","0",",6","31",",6","20",",6","","","","","","","18.8",",,6,19,","36.1",",6,25,+","2792.0","5,,,6","","","","","45.8",",,,6","","","","","32.32",",,,6","","","5769",",,,6"
"USC00427740","1929-08","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","8",",6","5",",6","0",",6","","","","","","","0",",6","31",",6","8",",6","","","","","","","20.3",",,6,01,","34.4",",6,14,+","2072.7","5,,,6","","","","","62.4",",,,6","","","","","30.83",",,,6","","","4584",",,,6"
"USC00427740","1929-09","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","6",",6","4",",6","1",",6","","","","","","","0","3,6","25","3,6","0","3,6","","","","","","","30.5",",,6,07,","31.1","3,6,01,","","","","","","","46.0",",,,6","","","","","25.14","3,,,6","","","5296","3,,,6"
"USC00427740","1929-10","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","2",",6","0",",6","0",",6","0",",6","0",",6","23",",6","0",",6","18",",6","0",",6","","","-11.7",",6,24,","0",",,6,31,+","1.3",",,6,28,+","27.8",",6,02,","","","","","273.6",",6","2.6",",,,6","0",",,,6","9.51",",6","20.58",",,,6","-1.57",",,,6","4552",",,,6"
"USC00427740","1929-11","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0","1,6","2",",6","1",",6","0",",6","","","2","1,6","29","1,6","0","1,6","0","1,6","0","1,6","","","-20.6","1,6,21,","","","3.0",",,6,06,","18.3","1,6,29,+","","","","","540.1","1,6","3.8",",,,6","","","-0.29","1,6","9.93","1,,,6","-10.51","1,,,6","",""
"USC00427740","1929-12","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0","4,6","1",",6","0",",6","0",",6","0",",6","0","4,6","25","4,6","0","4,6","0","4,6","0","4,6","","","-16.1","4,6,28,+","13",",,6,19,","1.3",",,6,19,","16.7","4,6,01,","","","","","509.6","4,6","1.3",",,,6","13",",,,6","-0.54","4,6","9.69","4,,,6","-10.77","4,,,6","",""
"USC00427740","1930-03","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","16.5",",,6,31,","","","","","","","","","18.5",",,,6","","","","","","","","","",""
"USC00427740","1930-04","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0","1,6","7",",6","2",",6","0",",6","0",",6","0",",6","10",",6","0","1,6","12","1,6","0","1,6","","","-4.4",",6,17,","0",",,6,30,+","2.5",",,6,25,+","27.2","1,6,21,","","","","","207.0","1,6","11.1",",,,6","0",",,,6","11.20","1,6","20.28","1,,,6","2.11",",,,6","",""
"USC00427740","1930-05","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","4.5",",6","9",",6","7",",6","0",",6","","","0",",6","10",",6","0",",6","16",",6","0",",6","","","-5.6",",6,23,","","","5.6",",,6,08,","30.0",",6,29,+","","","","","213.7",",6","28.8",",,,6","","","11.59",",6","20.57",",,,6","2.60",",,,6","",""
"USC00427740","1930-06","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","34.4","3,6","2",",6","1",",6","0",",6","","","0","2,6","0","2,6","0","3,6","26","3,6","9","3,6","","","1.1","2,6,01,","","","3.8",",,6,03,","33.9","3,6,16,+","3291.3","3,,,6","","","29.4","3,6","4.6",",,,6","","","18.57","3,6","29.36","3,,,6","7.79","2,,,6","7283","2,,,6"
"USC00427740","1930-07","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","132.3",",6","7",",6","4",",6","0",",6","0",",6","0",",6","0",",6","0",",6","31",",6","15",",6","","","8.3",",6,01,","0",",,6,31,+","6.4",",,6,17,","36.1",",6,05,","","","0.5","6","0.5",",6","21.1",",,,6","0",",,,6","22.58",",6","31.25",",,,6","13.92",",,,6","9208",",,,6"
"USC00427740","1930-08","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","64.8","5,6","13",",6","6",",6","0",",6","0",",6","0","3,6","0","3,6","0","5,6","26","5,6","4","5,6","","","8.9","3,6,30,","0",",,6,31,+","20.8",",,6,02,","32.8","5,6,20,","2119.1","4,,,6","1.3","6","0.8","5,6","70.3",",,,6","0",",,,6","20.86","5,6","28.25","5,,,6","13.48","3,,,6","5262","3,,,6"
"USC00427740","1930-09","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","6.3","4,6","6",",6","3",",6","0",",6","","","0","4,6","3","4,6","0","4,6","21","4,6","0","4,6","","","-2.8","4,6,12,","","","8.9",",,6,24,","31.7","4,6,03,","","","93.2","6","91.9","4,6","24.2",",,,6","","","15.04","4,6","24.41","4,,,6","5.67","4,,,6","",""
"USC00427740","1930-10","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0","5,6","2",",6","2",",6","0",",6","0",",6","0","5,6","15","5,6","0","5,6","5","5,6","0","5,6","","","-9.4","5,6,31,","0",",,6,31,+","20.3",",,6,03,","21.7","5,6,20,","","","361.2","6","268.0","5,6","22.8",",,,6","0",",,,6","8.03","5,6","17.31","5,,,6","-1.26","5,,,6","",""
"USC00427740","1930-11","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","4",",6","3",",6","0",",6","","","","","","","6","5,6","0","5,6","0","5,6","2","","","","","","3.8",",,6,17,","20.0","5,6,08,","","","","","","","9.6",",,,6","","","","","6.68","5,,,6","","","",""
"USC00427740","1930-12","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","0",",6","0",",6","0",",6","0",",6","16",",6","31",",6","22",",6","0",",6","0",",6","1","","-26.1",",6,22,","0",",T,6,20,","0.0",",T,6,20,","3.3",",6,16,+","","","","","854.0",",6","0.0",",T,,6","0",",T,,6","-9.22",",6","-1.14",",,,6","-17.29",",,,6","",""
"USC00427740","1931-01","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0",",6","1",",6","0",",6","0",",6","0",",6","11",",6","31",",6","7",",6","0",",6","0",",6","","","-20.0",",6,27,+","5",",,6,03,","0.3",",,6,03,","12.2",",6,31,","","","","","741.3",",6","0.3",",,,6","5",",,,6","-5.58",",6","3.39",",,,6","-14.55",",,,6","",""
"USC00427740","1931-02","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0","1,6","0","1,6","0","1,6","0","1,6","0",",6","0","1,6","27","1,6","0","1,6","0","1,6","0","1,6","","","-14.4","1,6,17,","0",",,6,28,+","0.0","1,T,6,19,","16.7","1,6,19,","","","","","496.2","1,6","0.0","1,T,,6","0",",,,6","-0.04","1,6","9.10","1,,,6","-9.19","1,,,6","",""
"USC00427740","1931-03","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","0.0","6","0.0","1,6","","","","","","","","","3","1,6","29","1,6","0",",6","0",",6","0",",6","","","-18.9","1,6,08,+","","","","","18.3",",6,31,+","","","","","472.3",",6","","","","","2.65","1,6","12.17",",,,6","-6.87","1,,,6","",""
"USC00427740","1931-04","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","5",",6","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","9.1",",,6,23,","","","","","","","","","16.7",",,,6","0",",,,6","","","","","","","",""
"USC00427740","1931-05","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.6","1,6","4","1,6","2","1,6","0","1,6","","","0","1,6","6","1,6","0","1,6","19","1,6","0","1,6","","","-5.0","1,6,21,","","","5.6","1,,6,27,","27.8","1,6,24,+","","","","","173.5","1,6","12.3","1,,,6","","","12.57","1,6","22.07","1,,,6","3.06","1,,,6","",""
"USC00427740","1931-07","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","3.8",",,6,29,","","","","","","","","","5.6",",,,6","","","","","","","","","",""
"USC00427740","1931-12","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","1.8",",,6,10,","","","","","","","","","2.6",",,,6","","","","","","","","","",""
"USC00427740","1932-01","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","6.6",",,6,11,","","","","","","","","","8.4",",,,6","","","","","","","","","",""
"USC00427740","1932-02","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0","2,6","4",",6","3",",6","0",",6","1",",6","0","1,6","26","1,6","1","2,6","0","2,6","0","2,6","","","-17.2","1,6,03,","152",",,6,14,","16.5",",,6,09,","15.6","2,6,28,","","","","","516.0","2,6","33.8",",,,6","152",",,,6","-0.69","2,6","7.43","2,,,6","-8.80","1,,,6","",""
"USC00427740","1932-03","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0",",6","6",",6","4",",6","0",",6","","","0",",6","31",",6","0",",6","0",",6","0",",6","","","-12.8",",6,04,","","","20.3",",,6,20,","19.4",",6,31,+","","","","","435.0",",6","35.5",",,,6","","","4.30",",6","13.56",",,,6","-4.96",",,,6","",""
"USC00427740","1932-04","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","3",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","11.4",",,6,26,","","","","","","","","","24.1",",,,6","0",",,,6","","","","","","","",""
"USC00427740","1932-05","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","2",",6","1",",6","0",",6","0",",6","","","","","0","5,6","18","5,6","0","5,6","","","","","0",",,6,31,+","2.5",",,6,25,","31.1","5,6,15,","","","","","","","4.3",",,,6","0",",,,6","","","23.60","5,,,6","","","",""
"USC00427740","1932-06","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","","","3",",6","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","0",",,6,30,+","10.2",",,6,06,","","","","","","","","","22.9",",,,6","0",",,,6","","","","","","","",""
"USC00427740","1932-07","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","84.0","4,6","0",",6","0",",6","0",",6","0",",6","0","4,6","0","4,6","0","4,6","27","4,6","25","4,6","","","2.2","4,6,14,","0",",,6,31,+","0.0",",T,6,12,","38.3","4,6,26,","","","1.4","","1.4","4,6","0.0",",T,,6","0",",,,6","21.39","4,6","34.32","4,,,6","8.46","4,,,6","",""
"USC00427740","1932-08","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","94.1",",6","5",",6","5",",6","0",",6","0",",6","0",",6","1",",6","0",",6","31",",6","24",",6","","","-3.9",",6,31,","0",",,6,31,+","12.7",",,6,30,+","35.6",",6,22,+","2953.8","4,,,6","13.3","","11.9",",6","36.8",",,,6","0",",,,6","20.99",",6","32.75",",,,6","9.22",",,,6","5497","2,,,6"
"USC00427740","1932-09","39.383333","-112.033333","1517.9","SEVIER BRIDGE DAM, UT US","","","0.0","5,6","0",",6","0",",6","0",",6","0",",6","0","4,6","6","4,6","0","5,6","25","5,6","0","5,6","","","0.0","4,6,28,+","0",",,6,30,+","0.0",",T,6,26,","31.7","5,6,04,","","","85.6","","72.3","5,6","0.0",",T,,6","0",",,,6","15.42","5,6","28.86","5,,,6","1.99","4,,,6","",""
