"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"EN000026215","1966-03","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","17",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","12.3",",,I,28,","","","","","","","51.4",",,,I","","","","","",""
"EN000026215","1966-04","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","14",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","10.2",",,I,06,","","","","","","","39.2",",,,I","","","","","",""
"EN000026215","1966-05","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","12",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","10.8",",,I,06,","","","","","","","38.0",",,,I","","","","","",""
"EN000026215","1966-06","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","7",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","2.4",",,I,28,","","","","","","","10.0",",,,I","","","","","",""
"EN000026215","1966-07","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","9",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","15.9",",,I,12,","","","","","","","59.5",",,,I","","","","","",""
"EN000026215","1966-08","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","13",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","21.5",",,I,05,","","","","","","","67.0",",,,I","","","","","",""
"EN000026215","1966-09","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","22","3,I","12","3,I","0","3,I","","","","","","","","","","","","","","","","","14.6","3,,I,04,","","","","","","","78.4","3,,,I","","","","","",""
"EN000026215","1966-10","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","18",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","17.6",",,I,24,","","","","","","","56.3",",,,I","","","","","",""
"EN000026215","1966-11","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","19",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","6.7",",,I,20,","","","","","","","38.0",",,,I","","","","","",""
"EN000026215","1966-12","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","24",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","8.3",",,I,11,","","","","","","","64.6",",,,I","","","","","",""
"EN000026215","1967-01","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","16",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","3.9",",,I,04,","","","","","","","25.6",",,,I","","","","","",""
"EN000026215","1967-02","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","12","1,I","5","1,I","0","1,I","","","","","","","","","","","","","","","","","18.6","1,,I,01,","","","","","","","52.2","1,,,I","","","","","",""
"EN000026215","1967-03","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","23",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","9.0",",,I,29,","","","","","","","52.3",",,,I","","","","","",""
"EN000026215","1967-04","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","10","1,I","2","1,I","0","1,I","","","","","","","","","","","","","","","","","5.3","1,,I,20,","","","","","","","17.8","1,,,I","","","","","",""
"EN000026215","1967-05","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","14","1,I","8","1,I","0","1,I","","","","","","","","","","","","","","","","","14.4","1,,I,06,","","","","","","","71.4","1,,,I","","","","","",""
"EN000026215","1967-06","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","12",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","3.6",",,I,05,","","","","","","","17.9",",,,I","","","","","",""
"EN000026215","1967-07","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","5",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","5.3",",,I,04,","","","","","","","10.8",",,,I","","","","","",""
"EN000026215","1967-08","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","18",",I","9",",I","1",",I","","","","","","","","","","","","","","","","","40.4",",,I,06,","","","","","","","119.2",",,,I","","","","","",""
"EN000026215","1967-09","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","15",",I","7",",I","1",",I","","","","","","","","","","","","","","","","","27.4",",,I,10,","","","","","","","106.4",",,,I","","","","","",""
"EN000026215","1967-10","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","24",",I","17",",I","0",",I","","","","","","","","","","","","","","","","","18.2",",,I,17,","","","","","","","138.4",",,,I","","","","","",""
"EN000026215","1967-11","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","14",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","13.9",",,I,18,","","","","","","","51.8",",,,I","","","","","",""
"EN000026215","1967-12","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","17",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","9.1",",,I,16,","","","","","","","51.8",",,,I","","","","","",""
"EN000026215","1968-01","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","12","2,I","3","2,I","0","2,I","","","","","","","","","","","","","","","","","3.5","2,,I,31,","","","","","","","16.0","2,,,I","","","","","",""
"EN000026215","1968-03","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","11","5,I","3","5,I","0","5,I","","","","","","","","","","","","","","","","","4.2","5,,I,19,","","","","","","","21.0","5,,,I","","","","","",""
"EN000026215","1968-05","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","16","1,I","7","1,I","0","1,I","","","","","","","","","","","","","","","","","11.2","1,,I,19,","","","","","","","46.7","1,,,I","","","","","",""
"EN000026215","1968-06","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","7","2,I","4","2,I","0","2,I","","","","","","","","","","","","","","","","","8.8","2,,I,21,","","","","","","","28.3","2,,,I","","","","","",""
"EN000026215","1968-07","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","9","1,I","3","1,I","0","1,I","","","","","","","","","","","","","","","","","11.3","1,,I,08,","","","","","","","30.5","1,,,I","","","","","",""
"EN000026215","1968-08","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","8","1,I","2","1,I","0","1,I","","","","","","","","","","","","","","","","","15.0","1,,I,28,","","","","","","","27.6","1,,,I","","","","","",""
"EN000026215","1968-09","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","13",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","8.7",",,I,11,","","","","","","","45.0",",,,I","","","","","",""
"EN000026215","1968-10","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","18",",I","13",",I","0",",I","","","","","","","","","","","","","","","","","19.9",",,I,26,","","","","","","","100.6",",,,I","","","","","",""
"EN000026215","1968-11","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","15",",I","9",",I","0",",I","","","","","","","","","","","","","","","","","10.0",",,I,01,","","","","","","","46.5",",,,I","","","","","",""
"EN000026215","1968-12","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","9",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","5.2",",,I,26,","","","","","","","19.3",",,,I","","","","","",""
"EN000026215","1969-01","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","10",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","5.6",",,I,27,","","","","","","","16.4",",,,I","","","","","",""
"EN000026215","1969-02","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","18",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","9.0",",,I,03,","","","","","","","58.7",",,,I","","","","","",""
"EN000026215","1969-03","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","6",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","11.1",",,I,09,","","","","","","","16.9",",,,I","","","","","",""
"EN000026215","1969-04","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","16",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","13.6",",,I,01,","","","","","","","60.2",",,,I","","","","","",""
"EN000026215","1969-05","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","9",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","15.5",",,I,20,","","","","","","","37.1",",,,I","","","","","",""
"EN000026215","1969-06","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","3",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","1.5",",,I,04,","","","","","","","2.8",",,,I","","","","","",""
"EN000026215","1969-07","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","6",",I","4",",I","1",",I","","","","","","","","","","","","","","","","","34.7",",,I,26,","","","","","","","51.7",",,,I","","","","","",""
"EN000026215","1969-08","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","7",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","15.7",",,I,30,","","","","","","","45.5",",,,I","","","","","",""
"EN000026215","1969-09","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","17",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","8.4",",,I,05,","","","","","","","47.3",",,,I","","","","","",""
"EN000026215","1969-10","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","13",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","10.3",",,I,29,","","","","","","","47.2",",,,I","","","","","",""
"EN000026215","1969-11","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","24",",I","13",",I","0",",I","","","","","","","","","","","","","","","","","8.5",",,I,07,","","","","","","","86.6",",,,I","","","","","",""
"EN000026215","1969-12","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","11",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","5.6",",,I,04,","","","","","","","17.7",",,,I","","","","","",""
"EN000026215","1970-01","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","10",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","5.3",",,I,06,","","","","","","","23.2",",,,I","","","","","",""
"EN000026215","1970-02","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","9",",I","0",",I","0",",I","","","","","","","","","","","","","","","","","2.3",",,I,14,","","","","","","","10.1",",,,I","","","","","",""
"EN000026215","1970-03","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","19",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","7.1",",,I,28,","","","","","","","32.7",",,,I","","","","","",""
"EN000026215","1970-04","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","19",",I","11",",I","0",",I","","","","","","","","","","","","","","","","","8.4",",,I,04,","","","","","","","66.0",",,,I","","","","","",""
"EN000026215","1970-05","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","7",",I","4",",I","0",",I","","","","","","","","","","","","","","","","","5.4",",,I,20,","","","","","","","19.1",",,,I","","","","","",""
"EN000026215","1970-06","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","4",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","7.6",",,I,13,","","","","","","","18.1",",,,I","","","","","",""
"EN000026215","1970-07","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","19",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","21.2",",,I,02,","","","","","","","111.6",",,,I","","","","","",""
"EN000026215","1970-08","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","8",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","15.4",",,I,05,","","","","","","","45.6",",,,I","","","","","",""
"EN000026215","1970-09","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","15",",I","10",",I","0",",I","","","","","","","","","","","","","","","","","10.4",",,I,21,","","","","","","","64.0",",,,I","","","","","",""
"EN000026215","1970-10","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","15",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","14.0",",,I,27,","","","","","","","52.2",",,,I","","","","","",""
"EN000026215","1970-11","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","22",",I","11",",I","0",",I","","","","","","","","","","","","","","","","","15.9",",,I,10,","","","","","","","85.0",",,,I","","","","","",""
"EN000026215","1970-12","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","17",",I","3",",I","0",",I","","","","","","","","","","","","","","","","","10.1",",,I,20,","","","","","","","35.0",",,,I","","","","","",""
"EN000026215","1971-01","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","15",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","5.1",",,I,05,","","","","","","","32.7",",,,I","","","","","",""
"EN000026215","1971-02","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","17",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","4.6",",,I,08,","","","","","","","38.3",",,,I","","","","","",""
"EN000026215","1971-03","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","17",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","5.9",",,I,22,","","","","","","","35.3",",,,I","","","","","",""
"EN000026215","1971-04","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","4",",I","2",",I","0",",I","","","","","","","","","","","","","","","","","7.0",",,I,09,","","","","","","","14.7",",,,I","","","","","",""
"EN000026215","1971-05","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","3",",I","1",",I","0",",I","","","","","","","","","","","","","","","","","6.4",",,I,27,","","","","","","","7.7",",,,I","","","","","",""
"EN000026215","1971-06","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","11",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","16.0",",,I,11,","","","","","","","63.4",",,,I","","","","","",""
"EN000026215","1971-07","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","9",",I","5",",I","0",",I","","","","","","","","","","","","","","","","","21.0",",,I,16,","","","","","","","43.8",",,,I","","","","","",""
"EN000026215","1971-08","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","13",",I","7",",I","0",",I","","","","","","","","","","","","","","","","","12.7",",,I,28,","","","","","","","41.9",",,,I","","","","","",""
"EN000026215","1971-09","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","13",",I","8",",I","0",",I","","","","","","","","","","","","","","","","","13.0",",,I,02,","","","","","","","57.8",",,,I","","","","","",""
"EN000026215","1971-10","58.233","22.5","4.0","KURESSAARE ROOMASSAA, EN","","","19",",I","6",",I","0",",I","","","","","","","","","","","","","","","","","10.5",",,I,20,","","","","","","","48.4",",,,I","","","","","",""
