"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"BRW00052401","1945-05","-22.93235","-43.719092","3.0","SANTA CRUZ, BR","","","59.8","1,X","","","","","","","","","0","1,X","0","1,X","0",",X","30",",X","0",",X","10","","11.1","1,X,21,","","","","","30.6",",X,14,","3.5",",X","","","","","20.23","1,X","24.94",",,,X","15.52","1,,,X"
"BRW00052401","1945-06","-22.93235","-43.719092","3.0","SANTA CRUZ, BR","","","55.1",",X","10",",X","9",",X","1",",X","0",",X","0",",X","0",",X","0",",X","25",",X","0",",X","7","","10.6",",X,08,","0",",,X,30,+","72.9",",,X,06,","30.6",",X,04,","5.5",",X","132.2",",,,X","0",",,,X","19.99",",X","24.82",",,,X","15.15",",,,X"
"BRW00052401","1945-07","-22.93235","-43.719092","3.0","SANTA CRUZ, BR","70.7","","70.7",",X","","","","","","","","","0",",X","0",",X","0",",X","26",",X","0",",X","4","","10.0",",X,13,","","","","","30.6",",X,29,+","14.9",",X","","","","","20.13",",X","25.52",",,,X","14.75",",,,X"
"BRW00052401","1945-08","-22.93235","-43.719092","3.0","SANTA CRUZ, BR","","","","","3","3,X","1","3,X","0","3,X","0","3,X","","","","","","","","","","","7","","","","0","3,,X,31,+","9.1","3,,X,20,","","","","","10.9","3,,,X","0","3,,,X","","","","","",""
