"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00180490","1899-05","39.3","-76.633333","61.0","BALTIMORE WALBROOK, MD US","","","34.8",",6","0",",6","0",",6","0",",6","22",",6","0",",6","6.7",",6,22,","31.7",",6,28,","56.7",",6","17.62",",6","23.64",",,,6","11.61",",,,6"
"USC00180490","1899-06","39.3","-76.633333","61.0","BALTIMORE WALBROOK, MD US","","","156.5",",6","0",",6","0",",6","0",",6","30",",6","8",",6","11.1",",6,17,","35.6",",6,08,+","1.9",",6","23.49",",6","29.14",",,,6","17.83",",,,6"
"USC00180490","1899-10","39.3","-76.633333","61.0","BALTIMORE WALBROOK, MD US","","","3.3",",6","0",",6","1",",6","0",",6","13",",6","0",",6","0.0",",6,22,","25.0",",6,13,","135.9",",6","14.05",",6","18.82",",,,6","9.29",",,,6"
"USC00180490","1899-11","39.3","-76.633333","61.0","BALTIMORE WALBROOK, MD US","","","0.0",",6","0",",6","10",",6","0",",6","0",",6","0",",6","-5.6",",6,04,","20.6",",6,11,","338.8",",6","7.04",",6","11.94",",,,6","2.14",",,,6"
"USC00180490","1900-01","39.3","-76.633333","61.0","BALTIMORE WALBROOK, MD US","0.0","","0.0",",6","0",",6","23",",6","3",",6","0",",6","0",",6","-13.9",",6,31,","15.6",",6,23,+","522.1",",6","1.49",",6","6.28",",,,6","-3.30",",,,6"
