"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00261327","1979-12","36.7755","-114.11","487.7","BUNKERVILLE, NV US","","","0.0",",0","2",",0","1",",0","0",",0","","","0",",0","24",",0","0",",0","8",",0","0",",0","","","-7.2",",0,12,","","","3.0",",,0,21,","24.4",",0,05,","","","324.6",",0","4.3",",,,0","","","7.86",",0","17.73",",,,0","-2.00",",,,0"
"USC00261327","1980-01","36.7755","-114.11","487.7","BUNKERVILLE, NV US","0.0","0","0.0",",0","7",",0","5",",0","0",",0","","","0",",0","12",",0","0",",0","0",",0","0",",0","","","-5.0",",0,23,+","","","21.3",",,0,11,","20.0",",0,14,","","","282.2",",0","56.3",",,,0","","","9.23",",0","16.15",",,,0","2.31",",,,0"
"USC00261327","1980-02","36.7755","-114.11","487.7","BUNKERVILLE, NV US","0.0","0","0.0",",0","7",",0","4",",0","1",",0","","","0",",0","5",",0","0",",0","7",",0","0",",0","","","-3.9",",0,11,","","","30.0",",,0,14,","26.1",",0,27,","","","206.4",",0","74.7",",,,0","","","11.22",",0","18.85",",,,0","3.58",",,,0"
"USC00261327","1980-03","36.7755","-114.11","487.7","BUNKERVILLE, NV US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","","","0",",0","6",",0","0",",0","14",",0","0",",0","","","-1.7",",0,17,","","","7.4",",,0,11,","23.9",",0,15,","","","221.5",",0","23.7",",,,0","","","11.19",",0","19.74",",,,0","2.64",",,,0"
"USC00261327","1980-04","36.7755","-114.11","487.7","BUNKERVILLE, NV US","27.5","0","27.5",",0","1",",0","1",",0","0",",0","","","0",",0","0",",0","0",",0","25",",0","7",",0","","","2.8",",0,14,+","","","5.8",",,0,29,","36.1",",0,20,","","","69.8",",0","5.8",",,,0","","","16.92",",0","26.86",",,,0","6.98",",,,0"
"USC00261327","1980-05","36.7755","-114.11","487.7","BUNKERVILLE, NV US","114.4","0","86.9","2,0","3",",0","1",",0","0",",0","","","0","2,0","0","2,0","0","1,0","30","1,0","11","1,0","","","5.0","2,0,26,","","","7.1",",,0,01,","38.9","1,0,20,","","","6.0","1,0","10.4",",,,0","","","21.24","2,0","30.66","1,,,0","11.83","2,,,0"
"USC00261327","1980-06","36.7755","-114.11","487.7","BUNKERVILLE, NV US","","","","","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","0.0",",,0,30,+","","","","","","","0.0",",,,0","","","","","","","",""
"USC00261327","1980-07","36.7755","-114.11","487.7","BUNKERVILLE, NV US","","","325.2","5,0","4",",0","2",",0","0",",0","","","0","2,0","0","2,0","0","3,0","28","3,0","28","3,0","","","13.9","2,0,06,","","","9.1",",,0,02,","46.1","3,0,29,+","0.0","0","0.0","3,0","17.8",",,,0","","","30.77","5,0","42.97","3,,,0","18.56","2,,,0"
"USC00261327","1980-08","36.7755","-114.11","487.7","BUNKERVILLE, NV US","","","","","1",",0","1",",0","0",",0","","","","","","","","","","","","","","","","","","","9.1",",,0,25,","","","","","","","9.1",",,,0","","","","","","","",""
"USC00261327","1980-09","36.7755","-114.11","487.7","BUNKERVILLE, NV US","","","185.9","5,0","2",",0","2",",0","0",",0","","","0","5,0","0","5,0","0","4,0","26","4,0","26","4,0","","","6.7","5,0,23,","","","7.4",",,0,07,","41.1","4,0,18,","","","0.0","4,0","9.9",",,,0","","","25.78","5,0","37.31","4,,,0","14.25","5,,,0"
