"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00127102","1975-02","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0",",0","3","5,0","2","5,0","0","5,0","","","","","1",",0","27",",0","10",",0","0",",0","0",",0","-22.2",",0,11,","","","","","9.1","5,,0,24,","7.2",",0,22,","","","2701.4","0","","","","","611.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","16.2","5,,,0","","","-3.52",",0","0.52",",,,0","-7.56",",,,0","",""
"USC00127102","1975-03","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0","2,0","6",",0","4",",0","0",",0","","","","","1","2,0","26","2,0","7","2,0","0","2,0","0","2,0","-17.8","2,0,15,","","","","","11.4",",,0,29,","13.9","2,0,22,+","","","3238.0","0","","","","","536.6","2,0","","","","","","","","","","","","","","","","","","","","","","","","","28.5",",,,0","","","-0.17","2,0","4.76","2,,,0","-5.10","2,,,0","",""
"USC00127102","1975-04","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0",",0","5",",0","5",",0","2",",0","","","","","0",",0","16",",0","0",",0","1",",0","0",",0","-7.8",",0,05,","","","","","59.4",",,0,19,","22.8",",0,30,","","","3639.7","0","","","","","401.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","115.8",",,,0","","","4.94",",0","10.04",",,,0","-0.15",",,,0","",""
"USC00127102","1975-05","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","41.4","0","41.4",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","2.8",",0,05,","0",",,0,31,+","0",",,0,31,+","43.2",",,0,06,","31.1",",0,21,","168.7","4,,,0","3727.4","0","","","","","87.7",",0","","","","","","","","","","","","","","","","","17.04",",,,0","","","","","29.40","1,,,0","121.4",",,,0","0",",,,0","16.84",",0","22.55",",,,0","11.13",",,,0","3500",",,,0"
"USC00127102","1975-06","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","117.8","0","76.4",",0","20",",0","16",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","7.8",",0,10,+","0",",,0,30,+","0",",,0,30,+","30.7",",,0,21,","30.6",",0,21,","160.6",",,,0","3764.4","0","","","","","37.0",",0","","","","","","","","","","","","","","","","","20.43","1,,,0","","","","","","","191.2",",,,0","0",",,,0","19.65",",0","24.25",",,,0","15.04",",,,0","3372",",,,0"
"USC00127102","1975-07","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","216.8","0","99.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","5.6",",0,11,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,04,","31.1",",0,31,","188.2",",,,0","11.1","0","","","","","11.1",",0","","","","","","","","","","","","","","","","","21.71",",,,0","","","","","","","39.4",",,,0","0",",,,0","21.17",",0","27.05",",,,0","15.29",",,,0","2095",",,,0"
"USC00127102","1975-08","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","321.5","0","104.7",",0","21",",0","13",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","8.9",",0,09,+","0",",,0,31,+","0",",,0,31,+","85.1",",,0,03,","33.9",",0,01,","","","14.6","0","","","","","3.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","274.4",",,,0","0",",,,0","21.60",",0","26.81",",,,0","16.38",",,,0","2617",",,,0"
"USC00127102","1975-09","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","331.0","0","9.5",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","1.7",",0,15,","0",",,0,30,+","0",",,0,30,+","6.4",",,0,12,","27.8",",0,04,","","","138.6","0","","","","","124.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","29.3",",,,0","0",",,,0","14.52",",0","19.60",",,,0","9.44",",,,0","2063","3,,,0"
"USC00127102","1975-10","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","338.0","0","7.0","2,0","7",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","4","2,0","0","2,0","11","2,0","0","2,0","-3.3","2,0,30,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,19,","28.9","2,0,14,","85.8","3,,,0","340.1","0","","","","","201.5","2,0","","","","","","","","","","","","","","","","","","","","","","","","","29.7",",,,0","0",",,,0","11.62","2,0","17.55","2,,,0","5.70","2,,,0","",""
"USC00127102","1975-11","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","339.1","0","1.1","4,0","11",",0","8",",0","1",",0","","","","","0","4,0","13","4,0","1","4,0","3","4,0","0","4,0","-8.9","4,0,26,","","","","","50.8",",,0,30,","24.4","4,0,07,","","","631.2","0","","","","","291.1","4,0","","","","","","","","","","","","","","","","","","","","","","","","","114.4",",,,0","","","7.18","4,0","12.20","4,,,0","2.15","4,,,0","",""
"USC00127102","1975-12","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","339.1","0","0.0","1,0","6","2,0","5","2,0","0","2,0","","","","","0","1,0","26","1,0","14","1,0","0","1,0","0","1,0","-16.1","1,0,29,","","","","","7.6","2,,0,09,","18.3","1,0,15,","","","1234.7","0","","","","","603.5","1,0","","","","","","","","","","","","","","","","","","","","","","","","","26.3","2,,,0","","","-1.78","1,0","2.55","1,,,0","-6.11","1,,,0","",""
"USC00127102","1976-01","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0",",0","5",",0","4",",0","0",",0","","","","","6",",0","31",",0","24",",0","0",",0","0",",0","-21.1",",0,17,","","","","","11.4",",,0,26,","2.2",",0,26,","","","2050.9","0","","","","","816.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","22.5",",,,0","","","-8.00",",0","-3.20",",,,0","-12.79",",,,0","",""
"USC00127102","1976-02","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","3",",0","20",",0","9",",0","0",",0","0",",0","-22.2",",0,03,","0",",,0,29,+","0",",,0,29,+","20.8",",,0,21,","17.2",",0,26,+","","","2573.8","0","","","","","522.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","36.7",",,,0","0",",,,0","0.30",",0","5.99",",,,0","-5.39",",,,0","",""
"USC00127102","1976-03","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0",",0","8",",0","8",",0","0",",0","0",",0","0",",0","0",",0","19",",0","3",",0","2",",0","0",",0","-11.1",",0,17,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,01,","22.8",",0,27,","","","2997.0","0","","","","","423.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","73.4",",,,0","0",",,,0","4.68",",0","10.85",",,,0","-1.48",",,,0","",""
"USC00127102","1976-04","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","9.0","0","9.0",",0","13",",0","11",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","9",",0","0",",0","-6.7",",0,12,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,25,","27.8",",0,17,","","","3275.8","0","","","","","278.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","92.4",",,,0","0",",,,0","9.34",",0","15.78",",,,0","2.90",",,,0","",""
"USC00127102","1976-05","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","13.7","0","4.7",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","11",",0","0",",0","-1.1",",0,08,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,16,","26.1",",0,06,","","","3436.3","0","","","","","160.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","60.3",",,,0","0",",,,0","13.31",",0","18.91",",,,0","7.71",",,,0","",""
"USC00127102","1976-08","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","","","65.8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","5.0",",0,30,","0",",,0,31,+","0",",,0,31,+","7.6",",,0,07,","30.6",",0,28,","159.9",",,,0","","","","","","","24.5",",0","","","","","","","","","","","","","","","","","14.56","3,,,0","","","","","29.01","3,,,0","14.7",",,,0","0",",,,0","19.67",",0","26.02",",,,0","13.31",",,,0","1906",",,,0"
"USC00127102","1976-09","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","","","30.8",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","1.7",",0,24,","0",",,0,30,+","0",",,0,30,+","35.6",",,0,10,","30.6",",0,09,","127.6",",,,0","","","","","","","96.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","89.0",",,,0","0",",,,0","16.15",",0","21.98",",,,0","10.33",",,,0","2848",",,,0"
"USC00127102","1976-11","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","","","0.0","1,0","3","4,0","2","4,0","0","4,0","","","","","0","1,0","26","1,0","5",",0","0",",0","0",",0","-14.4","1,0,29,","","","","","17.3","4,,0,26,","12.2",",0,27,+","","","","","","","","","537.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","32.8","4,,,0","","","-0.13","1,0","4.39",",,,0","-4.66","1,,,0","",""
"USC00127102","1976-12","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","","","0.0",",0","2","2,0","0","2,0","0","2,0","0",",0","0",",0","5",",0","31",",0","21",",0","0",",0","0",",0","-26.7",",0,03,","0",",,0,31,+","0",",T,0,31,+","1.0","2,,0,21,+","10.6",",0,20,","","","","","","","","","784.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","2.0","2,,,0","0",",T,,0","-6.96",",0","-1.90",",,,0","-12.02",",,,0","",""
"USC00127102","1977-01","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","","","","","16",",0","31",",0","31",",0","0",",0","0",",0","-27.2",",0,17,","","","","","10.2",",,0,10,","-1.7",",0,26,","","","","","","","","","980.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","12.8",",,,0","","","-13.29",",0","-8.83",",,,0","-17.74",",,,0","",""
"USC00127102","1977-02","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0",",0","4",",0","3",",0","0",",0","","","","","7",",0","26",",0","17",",0","0",",0","0",",0","-21.1",",0,07,+","","","","","13.7",",,0,27,","12.8",",0,24,","","","","","","","","","655.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","26.0",",,,0","","","-5.08",",0","-0.67",",,,0","-9.49",",,,0","",""
"USC00127102","1977-03","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0","1,0","9",",0","5",",0","0",",0","","","","","0","1,0","16","1,0","2",",0","2",",0","0",",0","-10.0","1,0,01,","","","","","21.1",",,0,28,","22.8",",0,16,","","","","","","","","","421.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","81.6",",,,0","","","4.26","1,0","9.06",",,,0","-0.55","1,,,0","",""
"USC00127102","1977-04","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","18.7","0","18.7",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","13",",0","0",",0","-6.1",",0,09,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,23,","28.9",",0,19,","","","","","","","","","223.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","66.8",",,,0","0",",,,0","11.52",",0","17.50",",,,0","5.53",",,,0","",""
"USC00127102","1977-05","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","95.8","0","77.1","2,0","6",",0","5",",0","0",",0","0",",0","0",",0","0","2,0","1","2,0","0","2,0","22","2,0","1","2,0","0.0","2,0,10,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,18,","32.2","2,0,29,","201.6","3,,,0","","","","","","","52.8","2,0","","","","","","","","","","","","","","","","","12.93","3,,,0","","","","","28.01","3,,,0","55.4",",,,0","0",",,,0","19.17","2,0","25.63","2,,,0","12.71","2,,,0","1628","3,,,0"
"USC00127102","1977-06","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","160.4","0","64.6",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","4.4",",0,03,","0",",,0,30,+","0",",,0,30,+","32.5",",,0,25,","31.1",",0,25,+","184.0",",,,0","","","","","","","52.2",",0","","","","","","","","","","","","","","","","","12.71",",,,0","","","","","26.64",",,,0","89.4",",,,0","0",",,,0","18.75",",0","24.38",",,,0","13.12",",,,0","1742",",,,0"
"USC00127102","1977-07","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","311.4","0","151.0",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","8.9",",0,27,","0",",,0,31,+","0",",,0,31,+","32.8",",,0,01,","34.4",",0,16,+","186.7","3,,,0","1.4","0","","","","","1.4",",0","","","","","","","","","","","","","","","","","17.52","2,,,0","","","","","31.32","2,,,0","95.2",",,,0","0",",,,0","23.16",",0","29.14",",,,0","17.18",",,,0","1447","3,,,0"
"USC00127102","1977-08","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","385.8","0","74.4",",0","16",",0","14",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","6.1",",0,19,","0",",,0,31,+","0",",,0,31,+","40.6",",,0,29,","31.1",",0,29,","188.2",",,,0","13.9","0","","","","","12.5",",0","","","","","","","","","","","","","","","","","15.08",",,,0","","","","","27.93",",,,0","163.0",",,,0","0",",,,0","20.33",",0","26.13",",,,0","14.53",",,,0","1031",",,,0"
"USC00127102","1977-09","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","411.6","0","25.8",",0","15",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","5.6",",0,30,","0",",,0,30,+","0",",,0,30,+","31.8",",,0,26,","30.6",",0,01,","108.7","1,,,0","67.0","0","","","","","53.1",",0","","","","","","","","","","","","","","","","","12.21",",,,0","","","","","25.34",",,,0","202.0",",,,0","0",",,,0","17.42",",0","21.70",",,,0","13.15",",,,0","806",",,,0"
"USC00127102","1977-10","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","411.6","0","0.0","2,0","11","1,0","3","1,0","0","1,0","0",",0","0",",0","0","2,0","4","2,0","0","2,0","0","2,0","0","2,0","-3.3","2,0,17,","0",",,0,31,+","0",",,0,31,+","4.6","1,,0,16,","18.9","2,0,25,","","","335.7","0","","","","","268.7","2,0","","","","","","","","","","","","","","","","","3.70","4,,,0","","","","","16.06","2,,,0","14.6","1,,,0","0",",,,0","9.07","2,0","14.28","2,,,0","3.85","2,,,0","1225","3,,,0"
"USC00127102","1977-11","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","411.6","0","0.0","1,0","14",",0","8",",0","0",",0","","","","","0","1,0","17","1,0","5",",0","0",",0","0",",0","-12.8","1,0,29,+","","","","","10.4",",,0,01,","18.9",",0,03,","","","751.4","0","","","","","415.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","51.5",",,,0","","","4.19","1,0","8.06",",,,0","0.31","1,,,0","3067",",,,0"
"USC00127102","1977-12","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","411.6","0","0.0","1,0","10",",0","6",",0","0",",0","","","","","4",",0","27",",0","14","1,0","0","1,0","0","1,0","-25.6",",0,12,","","","","","10.2",",,0,14,+","7.8","1,0,18,","","","1435.2","0","","","","","683.8","1,0","","","","","","","","","","","","","","","","","","","","","","","","","47.4",",,,0","","","-4.48","1,0","-0.50","1,,,0","-8.46",",,,0","",""
"USC00127102","1978-01","41.64","-85.19667","301.8","PRAIRIE HEIGHTS, IN US","0.0","0","0.0","1,0","6",",0","4",",0","0",",0","","","","","6","1,0","29","1,0","26",",0","0",",0","0",",0","-20.0","1,0,10,","","","","","10.4",",,0,27,","4.4",",0,08,","","","2264.1","0","","","","","828.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","31.7",",,,0","","","-9.24","1,0","-4.99",",,,0","-13.49","1,,,0","",""
