"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003919","1952-01","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","","","0.0","0","0.0",",0","2",",0","2",",0","0",",0","4",",0","2",",0","1",",0","31",",0","6",",0","0",",0","0",",0","6","","","","","","-18.3",",0,06,","76",",,0,06,+","56",",,0,03,","5.1",",,0,03,","18.3",",0,21,","","","574.9",",0","7.9",",,,0","97",",,,0","-0.21",",0","7.19",",,,0","-7.61",",,,0","","","","","","","","","","","","","",""
"USW00003919","1952-02","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","","","0.0","0","0.0",",0","4",",0","2",",0","0",",0","1",",0","1",",0","0",",0","26",",0","0",",0","0",",0","0",",0","12","","","","","","-9.4",",0,20,","25",",,0,24,","25",",,0,24,","8.6",",,0,12,","20.6",",0,07,","","","430.7",",0","14.7",",,,0","25",",,,0","3.48",",0","10.47",",,,0","-3.51",",,,0","","","","","","","","","","","","","",""
"USW00003919","1952-03","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","","","0.9","0","0.9",",0","12",",0","9",",0","0",",0","6",",0","4",",0","0",",0","26",",0","4",",0","4",",0","0",",0","12","","","","2","","-17.2",",0,04,","152",",,0,03,","178",",,0,03,","14.0",",,0,18,","26.7",",0,30,","","","467.8",",0","55.2",",,,0","338",",,,0","3.27",",0","9.19",",,,0","-2.65",",,,0","","","","","","","","","","","","","",""
"USW00003919","1952-04","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","","","1.7","0","0.8",",0","13",",0","10",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","10",",0","0",",0","5","","","","7","","-4.4",",0,06,","0",",,0,30,+","0",",T,0,18,+","23.6",",,0,18,","30.6",",0,08,","","","229.4",",0","132.4",",,,0","0",",T,,0","10.72",",0","17.45",",,,0","3.98",",,,0","","","","","","","","","","","","","",""
"USW00003919","1952-05","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","","","45.4","0","43.7",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","3","","","","12","","1.1",",0,12,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,23,","32.2",",0,05,","","","62.6",",0","108.8",",,,0","0",",,,0","17.72",",0","24.75",",,,0","10.70",",,,0","","","","","","","","","","","","","",""
"USW00003919","1952-06","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","","","326.6","0","281.2",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","1","","","","4","","10.6",",0,17,","0",",,0,30,+","0",",,0,30,+","41.1",",,0,18,","38.9",",0,29,+","","","0.0",",0","63.7",",,,0","0",",,,0","27.71",",0","34.73",",,,0","20.68",",,,0","","","","","","","","","","","","","",""
"USW00003919","1952-07","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","","","605.7","0","279.1",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","6","","10.0",",0,09,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,14,","41.7",",0,26,","0.0","0","0.0",",0","36.1",",,,0","0",",,,0","27.34",",0","34.99",",,,0","19.68",",,,0","","","","","","","","","","","","","",""
"USW00003919","1952-08","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","","","860.4","0","254.7",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","2","","","","14","","13.9",",0,12,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,21,","40.6",",0,01,","0.0","0","0.0",",0","107.3",",,,0","0",",,,0","26.55",",0","33.61",",,,0","19.48",",,,0","","","","","","","","","","","","","",""
"USW00003919","1952-09","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","","","983.1","0","122.7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","17",",0","","","","","1","","5.0",",0,23,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,01,","37.2",",0,16,","18.0","0","18.0",",0","26.5",",,,0","0",",,,0","21.82",",0","30.92",",,,0","12.73",",,,0","","","","","","","","","","","","","",""
"USW00003919","1952-10","38.8","-97.65","386.8","SALINA MUNICIPAL AIRPORT, KS US","","","988.7","0","5.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","20",",0","1",",0","","","","","","","-6.1",",0,07,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,05,","32.2",",0,03,","210.4","0","192.4",",0","0.0",",T,,0","0",",,,0","12.31",",0","22.10",",,,0","2.51",",,,0","","","","","","","","","","","","","",""
