"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097028","1995-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","25","5,S","4","5,S","","","32.6","5,S,06,","","","","","31.42","5,,,S","",""
"IDM00097028","1995-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","31.5","5,S,27,","","","","","30.38","5,,,S","",""
"IDM00097028","1995-09","1.017","120.8","2.0","TOLI TOLI LALOS, ID","227.3","5,S","0","4,S","0","4,S","0","1,S","29","1,S","0","1,S","22.0","4,S,08,","31.9","1,S,16,","0.0","1,S","27.30","5,S","31.01","1,,,S","23.58","4,,,S"
"IDM00097028","1995-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","2,S","29","2,S","0","2,S","18.8","5,S,07,","32.1","2,S,27,","","","27.09","7,S","30.96","2,,,S","23.22","5,,,S"
"IDM00097028","1995-11","1.017","120.8","2.0","TOLI TOLI LALOS, ID","238.1","3,S","0","3,S","0","3,S","0",",S","30",",S","1",",S","22.0","3,S,16,","32.8",",S,29,","0.0",",S","27.09","3,S","30.86",",,,S","23.31","3,,,S"
"IDM00097028","1995-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","21.8","5,S,14,","","","","","","","","","23.23","5,,,S"
"IDM00097028","1996-01","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","5,S","26","5,S","0","5,S","22.0","5,S,31,","31.0","5,S,16,","","","26.19","9,S","29.26","5,,,S","23.12","5,,,S"
"IDM00097028","1996-02","1.017","120.8","2.0","TOLI TOLI LALOS, ID","191.5","5,S","0","5,S","0","5,S","0","1,S","28","1,S","0","1,S","22.0","5,S,21,","31.8","1,S,17,","0.0","1,S","26.37","5,S","29.62","1,,,S","23.11","5,,,S"
"IDM00097028","1996-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","3,S","28","3,S","1","3,S","22.2","5,S,02,","32.4","3,S,18,","","","27.02","8,S","30.66","3,,,S","23.37","5,,,S"
"IDM00097028","1996-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","2,S","28","2,S","1","2,S","","","32.6","2,S,14,","","","","","30.94","2,,,S","",""
"IDM00097028","1996-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","5,S","26","5,S","2","5,S","22.6","5,S,15,","32.2","5,S,22,+","","","27.25","8,S","30.90","5,,,S","23.59","5,,,S"
"IDM00097028","1996-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","2,S","0","2,S","","","","","","","22.6","2,S,06,","","","","","","","","","23.67","2,,,S"
"IDM00097028","1996-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","2,S","29","2,S","1","2,S","","","32.4","2,S,14,","","","","","30.61","2,,,S","",""
"IDM00097028","1996-09","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0",",S","30",",S","2",",S","","","32.4",",S,15,","","","","","31.11",",,,S","",""
"IDM00097028","1996-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","233.9","4,S","0","3,S","0","3,S","0","2,S","29","2,S","1","2,S","20.6","3,S,07,","32.5","2,S,15,","0.0","2,S","26.93","4,S","30.76","2,,,S","23.10","3,,,S"
"IDM00097028","1996-11","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","26","4,S","3","4,S","","","33.2","4,S,06,","","","","","30.73","4,,,S","",""
"IDM00097028","1996-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","26","5,S","1","5,S","","","33.2","5,S,26,","","","","","30.05","5,,,S","",""
"IDM00097028","1997-02","1.017","120.8","2.0","TOLI TOLI LALOS, ID","196.0","4,S","0","1,S","0","1,S","0","3,S","25","3,S","0","3,S","22.2","1,S,09,+","31.2","3,S,09,","0.0","3,S","26.50","4,S","29.96","3,,,S","23.04","1,,,S"
"IDM00097028","1997-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","1,S","30","1,S","5","1,S","","","32.8","1,S,26,+","","","","","30.81","1,,,S","",""
"IDM00097028","1997-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","27","3,S","2","3,S","","","32.7","3,S,21,","","","","","31.22","3,,,S","",""
"IDM00097028","1997-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","238.1","5,S","0","2,S","0","2,S","0","3,S","28","3,S","5","3,S","22.0","2,S,02,","32.8","3,S,30,","0.0","3,S","27.40","5,S","31.40","3,,,S","23.40","2,,,S"
"IDM00097028","1997-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","252.7","2,S","0",",S","0",",S","0","2,S","28","2,S","7","2,S","21.0",",S,11,","33.5","2,S,24,","0.0","2,S","27.35","2,S","31.91","2,,,S","22.79",",,,S"
"IDM00097028","1997-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","3,S","28","3,S","0","3,S","21.2","4,S,31,","32.0","3,S,31,+","","","27.03","7,S","31.12","3,,,S","22.94","4,,,S"
"IDM00097028","1997-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","236.6","5,S","0",",S","0",",S","0","5,S","26","5,S","15","5,S","19.2",",S,17,","33.4","5,S,29,","0.0","5,S","27.34","5,S","32.20","5,,,S","22.48",",,,S"
"IDM00097028","1997-09","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","4,S","26","4,S","18","4,S","20.4","4,S,09,","33.8","4,S,11,","","","27.36","8,S","32.45","4,,,S","22.28","4,,,S"
"IDM00097028","1997-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","260.3","3,S","0","1,S","0","1,S","0","2,S","29","2,S","18","2,S","22.0","1,S,12,","33.2","2,S,23,+","0.0","2,S","27.63","3,S","32.31","2,,,S","22.95","1,,,S"
"IDM00097028","1997-11","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","27","3,S","4","3,S","","","33.6","3,S,07,","","","","","31.49","3,,,S","",""
"IDM00097028","1997-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","3,S","0","3,S","","","","","","","22.1","3,S,25,","","","","","","","","","23.55","3,,,S"
"IDM00097028","1998-02","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","24","4,S","16","4,S","","","34.2","4,S,27,","","","","","32.44","4,,,S","",""
"IDM00097028","1998-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","","","","","","","19.7","4,S,22,","","","","","","","","","22.23","4,,,S"
"IDM00097028","1998-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","3,S","0","3,S","","","","","","","22.0","3,S,05,","","","","","","","","","23.63","3,,,S"
"IDM00097028","1998-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","23.0","5,S,03,","","","","","","","","","24.51","5,,,S"
"IDM00097028","1998-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","2,S","0","2,S","0","4,S","27","4,S","0","4,S","22.6","2,S,17,","31.7","4,S,05,","","","27.16","6,S","30.81","4,,,S","23.51","2,,,S"
"IDM00097028","1998-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","28","3,S","1","3,S","","","32.2","3,S,31,","","","","","31.16","3,,,S","",""
"IDM00097028","1998-11","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","2,S","28","2,S","3","2,S","","","32.6","2,S,19,","","","","","30.49","2,,,S","",""
"IDM00097028","1998-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","1,S","30","1,S","3","1,S","22.5","5,S,17,","33.0","1,S,12,","","","27.04","6,S","30.66","1,,,S","23.42","5,,,S"
"IDM00097028","1999-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","21.2","5,S,09,","","","","","","","","","23.26","5,,,S"
"IDM00097028","1999-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","22.4","5,S,18,","","","","","","","","","23.46","5,,,S"
"IDM00097028","1999-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","2,S","0","2,S","","","","","","","22.2","2,S,12,","","","","","","","","","23.12","2,,,S"
"IDM00097028","1999-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","28","3,S","2","3,S","","","32.8","3,S,24,","","","","","30.68","3,,,S","",""
"IDM00097028","1999-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","26","5,S","1","5,S","","","32.2","5,S,03,","","","","","30.79","5,,,S","",""
"IDM00097028","2000-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","28","3,S","1","3,S","","","32.2","3,S,30,","","","","","30.85","3,,,S","",""
"IDM00097028","2001-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","26","5,S","15","5,S","","","33.6","5,S,14,","","","","","32.33","5,,,S","",""
"IDM00097028","2004-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","","","","","","","22.2","4,S,06,","","","","","","","","","23.19","4,,,S"
"IDM00097028","2005-01","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","20.2","5,S,13,","","","","","","","","","22.89","5,,,S"
"IDM00097028","2005-02","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","4,S","24","4,S","8","4,S","20.2","4,S,02,","33.6","4,S,21,","","","27.14","8,S","31.53","4,,,S","22.75","4,,,S"
"IDM00097028","2005-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","27","4,S","11","4,S","","","33.6","4,S,03,+","","","","","31.80","4,,,S","",""
"IDM00097028","2005-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","27","3,S","9","3,S","","","33.0","3,S,27,+","","","","","31.37","3,,,S","",""
"IDM00097028","2005-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","1,S","30","1,S","10","1,S","22.2","5,S,27,+","33.0","1,S,22,","","","27.42","6,S","31.78","1,,,S","23.05","5,,,S"
"IDM00097028","2005-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","3,S","0","3,S","0","5,S","25","5,S","10","5,S","21.8","3,S,25,","33.6","5,S,06,","","","27.20","7,S","31.62","5,,,S","22.79","3,,,S"
"IDM00097028","2005-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","32.1","5,S,28,","","","","","31.43","5,,,S","",""
"IDM00097028","2005-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","235.7","4,S","0","3,S","0","3,S","0","1,S","30","1,S","13","1,S","20.4","3,S,25,","32.8","1,S,11,","0.0","1,S","27.03","4,S","31.75","1,,,S","22.32","3,,,S"
"IDM00097028","2005-09","1.017","120.8","2.0","TOLI TOLI LALOS, ID","260.3","1,S","0",",S","0",",S","0","1,S","29","1,S","20","1,S","20.2",",S,29,","33.7","1,S,16,","0.0","1,S","27.28","1,S","32.38","1,,,S","22.17",",,,S"
"IDM00097028","2005-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","1,S","30","1,S","9","1,S","","","34.2","1,S,10,","","","","","31.69","1,,,S","",""
"IDM00097028","2005-11","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","3,S","27","3,S","2","3,S","","","32.6","3,S,05,+","","","","","31.19","3,,,S","",""
"IDM00097028","2005-12","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","5,S","26","5,S","1","5,S","","","33.5","5,S,19,","","","","","30.58","5,,,S","",""
"IDM00097028","2006-01","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","21.3","5,S,11,","","","","","","","","","22.67","5,,,S"
"IDM00097028","2006-02","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","4,S","24","4,S","6","4,S","","","33.0","4,S,22,","","","","","31.34","4,,,S","",""
"IDM00097028","2006-03","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","2,S","29","2,S","1","2,S","","","32.2","2,S,07,","","","","","31.14","2,,,S","",""
"IDM00097028","2006-04","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","0","2,S","28","2,S","3","2,S","21.4","5,S,24,+","32.8","2,S,10,","","","26.97","7,S","31.28","2,,,S","22.66","5,,,S"
"IDM00097028","2006-05","1.017","120.8","2.0","TOLI TOLI LALOS, ID","245.8","3,S","0","3,S","0","3,S","0",",S","31",",S","10",",S","21.0","3,S,31,","33.2",",S,20,","0.0",",S","27.11","3,S","31.67",",,,S","22.55","3,,,S"
"IDM00097028","2006-06","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","5,S","25","5,S","0","5,S","20.9","4,S,05,","31.8","5,S,25,+","","","26.79","8,S","31.28","5,,,S","22.30","4,,,S"
"IDM00097028","2006-07","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","5,S","0","5,S","","","","","","","21.8","5,S,31,","","","","","","","","","23.01","5,,,S"
"IDM00097028","2006-08","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","","","","","","","21.3","4,S,03,","","","","","","","","","22.94","4,,,S"
"IDM00097028","2006-09","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","0","4,S","0","4,S","0","4,S","26","4,S","3","4,S","22.3","4,S,16,","32.6","4,S,12,+","","","27.43","8,S","31.59","4,,,S","23.28","4,,,S"
"IDM00097028","2006-10","1.017","120.8","2.0","TOLI TOLI LALOS, ID","","","","","","","0","1,S","30","1,S","9","1,S","","","32.8","1,S,05,","","","","","31.71","1,,,S","",""
