"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USR0000OSPA","1989-04","44.9083","-117.375","1303.9","SPARTA BUTTE OREGON, OR US","","","0.0","1,U","0",",U","15",",U","0","1,U","6","1,U","0","1,U","-3.9",",U,01,","22.8","1,U,18,","","","315.2","1,U","7.46","1,U","14.14","1,,,U","0.78",",,,U"
"USR0000OSPA","1989-05","44.9083","-117.375","1303.9","SPARTA BUTTE OREGON, OR US","","","0.0","1,U","0","1,U","11","1,U","0","1,U","4","1,U","0","1,U","-2.8","1,U,12,","25.6","1,U,06,","","","280.1","1,U","9.00","1,U","16.02","1,,,U","1.98","1,,,U"
"USR0000OSPA","1989-06","44.9083","-117.375","1303.9","SPARTA BUTTE OREGON, OR US","","","2.5",",U","0",",U","0",",U","0",",U","24",",U","0",",U","0.6",",U,21,","30.0",",U,29,","","","95.6",",U","15.23",",U","23.59",",,,U","6.87",",,,U"
"USR0000OSPA","1989-07","44.9083","-117.375","1303.9","SPARTA BUTTE OREGON, OR US","","","60.4","1,U","0",",U","0",",U","0","1,U","28","1,U","8","1,U","5.0",",U,02,+","35.0","1,U,19,","24.0","U","24.0","1,U","19.50","1,U","29.39","1,,,U","9.61",",,,U"
"USR0000OSPA","1989-08","44.9083","-117.375","1303.9","SPARTA BUTTE OREGON, OR US","","","23.9","1,U","0","1,U","0","1,U","0","1,U","24","1,U","2","1,U","3.9","1,U,16,","34.4","1,U,07,","109.0","U","85.0","1,U","16.30","1,U","24.26","1,,,U","8.33","1,,,U"
"USR0000OSPA","1989-09","44.9083","-117.375","1303.9","SPARTA BUTTE OREGON, OR US","","","0.9","1,U","0",",U","0",",U","0","1,U","20","1,U","0","1,U","1.1",",U,10,","27.8","1,U,24,","233.3","U","124.3","1,U","14.01","1,U","22.31","1,,,U","5.70",",,,U"
"USR0000OSPA","1989-10","44.9083","-117.375","1303.9","SPARTA BUTTE OREGON, OR US","","","0.0",",U","0",",U","15",",U","0",",U","3",",U","0",",U","-7.2",",U,29,","23.9",",U,09,","573.7","U","340.4",",U","7.35",",U","13.44",",,,U","1.27",",,,U"
"USR0000OSPA","1989-11","44.9083","-117.375","1303.9","SPARTA BUTTE OREGON, OR US","","","0.0",",U","0",",U","24",",U","0",",U","0",",U","0",",U","-7.8",",U,29,","15.6",",U,11,+","1050.3","U","476.6",",U","2.45",",U","6.80",",,,U","-1.91",",,,U"
"USR0000OSPA","1989-12","44.9083","-117.375","1303.9","SPARTA BUTTE OREGON, OR US","","","0.0","1,U","0",",U","30",",U","4","1,U","0","1,U","0","1,U","-11.1",",U,11,","8.3","1,U,22,","1619.4","U","569.1","1,U","-0.72","1,U","3.95","1,,,U","-5.40",",,,U"
"USR0000OSPA","1990-01","44.9083","-117.375","1303.9","SPARTA BUTTE OREGON, OR US","0.0","U","0.0",",U","0",",U","29",",U","10",",U","0",",U","0",",U","-10.6",",U,24,+","8.9",",U,09,","2234.7","U","615.3",",U","-1.51",",U","1.77",",,,U","-4.80",",,,U"
