"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00319675","1966-05","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","60.9","0","51.7",",0","11",",0","10",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","27",",0","0",",0","","","8","","-0.6",",0,11,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,27,","31.1",",0,29,+","2184.9","0","","","39.4",",0","","","","","","","","","","","111.8",",,,0","0",",,,0","18.73",",0","25.56",",,,0","11.90",",,,0"
"USC00319675","1966-06","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","180.3","0","119.4",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","8","","3.9",",0,02,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,17,","34.4",",0,29,","2194.3","0","","","9.4",",0","","","","","","","","","","","87.3",",,,0","0",",,,0","22.00",",0","29.65",",,,0","14.35",",,,0"
"USC00319675","1966-07","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","397.3","0","217.0",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","9","","12.8",",0,31,","0",",,0,31,+","0",",,0,31,+","38.1",",,0,30,","38.3",",0,28,","0.0","0","","","0.0",",0","","","","","","","","","","","93.2",",,,0","0",",,,0","25.33",",0","33.00",",,,0","17.66",",,,0"
"USC00319675","1966-08","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","566.3","0","169.0",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","13","","11.7",",0,27,+","0",",,0,31,+","0",",,0,31,+","27.9",",,0,26,","33.3",",0,22,+","0.0","0","","","0.0",",0","","","","","","","","","","","119.9",",,,0","0",",,,0","23.79",",0","30.16",",,,0","17.41",",,,0"
"USC00319675","1966-09","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","626.1","0","59.8",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","5","","7.2",",0,25,+","0",",,0,30,+","0",",,0,30,+","44.7",",,0,19,","33.9",",0,03,","11.7","0","","","11.7",",0","","","","","","","","","","","123.1",",,,0","0",",,,0","19.94",",0","26.89",",,,0","12.98",",,,0"
"USC00319675","1966-10","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","636.9","0","10.8",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","0",",0","","","1","","-1.7",",0,31,","0",",,0,31,+","0",",,0,31,+","44.7",",,0,01,","29.4",",0,10,","154.7","0","","","143.0",",0","","","","","","","","","","","97.4",",,,0","0",",,,0","14.07",",0","21.99",",,,0","6.15",",,,0"
"USC00319675","1966-11","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","636.9","0","0.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","8",",0","0",",0","","","","","-6.7",",0,04,","0",",,0,30,+","0",",,0,30,+","17.0",",,0,28,","23.9",",0,18,","410.0","0","","","255.3",",0","","","","","","","","","","","36.1",",,,0","0",",,,0","9.82",",0","17.36",",,,0","2.28",",,,0"
"USC00319675","1966-12","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","636.9","0","0.0",",0","9",",0","7",",0","0",",0","1",",0","1",",0","0",",0","23",",0","0",",0","1",",0","0",",0","","","","","-11.7",",0,25,","25",",,0,24,","43",",,0,24,","21.3",",,0,13,","22.2",",0,09,","836.9","0","","","426.9",",0","","","","","","","","","","","68.5",",,,0","43",",,,0","4.56",",0","10.79",",,,0","-1.66",",,,0"
"USC00319675","1967-01","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","5",",0","4",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","5",",0","0",",0","","","1","","-10.6",",0,20,","0",",T,0,20,+","33",",,0,19,","19.8",",,0,08,","24.4",",0,24,","1232.7","0","","","395.8",",0","","","","","","","","","","","53.9",",,,0","33",",,,0","5.56",",0","12.72",",,,0","-1.59",",,,0"
"USC00319675","1967-02","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","7",",0","5",",0","0",",0","1",",0","1",",0","0",",0","23",",0","1",",0","2",",0","0",",0","","","","","-15.0",",0,25,","25",",,0,10,","64",",,0,10,","20.3",",,0,17,","21.7",",0,15,+","1653.2","0","","","420.5",",0","","","","","","","","","","","72.0",",,,0","74",",,,0","3.32",",0","9.75",",,,0","-3.11",",,,0"
"USC00319675","1967-03","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","5.3","0","5.3",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","16",",0","0",",0","","","3","","-10.0",",0,18,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,12,","29.4",",0,11,","1874.8","0","","","221.6",",0","","","","","","","","","","","43.7",",,,0","0",",,,0","11.35",",0","19.82",",,,0","2.89",",,,0"
"USC00319675","1967-04","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","30.4","0","25.1",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","1",",0","","","2","","-0.6",",0,29,","0",",,0,30,+","0",",,0,30,+","35.1",",,0,26,","32.2",",0,17,","1955.4","0","","","80.6",",0","","","","","","","","","","","51.6",",,,0","0",",,,0","16.48",",0","24.94",",,,0","8.02",",,,0"
"USC00319675","1967-05","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","72.7","0","42.3",",0","14",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","3",",0","","","9","","3.3",",0,17,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,31,","34.4",",0,28,","2028.2","0","","","72.8",",0","","","","","","","","","","","114.2",",,,0","0",",,,0","17.35",",0","24.67",",,,0","10.03",",,,0"
"USC00319675","1967-06","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","193.0","0","120.3",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","6",",0","","","4","","8.9",",0,01,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,01,","35.0",",0,24,+","2040.9","0","","","12.7",",0","","","","","","","","","","","35.3",",,,0","0",",,,0","21.92",",0","28.76",",,,0","15.07",",,,0"
"USC00319675","1967-07","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","369.6","0","176.6",",0","15",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","11","","11.1",",0,05,","0",",,0,31,+","0",",,0,31,+","21.1",",,0,18,","34.4",",0,27,","0.0","0","","","0.0",",0","","","","","","","","","","","78.1",",,,0","0",",,,0","24.03",",0","30.57",",,,0","17.49",",,,0"
"USC00319675","1967-08","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","524.8","0","155.2",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","11","","11.7",",0,15,+","0",",,0,31,+","0",",,0,31,+","16.5",",,0,24,+","35.0",",0,05,","0.0","0","","","0.0",",0","","","","","","","","","","","78.9",",,,0","0",",,,0","23.34",",0","30.00",",,,0","16.68",",,,0"
"USC00319675","1967-09","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","572.2","0","47.4",",0","6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","28",",0","1",",0","","","2","","0.0",",0,30,","0",",,0,30,+","0",",,0,30,+","32.5",",,0,09,","32.2",",0,19,","40.2","0","","","40.2",",0","","","","","","","","","","","67.1",",,,0","0",",,,0","18.57",",0","26.17",",,,0","10.98",",,,0"
"USC00319675","1967-10","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","579.4","0","7.2",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","15",",0","0",",0","","","1","","-2.2",",0,29,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,25,","31.1",",0,05,+","177.3","0","","","137.1",",0","","","","","","","","","","","45.5",",,,0","0",",,,0","14.14",",0","22.03",",,,0","6.26",",,,0"
"USC00319675","1967-11","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","579.4","0","0.0",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","4",",0","0",",0","","","","","-9.4",",0,29,","0",",,0,30,+","0",",,0,30,+","10.2",",,0,30,","24.4",",0,12,","506.2","0","","","328.9",",0","","","","","","","","","","","45.0",",,,0","0",",,,0","7.37",",0","14.72",",,,0","0.02",",,,0"
"USC00319675","1967-12","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","579.4","0","0.0",",0","12",",0","9",",0","3",",0","0",",0","0",",0","0",",0","18",",0","0",",0","0",",0","0",",0","","","","","-6.7",",0,30,+","0",",,0,31,+","0",",T,0,31,+","37.3",",,0,28,","20.6",",0,19,+","869.4","0","","","363.2",",0","","","","","","","","","","","172.0",",,,0","0",",T,,0","6.62",",0","12.27",",,,0","0.96",",,,0"
"USC00319675","1968-01","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","10",",0","6",",0","1",",0","11",",0","3",",0","0",",0","27",",0","4",",0","0",",0","0",",0","","","","","-12.2",",0,08,","76",",,0,16,+","89",",,0,13,","47.0",",,0,13,","18.9",",0,29,","1379.1","0","","","509.7",",0","","","","","","","","","","","104.0",",,,0","157",",,,0","1.89",",0","7.85",",,,0","-4.07",",,,0"
"USC00319675","1968-02","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","2",",0","2",",0","0",",0","1",",0","1",",0","0",",0","27",",0","0",",0","0",",0","0",",0","","","","","-13.3",",0,22,+","51",",,0,29,","38",",,0,29,","11.2",",,0,29,","16.1",",0,20,","1854.5","0","","","475.4",",0","","","","","","","","","","","17.6",",,,0","38",",,,0","1.94",",0","9.88",",,,0","-6.00",",,,0"
"USC00319675","1968-03","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","2.0","0","2.0",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","14",",0","0",",0","","","3","","-7.8",",0,14,","0",",T,0,02,+","0",",,0,31,+","47.8",",,0,12,","30.6",",0,21,","2098.3","0","","","243.8",",0","","","","","","","","","","","100.2",",,,0","0",",,,0","10.53",",0","19.55",",,,0","1.51",",,,0"
"USC00319675","1968-04","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","11.5","0","9.5",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","","","4","","-1.1",",0,02,","0",",,0,30,+","0",",,0,30,+","36.8",",,0,24,","30.0",",0,20,+","2214.2","0","","","115.9",",0","","","","","","","","","","","118.3",",,,0","0",",,,0","14.78",",0","22.38",",,,0","7.19",",,,0"
"USC00319675","1968-05","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","33.3","0","21.8",",0","11",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","7","","2.2",",0,07,","0",",,0,31,+","0",",,0,31,+","41.4",",,0,12,","30.6",",0,24,","2257.4","0","","","43.2",",0","","","","","","","","","","","125.6",",,,0","0",",,,0","17.64",",0","24.90",",,,0","10.38",",,,0"
"USC00319675","1968-06","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","162.6","0","129.3",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","7","","9.4",",0,01,","0",",,0,30,+","0",",,0,30,+","27.4",",,0,09,","36.1",",0,30,","2257.4","0","","","0.0",",0","","","","","","","","","","","102.0",",,,0","0",",,,0","22.64",",0","29.74",",,,0","15.54",",,,0"
"USC00319675","1968-07","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","358.2","0","195.6","1,0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","16","1,0","","","14","","15.0",",0,05,","0",",,0,31,+","0",",,0,31,+","23.9",",,0,19,","36.1","1,0,01,","0.0","0","","","0.0","1,0","","","","","","","","","","","97.1",",,,0","0",",,,0","24.83","1,0","31.30","1,,,0","18.37",",,,0"
"USC00319675","1968-08","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","579.0","0","220.8",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","13","","8.9",",0,29,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,02,","38.3",",0,24,+","0.0","0","","","0.0",",0","","","","","","","","","","","80.4",",,,0","0",",,,0","25.45",",0","32.72",",,,0","18.19",",,,0"
"USC00319675","1968-09","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","664.7","0","85.7",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","7.8",",0,13,+","0",",,0,30,+","0",",,0,30,+","15.2",",,0,10,","33.3",",0,23,","1.6","0","","","1.6",",0","","","","","","","","","","","26.6",",,,0","0",",,,0","21.14",",0","29.35",",,,0","12.92",",,,0"
"USC00319675","1968-10","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","683.5","0","18.8",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","21",",0","0",",0","","","3","","-2.8",",0,27,","0",",,0,31,+","0",",,0,31,+","64.3",",,0,19,","30.6",",0,02,+","100.6","0","","","99.0",",0","","","","","","","","","","","135.9",",,,0","0",",,,0","15.75",",0","22.87",",,,0","8.62",",,,0"
"USC00319675","1968-11","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","683.5","0","0.0",",0","11",",0","8",",0","3",",0","1",",0","1",",0","0",",0","12",",0","0",",0","6",",0","0",",0","","","2","","-8.3",",0,21,","51",",,0,12,","114",",,0,12,","36.8",",,0,18,","28.9",",0,02,+","366.0","0","","","265.4",",0","","","","","","","","","","","126.9",",,,0","114",",,,0","9.49",",0","16.02",",,,0","2.95",",,,0"
"USC00319675","1968-12","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","683.5","0","0.0",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","","","","","-11.1",",0,16,+","0",",,0,31,+","0",",,0,31,+","13.5",",,0,22,","16.1",",0,28,","845.0","0","","","479.0",",0","","","","","","","","","","","64.9",",,,0","0",",,,0","2.88",",0","8.90",",,,0","-3.14",",,,0"
"USC00319675","1969-01","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","21",",0","1",",0","0",",0","0",",0","","","","","-13.3",",0,06,","0",",T,0,29,+","5",",,0,06,","27.9",",,0,20,","18.9",",0,31,","1329.1","0","","","484.1",",0","","","","","","","","","","","50.2",",,,0","5",",,,0","2.72",",0","8.58",",,,0","-3.14",",,,0"
"USC00319675","1969-02","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","10",",0","9",",0","0",",0","1",",0","1",",0","0",",0","18",",0","0",",0","0",",0","0",",0","","","","","-7.8",",0,14,","51",",,0,16,","51",",,0,16,","21.6",",,0,01,","17.2",",0,05,","1706.0","0","","","376.9",",0","","","","","","","","","","","75.7",",,,0","64",",,,0","4.87",",0","10.52",",,,0","-0.78",",,,0"
"USC00319675","1969-03","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","9",",0","7",",0","2",",0","3",",0","1",",0","0",",0","18",",0","0",",0","4",",0","0",",0","","","","","-7.2",",0,12,","254",",,0,01,","254",",,0,01,","29.2",",,0,01,","23.9",",0,20,","2058.1","0","","","352.1",",0","","","","","","","","","","","99.6",",,,0","254",",,,0","6.97",",0","14.38",",,,0","-0.43",",,,0"
"USC00319675","1969-04","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","7.5","0","7.5",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","0",",0","","","1","","-2.8",",0,01,","0",",,0,30,+","0",",,0,30,+","31.8",",,0,18,","28.9",",0,17,","2150.6","0","","","92.5",",0","","","","","","","","","","","80.8",",,,0","0",",,,0","15.50",",0","22.82",",,,0","8.19",",,,0"
"USC00319675","1969-05","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","65.1","0","57.6",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","6","","1.7",",0,12,","0",",,0,31,+","0",",,0,31,+","62.2",",,0,19,","33.3",",0,30,","2183.4","0","","","32.8",",0","","","","","","","","","","","114.4",",,,0","0",",,,0","19.13",",0","27.15",",,,0","11.12",",,,0"
"USC00319675","1969-06","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","230.5","0","165.4",",0","11",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","16","","8.9",",0,04,","0",",,0,30,+","0",",,0,30,+","62.0",",,0,14,","36.1",",0,28,","2184.5","0","","","1.1",",0","","","","","","","","","","","208.5",",,,0","0",",,,0","23.81",",0","30.59",",,,0","17.03",",,,0"
"USC00319675","1969-07","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","448.2","0","217.7",",0","13",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","16","","15.6",",0,14,+","0",",,0,31,+","0",",,0,31,+","55.9",",,0,10,","36.1",",0,05,","0.0","0","","","0.0",",0","","","","","","","","","","","177.1",",,,0","0",",,,0","25.35",",0","32.00",",,,0","18.71",",,,0"
"USC00319675","1969-08","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","597.9","0","149.7",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","7","","11.1",",0,29,+","0",",,0,31,+","0",",,0,31,+","7.6",",,0,15,","33.3",",0,26,+","0.0","0","","","0.0",",0","","","","","","","","","","","41.9",",,,0","0",",,,0","23.16",",0","29.84",",,,0","16.49",",,,0"
"USC00319675","1969-09","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","665.0","0","67.1",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","7","","5.6",",0,30,","0",",,0,30,+","0",",,0,30,+","34.8",",,0,20,","31.7",",0,07,","22.4","0","","","22.4",",0","","","","","","","","","","","110.0",",,,0","0",",,,0","19.83",",0","26.41",",,,0","13.24",",,,0"
"USC00319675","1969-10","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","680.9","0","15.9",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","21",",0","0",",0","","","1","","-3.9",",0,24,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,02,","30.6",",0,12,","148.2","0","","","125.8",",0","","","","","","","","","","","38.1",",,,0","0",",,,0","14.79",",0","22.17",",,,0","7.40",",,,0"
"USC00319675","1969-11","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","680.9","0","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","1",",0","0",",0","","","","","-10.6",",0,16,","0",",,0,30,+","0",",,0,30,+","23.6",",,0,19,","22.8",",0,02,","466.2","0","","","318.0",",0","","","","","","","","","","","41.4",",,,0","0",",,,0","7.73",",0","15.30",",,,0","0.16",",,,0"
"USC00319675","1969-12","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","680.9","0","0.0",",0","9",",0","6",",0","3",",0","4",",0","1",",0","0",",0","23",",0","0",",0","0",",0","0",",0","","","","","-9.4",",0,21,","76",",,0,26,","89",",,0,26,","43.2",",,0,10,","16.7",",0,14,","939.5","0","","","473.3",",0","","","","","","","","","","","128.0",",,,0","104",",,,0","3.06",",0","8.53",",,,0","-2.40",",,,0"
"USC00319675","1970-01","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","10",",0","7",",0","0",",0","10",",0","3",",0","2",",0","26",",0","6",",0","0",",0","0",",0","","","1","","-18.9",",0,22,","76",",,0,06,","76",",,0,06,","18.3",",,0,29,","20.0",",0,29,","1487.9","0","","","548.4",",0","","","","","","","","","","","58.7",",,,0","178",",,,0","0.64",",0","7.22",",,,0","-5.94",",,,0"
"USC00319675","1970-02","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","0",",0","0",",0","","","1","","-15.0",",0,04,","0",",,0,28,+","0",",,0,28,+","19.6",",,0,16,","20.6",",0,28,","1870.7","0","","","382.8",",0","","","","","","","","","","","74.2",",,,0","0",",,,0","4.66",",0","12.01",",,,0","-2.69",",,,0"
"USC00319675","1970-03","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","5",",0","0",",0","","","","","-7.8",",0,16,+","0",",,0,31,+","0",",,0,31,+","17.3",",,0,18,","21.7",",0,29,+","2172.8","0","","","302.1",",0","","","","","","","","","","","71.8",",,,0","0",",,,0","8.59",",0","15.81",",,,0","1.37",",,,0"
"USC00319675","1970-04","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","17.6","0","17.6",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","22",",0","0",",0","","","7","","-2.2",",0,08,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,28,","31.7",",0,23,","2271.0","0","","","98.2",",0","","","","","","","","","","","77.9",",,,0","0",",,,0","15.65",",0","23.64",",,,0","7.65",",,,0"
"USC00319675","1970-05","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","80.7","0","63.1",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","4","","1.7",",0,07,","0",",,0,31,+","0",",,0,31,+","32.8",",,0,04,","32.8",",0,23,","2297.7","0","","","26.7",",0","","","","","","","","","","","79.5",",,,0","0",",,,0","19.51",",0","27.44",",,,0","11.57",",,,0"
"USC00319675","1970-06","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","209.3","0","128.6",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","12","","8.9",",0,29,","0",",,0,30,+","0",",,0,30,+","39.1",",,0,14,","34.4",",0,30,+","2298.8","0","","","1.1",",0","","","","","","","","","","","100.1",",,,0","0",",,,0","22.58",",0","29.46",",,,0","15.71",",,,0"
"USC00319675","1970-07","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","406.5","0","197.2",",0","15",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","12","","12.2",",0,17,","0",",,0,31,+","0",",,0,31,+","65.5",",,0,10,","36.7",",0,02,","1.4","0","","","1.4",",0","","","","","","","","","","","96.7",",,,0","0",",,,0","24.65",",0","31.64",",,,0","17.66",",,,0"
"USC00319675","1970-08","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","578.6","0","172.1",",0","13",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","11","","13.9",",0,25,","0",",,0,31,+","0",",,0,31,+","166.9",",,0,10,","35.6",",0,01,","1.9","0","","","0.5",",0","","","","","","","","","","","282.0",",,,0","0",",,,0","23.87",",0","30.42",",,,0","17.31",",,,0"
"USC00319675","1970-09","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","721.3","0","142.7",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","6","","2.8",",0,30,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,10,","33.3",",0,22,","11.6","0","","","9.7",",0","","","","","","","","","","","51.6",",,,0","0",",,,0","22.77",",0","30.23",",,,0","15.30",",,,0"
"USC00319675","1970-10","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","741.9","0","20.6",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","0",",0","","","1","","-2.8",",0,18,","0",",,0,31,+","0",",,0,31,+","71.1",",,0,30,","30.6",",0,03,","105.9","0","","","94.3",",0","","","","","","","","","","","134.7",",,,0","0",",,,0","15.95",",0","22.78",",,,0","9.13",",,,0"
"USC00319675","1970-11","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","741.9","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","5",",0","0",",0","","","2","","-13.3",",0,25,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,15,","25.6",",0,28,","381.1","0","","","275.2",",0","","","","","","","","","","","26.4",",,,0","0",",,,0","9.16",",0","16.09",",,,0","2.22",",,,0"
"USC00319675","1970-12","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","741.9","0","0.0",",0","6",",0","4",",0","0",",0","1",",0","1",",0","0",",0","17",",0","1",",0","3",",0","0",",0","","","","","-12.2",",0,30,","51",",,0,31,","38",",,0,31,","16.5",",,0,16,","23.9",",0,02,","765.3","0","","","384.2",",0","","","","","","","","","","","46.4",",,,0","38",",,,0","5.94",",0","12.42",",,,0","-0.55",",,,0"
"USC00319675","1971-01","36.1306","-80.5481","266.7","YADKINVILLE 6 E, NC US","","","0.0","0","0.0",",0","12",",0","5",",0","1",",0","2",",0","0",",0","0",",0","21",",0","1",",0","0",",0","0",",0","","","","","-12.8",",0,28,","25",",,0,02,+","13",",,0,01,","47.5",",,0,05,","17.2",",0,05,","1234.5","0","","","469.2",",0","","","","","","","","","","","79.7",",,,0","13",",,,0","3.20",",0","8.47",",,,0","-2.08",",,,0"
