"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00228998","1959-01","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","0.0","0","0.0","1,0","8",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","17","1,0","4",",0","0",",0","0",",0","","","","","-12.8","1,0,05,","0",",,0,31,+","0",",,0,31,+","36.6",",,0,08,","19.4",",0,27,","","","","","","","454.5",",0","","","","","","","","","","","116.9",",,,0","0",",,,0","3.24","1,0","8.41",",,,0","-1.94","1,,,0","",""
"USC00228998","1959-02","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","0.0","0","0.0","3,0","8",",0","5",",0","2",",0","0",",0","0",",0","0","3,0","13","3,0","1",",0","1",",0","0",",0","","","","","-7.2","3,0,21,","0",",,0,28,+","0",",,0,28,+","30.2",",,0,13,","21.7",",0,10,","","","","","","","308.6",",0","","","","","","","","","","","96.2",",,,0","0",",,,0","6.33","3,0","12.40",",,,0","0.27","3,,,0","",""
"USC00228998","1959-03","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","0.0","0","0.0",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","4",",0","0",",0","","","","","-1.7",",0,23,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,05,","25.6",",0,26,","","","","","","","248.6",",0","","","","","","","","","","","72.3",",,,0","0",",,,0","10.31",",0","17.15",",,,0","3.47",",,,0","",""
"USC00228998","1959-04","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","23.6","0","23.6",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","","","1.1",",0,14,","0",",,0,30,+","0",",,0,30,+","38.1",",,0,18,","28.9",",0,08,+","","","","","","","92.9",",0","","","","","","","","","","","104.2",",,,0","0",",,,0","16.02",",0","22.21",",,,0","9.83",",,,0","",""
"USC00228998","1959-05","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","182.1","0","158.5",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","7.8",",0,15,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,13,","32.8",",0,02,","","","","","","","7.8",",0","","","","","","","","","","","54.3",",,,0","0",",,,0","23.20",",0","29.44",",,,0","16.95",",,,0","",""
"USC00228998","1959-06","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","374.9","0","192.8",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","15.0",",0,15,+","0",",,0,30,+","0",",,0,30,+","24.6",",,0,12,","35.6",",0,30,","","","","","","","0.0",",0","","","","","","","","","","","59.5",",,,0","0",",,,0","24.76",",0","30.61",",,,0","18.91",",,,0","",""
"USC00228998","1959-07","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","618.0","0","243.1",",0","8",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","13.3",",0,03,","0",",,0,31,+","0",",,0,31,+","124.5",",,0,25,","35.0",",0,31,+","","","0.0","0","","","0.0",",0","","","","","","","","","","","209.9",",,,0","0",",,,0","26.17",",0","32.34",",,,0","20.01",",,,0","",""
"USC00228998","1959-08","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","874.6","0","256.6",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","16.1",",0,09,","0",",,0,31,+","0",",,0,31,+","32.3",",,0,20,","35.0",",0,06,","","","0.0","0","","","0.0",",0","","","","","","","","","","","81.6",",,,0","0",",,,0","26.61",",0","32.35",",,,0","20.86",",,,0","",""
"USC00228998","1959-09","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","1038.1","0","163.5",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","11.1",",0,11,","0",",,0,30,+","0",",,0,30,+","57.2",",,0,27,","33.9",",0,09,","","","1.4","0","","","1.4",",0","","","","","","","","","","","103.6",",,,0","0",",,,0","23.74",",0","30.09",",,,0","17.38",",,,0","",""
"USC00228998","1959-10","34.7281","-90.3683","62.8","TUNICA 2 N, MS US","1083.3","0","45.2","2,0","4",",0","4",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","21",",0","0",",0","","","","","2.8","2,0,19,","0",",,0,31,+","0",",,0,31,+","63.5",",,0,13,","31.1",",0,10,+","","","78.5","0","","","77.1",",0","","","","","","","","","","","86.1",",,,0","0",",,,0","17.21","2,0","23.89",",,,0","10.53","2,,,0","",""
