"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00412587","2012-05","27.67222","-97.75222","19.2","DRISCOLL, TX US","","","257.6",",7","3",",7","2",",7","1",",7","0",",7","0",",7","0",",7","31",",7","18",",7","","","","","16.1",",7,13,","51.3",",,7,11,","37.2",",7,30,","","","0.0",",7","63.2",",,,7","26.64",",7","33.05",",,,7","20.23",",,,7"
"USC00412587","2012-06","27.67222","-97.75222","19.2","DRISCOLL, TX US","","","","","3","4,7","3","4,7","0","4,7","","","","","0","4,7","26","4,7","26","4,7","","","1","","","","9.7","4,,7,20,","42.2","4,7,27,","","","","","19.9","4,,,7","","","36.78","4,,,7","",""
"USC00412587","2012-07","27.67222","-97.75222","19.2","DRISCOLL, TX US","","","356.5","1,7","5",",7","3",",7","1",",7","0","1,7","0","1,7","0","1,7","30","1,7","28","1,7","","","","","21.1","1,7,01,","28.4",",,7,15,","39.4","1,7,30,","0.0","7","0.0","1,7","44.6",",,,7","30.22","1,7","36.23","1,,,7","24.20","1,,,7"
"USC00412587","2012-08","27.67222","-97.75222","19.2","DRISCOLL, TX US","","","424.1",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","31",",7","","","1","","22.2",",7,20,","0.5",",,7,28,","41.7",",7,31,+","0.0","7","0.0",",7","0.5",",,,7","32.01",",7","39.05",",,,7","24.98",",,,7"
"USC00412587","2012-09","27.67222","-97.75222","19.2","DRISCOLL, TX US","","","299.8","2,7","7","1,7","6","1,7","1","1,7","0","2,7","0","2,7","0","2,7","28","2,7","25","2,7","","","1","","16.1","2,7,21,","38.1","1,,7,29,","41.7","2,7,01,","0.0","7","0.0","2,7","63.4","1,,,7","29.04","2,7","36.40","2,,,7","21.68","2,,,7"
"USC00412587","2012-10","27.67222","-97.75222","19.2","DRISCOLL, TX US","","","","","0",",7","0",",7","0",",7","","","","","","","","","","","","","","","","","0.0",",,7,31,+","","","","","","","0.0",",,,7","","","","","",""
"USC00412587","2012-11","27.67222","-97.75222","19.2","DRISCOLL, TX US","","","","","3",",7","3",",7","1",",7","","","","","","","","","","","","","","","","","39.6",",,7,24,","","","","","","","59.2",",,,7","","","","","",""
"USC00412587","2012-12","27.67222","-97.75222","19.2","DRISCOLL, TX US","","","45.9","1,7","1",",7","0",",7","0",",7","0","1,7","1","1,7","0","1,7","21","1,7","0","1,7","","","","","-0.6","1,7,21,","1.3",",,7,05,","30.6","1,7,19,+","","","104.2","1,7","1.3",",,,7","16.39","1,7","23.93","1,,,7","8.84","1,,,7"
"USC00412587","2013-01","27.67222","-97.75222","19.2","DRISCOLL, TX US","32.8","","32.8",",7","7",",7","4",",7","0",",7","0",",7","0",",7","0",",7","16",",7","1",",7","1","","","","0.6",",7,16,","11.4",",,7,09,","32.2",",7,30,","","","153.2",",7","23.6",",,,7","14.45",",7","20.45",",,,7","8.45",",,,7"
"USC00412587","2013-02","27.67222","-97.75222","19.2","DRISCOLL, TX US","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","",""
