"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES"
"USC00447196","1892-12","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","3",",6","2",",6","0",",6","","","","","1","","","","","","22.9",",,6,21,","37.6",",,,6","",""
"USC00447196","1893-01","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","6",",6","6",",6","0",",6","","","","","1","","","","","","16.3",",,6,02,","59.0",",,,6","",""
"USC00447196","1893-02","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","5",",6","5",",6","2",",6","","","","","1","","","","","","39.6",",,6,14,","113.7",",,,6","",""
"USC00447196","1893-03","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","6",",6","6",",6","0",",6","","","1",",6","","","","","51",",,6,18,","20.6",",,6,05,","66.9",",,,6","51",",,,6"
"USC00447196","1893-04","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","7",",6","4",",6","1",",6","","","","","","","","","","","32.3",",,6,28,","74.7",",,,6","",""
"USC00447196","1893-05","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","7",",6","7",",6","2",",6","","","","","","","","","","","33.5",",,6,29,","118.8",",,,6","",""
"USC00447196","1893-06","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","7",",6","6",",6","0",",6","","","","","","","","","","","18.3",",,6,02,","63.3",",,,6","",""
"USC00447196","1893-07","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","9",",6","7",",6","1",",6","","","","","","","","","","","37.6",",,6,02,","97.6",",,,6","",""
"USC00447196","1893-08","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","8","1,6","8","1,6","3","1,6","","","","","","","","","","","38.1","1,,6,24,+","140.5","1,,,6","",""
"USC00447196","1893-09","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","9",",6","9",",6","3",",6","","","","","","","","","","","45.7",",,6,27,+","166.3",",,,6","",""
"USC00447196","1893-10","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","5",",6","4",",6","2",",6","","","","","1","","","","","","56.4",",,6,23,","138.2",",,,6","",""
"USC00447196","1893-11","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","5",",6","4",",6","1",",6","","","","","1","","","","","","43.9",",,6,09,","79.7",",,,6","",""
"USC00447196","1893-12","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","4",",6","4",",6","0",",6","","","","","2","","","","","","19.1",",,6,17,","50.6",",,,6","",""
"USC00447196","1894-01","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","7",",6","7",",6","0",",6","","","","","1","","","","","","24.1",",,6,30,","83.8",",,,6","",""
"USC00447196","1894-02","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","8",",6","8",",6","2",",6","","","","","1","","","","","","34.3",",,6,04,","118.8",",,,6","",""
"USC00447196","1894-03","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","4",",6","4",",6","0",",6","","","","","","","","","","","15.7",",,6,26,","33.4",",,,6","",""
"USC00447196","1894-04","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","5",",6","4",",6","1",",6","","","","","","","","","","","46.0",",,6,09,","81.3",",,,6","",""
"USC00447196","1894-05","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","11",",6","10",",6","1",",6","","","","","","","","","","","57.7",",,6,19,","135.1",",,,6","",""
"USC00447196","1894-06","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","8",",6","5",",6","0",",6","","","","","","","","","","","16.5",",,6,01,","57.3",",,,6","",""
"USC00447196","1894-07","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","7",",6","7",",6","2",",6","","","","","","","","","","","38.6",",,6,01,","142.0",",,,6","",""
"USC00447196","1894-08","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","8",",6","7",",6","1",",6","","","","","","","","","","","31.0",",,6,01,","107.4",",,,6","",""
"USC00447196","1894-09","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","3",",6","3",",6","3",",6","","","","","","","","","","","96.0",",,6,29,","184.7",",,,6","",""
"USC00447196","1894-10","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","6",",6","6",",6","1",",6","","","","","","","","","","","55.1",",,6,10,","106.4",",,,6","",""
"USC00447196","1894-11","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","7",",6","6",",6","0",",6","","","0",",6","1","","","","0",",T,6,12,","14.2",",,6,03,","50.1",",,,6","0",",T,,6"
"USC00447196","1894-12","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","5","1,6","3","1,6","2","1,6","","","1",",6","3","","","","25",",,6,26,","36.3","1,,6,27,","71.3","1,,,6","25",",,,6"
"USC00447196","1895-01","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","9","1,6","6","1,6","2","1,6","","","1",",6","1","","","","127",",,6,28,","41.9","1,,6,10,","129.3","1,,,6","143",",,,6"
"USC00447196","1895-02","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","4",",6","4",",6","0",",6","","","","","","","","","","","16.0",",,6,02,","46.5",",,,6","",""
"USC00447196","1895-03","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","9",",6","7",",6","3",",6","","","0",",6","","","","","13",",,6,03,","32.5",",,6,03,","122.9",",,,6","23",",,,6"
"USC00447196","1895-04","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","8",",6","7",",6","2",",6","","","0",",6","","","","","0",",T,6,03,","97.0",",,6,09,","180.2",",,,6","0",",T,,6"
"USC00447196","1895-05","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","14",",6","12",",6","1",",6","","","","","1","","","","","","38.6",",,6,21,","129.8",",,,6","",""
"USC00447196","1895-06","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","9",",6","6",",6","0",",6","","","","","","","","","","","15.7",",,6,25,","47.8",",,,6","",""
"USC00447196","1895-07","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","11",",6","8",",6","1",",6","","","","","","","","","","","33.5",",,6,16,","108.9",",,,6","",""
"USC00447196","1895-08","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","6",",6","6",",6","1",",6","","","","","","","","","","","40.4",",,6,31,","74.4",",,,6","",""
"USC00447196","1895-09","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","3",",6","3",",6","0",",6","","","","","","","","","","","7.6",",,6,01,","17.8",",,,6","",""
"USC00447196","1895-10","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","4",",6","3",",6","1",",6","","","","","","","","","","","30.5",",,6,31,","64.6",",,,6","",""
"USC00447196","1895-11","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","6",",6","3",",6","1",",6","","","","","","","","","","","32.3",",,6,10,","70.5",",,,6","",""
"USC00447196","1897-01","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","5",",6","4",",6","0",",6","","","","","","","","","","","7.6",",,6,27,","20.8",",,,6","",""
"USC00447196","1897-02","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","11","1,6","10","1,6","1","1,6","","","","","","","","","","","26.7","1,,6,21,","110.6","1,,,6","",""
"USC00447196","1897-03","37.5333","-77.4167","0.0","RICHMOND CITY LOCKS, VA US","11",",6","9",",6","1",",6","","","","","","","","","","","30.5",",,6,18,","84.4",",,,6","",""
