"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MZM00067273","2003-03","-16.217","39.9","62.0","ANGOCHE, MZ","","","","","0","5,S","26","5,S","19","5,S","","","34.4","5,S,03,","32.63","5,,,S","",""
"MZM00067273","2017-05","-16.217","39.9","62.0","ANGOCHE, MZ","0","5,S","0","5,S","","","","","","","15.0","5,S,21,","","","","","17.21","5,,,S"
