"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES"
"JAW00043285","1998-01","33.16667","129.71667","3.3","SASEBO USN BASE, JA","1","","",""
"JAW00043285","1998-02","33.16667","129.71667","3.3","SASEBO USN BASE, JA","16","","1",""
"JAW00043285","1998-03","33.16667","129.71667","3.3","SASEBO USN BASE, JA","17","","",""
"JAW00043285","1998-04","33.16667","129.71667","3.3","SASEBO USN BASE, JA","20","","2",""
"JAW00043285","1998-05","33.16667","129.71667","3.3","SASEBO USN BASE, JA","17","","",""
